City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64
1140,"Langley Park CDP, Maryland",24,45525,20657,12043,8614,28.4,28.1,29.4,29481,2634,6170,5186,4021,3358
1141,"Laurel city, Maryland",24,45900,29481,14358,15123,36.3,36.7,35.9,30798,1969,4113,3608,4285,4293
1142,"Lochearn CDP, Maryland",24,47450,30798,15476,15322,37.8,37.1,40.3,20372,3566,3315,3072,2748,1963
1143,"Maryland City CDP, Maryland",24,51075,20372,10070,10302,29.6,32.1,25.9,30612,3135,5255,2985,5149,3750
1144,"Middle River CDP, Maryland",24,52300,30612,13240,17372,39.9,39.2,40.5,27938,2019,3839,3028,3773,3082
1145,"Milford Mill CDP, Maryland",24,52562,27938,11188,16750,40.8,35.7,42.1,32388,2173,5063,4078,4748,4548
1146,"Montgomery Village CDP, Maryland",24,53325,32388,16594,15794,37.6,36.2,40.7,48096,2437,7840,7101,5572,5398
1147,"North Bethesda CDP, Maryland",24,56337,48096,23431,24665,40.5,38.7,42.4,25245,2105,3676,4793,3140,2271
1148,"North Laurel CDP, Maryland",24,56725,25245,12652,12593,35.1,33.3,37.3,26822,3926,1649,2272,4785,4440
1149,"North Potomac CDP, Maryland",24,56875,26822,13155,13667,46.3,47.1,46.0,42944,5474,4965,7341,5366,5201
1150,"Odenton CDP, Maryland",24,58300,42944,19998,22946,37.4,33.2,38.3,37831,2821,3027,5148,4682,5912
1151,"Olney CDP, Maryland",24,58900,37831,17087,20744,43.0,41.3,43.3,30905,3029,5626,2745,5827,4364
1152,"Owings Mills CDP, Maryland",24,59425,30905,12736,18169,40.0,40.1,38.3,25378,1705,3471,3320,3853,4870
1153,"Parkville CDP, Maryland",24,60275,25378,12528,12850,43.1,41.5,45.4,20481,1920,2365,852,3469,2562
1154,"Parole CDP, Maryland",24,60325,20481,10564,9917,53.0,45.5,63.2,33221,3005,7563,5301,4003,5110
1155,"Pasadena CDP, Maryland",24,60475,33221,15149,18072,36.8,37.3,35.9,28032,2070,4660,2439,3549,3905
1156,"Perry Hall CDP, Maryland",24,60975,28032,13011,15021,38.8,36.1,46.3,37723,2923,6000,2778,5189,4468
1157,"Pikesville CDP, Maryland",24,61400,37723,17674,20049,45.6,42.7,48.4,48246,2627,1873,5848,7857,6161
1158,"Potomac CDP, Maryland",24,63300,48246,23265,24981,48.2,47.6,48.4,38309,4359,2113,5282,6449,5069
1159,"Randallstown CDP, Maryland",24,64950,38309,17915,20394,41.6,39.2,44.1,27779,2442,3087,2988,4425,3039
1160,"Reisterstown CDP, Maryland",24,65600,27779,13481,14298,39.8,32.8,40.8,67133,3541,9628,10876,9276,6725
1161,"Rockville city, Maryland",24,67675,67133,33882,33251,39.7,37.6,43.1,20828,1729,2862,3174,1765,4332
1162,"Rosedale CDP, Maryland",24,68400,20828,9972,10856,42.5,40.2,50.2,32935,5159,4089,3943,3777,3465
1163,"Salisbury city, Maryland",24,69925,32935,14859,18076,31.6,31.5,31.6,20336,2052,3479,2552,2827,2352
1164,"Seabrook CDP, Maryland",24,70775,20336,9327,11009,35.8,31.7,40.6,54291,4124,10428,7741,6062,6878
1165,"Severn CDP, Maryland",24,71150,54291,26403,27888,35.4,34.5,36.9,41259,3372,2767,5858,6097,7266
1166,"Severna Park CDP, Maryland",24,71200,41259,20091,21168,42.3,39.2,44.3,80265,7821,12464,13549,8894,7620
1167,"Silver Spring CDP, Maryland",24,72450,80265,36995,43270,35.9,35.0,36.3,27496,2778,3854,5920,2310,3210
1168,"South Laurel CDP, Maryland",24,73650,27496,13671,13825,36.9,36.5,37.7,26897,1983,4886,3726,2716,5023
1169,"Suitland CDP, Maryland",24,75725,26897,12126,14771,40.4,35.2,42.8,62994,10251,8558,7005,5227,6758
1170,"Towson CDP, Maryland",24,78425,62994,27303,35691,33.7,38.0,30.8,80123,6633,11760,10958,12143,11935
1171,"Waldorf CDP, Maryland",24,81175,80123,37177,42946,39.0,38.5,39.6,53474,4407,7600,8338,8018,6836
1172,"Wheaton CDP, Maryland",24,83775,53474,27383,26091,37.3,36.1,38.7,35719,1263,5015,5796,3306,4629
1173,"Woodlawn CDP (Baltimore County), Maryland",24,86475,35719,14970,20749,37.4,35.7,39.3,28494,1009,3171,5391,3142,4097
1174,"Agawam Town city, Massachusetts",25,00840,28494,14287,14207,41.6,41.4,42.0,39388,23899,2895,1735,1550,2178
1175,"Amherst Town city, Massachusetts",25,01370,39388,18160,21228,21.1,21.5,20.8,45615,2292,6530,6319,6979,4918
1176,"Arlington CDP, Massachusetts",25,01640,45615,22210,23405,39.1,38.5,39.6,46579,3656,5231,7933,5959,5662
1177,"Attleboro city, Massachusetts",25,02690,46579,22780,23799,38.8,35.7,41.2,49591,3817,6777,5078,5941,7946
1178,"Barnstable Town city, Massachusetts",25,03690,49591,22832,26759,48.5,50.5,46.6,26833,1195,3366,3535,4271,3214
1179,"Belmont CDP, Massachusetts",25,05105,26833,13176,13657,41.6,41.1,41.9,42448,5630,5707,4254,4696,6895
1180,"Beverly city, Massachusetts",25,05595,42448,20496,21952,40.5,41.6,38.5,654281,98867,151591,85769,65244,68987
1181,"Boston city, Massachusetts",25,07000,654281,315141,339140,33.0,32.4,33.5,38821,3035,5511,6006,4652,5462
1182,"Braintree Town city, Massachusetts",25,07740,38821,19515,19306,40.5,38.1,42.9,28811,4696,3246,4191,2423,3213
1183,"Bridgewater Town city, Massachusetts",25,08130,28811,14726,14085,36.1,36.5,35.6,105455,10318,13755,13102,12214,12374
1184,"Brockton city, Massachusetts",25,09000,105455,50254,55201,36.6,35.8,37.2,62728,7286,11852,8338,6453,6528
1185,"Brookline CDP, Massachusetts",25,09210,62728,29317,33411,35.2,35.0,35.5,25990,2314,3096,3433,4360,2612
1186,"Burlington CDP, Massachusetts",25,09875,25990,11896,14094,43.0,41.8,43.4,117097,25079,33030,15925,7755,9327
1187,"Cambridge city, Massachusetts",25,11000,117097,57484,59613,30.6,30.6,30.6,38871,2395,7712,5792,5154,4725
1188,"Chelsea city, Massachusetts",25,13205,38871,20150,18721,35.5,35.9,35.1,55198,6175,7018,4934,8260,8214
1189,"Chicopee city, Massachusetts",25,13660,55198,25341,29857,43.2,46.0,41.1,27899,1968,2947,3799,3708,4436
1190,"Danvers CDP, Massachusetts",25,16285,27899,14120,13779,45.5,43.8,48.2,25251,1507,3603,3756,3092,2962
1191,"Dedham CDP, Massachusetts",25,16530,25251,11737,13514,42.1,41.5,42.4,48552,3984,7172,7482,6906,6674
1192,"Everett city, Massachusetts",25,21990,48552,24912,23640,40.1,37.9,44.8,93883,8004,13423,10631,12794,13582
1193,"Fall River city, Massachusetts",25,23000,93883,43598,50285,39.1,38.9,39.4,41722,5317,5336,4650,5018,6503
1194,"Fitchburg city, Massachusetts",25,23875,41722,20726,20996,44.5,44.2,45.3,71260,6108,9479,12647,9054,7506
1195,"Framingham city, Massachusetts",25,24960,71260,37776,33484,36.6,34.3,38.4,33025,3786,2955,3499,6050,6123
1196,"Franklin Town city, Massachusetts",25,25172,33025,16273,16752,46.1,45.1,47.4,29949,2599,3893,3063,3378,4441
1197,"Gloucester city, Massachusetts",25,26150,29949,14815,15134,45.3,45.0,45.7,67356,5674,10600,7136,8648,10299
1198,"Haverhill city, Massachusetts",25,29405,67356,31957,35399,37.0,36.4,37.3,37927,3194,5179,5175,3092,3705
1199,"Holyoke city, Massachusetts",25,30840,37927,17810,20117,36.8,39.0,34.1,88511,10563,12863,12836,10709,8154
1200,"Lawrence city, Massachusetts",25,34550,88511,41450,47061,31.0,30.5,31.9,43610,4585,5433,5962,4738,7155
1201,"Leominster city, Massachusetts",25,35075,43610,22980,20630,40.4,39.5,42.5,34075,1315,1652,4591,5543,4067
1202,"Lexington CDP, Massachusetts",25,35250,34075,15940,18135,45.7,46.1,45.0,114005,14060,16847,13397,12860,16878
1203,"Lowell city, Massachusetts",25,37000,114005,54912,59093,36.3,34.8,37.8,100831,8932,13809,15269,12397,13058
1204,"Lynn city, Massachusetts",25,37490,100831,50353,50478,37.8,33.9,40.7,65057,5271,13933,10860,8186,6615
1205,"Malden city, Massachusetts",25,37875,65057,31645,33412,36.4,35.2,37.5,41118,2767,7610,6045,4637,6395
1206,"Marlborough city, Massachusetts",25,38715,41118,20819,20299,38.2,38.3,38.1,62105,7325,15920,9129,6473,5241
1207,"Medford city, Massachusetts",25,39835,62105,29536,32569,35.3,35.3,35.4,29315,1113,3262,4304,5002,4444
1208,"Melrose city, Massachusetts",25,40115,29315,13776,15539,44.7,44.0,47.2,52804,5133,6662,7309,6971,6440
1209,"Methuen Town city, Massachusetts",25,40710,52804,25421,27383,36.8,35.6,37.2,28848,2903,3351,4116,3776,4366
1210,"Milford CDP, Massachusetts",25,41200,28848,14335,14513,41.4,40.4,43.3,28385,3521,2022,3663,4666,2608
1211,"Milton CDP, Massachusetts",25,41725,28385,12965,15420,34.9,36.3,34.0,32051,1607,1500,5953,4299,3940
1212,"Needham CDP, Massachusetts",25,44140,32051,14882,17169,41.0,42.0,40.5,100947,9597,12812,14312,13613,11029
1213,"New Bedford city, Massachusetts",25,45000,100947,50997,49950,38.5,38.1,38.6,87455,11665,8428,11518,11474,10461
1214,"Newton city, Massachusetts",25,45560,87455,42337,45118,39.2,38.7,39.5,29312,5022,3542,3320,3086,3750
1215,"Northampton city, Massachusetts",25,46330,29312,11879,17433,41.4,38.7,41.8,30852,1650,4727,4348,5143,4809
1216,"North Attleborough Town city, Massachusetts",25,46598,30852,15254,15598,40.9,40.4,43.3,31447,1976,6092,5282,2539,3584
1217,"Norwood CDP, Massachusetts",25,50285,31447,15520,15927,38.2,36.3,41.8,54112,3901,6144,5820,5655,9649
1218,"Peabody city, Massachusetts",25,52490,54112,26740,27372,51.3,51.3,51.2,43642,2977,4506,5518,6433,8135
1219,"Pittsfield city, Massachusetts",25,53960,43642,21024,22618,45.6,43.9,46.9,101131,8036,22294,13755,12430,13228
1220,"Quincy city, Massachusetts",25,55745,101131,50982,50149,37.6,36.3,39.1,34710,2682,5086,4450,4606,5770
1221,"Randolph Town city, Massachusetts",25,56000,34710,16283,18427,43.5,41.1,44.7,25216,1788,3476,3725,2961,4108
1222,"Reading CDP, Massachusetts",25,56165,25216,12582,12634,40.4,35.8,43.4,59075,2520,9075,10778,9501,6383
1223,"Revere city, Massachusetts",25,56585,59075,27691,31384,41.8,41.9,41.6,44824,5045,7721,6503,4923,6627
1224,"Salem city, Massachusetts",25,59105,44824,20850,23974,42.3,37.6,45.1,28670,1918,4497,4648,3503,2971
1225,"Saugus CDP, Massachusetts",25,60050,28670,13508,15162,44.1,42.8,46.8,79819,10864,24751,11623,7619,7233
1226,"Somerville city, Massachusetts",25,62535,79819,39288,40531,33.2,33.6,32.8,154788,20122,22063,19269,17132,17351
1227,"Springfield city, Massachusetts",25,67000,154788,74700,80088,33.3,29.7,37.1,21805,956,1851,3462,2825,4025
1228,"Stoneham CDP, Massachusetts",25,67700,21805,10552,11253,44.1,46.9,42.8,59600,5014,9225,9602,7167,7951
1229,"Taunton city, Massachusetts",25,69170,59600,27507,32093,40.9,39.1,42.5,27108,1201,2964,4420,3670,5113
1230,"Wakefield CDP, Massachusetts",25,72250,27108,13426,13682,47.0,46.7,48.3,64019,13714,13488,7469,5797,6349
1231,"Waltham city, Massachusetts",25,72600,64019,32932,31087,31.2,30.5,32.0,35157,3001,7487,4533,4609,4336
1232,"Watertown Town city, Massachusetts",25,73440,35157,16833,18324,39.4,39.2,39.5,30182,5981,987,2800,3373,4712
1233,"Wellesley CDP, Massachusetts",25,74210,30182,12911,17271,41.3,44.1,39.8,40582,4858,6408,4260,4711,5504
1234,"Westfield city, Massachusetts",25,76030,40582,19579,21003,38.6,39.0,38.5,28626,1829,4484,4148,4163,4811
1235,"West Springfield Town city, Massachusetts",25,77890,28626,14458,14168,43.6,43.0,43.9,57672,4933,9163,6961,8003,9252
1236,"Weymouth Town city, Massachusetts",25,78972,57672,27822,29850,42.0,39.0,46.2,22226,1506,1551,3673,3202,4292
1237,"Wilmington CDP, Massachusetts",25,80195,22226,11976,10250,42.7,41.4,44.0,22809,1348,1211,3314,4111,3062
1238,"Winchester CDP, Massachusetts",25,80545,22809,10899,11910,43.3,43.2,43.5,41055,4129,5733,4877,6070,6024
1239,"Woburn city, Massachusetts",25,81035,41055,19888,21167,40.7,43.8,39.4,205917,32930,35282,25776,22724,23749
1240,"Worcester city, Massachusetts",25,82000,205917,99262,106655,33.6,33.2,33.9,22300,3231,3316,2902,1607,2615
1241,"Adrian city, Michigan",26,00440,22300,10552,11748,33.8,29.7,37.7,25961,12264,2546,1907,810,1181
1242,"Allendale CDP, Michigan",26,01340,25961,11745,14216,21.5,23.0,21.0,28224,1582,3629,2741,4280,5140
1243,"Allen Park city, Michigan",26,01380,28224,13323,14901,49.2,47.7,49.6,121541,36398,21494,12988,8562,9924
1244,"Ann Arbor city, Michigan",26,03000,121541,59341,62200,28.2,28.0,28.4,24681,3362,5732,2858,4075,2447
1245,"Auburn Hills city, Michigan",26,04105,24681,13122,11559,37.4,35.0,40.3,52346,5170,6943,7382,6776,6500
1246,"Battle Creek city, Michigan",26,05920,52346,25006,27340,37.7,39.3,37.2,32401,3127,4625,3663,4007,4398
1247,"Bay City city, Michigan",26,06020,32401,15746,16655,43.4,44.6,41.6,21274,1429,1520,3187,2894,3221
1248,"Birmingham city, Michigan",26,08640,21274,9957,11317,44.0,45.7,41.7,29509,2323,4559,3208,2999,3271
1249,"Burton city, Michigan",26,12060,29509,14468,15041,37.0,36.3,38.0,108419,10955,16951,12355,12938,12276
1250,"Dearborn city, Michigan",26,21000,108419,54284,54135,32.6,31.4,34.2,62445,6053,9677,6113,8612,7755
1251,"Dearborn Heights city, Michigan",26,21020,62445,32104,30341,33.5,32.8,35.8,632589,55879,100078,74497,74006,76501
1252,"Detroit city, Michigan",26,22000,632589,301928,330661,35.3,34.1,36.5,46927,24415,5197,3646,2605,1938
1253,"East Lansing city, Michigan",26,24120,46927,24690,22237,21.3,21.5,21.0,34032,2645,4882,4538,3588,5071
1254,"Eastpointe city, Michigan",26,24290,34032,17096,16936,35.6,35.8,35.5,83289,6643,14956,9946,9564,11641
1255,"Farmington Hills city, Michigan",26,27440,83289,40908,42381,40.5,38.0,42.4,19469,1129,5457,2472,2562,2576
1256,"Ferndale city, Michigan",26,27880,19469,9032,10437,38.4,39.0,37.0,80628,7583,10986,10532,10087,11317
1257,"Flint city, Michigan",26,29000,80628,40831,39797,36.9,36.3,38.1,28195,1728,2081,4100,4527,3524
1258,"Forest Hills CDP, Michigan",26,29580,28195,13973,14222,39.7,40.2,38.8,26975,1965,5235,3373,3109,3319
1259,"Garden City city, Michigan",26,31420,26975,12818,14157,35.8,35.1,36.9,197423,23340,41160,25823,19184,20735
1260,"Grand Rapids city, Michigan",26,34000,197423,97607,99816,32.8,32.3,33.4,28003,2426,4712,3605,2460,2157
1261,"Hamtramck city, Michigan",26,36280,28003,15190,12813,28.5,25.3,30.1,34342,7043,5024,3026,4322,2626
1262,"Holland city, Michigan",26,38640,34342,15957,18385,32.5,33.2,30.9,25804,1848,2965,3822,3466,3599
1263,"Holt CDP, Michigan",26,38780,25804,12226,13578,37.5,37.6,37.5,25722,1978,5595,2729,3387,2133
1264,"Inkster city, Michigan",26,40680,25722,12026,13696,31.3,29.3,33.8,31346,2990,5501,4125,3131,3114
1265,"Jackson city, Michigan",26,41420,31346,14152,17194,31.9,31.0,32.6,73255,20697,11983,8179,5970,5529
1266,"Kalamazoo city, Michigan",26,42160,73255,36232,37023,25.8,26.2,25.5,54144,4194,10940,7322,5000,6573
1267,"Kentwood city, Michigan",26,42820,54144,26768,27376,33.9,32.1,35.8,111833,16096,19314,15474,10538,13392
1268,"Lansing city, Michigan",26,46000,111833,53781,58052,34.5,34.2,34.7,39642,3311,6413,4528,5207,5005
1269,"Lincoln Park city, Michigan",26,47800,39642,20490,19152,34.4,34.0,35.1,94407,5115,13249,9750,12172,15115
1270,"Livonia city, Michigan",26,49000,94407,45324,49083,47.3,45.4,49.5,28226,2170,5104,2448,4139,4366
1271,"Madison Heights city, Michigan",26,50560,28226,13473,14753,46.0,45.1,47.4,20565,5770,2831,2199,1600,2153
1272,"Marquette city, Michigan",26,51900,20565,10944,9621,33.5,31.8,34.4,42310,4003,5819,6082,4265,5987
1273,"Midland city, Michigan",26,53780,42310,21531,20779,38.4,37.5,39.7,19364,2045,2507,2011,2370,3107
1274,"Monroe city, Michigan",26,55020,19364,8745,10619,41.5,39.5,43.4,23563,9128,3360,3202,1599,1524
1275,"Mount Pleasant city, Michigan",26,56020,23563,11488,12075,25.7,25.9,25.6,37548,4392,7485,4197,3727,4459
1276,"Muskegon city, Michigan",26,56320,37548,19846,17702,34.9,35.4,34.3,25183,1455,2325,3268,2929,3297
1277,"Norton Shores city, Michigan",26,59140,25183,12668,12515,42.5,40.8,45.0,66575,5081,6839,10333,10116,9108
1278,"Novi city, Michigan",26,59440,66575,31127,35448,42.6,43.2,41.5,29320,2173,4706,3100,4868,4468
1279,"Oak Park city, Michigan",26,59920,29320,12504,16816,40.5,35.9,46.2,26672,4212,2646,3976,2664,1732
1280,"Okemos CDP, Michigan",26,60340,26672,11966,14706,31.3,29.5,33.7,60973,6592,10667,7787,6358,7684
1281,"Pontiac city, Michigan",26,65440,60973,29403,31570,33.0,32.7,34.3,48855,6317,7154,5655,5271,6354
1282,"Portage city, Michigan",26,65560,48855,24682,24173,36.6,34.5,38.7,28827,2190,3922,3167,4733,4052
1283,"Port Huron city, Michigan",26,65820,28827,14936,13891,43.4,41.4,48.0,76021,7219,9067,10998,10212,9810
1284,"Rochester Hills city, Michigan",26,69035,76021,39135,36886,38.7,37.4,39.8,25098,1991,2738,4153,1778,4327
1285,"Romulus city, Michigan",26,69420,25098,12024,13074,38.5,33.3,39.1,47150,3662,8183,5299,7016,5671
1286,"Roseville city, Michigan",26,69800,47150,23364,23786,38.3,37.6,40.2,57958,5345,13102,8285,7244,6241
1287,"Royal Oak city, Michigan",26,70040,57958,29848,28110,36.8,34.7,39.3,43842,3522,6776,6354,3575,4745
1288,"Saginaw city, Michigan",26,70520,43842,20456,23386,34.6,34.6,34.7,58206,3086,8738,6988,6073,10374
1289,"St. Clair Shores city, Michigan",26,70760,58206,28369,29837,48.9,46.8,51.0,75901,6313,8230,9451,8377,10336
1290,"Southfield city, Michigan",26,74900,75901,35395,40506,44.7,38.5,50.1,29887,2763,4552,3336,3796,3515
1291,"Southgate city, Michigan",26,74960,29887,14726,15161,42.4,39.2,44.7,133256,10481,19778,13939,17168,18281
1292,"Sterling Heights city, Michigan",26,76460,133256,65434,67822,41.6,39.3,44.0,62570,5437,8330,6443,8245,7918
1293,"Taylor city, Michigan",26,79000,62570,30617,31953,35.8,36.4,35.5,86837,7649,9124,10047,14023,10891
1294,"Troy city, Michigan",26,80700,86837,43839,42998,43.9,41.7,45.7,25162,2825,4848,3460,2913,3011
1295,"Walker city, Michigan",26,82960,25162,13813,11349,31.6,36.1,30.4,138142,9047,24675,17305,16762,19811
1296,"Warren city, Michigan",26,84000,138142,67133,71009,40.9,39.9,41.7,25347,2084,4384,3062,2704,3627
1297,"Waverly CDP, Michigan",26,84800,25347,10746,14601,40.5,40.5,40.2,84528,6676,12773,11369,11273,12458
1298,"Westland city, Michigan",26,86000,84528,40458,44070,41.9,38.7,44.8,24678,2076,3634,2666,3106,3732
1299,"Wyandotte city, Michigan",26,88900,24678,12475,12203,45.1,44.6,45.7,76747,6527,12228,9177,9467,8031
1300,"Wyoming city, Michigan",26,88940,76747,38284,38463,31.8,30.9,33.4,21169,5434,3364,3145,1591,1400
1301,"Ypsilanti city, Michigan",26,89140,21169,11103,10066,28.3,28.9,27.3,32933,2933,2737,3779,5110,5134
1302,"Andover city, Minnesota",27,01486,32933,16559,16374,42.8,43.5,42.1,55653,3704,6644,8166,6921,6639
1303,"Apple Valley city, Minnesota",27,01900,55653,25958,29695,39.4,37.3,40.5,26569,2182,4574,2716,2668,3516
1304,"Austin city, Minnesota",27,02908,26569,13714,12855,34.2,34.0,36.1,70953,5043,7656,10567,9929,8124
1305,"Blaine city, Minnesota",27,06382,70953,35257,35696,36.4,36.4,36.3,89308,5426,12140,11631,11607,10962
1306,"Bloomington city, Minnesota",27,06616,89308,42854,46454,42.3,39.9,45.6,32882,1330,4278,5189,2620,3991
1307,"Brooklyn Center city, Minnesota",27,07948,32882,16654,16228,33.7,30.3,35.4,84533,4326,15162,13169,9498,10890
1308,"Brooklyn Park city, Minnesota",27,07966,84533,41729,42804,35.5,33.1,36.5,63945,5901,10325,8370,6055,8227
1309,"Burnsville city, Minnesota",27,08794,63945,30443,33502,36.4,35.9,37.5,27463,1933,2268,4011,2817,4523
1310,"Champlin city, Minnesota",27,10846,27463,12013,15450,39.6,41.7,36.7,26036,2111,2256,3362,3292,4861
1311,"Chanhassen city, Minnesota",27,10918,26036,13585,12451,43.9,39.4,48.7,28047,2562,2322,4130,4568,3249
1312,"Chaska city, Minnesota",27,10972,28047,12886,15161,38.0,37.7,39.1,22482,3278,4563,2562,3181,1926
1313,"Columbia Heights city, Minnesota",27,12700,22482,11268,11214,33.1,31.9,35.7,63380,5980,8382,8227,8435,8471
1314,"Coon Rapids city, Minnesota",27,13114,63380,31649,31731,40.3,37.7,44.0,39925,3773,5697,5082,5911,5266
1315,"Cottage Grove city, Minnesota",27,13456,39925,19647,20278,35.0,35.3,34.7,23646,1321,4223,3579,2156,4004
1316,"Crystal city, Minnesota",27,14158,23646,12375,11271,39.1,36.4,42.4,86373,18495,11481,9830,8482,9052
1317,"Duluth city, Minnesota",27,17000,86373,43205,43168,32.9,32.3,33.7,68646,4010,11080,9340,7859,10454
1318,"Eagan city, Minnesota",27,17288,68646,35133,33513,36.5,35.8,38.1,63158,4009,6524,8571,9764,10045
1319,"Eden Prairie city, Minnesota",27,18116,63158,31322,31836,42.5,42.7,42.4,53321,2586,5497,6813,6422,7915
1320,"Edina city, Minnesota",27,18188,53321,25853,27468,45.0,43.8,48.1,26205,2200,5504,4137,2289,4204
1321,"Elk River city, Minnesota",27,18674,26205,13332,12873,38.6,36.9,39.7,24414,1921,3640,3721,3412,2503
1322,"Faribault city, Minnesota",27,20546,24414,13599,10815,39.7,36.7,42.4,19829,1668,2494,3370,2910,1981
1323,"Farmington city, Minnesota",27,20618,19829,9836,9993,36.8,34.9,39.4,21782,1200,1852,2988,2477,3599
1324,"Forest Lake city, Minnesota",27,21770,21782,10323,11459,42.0,41.6,42.4,30311,1888,4601,4774,3412,3755
1325,"Fridley city, Minnesota",27,22814,30311,15368,14943,39.2,39.5,38.9,21829,1389,3406,2531,2417,3047
1326,"Golden Valley city, Minnesota",27,24308,21829,10557,11272,44.9,44.2,45.9,24244,2011,2650,4048,3275,3285
1327,"Hastings city, Minnesota",27,27530,24244,12204,12040,40.5,41.3,38.7,35538,2452,3237,5156,3991,5356
1328,"Inver Grove Heights city, Minnesota",27,31076,35538,17085,18453,40.4,39.3,41.6,72805,5558,8249,11290,10621,9705
1329,"Lakeville city, Minnesota",27,35180,72805,37958,34847,36.8,34.9,38.4,20170,1138,2431,2933,2402,3972
1330,"Lino Lakes city, Minnesota",27,37322,20170,10474,9696,42.0,41.9,42.3,44691,13336,6366,4766,3745,2857
1331,"Mankato city, Minnesota",27,39878,44691,22758,21933,27.5,26.3,28.2,70730,4138,9581,9610,11276,10059
1332,"Maple Grove city, Minnesota",27,40166,70730,34687,36043,40.3,39.0,41.4,40939,3515,4239,5622,3745,6193
1333,"Maplewood city, Minnesota",27,40382,40939,19014,21925,39.8,40.6,39.1,425338,58135,90405,65209,45219,42218
1334,"Minneapolis city, Minnesota",27,43000,425338,216404,208934,33.5,33.6,33.3,53266,2171,8243,5233,6167,8094
1335,"Minnetonka city, Minnesota",27,43252,53266,27767,25499,44.9,40.6,48.6,42094,7791,5703,5401,4364,4084
1336,"Moorhead city, Minnesota",27,43864,42094,22341,19753,31.1,29.4,32.6,23254,1256,3156,3874,2440,3063
1337,"New Brighton city, Minnesota",27,45430,23254,11895,11359,39.3,37.3,42.5,22952,1886,2779,2780,2691,3537
1338,"New Hope city, Minnesota",27,45628,22952,10865,12087,43.4,44.2,43.1,21375,6431,1047,2085,2387,2326
1339,"Northfield city, Minnesota",27,46924,21375,10297,11078,35.1,37.2,34.7,27966,1473,3849,1726,3509,5485
1340,"Oakdale city, Minnesota",27,47680,27966,13229,14737,50.6,48.7,51.2,22476,730,3164,3622,2470,2911
1341,"Otsego city, Minnesota",27,49138,22476,10697,11779,37.2,32.8,38.3,25318,1933,2940,3188,3553,3413
1342,"Owatonna city, Minnesota",27,49300,25318,12613,12705,40.8,39.3,42.0,79833,5082,8866,12772,10509,11217
1343,"Plymouth city, Minnesota",27,51730,79833,38058,41775,40.7,40.5,40.9,28082,2090,3314,4067,4065,3831
1344,"Prior Lake city, Minnesota",27,52594,28082,13735,14347,38.1,37.2,39.1,28185,1314,4291,3838,2703,4386
1345,"Ramsey city, Minnesota",27,53026,28185,13706,14479,35.3,34.7,35.6,36519,2585,5738,6446,3088,3528
1346,"Richfield city, Minnesota",27,54214,36519,18180,18339,37.9,38.3,37.6,121471,12588,16761,16455,13540,14553
1347,"Rochester city, Minnesota",27,54880,121471,58112,63359,37.0,36.4,37.5,26628,2073,2185,4782,3626,3812
1348,"Rosemount city, Minnesota",27,55726,26628,12919,13709,39.9,39.6,40.1,35870,4246,4598,4568,3120,5053
1349,"Roseville city, Minnesota",27,55852,35870,16493,19377,39.1,39.0,39.3,69809,13785,9978,7637,7295,7901
1350,"St. Cloud city, Minnesota",27,56896,69809,35647,34162,32.6,32.6,32.5,49158,3267,11533,7581,4362,4235
1351,"St. Louis Park city, Minnesota",27,57220,49158,24007,25151,34.0,34.6,33.4,307176,31723,57624,41346,31977,32079
1352,"St. Paul city, Minnesota",27,58000,307176,150594,156582,33.2,33.2,33.2,23038,1368,2799,3673,2638,1454
1353,"Sartell city, Minnesota",27,58612,23038,10906,12132,27.3,30.2,27.2,32971,2794,5147,4926,3910,4496
1354,"Savage city, Minnesota",27,58738,32971,17321,15650,36.6,32.8,40.2,44562,4000,7117,6031,7172,4945
1355,"Shakopee city, Minnesota",27,59350,44562,22628,21934,35.0,35.0,34.9,26677,2062,3440,3239,4033,3450
1356,"Shoreview city, Minnesota",27,59998,26677,13543,13134,41.4,40.3,45.1,21279,1861,2904,3405,2534,3372
1357,"South St. Paul city, Minnesota",27,61492,21279,10870,10409,38.8,38.8,38.9,20378,1737,1599,2930,2423,3419
1358,"Stillwater city, Minnesota",27,62824,20378,10781,9597,43.1,39.0,45.3,19579,2380,2976,1629,2436,2467
1359,"West St. Paul city, Minnesota",27,69700,19579,9631,9948,42.8,37.4,50.2,24461,1371,3056,3153,2413,4021
1360,"White Bear Lake city, Minnesota",27,69970,24461,12289,12172,39.3,36.4,47.0,20800,1107,3014,1819,2277,2516
1361,"Willmar city, Minnesota",27,70420,20800,10366,10434,39.2,35.7,39.9,23582,7810,2153,2287,1544,2548
1362,"Winona city, Minnesota",27,71032,23582,10615,12967,30.8,30.2,31.2,76994,6317,9932,13035,9658,7182
1363,"Woodbury city, Minnesota",27,71428,76994,38367,38627,36.3,36.0,37.7,49253,4658,6418,5860,6808,5699
1364,"Biloxi city, Mississippi",28,06220,49253,23362,25891,38.5,37.0,38.9,25366,593,3304,4601,3224,2047
1365,"Brandon city, Mississippi",28,08300,25366,12035,13331,36.8,38.2,36.4,27448,2739,2837,3421,3190,2750
1366,"Clinton city, Mississippi",28,14420,27448,13613,13835,35.8,27.2,39.5,20505,2288,3101,1593,1826,2805
