City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64
583,"Fort Myers city, Florida",12,24125,92244,46888,45356,41.0,38.0,43.7,47929,5583,4276,4010,3739,5899
584,"Fort Pierce city, Florida",12,24300,47929,23655,24274,38.5,38.6,37.8,21745,1447,2884,3869,1749,3008
585,"Fort Walton Beach city, Florida",12,24475,21745,11259,10486,39.7,39.2,42.3,55866,4275,8557,9558,8470,6559
586,"Fountainebleau CDP, Florida",12,24562,55866,26727,29139,41.5,40.3,43.5,61311,4388,10986,7523,8313,8245
587,"Four Corners CDP, Florida",12,24581,61311,30815,30496,36.7,36.6,36.9,32342,3239,2855,3761,4666,5260
588,"Fruit Cove CDP, Florida",12,24925,32342,15126,17216,44.0,42.8,44.3,140406,40897,26633,15008,9089,10134
589,"Gainesville city, Florida",12,25175,140406,66022,74384,27.7,26.8,29.3,21025,1350,2728,4111,2850,1550
590,"Gibsonton CDP, Florida",12,25900,21025,9871,11154,33.5,33.0,33.7,26107,1884,3208,6259,4019,1541
591,"Golden Gate CDP, Florida",12,26300,26107,15267,10840,36.0,37.7,34.7,31971,2812,5622,3312,3362,4797
592,"Golden Glades CDP, Florida",12,26375,31971,18065,13906,39.0,36.8,45.7,43800,2125,5929,6391,4661,6978
593,"Greenacres city, Florida",12,27322,43800,22498,21302,40.6,40.1,41.3,29076,2222,4947,3642,4603,2695
594,"Haines City city, Florida",12,28400,29076,14916,14160,34.0,36.3,33.4,41003,2189,6197,6032,4649,6173
595,"Hallandale Beach city, Florida",12,28452,41003,20027,20976,43.5,40.2,49.0,220479,17366,26055,23005,34799,35108
596,"Hialeah city, Florida",12,30000,220479,103821,116658,46.1,45.2,47.5,21531,1486,2620,3026,3148,2128
597,"Hialeah Gardens city, Florida",12,30025,21531,10642,10889,40.1,40.5,39.7,21102,619,4418,2307,2466,2945
598,"Holiday CDP, Florida",12,31075,21102,10668,10434,38.9,36.4,40.8,152139,10576,18420,22623,21202,17196
599,"Hollywood city, Florida",12,32000,152139,76852,75287,41.4,39.8,43.3,80523,6340,12716,12037,10068,8848
600,"Homestead city, Florida",12,32275,80523,38936,41587,34.8,34.4,35.5,72283,3896,5246,19292,10860,3236
601,"Horizon West CDP, Florida",12,32610,72283,34214,38069,35.4,38.6,34.0,26843,2806,4905,3689,2516,2873
602,"Immokalee CDP, Florida",12,33250,26843,14805,12038,30.0,29.8,30.3,26784,2761,4081,4019,3892,2822
603,"Ives Estates CDP, Florida",12,34400,26784,12357,14427,36.6,32.2,39.0,954624,81365,154666,127300,114094,120363
604,"Jacksonville city, Florida",12,35000,954624,464197,490427,36.6,35.3,38.3,24623,1903,3502,4138,1685,3367
605,"Jacksonville Beach city, Florida",12,35050,24623,12085,12538,39.1,40.5,38.7,20208,1474,3413,2120,3005,2761
606,"Jasmine Estates CDP, Florida",12,35350,20208,8816,11392,41.4,41.2,42.0,60815,4223,5353,7983,6127,10989
607,"Jupiter town, Florida",12,35875,60815,29156,31659,50.6,50.9,49.8,52043,4107,5145,5366,7398,7719
608,"Kendale Lakes CDP, Florida",12,36062,52043,25237,26806,50.3,47.8,52.2,81524,4850,10541,9262,11586,11317
609,"Kendall CDP, Florida",12,36100,81524,39598,41926,43.4,38.0,46.7,32188,2157,3788,3251,6024,5558
610,"Kendall West CDP, Florida",12,36121,32188,14680,17508,48.8,46.8,50.6,25189,613,1665,3858,3917,4055
611,"Keystone CDP, Florida",12,36462,25189,12343,12846,44.8,47.4,44.0,26526,1187,4487,4283,2826,4525
612,"Key West city, Florida",12,36550,26526,15276,11250,42.8,41.0,45.5,79440,7905,11727,11468,9676,7168
613,"Kissimmee city, Florida",12,36950,79440,39327,40113,33.4,31.0,34.4,115401,12617,14618,13552,12693,13071
614,"Lakeland city, Florida",12,38250,115401,56475,58926,40.8,38.9,41.6,31356,1273,3359,4219,4254,4798
615,"Lake Magdalene CDP, Florida",12,38350,31356,16092,15264,45.6,43.6,48.0,34914,3282,4479,4854,5731,4525
616,"Lakeside CDP, Florida",12,38813,34914,16928,17986,42.4,43.2,42.1,40548,3563,2477,3846,6374,6230
617,"Lakewood Ranch CDP, Florida",12,39067,40548,20823,19725,53.2,53.4,51.5,42510,4302,7741,6090,5890,3211
618,"Lake Worth Beach city, Florida",12,39081,42510,22283,20227,31.7,34.6,29.8,38419,2202,4746,6430,5015,4468
619,"Land O' Lakes CDP, Florida",12,39200,38419,20720,17699,40.8,37.5,44.0,82333,5320,11161,10711,9765,12395
620,"Largo city, Florida",12,39425,82333,39699,42634,46.3,45.9,47.2,35610,3697,3942,4510,2874,4867
621,"Lauderdale Lakes city, Florida",12,39525,35610,15196,20414,36.5,36.0,37.2,73461,5706,9587,8002,9437,10411
622,"Lauderhill city, Florida",12,39550,73461,35729,37732,41.5,37.6,44.7,20410,1223,2841,2458,2761,3090
623,"Lealman CDP, Florida",12,39775,20410,10771,9639,44.9,43.6,45.7,27813,1079,2928,4694,2676,2589
624,"Leesburg city, Florida",12,39875,27813,13691,14122,50.3,50.7,47.3,126557,10735,17972,14721,14715,14232
625,"Lehigh Acres CDP, Florida",12,39925,126557,62265,64292,34.9,35.0,34.8,24979,2804,3398,3242,3660,2383
626,"Leisure City CDP, Florida",12,39950,24979,13032,11947,32.2,29.8,34.7,22527,119,648,2191,2770,3014
627,"Liberty Triangle CDP, Florida",12,40387,22527,8971,13556,61.7,64.2,61.1,29785,2332,3280,3273,4323,4585
628,"Lutz CDP, Florida",12,41775,29785,15016,14769,36.9,37.8,35.9,20572,1990,1938,3427,2040,3594
629,"Lynn Haven city, Florida",12,41825,20572,9568,11004,38.0,38.0,38.0,22618,1091,6308,2913,2255,2555
630,"Maitland city, Florida",12,42575,22618,10349,12269,33.0,32.3,33.8,58005,4451,6678,8004,5418,9843
631,"Margate city, Florida",12,43125,58005,26777,31228,44.1,42.6,46.4,37120,3335,7998,5517,3092,3374
632,"Meadow Woods CDP, Florida",12,43800,37120,20179,16941,32.2,32.3,30.5,85091,6969,11686,10895,8222,12601
633,"Melbourne city, Florida",12,43975,85091,42014,43077,42.7,43.0,42.5,33686,2766,2785,4620,3815,5124
634,"Merritt Island CDP, Florida",12,44275,33686,16630,17056,47.1,44.3,50.7,439906,32551,80616,66177,56543,59175
635,"Miami city, Florida",12,45000,439906,223073,216833,40.4,39.3,41.8,80673,4702,12279,12969,11866,10524
636,"Miami Beach city, Florida",12,45025,80673,40562,40111,42.7,43.7,42.2,110881,7391,15379,15456,13083,15649
637,"Miami Gardens city, Florida",12,45060,110881,52668,58213,38.5,37.5,39.6,30383,1908,3112,4693,4934,5192
638,"Miami Lakes town, Florida",12,45100,30383,14380,16003,44.8,43.5,46.6,20536,1501,1122,3615,2773,3071
639,"Midway CDP (Santa Rosa County), Florida",12,45465,20536,10049,10487,46.4,49.2,42.8,20850,1968,2844,3234,2635,1981
640,"Minneola city, Florida",12,45900,20850,11222,9628,29.8,27.5,29.9,135066,8195,21012,22048,19516,16922
641,"Miramar city, Florida",12,45975,135066,67751,67315,39.8,38.0,39.9,20110,1206,2480,1634,1196,2594
642,"Mount Dora city, Florida",12,47050,20110,9459,10651,57.5,53.0,59.3,22296,3219,4269,2413,2409,1924
643,"Myrtle Grove CDP, Florida",12,47550,22296,12617,9679,29.9,28.9,30.3,41823,2618,6133,5810,4651,6790
644,"Navarre CDP, Florida",12,48050,41823,21482,20341,36.6,33.8,39.1,21506,2163,1764,2325,2881,2903
645,"New Port Richey city, Florida",12,48500,21506,10928,10578,45.9,39.0,51.4,31136,691,1798,2388,2713,7013
646,"New Smyrna Beach city, Florida",12,48625,31136,14839,16297,59.8,59.5,60.4,22482,645,459,4320,3163,2462
647,"Nocatee CDP, Florida",12,48850,22482,11213,11269,39.5,39.1,40.9,23857,1815,3660,2808,3202,3013
648,"Northdale CDP, Florida",12,49260,23857,11905,11952,40.2,34.9,47.9,47564,2764,2168,3049,5011,8962
649,"North Fort Myers CDP, Florida",12,49350,47564,24085,23479,62.5,61.0,63.1,44232,5871,5015,6377,8408,4928
650,"North Lauderdale city, Florida",12,49425,44232,20391,23841,40.7,40.9,40.6,59225,6180,9506,8147,8001,7478
651,"North Miami city, Florida",12,49450,59225,29451,29774,37.0,36.8,37.5,42504,2932,6490,6332,6727,4609
652,"North Miami Beach city, Florida",12,49475,42504,22427,20077,41.5,40.1,43.9,80027,6498,6472,7243,11828,12595
653,"North Port city, Florida",12,49675,80027,38292,41735,50.6,49.8,51.2,43666,3048,8056,6409,5405,5528
654,"Oakland Park city, Florida",12,50575,43666,23037,20629,34.9,35.2,34.5,32948,1925,3115,6519,3685,2854
655,"Oakleaf Plantation CDP, Florida",12,50630,32948,16874,16074,38.1,33.2,39.6,26450,3646,4105,5231,1910,1864
656,"Oak Ridge CDP, Florida",12,50638,26450,14593,11857,28.3,25.2,34.3,64098,7797,7967,6551,7775,8851
657,"Ocala city, Florida",12,50750,64098,32720,31378,37.6,37.8,37.3,47453,4107,7561,6963,5297,6722
658,"Ocoee city, Florida",12,51075,47453,22563,24890,36.5,33.4,38.6,309193,25731,67858,47291,41551,30813
659,"Orlando city, Florida",12,53000,309193,149826,159367,35.7,35.7,35.6,43523,1842,3316,4416,5371,6031
660,"Ormond Beach city, Florida",12,53150,43523,20566,22957,53.1,50.8,54.9,39549,2902,3515,6416,6730,5766
661,"Oviedo city, Florida",12,53575,39549,20305,19244,40.9,39.3,43.2,27126,1390,3848,3372,3022,3266
662,"Pace CDP, Florida",12,53725,27126,13934,13192,39.1,39.3,37.7,122932,9842,14226,13932,14369,17483
663,"Palm Bay city, Florida",12,54000,122932,61988,60944,41.2,38.3,44.6,59449,2823,5235,5857,8162,8907
664,"Palm Beach Gardens city, Florida",12,54075,59449,29820,29629,51.8,50.1,53.5,31235,1566,2563,4222,4181,4506
665,"Palm City CDP, Florida",12,54175,31235,14546,16689,46.1,48.2,45.0,93845,6141,7672,9904,11707,13987
666,"Palm Coast city, Florida",12,54200,93845,45426,48419,50.8,49.9,54.1,25059,1285,1447,4174,4189,3220
667,"Palmetto Bay village, Florida",12,54275,25059,12282,12777,40.5,43.3,39.6,59237,3575,7810,5602,7230,9522
668,"Palm Harbor CDP, Florida",12,54350,59237,28816,30421,47.1,44.9,48.8,24689,1898,3853,5069,2816,3118
669,"Palm River-Clair Mel CDP, Florida",12,54387,24689,11214,13475,37.5,38.5,36.5,26771,2657,3721,4067,3908,2612
670,"Palm Springs village, Florida",12,54450,26771,14054,12717,37.6,34.7,41.2,34045,1798,5634,4182,3233,5338
671,"Panama City city, Florida",12,54700,34045,17258,16787,39.6,35.5,41.4,35272,3794,2127,3299,6059,6210
672,"Parkland city, Florida",12,55125,35272,17287,17985,42.1,42.3,40.9,169388,13519,18726,23797,26435,25344
673,"Pembroke Pines city, Florida",12,55775,169388,82424,86964,44.8,43.3,45.6,53685,4998,7479,5318,6747,6723
674,"Pensacola city, Florida",12,55925,53685,25274,28411,44.1,40.3,47.5,85927,8198,9373,11344,10439,10392
675,"Pine Hills CDP, Florida",12,56825,85927,40535,45392,34.2,30.6,36.8,53206,3279,5052,7525,7069,8599
676,"Pinellas Park city, Florida",12,56975,53206,26953,26253,48.2,47.0,49.5,92981,4801,11706,15785,11611,10981
677,"Plantation city, Florida",12,57425,92981,44004,48977,39.6,38.9,40.4,39665,4063,4251,7089,4570,4933
678,"Plant City city, Florida",12,57550,39665,20063,19602,38.4,36.1,41.4,65257,8014,6314,10630,7286,6112
679,"Poinciana CDP, Florida",12,57900,65257,30309,34948,39.9,39.5,41.1,111356,6679,16810,16324,12947,17889
680,"Pompano Beach city, Florida",12,58050,111356,57329,54027,41.8,42.2,41.7,65671,4325,5561,5686,7241,12098
681,"Port Charlotte CDP, Florida",12,58350,65671,30857,34814,56.3,56.0,56.7,63486,6255,7183,6442,8242,9621
682,"Port Orange city, Florida",12,58575,63486,31813,31673,47.1,47.3,46.9,26841,2601,3400,2195,4115,6962
683,"Port St. John CDP, Florida",12,58700,26841,12274,14567,52.5,54.4,50.7,217535,15909,27617,29451,26693,31236
684,"Port St. Lucie city, Florida",12,58715,217535,108164,109371,43.1,41.1,44.5,38795,3272,4519,6598,7804,3583
685,"Princeton CDP, Florida",12,58975,38795,19886,18909,37.2,36.9,38.1,20321,656,639,1010,962,3478
686,"Punta Gorda city, Florida",12,59200,20321,9675,10646,68.7,69.6,67.5,43334,2573,4131,8002,5326,4555
687,"Richmond West CDP, Florida",12,60230,43334,21364,21970,38.4,36.7,40.1,114560,7704,18737,17754,16626,11892
688,"Riverview CDP, Florida",12,60950,114560,56864,57696,35.6,34.7,37.4,38069,4256,5447,4815,3973,5522
689,"Riviera Beach city, Florida",12,60975,38069,18456,19613,39.0,39.1,39.0,28311,2218,4955,3570,3532,3201
690,"Rockledge city, Florida",12,61500,28311,13855,14456,39.1,37.1,39.8,39042,2201,5663,4885,4618,4020
691,"Royal Palm Beach village, Florida",12,62100,39042,18499,20543,38.7,37.2,40.6,21233,2406,3099,3280,1766,2462
692,"Ruskin CDP, Florida",12,62275,21233,10512,10721,32.7,33.1,32.5,62045,4298,9170,10487,8370,7296
693,"St. Cloud city, Florida",12,62625,62045,32972,29073,37.1,36.6,37.8,258214,16590,41950,33209,31713,35492
694,"St. Petersburg city, Florida",12,63000,258214,123464,134750,41.9,41.1,42.6,60676,6153,10649,9269,7204,7030
695,"Sanford city, Florida",12,63650,60676,29668,31008,37.1,37.0,37.3,54756,4620,7209,4729,6159,6817
696,"Sarasota city, Florida",12,64175,54756,25102,29654,47.8,46.0,49.9,25701,953,2315,2434,2767,5289
697,"Sebastian city, Florida",12,64825,25701,12458,13243,57.7,57.2,58.4,25271,2557,1827,4444,3990,4160
698,"Silver Springs Shores CDP, Florida",12,66175,25271,11008,14263,43.3,39.2,52.1,22262,1688,2948,2049,2385,4108
699,"South Bradenton CDP, Florida",12,67258,22262,10237,12025,51.1,50.8,51.5,40245,2892,7049,4219,6172,5212
700,"South Miami Heights CDP, Florida",12,67575,40245,20507,19738,40.8,33.2,44.0,123509,8663,14749,15465,15250,16841
701,"Spring Hill CDP, Florida",12,68350,123509,60302,63207,44.5,41.4,45.9,27851,355,1527,1162,1630,2689
702,"Sun City Center CDP, Florida",12,69250,27851,11763,16088,70.7,70.8,70.7,96031,7838,13119,11584,11727,12626
703,"Sunrise city, Florida",12,69700,96031,44827,51204,39.6,39.0,41.1,197103,52160,31152,24686,16528,16122
704,"Tallahassee city, Florida",12,70600,197103,92682,104421,29.6,28.8,30.2,71522,5156,7927,8752,8999,10230
705,"Tamarac city, Florida",12,70675,71522,32989,38533,43.7,41.8,47.5,53544,5036,5163,6136,9211,9845
706,"Tamiami CDP, Florida",12,70700,53544,26681,26863,48.2,44.4,50.9,387037,37181,69913,56169,45440,42276
707,"Tampa city, Florida",12,71000,387037,190098,196939,35.8,35.6,35.9,25558,1173,2382,2834,2814,5306
708,"Tarpon Springs city, Florida",12,71150,25558,12170,13388,56.0,53.6,57.2,27016,2661,5544,4102,2358,2619
709,"Temple Terrace city, Florida",12,71400,27016,13121,13895,33.1,31.9,33.7,35872,2517,4202,5379,5542,6954
710,"The Acreage CDP, Florida",12,71564,35872,18016,17856,44.2,44.7,42.7,20827,1705,3103,2078,2875,4053
711,"The Crossings CDP, Florida",12,71567,20827,10081,10746,43.9,40.5,44.4,52742,3888,5953,6839,8708,9102
712,"The Hammocks CDP, Florida",12,71569,52742,25473,27269,46.0,45.1,47.7,80691,52,237,847,1038,7703
713,"The Villages CDP, Florida",12,71625,80691,37988,42703,74.1,74.5,73.7,48877,2807,7334,6511,5909,5928
714,"Titusville city, Florida",12,71900,48877,24202,24675,43.9,43.3,44.2,87862,6073,12380,12488,14750,12330
715,"Town 'n' Country CDP, Florida",12,72145,87862,41232,46630,40.7,39.8,41.6,48411,12902,10708,4700,4117,4262
716,"University CDP (Hillsborough County), Florida",12,73163,48411,23716,24695,27.4,26.3,28.3,38572,22538,3254,2867,2571,1327
717,"University CDP (Orange County), Florida",12,73172,38572,16988,21584,20.4,20.8,20.2,40444,2558,4689,5077,6436,5832
718,"Valrico CDP, Florida",12,73700,40444,19952,20492,43.5,41.2,45.1,26048,733,1420,919,2527,5417
719,"Venice city, Florida",12,73900,26048,11812,14236,66.3,66.2,66.5,28650,1118,3174,3275,3128,5078
720,"Vero Beach South CDP, Florida",12,74200,28650,13908,14742,54.2,49.0,56.0,23347,1254,2662,2828,3376,3086
721,"Wekiwa Springs CDP, Florida",12,75725,23347,10703,12644,42.9,42.9,42.9,61450,4779,5777,9234,8531,5885
722,"Wellington village, Florida",12,75812,61450,29337,32113,41.2,40.5,41.8,77319,7748,7660,11941,12186,6479
723,"Wesley Chapel CDP, Florida",12,75875,77319,39475,37844,34.9,31.9,36.0,31099,3670,4536,4352,5376,3810
724,"Westchase CDP, Florida",12,76062,31099,14804,16295,38.4,34.4,42.0,49549,5521,6303,4282,7486,9461
725,"Westchester CDP, Florida",12,76075,49549,23423,26126,51.8,50.5,53.9,29032,1719,2799,4026,3876,5608
726,"West Little River CDP, Florida",12,76487,29032,14632,14400,46.1,45.5,46.8,27829,1874,4208,2892,3983,2897
727,"West Melbourne city, Florida",12,76500,27829,13543,14286,37.5,35.3,39.3,67322,6257,4253,8315,11950,9184
728,"Weston city, Florida",12,76582,67322,30668,36654,40.0,40.6,38.8,117253,9673,16499,16336,15741,13477
729,"West Palm Beach city, Florida",12,76600,117253,57146,60107,42.2,39.2,46.2,46502,2178,4794,8445,6057,4735
730,"Winter Garden city, Florida",12,78250,46502,21620,24882,36.1,39.1,34.5,52695,4217,7497,6015,6228,5672
731,"Winter Haven city, Florida",12,78275,52695,25460,27235,37.4,38.3,36.1,29130,2970,3311,3544,3594,3530
732,"Winter Park city, Florida",12,78300,29130,14088,15042,41.2,41.0,41.2,38331,3073,3717,5003,5034,4439
733,"Winter Springs city, Florida",12,78325,38331,17575,20756,43.0,41.5,45.0,32722,1110,1586,5591,6809,4325
734,"World Golf Village CDP, Florida",12,78740,32722,15800,16922,44.5,44.5,44.4,19965,1845,4196,2271,2242,3205
735,"Wright CDP, Florida",12,78800,19965,10687,9278,37.4,36.2,43.0,20103,3021,2517,1693,1322,3045
736,"Yulee CDP, Florida",12,79175,20103,10836,9267,34.3,30.9,39.9,20901,1510,3152,2002,1566,2647
737,"Zephyrhills city, Florida",12,79225,20901,8103,12798,42.1,40.5,42.6,19373,1971,3215,2354,3439,2013
738,"Acworth city, Georgia",13,00408,19373,10459,8914,38.6,34.1,44.6,67146,8192,8260,9109,6561,8186
739,"Albany city, Georgia",13,01052,67146,31272,35874,36.3,34.5,37.5,66108,5151,6842,8674,10507,10784
740,"Alpharetta city, Georgia",13,01696,66108,33837,32271,40.6,37.2,43.9,126006,33756,20750,13484,11093,11378
741,"Athens-Clarke County unified government (balance), Georgia",13,03440,126006,60263,65743,29.0,27.9,30.0,496480,67799,103338,73086,53655,49894
742,"Atlanta city, Georgia",13,04000,496480,243807,252673,34.3,34.0,34.6,200032,22173,31463,24969,20937,24358
743,"Augusta-Richmond County consolidated government (balance), Georgia",13,04204,200032,98273,101759,35.2,32.9,37.8,55365,4832,12677,9772,5264,6323
744,"Brookhaven city, Georgia",13,10944,55365,27012,28353,33.7,34.9,32.4,20663,1047,1041,3528,3490,858
745,"Buford city, Georgia",13,11784,20663,11392,9271,37.4,21.5,44.2,21280,1201,3826,2507,2715,3479
746,"Candler-McAfee CDP, Georgia",13,12834,21280,10993,10287,43.4,45.2,42.3,34580,4144,6352,3636,3319,3135
747,"Canton city, Georgia",13,12988,34580,16134,18446,31.4,31.1,31.8,27488,5019,6837,2244,2166,1469
748,"Carrollton city, Georgia",13,13492,27488,10261,17227,28.0,30.4,27.5,24476,1910,2655,3020,2704,4048
749,"Cartersville city, Georgia",13,13688,24476,11946,12530,44.1,44.1,44.1,29777,3074,7485,5649,3666,1871
750,"Chamblee city, Georgia",13,15172,29777,16671,13106,32.9,32.6,33.7,205617,19826,32829,27196,22172,23540
751,"Columbus city, Georgia",13,19000,205617,99583,106034,34.7,32.4,36.0,34281,3185,5152,4807,2882,3963
752,"Dalton city, Georgia",13,21380,34281,17519,16762,31.6,30.0,35.2,24569,2019,2152,2835,3913,2677
753,"Decatur city, Georgia",13,22052,24569,11644,12925,37.2,31.6,40.0,35557,3160,5026,7785,4735,3217
754,"Douglasville city, Georgia",13,23900,35557,15227,20330,36.4,36.8,36.3,20135,2689,2355,1366,1981,3496
755,"Dublin city, Georgia",13,24376,20135,9623,10512,38.6,32.8,41.3,31868,1661,4943,4983,4821,5588
756,"Duluth city, Georgia",13,24600,31868,14460,17408,40.9,38.7,43.6,50901,3807,9290,7344,4947,4452
757,"Dunwoody city, Georgia",13,24768,50901,24501,26400,35.0,34.8,35.3,38145,1447,4817,8471,6091,4996
758,"East Point city, Georgia",13,25720,38145,19265,18880,40.0,41.6,37.9,35211,4449,2800,3640,4502,4491
759,"Evans CDP, Georgia",13,28044,35211,17294,17917,42.2,40.4,44.8,43413,5034,7183,4520,6011,3969
760,"Gainesville city, Georgia",13,31908,43413,20887,22526,33.9,33.2,35.6,23332,1999,3470,2427,3412,2974
761,"Griffin city, Georgia",13,35324,23332,11638,11694,32.7,30.1,35.6,35428,4393,5977,5309,2378,3121
762,"Hinesville city, Georgia",13,38964,35428,17620,17808,29.2,26.6,31.9,82078,4351,8378,10518,14133,11369
763,"Johns Creek city, Georgia",13,42425,82078,40778,41300,39.5,38.5,40.8,33039,2416,4451,5552,5412,2550
764,"Kennesaw city, Georgia",13,43192,33039,14844,18195,37.0,33.8,40.3,31554,1836,6885,4608,3589,2628
765,"LaGrange city, Georgia",13,44340,31554,15472,16082,36.8,35.9,38.5,30510,4044,3576,3635,4293,3870
766,"Lawrenceville city, Georgia",13,45488,30510,15065,15445,34.7,32.0,37.8,39014,4057,4963,4022,5143,6039
767,"Mableton CDP, Georgia",13,48288,39014,16584,22430,39.4,34.0,41.5,30356,5099,2080,3787,6682,4405
768,"McDonough city, Georgia",13,48624,30356,14020,16336,38.4,24.8,44.6,156762,16783,22481,17928,17030,19559
769,"Macon-Bibb County, Georgia",13,49008,156762,74273,82489,35.7,33.4,37.4,61491,10214,11626,6805,6210,6879
770,"Marietta city, Georgia",13,49756,61491,28921,32570,34.1,31.8,37.1,32627,3684,3604,4481,4704,4533
771,"Martinez CDP, Georgia",13,50036,32627,16371,16256,42.2,41.1,44.3,41254,3161,3226,7157,7389,6278
772,"Milton city, Georgia",13,51670,41254,18986,22268,41.5,41.4,42.1,43300,2577,8570,4887,5446,4534
773,"Newnan city, Georgia",13,55020,43300,20947,22353,35.6,35.9,35.4,38819,4081,2563,3957,4498,5223
774,"Peachtree City city, Georgia",13,59724,38819,17917,20902,41.9,41.6,42.1,42096,3502,6194,5974,6019,6248
775,"Peachtree Corners city, Georgia",13,59735,42096,20281,21815,40.2,40.9,39.4,21096,2740,3373,2724,2851,1271
776,"Perry city, Georgia",13,60340,21096,9690,11406,34.0,31.9,36.2,26926,1208,6127,2760,5634,893
777,"Pooler city, Georgia",13,62104,26926,12634,14292,36.1,33.7,36.6,26960,2831,3007,3957,3733,3971
778,"Redan CDP, Georgia",13,63952,26960,11564,15396,41.1,32.8,43.4,37754,3961,4515,4858,5020,4272
779,"Rome city, Georgia",13,66668,37754,17409,20345,37.6,38.1,37.5,92532,5873,11669,14158,14182,11450
780,"Roswell city, Georgia",13,67284,92532,46839,45693,37.5,35.8,37.9,22433,977,5107,2333,1868,2305
781,"St. Marys city, Georgia",13,67984,22433,10786,11647,30.6,31.0,29.4,107179,7503,22108,13599,16639,12443
782,"Sandy Springs city, Georgia",13,68516,107179,50101,57078,37.2,37.4,36.7,147087,21195,25093,18760,12226,17357
783,"Savannah city, Georgia",13,69000,147087,69592,77495,33.1,32.4,34.0,55682,3737,8678,10142,10112,5794
784,"Smyrna city, Georgia",13,71492,55682,28236,27446,39.0,37.9,40.0,21651,2141,2232,2636,2377,2657
785,"Snellville city, Georgia",13,71604,21651,9806,11845,38.0,38.4,37.4,108573,6772,16481,15758,15418,11937
786,"South Fulton city, Georgia",13,72122,108573,47393,61180,35.4,34.3,37.3,33394,13866,4242,1754,2475,2919
787,"Statesboro city, Georgia",13,73256,33394,13535,19859,22.9,23.2,22.7,29156,3274,2820,4810,4259,5045
788,"Stockbridge city, Georgia",13,73704,29156,13505,15651,41.9,47.4,41.0,59858,6047,8934,9589,8169,6223
789,"Stonecrest city, Georgia",13,73784,59858,25910,33948,38.2,34.4,40.4,25258,1565,2268,3444,5498,3480
790,"Sugar Hill city, Georgia",13,74180,25258,13369,11889,44.1,43.7,46.0,24970,3150,2481,2178,6821,2325
791,"Suwanee city, Georgia",13,74936,24970,11795,13175,38.1,38.2,35.0,36848,3538,3988,5920,6494,5267
792,"Tucker city, Georgia",13,77652,36848,19478,17370,45.2,44.5,46.3,27365,3587,6389,1908,2542,2425
793,"Union City city, Georgia",13,78324,27365,11596,15769,27.5,25.5,27.7,55572,10002,8671,8686,4267,5173
794,"Valdosta city, Georgia",13,78800,55572,26790,28782,32.0,30.7,33.9,82252,8633,13940,10112,10663,9886
795,"Warner Robins city, Georgia",13,80508,82252,38850,43402,33.5,33.5,33.5,36206,2904,3640,8509,5514,3311
796,"Woodstock city, Georgia",13,84176,36206,17660,18546,39.8,40.5,37.8,49826,1710,4238,6417,6915,6697
797,"East Honolulu CDP, Hawaii",15,06290,49826,25110,24716,50.1,48.3,53.1,30024,1766,4462,4769,3723,3038
798,"Ewa Gentry CDP, Hawaii",15,07470,30024,15432,14592,35.6,34.9,35.8,55567,4685,7966,5955,6077,7701
799,"Hilo CDP, Hawaii",15,14650,55567,26390,29177,40.5,38.2,43.3,24160,1913,3141,3784,2411,3759
800,"Kahului CDP, Hawaii",15,22700,24160,11975,12185,37.9,37.6,38.2,42892,2819,4567,6232,6009,5777
801,"Kailua CDP (Honolulu County), Hawaii",15,23150,42892,21419,21473,42.9,41.2,45.4,33358,1854,5352,4323,3068,4977
802,"Kaneohe CDP, Hawaii",15,28250,33358,15733,17625,49.0,47.3,50.9,21090,2094,2784,4070,2712,3185
803,"Kapolei CDP, Hawaii",15,30300,21090,11314,9776,38.7,36.5,41.4,23161,2063,1910,4652,3707,3086
804,"Kihei CDP, Hawaii",15,36500,23161,10024,13137,44.0,45.5,43.3,21920,1416,4327,2354,2508,2648
805,"Makakilo CDP, Hawaii",15,47600,21920,10802,11118,31.9,32.9,31.3,24548,1066,3295,4109,3331,4000
806,"Mililani Mauka CDP, Hawaii",15,51000,24548,12603,11945,37.0,35.9,38.2,25422,1999,3358,2621,2715,3496
807,"Mililani Town CDP, Hawaii",15,51050,25422,12748,12674,42.7,44.2,41.4,45021,3645,4699,5274,4564,6342
808,"Pearl City CDP, Hawaii",15,62600,45021,22779,22242,43.0,40.6,46.0,345532,27659,52369,46255,45079,42666
809,"Urban Honolulu CDP, Hawaii",15,71550,345532,172555,172977,43.7,41.6,46.0,40414,4196,6377,4510,4188,4731
810,"Waipahu CDP, Hawaii",15,79700,40414,20464,19950,36.6,34.9,37.4,237457,22279,36841,35897,27389,29890
811,"Boise City city, Idaho",16,08830,237457,118581,118876,37.2,36.5,37.7,63625,7633,11525,6952,5419,6707
812,"Caldwell city, Idaho",16,12250,63625,29218,34407,30.3,29.7,30.7,55901,4467,7299,8577,5855,5656
813,"Coeur d'Alene city, Idaho",16,16750,55901,27576,28325,40.2,37.5,40.7,32099,2140,2182,3909,5657,3901
814,"Eagle city, Idaho",16,23410,32099,15893,16206,45.1,45.5,44.5,66895,6742,9775,7879,7867,6804
