name,brewery_type,address_1,City,state_province,postal_code,longitude,latitude,state_x,zip_code,brewery_id,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,State
"Button Brew House, LLC",micro,6800 N Camino Martin Ste 160,Tucson,Arizona,85741-2395,,,Arizona,85741,1491, Arizona,77000.0,223068.0,53018.0,68387.0,223284.0,223284.0,227326.0,227326.0,308500.0,88.1,101720.0,29.1,445020.0,445020.0,223068.0,50306.0,67355.0,126496.0,61461.0,78995.0,27821.0,96572.0,35798.0,46880.0,-888888888.0,14.1,-888888888.0,19.0,242816.0,242816.0,242816.0,242816.0,543215.0,398349.0,73.3,42346.0,7.8,213982.0,49.6,217080.0,50.4, Arizona
Byway Brewing Company,brewpub,2825 Carlson Dr,Hammond,Indiana,46323-1183,,,Indiana,46323,1497, Indiana,31000.0,30737.0,6588.0,10507.0,30385.0,30385.0,33266.0,33266.0,43505.0,81.6,6075.0,11.4,62593.0,62593.0,30737.0,46248.0,63852.0,19485.0,55884.0,73836.0,26153.0,11252.0,35037.0,39263.0,-888888888.0,15.0,-888888888.0,17.0,33703.0,33703.0,33703.0,33703.0,76991.0,56899.0,73.9,5251.0,6.8,29566.0,48.4,31509.0,51.6, Indiana
Cahaba Brewing Co,micro,4500 5th Ave S Ste C,Birmingham,Alabama,35222-2911,,,Alabama,35222,1508, Alabama,7000.0,87570.0,23928.0,40033.0,76461.0,76461.0,88901.0,88901.0,117862.0,87.8,39160.0,29.2,162461.0,162461.0,87570.0,36614.0,58012.0,42741.0,45763.0,71173.0,27211.0,44829.0,30428.0,43672.0,-888888888.0,22.9,-888888888.0,28.3,108533.0,108533.0,108533.0,108533.0,196410.0,148037.0,75.4,13075.0,6.7,72649.0,46.2,84730.0,53.8, Alabama
Cambridge Brewing Co,brewpub,1 Kendall Sq Ste B1102,Cambridge,Massachusetts,02139-1592,,,Massachusetts,02139,1525, Massachusetts,11000.0,52487.0,13284.0,18341.0,52480.0,52480.0,54313.0,54313.0,75147.0,94.6,64657.0,81.4,106121.0,106121.0,52487.0,104746.0,150366.0,18992.0,140521.0,203382.0,68387.0,33495.0,91997.0,119207.0,-888888888.0,9.6,-888888888.0,13.8,57581.0,57581.0,57581.0,57581.0,117097.0,93499.0,79.8,9348.0,8.0,51479.0,49.3,53013.0,50.7, Massachusetts
Canal Park Brewery,brewpub,300 Canal Park Dr,Duluth,Minnesota,55802-2316,,,Minnesota,55802,1531, Minnesota,17000.0,36310.0,8997.0,10655.0,36239.0,36239.0,36973.0,36973.0,50255.0,95.8,23761.0,45.3,72363.0,72363.0,36310.0,61944.0,83668.0,17640.0,90921.0,117327.0,35383.0,18670.0,39084.0,47103.0,-888888888.0,9.3,-888888888.0,18.5,39763.0,39763.0,39763.0,39763.0,86373.0,62050.0,71.8,7717.0,8.9,35307.0,49.8,35622.0,50.2, Minnesota
Cannon Brewpub,brewpub,1041 Broadway,Columbus,Georgia,31901-5256,,,Georgia,31901,1534, Ohio,18000.0,390605.0,92133.0,132362.0,361111.0,361111.0,380966.0,380966.0,549983.0,90.8,232829.0,38.4,731827.0,731827.0,390605.0,58202.0,74938.0,206996.0,69237.0,86505.0,32392.0,183609.0,46875.0,59241.0,-888888888.0,13.6,-888888888.0,17.7,422120.0,422120.0,422120.0,422120.0,907310.0,668125.0,73.6,56818.0,6.3,346262.0,48.6,365732.0,51.4, Ohio
Cannon Brewpub,brewpub,1041 Broadway,Columbus,Georgia,31901-5256,,,Georgia,31901,1534, Georgia,19000.0,82663.0,16777.0,31783.0,77760.0,77760.0,84812.0,84812.0,120109.0,89.2,42173.0,31.3,159069.0,159069.0,82663.0,52734.0,71883.0,51662.0,63810.0,81873.0,29666.0,31001.0,34847.0,51899.0,-888888888.0,17.5,-888888888.0,20.4,91621.0,91621.0,91621.0,91621.0,205617.0,146364.0,71.2,13144.0,6.4,73433.0,47.5,81109.0,52.5, Georgia
Carson's Brewery,micro,2404 Lynch Rd,Evansville,Indiana,47711-2953,,,Indiana,47711,1571, Indiana,22000.0,53896.0,12625.0,18858.0,47371.0,47371.0,48841.0,48841.0,72434.0,90.6,17462.0,21.8,94593.0,94593.0,53896.0,46662.0,56823.0,27787.0,54935.0,68652.0,25990.0,26109.0,33743.0,41181.0,-888888888.0,11.1,-888888888.0,18.0,58844.0,58844.0,58844.0,58844.0,117273.0,87343.0,74.5,6954.0,5.9,44836.0,48.6,47332.0,51.4, Indiana
Cary Ale House,brewpub,208 W Main St Lowr 1,Cary,Illinois,60013-2786,,,Illinois,60013,1575, North Carolina,10740.0,65254.0,6678.0,13681.0,70132.0,70132.0,74677.0,74677.0,112933.0,95.6,82909.0,70.2,141875.0,141875.0,65254.0,123857.0,156753.0,47696.0,142123.0,181749.0,58024.0,17558.0,64144.0,84714.0,-888888888.0,6.5,-888888888.0,8.1,69951.0,69951.0,69951.0,69951.0,178508.0,128332.0,71.9,14061.0,7.9,64387.0,47.7,70705.0,52.3, North Carolina
Castle Brewing Co,brewpub,1310 W Washington,Greenville,Michigan,48838,,,Michigan,48838,1585, North Carolina,28080.0,41575.0,12207.0,17928.0,33066.0,33066.0,42487.0,42487.0,43970.0,92.5,18486.0,38.9,74651.0,74651.0,41575.0,36687.0,60207.0,16053.0,54445.0,88799.0,29097.0,25522.0,29269.0,40048.0,-888888888.0,18.9,-888888888.0,29.8,45122.0,45122.0,45122.0,45122.0,88733.0,61123.0,68.9,10364.0,11.7,31946.0,43.8,40997.0,56.2, North Carolina
Castle Brewing Co,brewpub,1310 W Washington,Greenville,Michigan,48838,,,Michigan,48838,1585, South Carolina,30850.0,34154.0,7619.0,13206.0,28306.0,28306.0,33407.0,33407.0,45482.0,93.2,27149.0,55.6,61371.0,61371.0,34154.0,57253.0,103043.0,16592.0,81560.0,140443.0,50056.0,17562.0,46685.0,66638.0,-888888888.0,11.6,-888888888.0,16.0,37958.0,37958.0,37958.0,37958.0,72103.0,55033.0,76.3,5097.0,7.1,27061.0,45.2,32782.0,54.8, South Carolina
Castle Church Brewing Community,planning,,Kissimmee,Florida,34744-3990,,,Florida,34744,1586, Florida,36950.0,25999.0,4585.0,9166.0,29112.0,29112.0,31300.0,31300.0,43258.0,88.3,11730.0,23.9,59246.0,59246.0,25999.0,42615.0,58220.0,19403.0,45105.0,60998.0,20524.0,6596.0,26867.0,44449.0,-888888888.0,18.5,-888888888.0,21.0,29099.0,29099.0,29099.0,29099.0,79440.0,54131.0,68.1,5832.0,7.3,27520.0,48.4,29398.0,51.6, Florida
Castle Rock Beer Company,micro,514 Perry St Ste C106,Castle Rock,Colorado,80104-1711,,,Colorado,80104,1590, Colorado,12415.0,27249.0,2991.0,4219.0,28008.0,28008.0,30213.0,30213.0,48116.0,98.8,26491.0,54.4,56465.0,56465.0,27249.0,125657.0,148584.0,20728.0,137087.0,168662.0,53798.0,6521.0,71426.0,80202.0,-888888888.0,4.1,-888888888.0,4.4,28082.0,28082.0,28082.0,28082.0,76366.0,51252.0,67.1,5967.0,7.8,27064.0,49.9,27225.0,50.1, Colorado
Castleburg Brewery,micro,1626 Ownby Ln,Richmond,Virginia,23220-1317,,,Virginia,23220,1591, Virginia,67000.0,99929.0,24058.0,45414.0,90198.0,90198.0,103270.0,103270.0,142745.0,88.1,70819.0,43.7,191729.0,191729.0,99929.0,51770.0,81468.0,41087.0,75062.0,114412.0,38425.0,58842.0,40939.0,55644.0,-888888888.0,13.3,-888888888.0,21.1,112806.0,112806.0,112806.0,112806.0,226604.0,175988.0,77.7,12718.0,5.6,87694.0,46.7,100104.0,53.3, Virginia
Castleburg Brewery,micro,1626 Ownby Ln,Richmond,Virginia,23220-1317,,,Virginia,23220,1591, California,60620.0,40019.0,5955.0,14133.0,42681.0,42681.0,50226.0,50226.0,66886.0,82.5,29362.0,36.2,92405.0,92405.0,40019.0,85754.0,112611.0,28683.0,92855.0,116074.0,39609.0,11336.0,57216.0,85143.0,-888888888.0,10.9,-888888888.0,15.4,42082.0,42082.0,42082.0,42082.0,115642.0,86117.0,74.5,5032.0,4.4,41318.0,45.9,48619.0,54.1, California
Catalina Brewing Company,micro,6918 N Camino Martin,Tucson,Arizona,85741-2281,,,Arizona,85741,1593, Arizona,77000.0,223068.0,53018.0,68387.0,223284.0,223284.0,227326.0,227326.0,308500.0,88.1,101720.0,29.1,445020.0,445020.0,223068.0,50306.0,67355.0,126496.0,61461.0,78995.0,27821.0,96572.0,35798.0,46880.0,-888888888.0,14.1,-888888888.0,19.0,242816.0,242816.0,242816.0,242816.0,543215.0,398349.0,73.3,42346.0,7.8,213982.0,49.6,217080.0,50.4, Arizona
Catawba Brewing Co - Asheville,micro,63 Brook St Ste 1,Asheville,North Carolina,28803-2685,,,North Carolina,28803,1596, North Carolina,2140.0,38131.0,7436.0,13091.0,40291.0,40291.0,43162.0,43162.0,67696.0,93.3,38433.0,53.0,82277.0,82277.0,38131.0,59758.0,84277.0,18640.0,91596.0,115517.0,38068.0,19491.0,37342.0,53165.0,-888888888.0,5.0,-888888888.0,13.3,52159.0,52159.0,52159.0,52159.0,94070.0,77372.0,82.2,5112.0,5.4,38422.0,47.8,41964.0,52.2, North Carolina
Catawba Brewing Co - Charlotte,micro,933 Louise Ave Ste 105,Charlotte,North Carolina,28204-2299,,,North Carolina,28204,1597, North Carolina,12000.0,365269.0,78497.0,121462.0,341875.0,341875.0,375102.0,375102.0,540044.0,90.1,292679.0,48.8,704784.0,704784.0,365269.0,70869.0,105574.0,204925.0,88792.0,130882.0,44593.0,160344.0,52947.0,69914.0,-888888888.0,7.9,-888888888.0,11.3,393631.0,393631.0,393631.0,393631.0,879697.0,649539.0,73.8,56557.0,6.4,325982.0,47.7,358021.0,52.3, North Carolina
Celis Brewery,micro,10001 Metic Blvd.,Austin,Texas,78758,,,Texas,78758,1615, Texas,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2, Texas
Cellar West Artisan Ales,micro,1001 Lee Hill Dr Ste 10,Boulder,Colorado,80302-9471,,,Colorado,80302,1617, Colorado,7850.0,42376.0,12345.0,10989.0,48486.0,48486.0,46748.0,46748.0,57601.0,95.7,45460.0,75.6,94422.0,94422.0,42376.0,84167.0,127620.0,18491.0,126097.0,187094.0,52420.0,23885.0,50068.0,79089.0,-888888888.0,8.9,-888888888.0,23.0,44793.0,44793.0,44793.0,44793.0,104178.0,73607.0,70.7,14523.0,13.9,47079.0,51.2,44952.0,48.8, Colorado
Cervecentro,planning,,Miami,Florida,33181-3404,,,Florida,33181,1638, Florida,45000.0,192219.0,51920.0,63629.0,196272.0,196272.0,189601.0,189601.0,272472.0,79.9,122393.0,35.9,381863.0,381863.0,192219.0,48789.0,83158.0,98342.0,55218.0,95317.0,37223.0,93877.0,37494.0,66871.0,-888888888.0,17.4,-888888888.0,21.0,219775.0,219775.0,219775.0,219775.0,439906.0,361860.0,82.3,19179.0,4.4,189502.0,50.7,183966.0,49.3, Florida
Cerveza Guajira,planning,,Miami,Florida,33137,,,Florida,33137,1640, Florida,45000.0,192219.0,51920.0,63629.0,196272.0,196272.0,189601.0,189601.0,272472.0,79.9,122393.0,35.9,381863.0,381863.0,192219.0,48789.0,83158.0,98342.0,55218.0,95317.0,37223.0,93877.0,37494.0,66871.0,-888888888.0,17.4,-888888888.0,21.0,219775.0,219775.0,219775.0,219775.0,439906.0,361860.0,82.3,19179.0,4.4,189502.0,50.7,183966.0,49.3, Florida
CH Evans Brewing Co/Albany Pump Station,brewpub,19 Quackenbush Sq,Albany,New York,12207-2311,,,New York,12207,1641, New York,1000.0,44279.0,12615.0,17211.0,40723.0,40723.0,46157.0,46157.0,56825.0,90.0,26509.0,42.0,85930.0,85930.0,44279.0,49763.0,71842.0,16294.0,73440.0,100748.0,33398.0,27985.0,37380.0,52360.0,-888888888.0,12.8,-888888888.0,22.0,50720.0,50720.0,50720.0,50720.0,98624.0,73394.0,74.4,8573.0,8.7,39498.0,46.9,44686.0,53.1, New York
CH Evans Brewing Co/Albany Pump Station,brewpub,19 Quackenbush Sq,Albany,New York,12207-2311,,,New York,12207,1641, Georgia,1052.0,27357.0,5281.0,13966.0,25226.0,25226.0,28387.0,28387.0,35097.0,82.0,8957.0,20.9,53098.0,53098.0,27357.0,38999.0,57946.0,14665.0,50282.0,76434.0,24907.0,12692.0,27290.0,33615.0,-888888888.0,20.9,-888888888.0,26.9,32318.0,32318.0,32318.0,32318.0,67146.0,46920.0,69.9,5488.0,8.2,23778.0,46.6,27213.0,53.4, Georgia
Charlie and Jakes Brewery and Grille,brewpub,6300 N Wickham Rd Ste 137,Melbourne,Florida,32940-2037,,,Florida,32940,1661, Florida,43975.0,36651.0,9490.0,10706.0,36075.0,36075.0,35060.0,35060.0,58773.0,95.1,19781.0,32.0,70791.0,70791.0,36651.0,57132.0,72008.0,19888.0,67245.0,80460.0,32440.0,16763.0,44922.0,57451.0,-888888888.0,11.9,-888888888.0,15.0,40160.0,40160.0,40160.0,40160.0,85091.0,65453.0,76.9,4651.0,5.5,35057.0,51.0,33722.0,49.0, Florida
Cheluna Brewing Company,micro,2501 Dallas St Unit 148,Aurora,Colorado,80010-1045,,,Colorado,80010,1681, Illinois,3012.0,62379.0,8784.0,15445.0,71478.0,71478.0,73647.0,73647.0,98728.0,83.2,44729.0,37.7,141905.0,141905.0,62379.0,83996.0,99985.0,46688.0,87268.0,107461.0,34054.0,15691.0,60157.0,66269.0,-888888888.0,9.3,-888888888.0,10.1,64677.0,64677.0,64677.0,64677.0,183491.0,128411.0,70.0,14160.0,7.7,66237.0,48.8,69584.0,51.2, Illinois
Cheluna Brewing Company,micro,2501 Dallas St Unit 148,Aurora,Colorado,80010-1045,,,Colorado,80010,1681, Colorado,4000.0,140003.0,29239.0,38293.0,155500.0,155500.0,156530.0,156530.0,220664.0,84.9,87917.0,33.8,306401.0,306401.0,140003.0,71647.0,93309.0,89015.0,90117.0,108159.0,35054.0,50988.0,46209.0,61527.0,-888888888.0,6.9,-888888888.0,11.2,149636.0,149636.0,149636.0,149636.0,389675.0,282405.0,72.5,24601.0,6.3,147646.0,49.9,148338.0,50.1, Colorado
ChopHouse and Brewery - Denver,brewpub,1735 19th St Ste 100,Denver,Colorado,80202-6002,,,Colorado,80202,1698, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
Cigar City Airport Location,planning,,Tampa,Florida,33607,,,Florida,33607,1711, Florida,71000.0,159925.0,38887.0,50043.0,156300.0,156300.0,161271.0,161271.0,239432.0,89.1,122461.0,45.6,313221.0,313221.0,159925.0,63404.0,102503.0,85092.0,80390.0,130849.0,43517.0,74833.0,46571.0,66783.0,-888888888.0,13.1,-888888888.0,17.7,172886.0,172886.0,172886.0,172886.0,387037.0,287567.0,74.3,24623.0,6.4,150478.0,49.2,155394.0,50.8, Florida
Circle Brewing Company,micro,2340 W Braker Ln Ste B,Austin,Texas,78758-4542,,,Texas,78758,1719, Texas,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2, Texas
City Built Brewing Company,brewpub,820 Monroe Ave NW Ste 155,Grand Rapids,Michigan,49503-1413,,,Michigan,49503,1726, Michigan,34000.0,79486.0,16108.0,28261.0,79560.0,79560.0,82744.0,82744.0,118957.0,90.2,53123.0,40.3,159622.0,159622.0,79486.0,59596.0,73592.0,42481.0,74569.0,87355.0,30939.0,37005.0,43664.0,53817.0,-888888888.0,12.8,-888888888.0,17.1,85623.0,85623.0,85623.0,85623.0,197423.0,146492.0,74.2,13063.0,6.6,75693.0,48.7,79601.0,51.3, Michigan
City Steam Brewery,brewpub,942 Main St Lbby 3,Hartford,Connecticut,06103-1215,,,Connecticut,06103,1730, Connecticut,37000.0,45491.0,11197.0,20853.0,47484.0,47484.0,49202.0,49202.0,54916.0,74.3,12588.0,17.0,95075.0,95075.0,45491.0,42468.0,57809.0,27371.0,45340.0,64493.0,22525.0,18120.0,26411.0,42801.0,-888888888.0,18.5,-888888888.0,24.1,55111.0,55111.0,55111.0,55111.0,120593.0,82112.0,68.1,10561.0,8.8,45579.0,49.6,46335.0,50.4, Connecticut
City-State Brewing Company,planning,,Washington,District of Columbia,20017-2518,,,District of Columbia,20017,1731, District of Columbia,50000.0,319565.0,83924.0,133240.0,263114.0,263114.0,296559.0,296559.0,444233.0,92.8,301852.0,63.0,553437.0,553437.0,319565.0,90088.0,138856.0,128733.0,136184.0,192346.0,65808.0,190832.0,76236.0,100084.0,-888888888.0,12.8,-888888888.0,16.5,357482.0,357482.0,357482.0,357482.0,670050.0,515012.0,76.9,35516.0,5.3,255085.0,46.9,289236.0,53.1, District of Columbia
Civilian Brewing Corps,planning,,Bloomington,Indiana,47403-9658,,,Indiana,47403,1734, Minnesota,6616.0,38725.0,7369.0,12570.0,35020.0,35020.0,39356.0,39356.0,61302.0,92.8,29874.0,45.2,73670.0,73670.0,38725.0,80577.0,101250.0,22215.0,99802.0,125089.0,44513.0,16510.0,47795.0,64956.0,-888888888.0,4.1,-888888888.0,8.8,41127.0,41127.0,41127.0,41127.0,89308.0,69230.0,77.5,4492.0,5.0,33613.0,47.0,37872.0,53.0, Minnesota
Civilian Brewing Corps,planning,,Bloomington,Indiana,47403-9658,,,Indiana,47403,1734, Illinois,6613.0,33803.0,7807.0,10460.0,31939.0,31939.0,31688.0,31688.0,47166.0,95.2,24691.0,49.8,62712.0,62712.0,33803.0,71700.0,92976.0,17441.0,102871.0,128461.0,40623.0,16362.0,43676.0,54648.0,-888888888.0,8.0,-888888888.0,13.6,36236.0,36236.0,36236.0,36236.0,78283.0,55790.0,71.3,5844.0,7.5,30195.0,49.8,30440.0,50.2, Illinois
Civilian Brewing Corps,planning,,Bloomington,Indiana,47403-9658,,,Indiana,47403,1734, Indiana,5860.0,31711.0,11016.0,10224.0,36244.0,36244.0,35957.0,35957.0,34808.0,93.7,22582.0,60.8,71752.0,71752.0,31711.0,37734.0,67644.0,11080.0,77441.0,124343.0,27870.0,20631.0,25329.0,35698.0,-888888888.0,16.8,-888888888.0,34.3,35873.0,35873.0,35873.0,35873.0,78988.0,51004.0,64.6,16596.0,21.0,34923.0,49.4,35813.0,50.6, Indiana
Clouds Brewing,micro,1233 Front St Ste E,Raleigh,North Carolina,27609-7534,,,North Carolina,27609,1762, North Carolina,55000.0,194917.0,39112.0,64015.0,186491.0,186491.0,202755.0,202755.0,298665.0,92.9,173290.0,53.9,384856.0,384856.0,194917.0,74612.0,104131.0,107245.0,99317.0,129659.0,44001.0,87672.0,48273.0,70259.0,-888888888.0,8.0,-888888888.0,12.9,217866.0,217866.0,217866.0,217866.0,469502.0,352911.0,75.2,30428.0,6.5,179389.0,48.0,194590.0,52.0, North Carolina
CO-Brew,micro,1133 N Broadway,Denver,Colorado,80203-2106,,,Colorado,80203,1766, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
COAST Brewing Co,micro,1250 N 2nd St,North Charleston,South Carolina,29405-1804,,,South Carolina,29405,1773, South Carolina,50875.0,47324.0,9741.0,18786.0,43901.0,43901.0,51755.0,51755.0,72463.0,90.3,25158.0,31.4,94018.0,94018.0,47324.0,55864.0,77498.0,27241.0,70200.0,85101.0,33471.0,20083.0,39678.0,65585.0,-888888888.0,16.3,-888888888.0,19.9,56930.0,56930.0,56930.0,56930.0,117463.0,88615.0,75.4,6000.0,5.1,43003.0,46.6,49180.0,53.4, South Carolina
Coastal Bend Brewing,planning,,Corpus Christi,Texas,78418-6697,,,Texas,78418,1774, Texas,17000.0,117366.0,24139.0,32886.0,125826.0,125826.0,130884.0,130884.0,178724.0,85.2,51559.0,24.6,251782.0,251782.0,117366.0,59812.0,78283.0,78935.0,70986.0,89025.0,29969.0,38431.0,37524.0,52448.0,-888888888.0,14.1,-888888888.0,18.2,137431.0,137431.0,137431.0,137431.0,317768.0,228272.0,71.8,24030.0,7.6,118888.0,49.0,123914.0,51.0, Texas
Coastal Empire Beer Co,micro,79 Ross Rd,Savannah,Georgia,31405-1660,,,Georgia,31405,1775, Georgia,69000.0,59612.0,12704.0,22709.0,56724.0,56724.0,62964.0,62964.0,84768.0,90.0,30836.0,32.7,117972.0,117972.0,59612.0,49612.0,65244.0,33496.0,60153.0,79226.0,26374.0,26116.0,36898.0,44764.0,-888888888.0,13.2,-888888888.0,18.9,68618.0,68618.0,68618.0,68618.0,147087.0,106235.0,72.2,9385.0,6.4,54741.0,47.4,60650.0,52.6, Georgia
Cold Fusion Brewing LLC,micro,4711 Morton Place Way,Knoxville,Tennessee,37912-4162,,,Tennessee,37912,1790, Tennessee,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3, Tennessee
Collection Brewing Company,planning,,Raleigh,North Carolina,27614-8519,,,North Carolina,27614,1799, North Carolina,55000.0,194917.0,39112.0,64015.0,186491.0,186491.0,202755.0,202755.0,298665.0,92.9,173290.0,53.9,384856.0,384856.0,194917.0,74612.0,104131.0,107245.0,99317.0,129659.0,44001.0,87672.0,48273.0,70259.0,-888888888.0,8.0,-888888888.0,12.9,217866.0,217866.0,217866.0,217866.0,469502.0,352911.0,75.2,30428.0,6.5,179389.0,48.0,194590.0,52.0, North Carolina
Colorado Mountain Brewery At the Roundhouse,brewpub,600 S 21st St Unit 180,Colorado Springs,Colorado,80904-3714,,,Colorado,80904,1809, Colorado,16000.0,197542.0,39864.0,48235.0,198538.0,198538.0,197588.0,197588.0,308365.0,93.6,141004.0,42.8,390552.0,390552.0,197542.0,74579.0,96874.0,126314.0,91259.0,111747.0,39808.0,71228.0,49663.0,64679.0,-888888888.0,6.9,-888888888.0,10.5,205380.0,205380.0,205380.0,205380.0,483969.0,359735.0,74.3,31577.0,6.5,189125.0,50.0,189097.0,50.0, Colorado
"Common Bond Brewers, LLC",micro,424 Bibb Street Suite 150,Montgomery,Alabama,36104,,,Alabama,36104,1820, Alabama,51000.0,81529.0,17731.0,33023.0,72666.0,72666.0,85384.0,85384.0,115215.0,88.3,42787.0,32.8,155597.0,155597.0,81529.0,46957.0,65160.0,49304.0,56545.0,77024.0,27253.0,32225.0,34767.0,44762.0,-888888888.0,22.4,-888888888.0,24.1,93055.0,93055.0,93055.0,93055.0,198659.0,141337.0,71.1,13720.0,6.9,68946.0,45.9,81253.0,54.1, Alabama
Common John Brewing Co,planning,,Manchester,Tennessee,37355-6064,,,Tennessee,37355,1821, New Hampshire,45140.0,48649.0,11224.0,12750.0,48004.0,48004.0,48881.0,48881.0,75702.0,90.7,27975.0,33.5,95871.0,95871.0,48649.0,73639.0,84659.0,26747.0,82780.0,96113.0,36020.0,21902.0,58768.0,65577.0,-888888888.0,9.2,-888888888.0,11.3,50479.0,50479.0,50479.0,50479.0,115470.0,90858.0,78.7,4874.0,4.2,46326.0,49.3,47630.0,50.7, New Hampshire
Commoners Brewing Company,micro,1048 Copperfield Blvd Ste 101,Concord,North Carolina,28025,,,North Carolina,28025,1825, North Carolina,14100.0,33859.0,3695.0,8444.0,40445.0,40445.0,44711.0,44711.0,61630.0,90.0,28306.0,41.3,82971.0,82971.0,33859.0,79329.0,97360.0,25703.0,95894.0,109459.0,33445.0,8156.0,47360.0,52942.0,-888888888.0,7.0,-888888888.0,9.3,42877.0,42877.0,42877.0,42877.0,107688.0,74583.0,69.3,9513.0,8.8,37196.0,47.0,41882.0,53.0, North Carolina
Commoners Brewing Company,micro,1048 Copperfield Blvd Ste 101,Concord,North Carolina,28025,,,North Carolina,28025,1825, California,16000.0,46375.0,8073.0,12075.0,49977.0,49977.0,52314.0,52314.0,79900.0,89.1,32736.0,36.5,101576.0,101576.0,46375.0,96961.0,123084.0,30984.0,111541.0,139609.0,46157.0,15391.0,62402.0,81842.0,-888888888.0,6.6,-888888888.0,11.0,47251.0,47251.0,47251.0,47251.0,124091.0,94740.0,76.3,6478.0,5.2,48095.0,48.8,50363.0,51.2, California
Component Brewing Co,micro,2018 S 1st St Ste 207,Milwaukee,Wisconsin,53207,,,Wisconsin,53207,1834, Wisconsin,53000.0,232362.0,59623.0,91583.0,211765.0,211765.0,234419.0,234419.0,307384.0,86.2,97240.0,27.3,436763.0,436763.0,232362.0,46637.0,64459.0,125691.0,51513.0,71734.0,26998.0,106671.0,37552.0,52789.0,-888888888.0,20.1,-888888888.0,23.8,257812.0,257812.0,257812.0,257812.0,569326.0,391192.0,68.7,45091.0,7.9,199484.0,47.3,222454.0,52.7, Wisconsin
Comrade Brewing Company,micro,7667 E Iliff Ave Ste F,Denver,Colorado,80231-5361,,,Colorado,80231,1835, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
Conflux Brewing,planning,,Missoula,Montana,59802-4418,,,Montana,59802,1841, Montana,50200.0,33744.0,5945.0,11023.0,30561.0,30561.0,33322.0,33322.0,49152.0,97.1,24733.0,48.9,62540.0,62540.0,33744.0,63270.0,94130.0,16473.0,92935.0,118288.0,41993.0,17271.0,43275.0,64116.0,-888888888.0,10.1,-888888888.0,16.2,35602.0,35602.0,35602.0,35602.0,74834.0,58898.0,78.7,3917.0,5.2,29887.0,48.2,32065.0,51.8, Montana
