name,brewery_type,address_1,City,state_province,postal_code,longitude,latitude,state_x,zip_code,brewery_id,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,State
Last Stand Brewing Company,micro,12345 Pauls Valley Rd,Austin,Texas,78737-9615,,,Texas,78737,4106, Texas,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2, Texas
LauderAle,micro,3305 SE 14th Ave Bldg 4,Fort Lauderdale,Florida,33316-4212,,,Florida,33316,4112, Florida,24000.0,83021.0,25038.0,22175.0,83972.0,83972.0,74060.0,74060.0,126804.0,91.4,57683.0,41.6,156138.0,156138.0,83021.0,64912.0,110548.0,40884.0,80243.0,142854.0,51519.0,42137.0,52726.0,77230.0,-888888888.0,9.8,-888888888.0,13.8,102567.0,102567.0,102567.0,102567.0,181666.0,147012.0,80.9,9649.0,5.3,81449.0,53.6,70641.0,46.4, Florida
Laughinghouse Brewing,planning,,Nashua,New Hampshire,03060-5143,,,New Hampshire,03060,4116, New Hampshire,50260.0,36986.0,8301.0,8689.0,38993.0,38993.0,37580.0,37580.0,60651.0,93.3,28759.0,44.2,75784.0,75784.0,36986.0,85870.0,107741.0,22668.0,102489.0,127640.0,44712.0,14318.0,52302.0,71687.0,-888888888.0,5.7,-888888888.0,8.2,38955.0,38955.0,38955.0,38955.0,91122.0,70673.0,77.6,5215.0,5.7,37699.0,51.2,35930.0,48.8, New Hampshire
Lawson's Finest Liquids,micro,,Warren,Vermont,05674,,,Vermont,05674,4126, Michigan,84000.0,57632.0,13325.0,17515.0,56779.0,56779.0,60084.0,60084.0,89313.0,86.3,20709.0,20.0,115283.0,115283.0,57632.0,60042.0,74069.0,34792.0,71694.0,86926.0,31278.0,22840.0,36276.0,49717.0,-888888888.0,9.0,-888888888.0,13.7,60142.0,60142.0,60142.0,60142.0,138142.0,108630.0,78.6,6847.0,5.0,54990.0,48.9,57565.0,51.1, Michigan
Laxton Hollow Brewing Works,micro,302 E Main St,Mansfield,Ohio,44904-1300,,,Ohio,44904,4127, Texas,46452.0,25327.0,3876.0,6047.0,30619.0,30619.0,29134.0,29134.0,47320.0,95.9,20051.0,40.6,59002.0,59002.0,25327.0,91255.0,120387.0,19936.0,105833.0,134540.0,42221.0,5391.0,51901.0,63690.0,-888888888.0,2.5,-888888888.0,3.9,26120.0,26120.0,26120.0,26120.0,74106.0,51860.0,70.0,6705.0,9.0,28329.0,51.4,26759.0,48.6, Texas
Lazy Monk Brewing,micro,320 Putnam St Unit 4,Eau Claire,Wisconsin,54703-3896,,,Wisconsin,54703,4136, Wisconsin,22300.0,28218.0,6550.0,7332.0,27599.0,27599.0,29756.0,29756.0,38586.0,95.6,14081.0,34.9,56628.0,56628.0,28218.0,57732.0,75358.0,16754.0,79099.0,96209.0,31246.0,11464.0,33215.0,42613.0,-888888888.0,7.3,-888888888.0,16.4,28762.0,28762.0,28762.0,28762.0,69196.0,48271.0,69.8,6440.0,9.3,26521.0,48.1,28645.0,51.9, Wisconsin
Leaf & Hive,planning,,Santa Fe,New Mexico,87507-6203,,,New Mexico,87507,4141, New Mexico,70500.0,40641.0,8934.0,13700.0,35082.0,35082.0,38627.0,38627.0,60020.0,93.0,31411.0,48.7,72844.0,72844.0,40641.0,60517.0,87436.0,22288.0,73445.0,102849.0,41026.0,18353.0,45984.0,66133.0,-888888888.0,11.2,-888888888.0,12.7,45246.0,45246.0,45246.0,45246.0,88196.0,68513.0,77.7,4609.0,5.2,33532.0,47.0,37800.0,53.0, New Mexico
Legacy Ale Works,planning,,Jacksonville,Florida,32258,,,Florida,32258,4154, North Carolina,34200.0,22024.0,4626.0,4923.0,41574.0,41574.0,20206.0,20206.0,29264.0,93.1,7701.0,24.5,61639.0,61639.0,22024.0,44497.0,60781.0,14329.0,56186.0,71314.0,25237.0,-999999999.0,40834.0,-999999999.0,-888888888.0,13.9,-888888888.0,16.6,25381.0,25381.0,25381.0,25381.0,72881.0,46829.0,64.3,7956.0,10.9,41345.0,68.1,19390.0,31.9, North Carolina
Legacy Ale Works,planning,,Jacksonville,Florida,32258,,,Florida,32258,4154, Florida,35000.0,386283.0,79740.0,122269.0,371055.0,371055.0,400259.0,400259.0,595685.0,90.8,211870.0,32.3,759046.0,759046.0,386283.0,58621.0,79706.0,232936.0,72016.0,94087.0,32953.0,153347.0,41161.0,54121.0,-888888888.0,11.2,-888888888.0,15.4,422315.0,422315.0,422315.0,422315.0,954624.0,704259.0,73.8,55712.0,5.8,353303.0,47.9,383796.0,52.1, Florida
Liability Brewing Co.,planning,,Greenville,South Carolina,29609-5559,,,South Carolina,29609,4182, North Carolina,28080.0,41575.0,12207.0,17928.0,33066.0,33066.0,42487.0,42487.0,43970.0,92.5,18486.0,38.9,74651.0,74651.0,41575.0,36687.0,60207.0,16053.0,54445.0,88799.0,29097.0,25522.0,29269.0,40048.0,-888888888.0,18.9,-888888888.0,29.8,45122.0,45122.0,45122.0,45122.0,88733.0,61123.0,68.9,10364.0,11.7,31946.0,43.8,40997.0,56.2, North Carolina
Liability Brewing Co.,planning,,Greenville,South Carolina,29609-5559,,,South Carolina,29609,4182, South Carolina,30850.0,34154.0,7619.0,13206.0,28306.0,28306.0,33407.0,33407.0,45482.0,93.2,27149.0,55.6,61371.0,61371.0,34154.0,57253.0,103043.0,16592.0,81560.0,140443.0,50056.0,17562.0,46685.0,66638.0,-888888888.0,11.6,-888888888.0,16.0,37958.0,37958.0,37958.0,37958.0,72103.0,55033.0,76.3,5097.0,7.1,27061.0,45.2,32782.0,54.8, South Carolina
Liars Bench Beer Company,brewpub,459 Islington St Ste 4,Portsmouth,New Hampshire,03801-4291,,,New Hampshire,03801,4183, Virginia,64000.0,40827.0,8765.0,15709.0,37797.0,37797.0,40610.0,40610.0,59140.0,89.5,16904.0,25.6,76958.0,76958.0,40827.0,54429.0,74792.0,25411.0,60722.0,85650.0,31317.0,15416.0,36083.0,52163.0,-888888888.0,15.2,-888888888.0,17.1,43306.0,43306.0,43306.0,43306.0,97840.0,71343.0,72.9,6522.0,6.7,35351.0,47.1,39763.0,52.9, Virginia
Liberty Brewery & Grill,brewpub,914 Mall Loop Rd,High Point,North Carolina,27262-7654,,,North Carolina,27262,4187, North Carolina,31400.0,42738.0,7320.0,13720.0,43535.0,43535.0,49117.0,49117.0,65761.0,88.2,27030.0,36.2,90765.0,90765.0,42738.0,57698.0,70156.0,27966.0,66740.0,82869.0,27082.0,14772.0,33798.0,44452.0,-888888888.0,11.9,-888888888.0,15.3,45472.0,45472.0,45472.0,45472.0,115287.0,81999.0,71.1,9510.0,8.2,40398.0,46.0,47459.0,54.0, North Carolina
Liberty Street Brewing Co,micro,149 W Liberty St Ste 1,Plymouth,Michigan,48170-8001,,,Michigan,48170,4190, Minnesota,51730.0,32923.0,4543.0,9169.0,30141.0,30141.0,33005.0,33005.0,54539.0,98.3,35307.0,63.6,62292.0,62292.0,32923.0,106962.0,150702.0,21640.0,146603.0,184862.0,62474.0,11283.0,59145.0,79374.0,-888888888.0,2.7,-888888888.0,4.1,34281.0,34281.0,34281.0,34281.0,79833.0,58625.0,73.4,4264.0,5.3,29060.0,48.0,31527.0,52.0, Minnesota
Lil Beaver Brewery,micro,16 Currency Dr Unit B,Bloomington,Illinois,61704-9632,,,Illinois,61704,4202, Minnesota,6616.0,38725.0,7369.0,12570.0,35020.0,35020.0,39356.0,39356.0,61302.0,92.8,29874.0,45.2,73670.0,73670.0,38725.0,80577.0,101250.0,22215.0,99802.0,125089.0,44513.0,16510.0,47795.0,64956.0,-888888888.0,4.1,-888888888.0,8.8,41127.0,41127.0,41127.0,41127.0,89308.0,69230.0,77.5,4492.0,5.0,33613.0,47.0,37872.0,53.0, Minnesota
Lil Beaver Brewery,micro,16 Currency Dr Unit B,Bloomington,Illinois,61704-9632,,,Illinois,61704,4202, Illinois,6613.0,33803.0,7807.0,10460.0,31939.0,31939.0,31688.0,31688.0,47166.0,95.2,24691.0,49.8,62712.0,62712.0,33803.0,71700.0,92976.0,17441.0,102871.0,128461.0,40623.0,16362.0,43676.0,54648.0,-888888888.0,8.0,-888888888.0,13.6,36236.0,36236.0,36236.0,36236.0,78283.0,55790.0,71.3,5844.0,7.5,30195.0,49.8,30440.0,50.2, Illinois
Lil Beaver Brewery,micro,16 Currency Dr Unit B,Bloomington,Illinois,61704-9632,,,Illinois,61704,4202, Indiana,5860.0,31711.0,11016.0,10224.0,36244.0,36244.0,35957.0,35957.0,34808.0,93.7,22582.0,60.8,71752.0,71752.0,31711.0,37734.0,67644.0,11080.0,77441.0,124343.0,27870.0,20631.0,25329.0,35698.0,-888888888.0,16.8,-888888888.0,34.3,35873.0,35873.0,35873.0,35873.0,78988.0,51004.0,64.6,16596.0,21.0,34923.0,49.4,35813.0,50.6, Indiana
Limestone Beer Co,brewpub,707 N Waco Ave Ste 105,Wichita,Kansas,67203-3944,,,Kansas,67203,4207, Kansas,79000.0,156668.0,33954.0,46046.0,154469.0,154469.0,160227.0,160227.0,226839.0,87.1,77891.0,29.9,309615.0,309615.0,156668.0,56293.0,76253.0,96195.0,71470.0,93708.0,30942.0,60473.0,32246.0,44509.0,-888888888.0,10.0,-888888888.0,14.5,176357.0,176357.0,176357.0,176357.0,395707.0,283649.0,71.7,25718.0,6.5,145969.0,48.8,153069.0,51.2, Kansas
Lincoln Avenue Brewery,planning,,Pittsburgh,Pennsylvania,15202,,,Pennsylvania,15202,4212, Pennsylvania,61000.0,136747.0,35581.0,51099.0,126448.0,126448.0,138617.0,138617.0,194373.0,93.8,98611.0,47.6,262349.0,262349.0,136747.0,57821.0,85004.0,59474.0,81448.0,112883.0,39779.0,77273.0,40148.0,62503.0,-888888888.0,13.5,-888888888.0,20.2,159435.0,159435.0,159435.0,159435.0,300454.0,233464.0,77.7,24748.0,8.2,122663.0,47.6,135155.0,52.4, Pennsylvania
Links Brewing Company,planning,,Pittsburgh,Pennsylvania,15212,,,Pennsylvania,15212,4221, Pennsylvania,61000.0,136747.0,35581.0,51099.0,126448.0,126448.0,138617.0,138617.0,194373.0,93.8,98611.0,47.6,262349.0,262349.0,136747.0,57821.0,85004.0,59474.0,81448.0,112883.0,39779.0,77273.0,40148.0,62503.0,-888888888.0,13.5,-888888888.0,20.2,159435.0,159435.0,159435.0,159435.0,300454.0,233464.0,77.7,24748.0,8.2,122663.0,47.6,135155.0,52.4, Pennsylvania
Liquid Mechanics Brewing Company,micro,297 N US Highway 287,Lafayette,Colorado,80026-8932,,,Colorado,80026,4227, Indiana,40788.0,31585.0,7227.0,9956.0,28034.0,28034.0,29511.0,29511.0,42251.0,90.6,13899.0,29.8,56542.0,56542.0,31585.0,47456.0,57013.0,16921.0,62417.0,70451.0,24969.0,14664.0,34480.0,39534.0,-888888888.0,12.1,-888888888.0,16.6,32933.0,32933.0,32933.0,32933.0,72041.0,51570.0,71.6,4365.0,6.1,26806.0,48.8,28072.0,51.2, Indiana
Liquid Mechanics Brewing Company,micro,297 N US Highway 287,Lafayette,Colorado,80026-8932,,,Colorado,80026,4227, Louisiana,40735.0,51150.0,11704.0,16299.0,50261.0,50261.0,51153.0,51153.0,72634.0,89.3,31800.0,39.1,99438.0,99438.0,51150.0,57953.0,81543.0,27823.0,78272.0,100191.0,35249.0,23327.0,40637.0,57659.0,-888888888.0,13.3,-888888888.0,20.0,56725.0,56725.0,56725.0,56725.0,121763.0,89543.0,73.5,9976.0,8.2,47061.0,49.1,48790.0,50.9, Louisiana
Liquid Riot Bottling Co.,brewpub,4 Canal Plz Ste 1,Portland,Maine,04101-4594,,,Maine,04101,4228, Oregon,59000.0,286734.0,65543.0,82822.0,274072.0,274072.0,278814.0,278814.0,452051.0,93.3,263232.0,54.3,546399.0,546399.0,286734.0,79057.0,108391.0,138910.0,104230.0,138450.0,49003.0,147824.0,55849.0,76193.0,-888888888.0,6.4,-888888888.0,12.0,303483.0,303483.0,303483.0,303483.0,642218.0,515575.0,80.3,31016.0,4.8,264448.0,49.4,270792.0,50.6, Oregon
Liquid Riot Bottling Co.,brewpub,4 Canal Plz Ste 1,Portland,Maine,04101-4594,,,Maine,04101,4228, Maine,60545.0,32523.0,7389.0,10486.0,28501.0,28501.0,29903.0,29903.0,51257.0,96.5,30389.0,57.2,57985.0,57985.0,32523.0,70244.0,99215.0,14299.0,103538.0,138614.0,47433.0,18224.0,53210.0,65824.0,-888888888.0,7.4,-888888888.0,11.8,35456.0,35456.0,35456.0,35456.0,68329.0,56189.0,82.2,1829.0,2.7,27976.0,48.9,29230.0,51.1, Maine
Out World Brewing,planning,,Longmont,Colorado,80503-7285,,,Colorado,80503,4231, Colorado,45970.0,43519.0,10103.0,11338.0,42399.0,42399.0,43070.0,43070.0,68851.0,92.4,34691.0,46.6,83965.0,83965.0,43519.0,72911.0,98117.0,24139.0,104050.0,123109.0,43412.0,19380.0,50789.0,63810.0,-888888888.0,5.5,-888888888.0,8.0,44891.0,44891.0,44891.0,44891.0,100427.0,78898.0,78.6,5926.0,5.9,40496.0,49.5,41251.0,50.5, Colorado
Lithermans Limited Brewery,micro,126 Hall St Ste B,Concord,New Hampshire,03301-3447,,,New Hampshire,03301,4234, North Carolina,14100.0,33859.0,3695.0,8444.0,40445.0,40445.0,44711.0,44711.0,61630.0,90.0,28306.0,41.3,82971.0,82971.0,33859.0,79329.0,97360.0,25703.0,95894.0,109459.0,33445.0,8156.0,47360.0,52942.0,-888888888.0,7.0,-888888888.0,9.3,42877.0,42877.0,42877.0,42877.0,107688.0,74583.0,69.3,9513.0,8.8,37196.0,47.0,41882.0,53.0, North Carolina
Lithermans Limited Brewery,micro,126 Hall St Ste B,Concord,New Hampshire,03301-3447,,,New Hampshire,03301,4234, California,16000.0,46375.0,8073.0,12075.0,49977.0,49977.0,52314.0,52314.0,79900.0,89.1,32736.0,36.5,101576.0,101576.0,46375.0,96961.0,123084.0,30984.0,111541.0,139609.0,46157.0,15391.0,62402.0,81842.0,-888888888.0,6.6,-888888888.0,11.0,47251.0,47251.0,47251.0,47251.0,124091.0,94740.0,76.3,6478.0,5.2,48095.0,48.8,50363.0,51.2, California
Little Beast Brewing,micro,3800 SW Cedar Hills Blvd Ste 300E,Beaverton,Oregon,97005-2037,,,Oregon,97005,4237, Oregon,5350.0,42858.0,8111.0,13354.0,39922.0,39922.0,43809.0,43809.0,68055.0,95.6,35430.0,49.8,81869.0,81869.0,42858.0,76520.0,101033.0,23729.0,102338.0,124878.0,44855.0,19129.0,56342.0,67590.0,-888888888.0,12.8,-888888888.0,13.6,44099.0,44099.0,44099.0,44099.0,98204.0,76546.0,77.9,5642.0,5.7,38050.0,47.8,41512.0,52.2, Oregon
Little City Brewing Co.,micro,400 W North St Ste 120,Raleigh,North Carolina,27603-1570,,,North Carolina,27603,4239, North Carolina,55000.0,194917.0,39112.0,64015.0,186491.0,186491.0,202755.0,202755.0,298665.0,92.9,173290.0,53.9,384856.0,384856.0,194917.0,74612.0,104131.0,107245.0,99317.0,129659.0,44001.0,87672.0,48273.0,70259.0,-888888888.0,8.0,-888888888.0,12.9,217866.0,217866.0,217866.0,217866.0,469502.0,352911.0,75.2,30428.0,6.5,179389.0,48.0,194590.0,52.0, North Carolina
Little Spokane Brewing Company,closed,154 S Madison St Ste 101,Spokane,Washington,99201-4542,,,Washington,99201,4249, Washington,67000.0,94748.0,21291.0,29723.0,91829.0,91829.0,93600.0,93600.0,148193.0,94.5,51278.0,32.7,182624.0,182624.0,94748.0,58714.0,77712.0,52141.0,74665.0,94655.0,33112.0,42607.0,39422.0,52463.0,-888888888.0,10.4,-888888888.0,15.0,99251.0,99251.0,99251.0,99251.0,229065.0,167402.0,73.1,14027.0,6.1,87803.0,49.4,89893.0,50.6, Washington
Little Thistle Brewing,planning,,Rochester,Minnesota,55901,,,Minnesota,55901,4250, Minnesota,54880.0,49984.0,8903.0,13809.0,46609.0,46609.0,51593.0,51593.0,77451.0,95.8,39862.0,49.3,96762.0,96762.0,49984.0,75902.0,112373.0,29326.0,102495.0,137812.0,46870.0,20658.0,46694.0,70126.0,-888888888.0,6.6,-888888888.0,8.6,54111.0,54111.0,54111.0,54111.0,121471.0,88939.0,73.2,8678.0,7.1,44572.0,47.7,48846.0,52.3, Minnesota
Little Thistle Brewing,planning,,Rochester,Minnesota,55901,,,Minnesota,55901,4250, New York,63000.0,93263.0,24915.0,39569.0,82434.0,82434.0,92725.0,92725.0,116419.0,82.0,39985.0,28.1,172160.0,172160.0,93263.0,41980.0,58879.0,43991.0,51124.0,68942.0,26950.0,49272.0,33905.0,46789.0,-888888888.0,21.8,-888888888.0,27.8,103333.0,103333.0,103333.0,103333.0,210594.0,158443.0,75.2,13723.0,6.5,78363.0,47.1,88120.0,52.9, New York
Little Vixen Brewing,planning,,Las Vegas,Nevada,89138-6120,,,Nevada,89138,4252, Nevada,40000.0,250350.0,57446.0,70000.0,266452.0,266452.0,265186.0,265186.0,389507.0,85.4,125771.0,27.6,523043.0,523043.0,250350.0,59746.0,84820.0,152708.0,75088.0,100540.0,33825.0,97642.0,36725.0,55282.0,-888888888.0,10.5,-888888888.0,14.8,269602.0,269602.0,269602.0,269602.0,646776.0,485562.0,75.1,38398.0,5.9,254137.0,50.0,253890.0,50.0, Nevada
Lizard Tail Brewing,brewpub,9800 Montgomery Blvd NE Ste 7,Albuquerque,New Mexico,87111-3560,,,New Mexico,87111,4256, New Mexico,2000.0,243582.0,55116.0,76166.0,230289.0,230289.0,238820.0,238820.0,359455.0,91.2,151687.0,38.5,462194.0,462194.0,243582.0,58512.0,81951.0,139109.0,78694.0,99254.0,35738.0,104473.0,41107.0,54804.0,-888888888.0,12.4,-888888888.0,16.1,256814.0,256814.0,256814.0,256814.0,562591.0,422004.0,75.0,38425.0,6.8,219057.0,49.0,228220.0,51.0, New Mexico
Loaded Question Brewing Co,micro,909 Islington St Ste 12,Portsmouth,New Hampshire,03801,,,New Hampshire,03801,4259, Virginia,64000.0,40827.0,8765.0,15709.0,37797.0,37797.0,40610.0,40610.0,59140.0,89.5,16904.0,25.6,76958.0,76958.0,40827.0,54429.0,74792.0,25411.0,60722.0,85650.0,31317.0,15416.0,36083.0,52163.0,-888888888.0,15.2,-888888888.0,17.1,43306.0,43306.0,43306.0,43306.0,97840.0,71343.0,72.9,6522.0,6.7,35351.0,47.1,39763.0,52.9, Virginia
"Local Group Brewing Company, LLC.",planning,,Houston,Texas,77008-6844,,,Texas,77008,4263, Texas,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7, Texas
Local Option,contract,1102 W Webster Ave Ste 1,Chicago,Illinois,60614-7089,,,Illinois,60614,4264, Illinois,14000.0,1139537.0,276103.0,402722.0,1081277.0,1081277.0,1161996.0,1161996.0,1660075.0,87.1,832511.0,43.7,2212422.0,2212422.0,1139537.0,66576.0,101179.0,580275.0,81796.0,122958.0,43217.0,559262.0,50980.0,75984.0,-888888888.0,12.9,-888888888.0,17.1,1272191.0,1272191.0,1272191.0,1272191.0,2696561.0,2066616.0,76.6,147958.0,5.5,1035787.0,48.0,1120519.0,52.0, Illinois
Lochiel Brewing,micro,7143 E Southern Ave Ste 131,Mesa,Arizona,85209-2657,,,Arizona,85209,4267, Arizona,46000.0,199112.0,40343.0,52150.0,203198.0,203198.0,210078.0,210078.0,320415.0,91.5,113154.0,32.3,406200.0,406200.0,199112.0,69266.0,90131.0,126696.0,83116.0,104349.0,35439.0,72416.0,44989.0,60986.0,-888888888.0,7.2,-888888888.0,10.1,221995.0,221995.0,221995.0,221995.0,509492.0,374625.0,73.5,31701.0,6.2,195214.0,49.5,199365.0,50.5, Arizona
Lock 15 Brewing Co,planning,,Akron,Ohio,44304-1035,,,Ohio,44304,4268, Ohio,1000.0,84914.0,21103.0,33799.0,74188.0,74188.0,82901.0,82901.0,114488.0,86.8,30319.0,23.0,155107.0,155107.0,84914.0,41628.0,54788.0,43397.0,58886.0,70051.0,25307.0,41517.0,29376.0,37424.0,-888888888.0,15.3,-888888888.0,20.5,93546.0,93546.0,93546.0,93546.0,189343.0,142410.0,75.2,10977.0,5.8,71717.0,47.5,79309.0,52.5, Ohio
Loose Ends Brewing Company,planning,,Knoxville,Tennessee,37938-2162,,,Tennessee,37938,4317, Tennessee,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3, Tennessee
Lorelei Brewing Co,micro,520 N A. S Dr,Corpus Christi,Texas,78418-3254,,,Texas,78418,4324, Texas,17000.0,117366.0,24139.0,32886.0,125826.0,125826.0,130884.0,130884.0,178724.0,85.2,51559.0,24.6,251782.0,251782.0,117366.0,59812.0,78283.0,78935.0,70986.0,89025.0,29969.0,38431.0,37524.0,52448.0,-888888888.0,14.1,-888888888.0,18.2,137431.0,137431.0,137431.0,137431.0,317768.0,228272.0,71.8,24030.0,7.6,118888.0,49.0,123914.0,51.0, Texas
Lost Highway Brewing,micro,12741 E Caley Ave Ste 140,Centennial,Colorado,80111-6407,,,Colorado,80111,4337, Colorado,12815.0,39660.0,5586.0,8936.0,42655.0,42655.0,43984.0,43984.0,72237.0,97.2,44874.0,60.4,85147.0,85147.0,39660.0,108531.0,141506.0,29753.0,126737.0,159312.0,53320.0,9907.0,68578.0,82626.0,-888888888.0,2.4,-888888888.0,4.0,41114.0,41114.0,41114.0,41114.0,106957.0,78534.0,73.4,7349.0,6.9,40236.0,49.4,41271.0,50.6, Colorado
Lowdown Brewery + Kitchen,brewpub,800 N Lincoln St Unit 2,Denver,Colorado,80203-2710,,,Colorado,80203,4360, Colorado,20000.0,326634.0,86470.0,97588.0,301634.0,301634.0,298132.0,298132.0,473939.0,90.9,286847.0,55.0,592643.0,592643.0,326634.0,81630.0,115122.0,152927.0,105365.0,145483.0,52690.0,173707.0,63720.0,85674.0,-888888888.0,8.2,-888888888.0,11.6,351829.0,351829.0,351829.0,351829.0,711463.0,558313.0,78.5,35211.0,4.9,291170.0,50.3,287833.0,49.7, Colorado
M.I.A. Beer Co,micro,10400 NW 33rd St Ste 150,Doral,Florida,33172-5902,,,Florida,33172,4404, Florida,17935.0,25419.0,3823.0,4939.0,30628.0,30628.0,31219.0,31219.0,44843.0,88.5,29091.0,57.4,61093.0,61093.0,25419.0,84956.0,108117.0,20696.0,90054.0,116141.0,37037.0,4723.0,61414.0,64397.0,-888888888.0,5.8,-888888888.0,7.2,27139.0,27139.0,27139.0,27139.0,75954.0,54126.0,71.3,6786.0,8.9,28531.0,49.6,29027.0,50.4, Florida
Mad Anthony Brewing Co,micro,2002 Broadway,Fort Wayne,Indiana,46802-3710,,,Indiana,46802,4417, Indiana,25000.0,109640.0,21361.0,34444.0,102417.0,102417.0,108211.0,108211.0,152977.0,88.2,48116.0,27.8,206445.0,206445.0,109640.0,54737.0,69876.0,64698.0,66334.0,81519.0,29282.0,44942.0,37847.0,50094.0,-888888888.0,12.1,-888888888.0,17.0,117245.0,117245.0,117245.0,117245.0,263814.0,189797.0,71.9,17490.0,6.6,96510.0,48.2,103552.0,51.8, Indiana
Mad Mole Brewing LLC,micro,6309 Boathouse Rd Ste C,Wilmington,North Carolina,28403-3576,,,North Carolina,28403,4429, North Carolina,74440.0,59341.0,12690.0,21356.0,49240.0,49240.0,57193.0,57193.0,77380.0,92.6,35484.0,42.5,105299.0,105299.0,59341.0,53186.0,93147.0,26873.0,80784.0,138973.0,46223.0,32468.0,38658.0,53555.0,-888888888.0,6.4,-888888888.0,17.1,63490.0,63490.0,63490.0,63490.0,117642.0,94502.0,80.3,8581.0,7.3,47576.0,46.2,55381.0,53.8, North Carolina
Mad Mole Brewing LLC,micro,6309 Boathouse Rd Ste C,Wilmington,North Carolina,28403-3576,,,North Carolina,28403,4429, Delaware,77580.0,32049.0,9179.0,12891.0,29693.0,29693.0,29998.0,29998.0,47254.0,87.8,18893.0,35.1,59070.0,59070.0,32049.0,55136.0,77645.0,15140.0,75714.0,100513.0,37142.0,16909.0,41111.0,55336.0,-888888888.0,17.9,-888888888.0,21.7,37153.0,37153.0,37153.0,37153.0,70750.0,55987.0,79.1,3271.0,4.6,29406.0,50.8,28469.0,49.2, Delaware
Mad Mouse Brewery,contract,,Chicago,Illinois,60607-5017,,,Illinois,60607,4430, Illinois,14000.0,1139537.0,276103.0,402722.0,1081277.0,1081277.0,1161996.0,1161996.0,1660075.0,87.1,832511.0,43.7,2212422.0,2212422.0,1139537.0,66576.0,101179.0,580275.0,81796.0,122958.0,43217.0,559262.0,50980.0,75984.0,-888888888.0,12.9,-888888888.0,17.1,1272191.0,1272191.0,1272191.0,1272191.0,2696561.0,2066616.0,76.6,147958.0,5.5,1035787.0,48.0,1120519.0,52.0, Illinois
Mad Pecker Brewing,brewpub,6025 Tezel Rd Ste 122,San Antonio,Texas,78250-4180,,,Texas,78250,4431, Texas,65000.0,549245.0,113971.0,170743.0,564748.0,564748.0,592301.0,592301.0,787609.0,83.4,266972.0,28.3,1135774.0,1135774.0,549245.0,54923.0,74838.0,355461.0,66015.0,86848.0,28860.0,193784.0,37383.0,48727.0,-888888888.0,13.3,-888888888.0,17.0,603670.0,603670.0,603670.0,603670.0,1451863.0,1030772.0,71.0,102597.0,7.1,535716.0,48.8,561350.0,51.2, Texas
Magnify Brewing Company,micro,1275 Bloomfield Ave Ste 7 Unit 40C,Fairfield,New Jersey,07004-2736,,,New Jersey,07004,4449, California,23182.0,38097.0,5976.0,10499.0,46143.0,46143.0,46270.0,46270.0,67108.0,86.5,21689.0,28.0,90943.0,90943.0,38097.0,90346.0,111091.0,27941.0,97087.0,121827.0,35688.0,10156.0,58365.0,65866.0,-888888888.0,7.5,-888888888.0,12.3,40027.0,40027.0,40027.0,40027.0,119710.0,83862.0,70.1,7302.0,6.1,43852.0,50.2,43442.0,49.8, California
