Geographic Area Name,Geographic,Area,Zip,City ,State,Total population ,TOTAL Brew Population Age Bracket population ,male_brew_age,Median Income,Number of white households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households:,density (km2),density(mil2)
ZCTA5 78073,ZCTA5,78073,78073,Von Ormy,TX,9550,4535,2589,25261,1863,109,298,310,74.4,29
ZCTA5 78074,ZCTA5,78074,,,,,,,,44,0,0,11,8.4,3
ZCTA5 78075,ZCTA5,78075,78075,Whitsett,TX,103,55,39,21114,94,0,0,63,1.1,0
ZCTA5 78076,ZCTA5,78076,78076,Zapata,TX,13033,4729,2385,18814,2869,381,510,865,9.2,4
ZCTA5 78102,ZCTA5,78102,78102,Beeville,TX,27289,12891,9564,24032,5770,306,806,1731,20,8
ZCTA5 78104,ZCTA5,78104,78104,Beeville,TX,47,41,39,38482,29,8,0,8,10.8,4
ZCTA5 78107,ZCTA5,78107,78107,Berclair,TX,309,110,54,40648,164,0,0,73,0.9,0
ZCTA5 78108,ZCTA5,78108,78108,Cibolo,TX,44079,18564,9507,48914,9260,375,995,1499,611.7,236
ZCTA5 78109,ZCTA5,78109,78109,Converse,TX,52093,20464,10335,37512,8706,528,1408,2447,676.2,261
ZCTA5 78111,ZCTA5,78111,,,,,,,,0,0,0,0,0,0
ZCTA5 78112,ZCTA5,78112,78112,Elmendorf,TX,9591,3977,2042,26420,2016,105,280,490,75.8,29
ZCTA5 78113,ZCTA5,78113,78113,Falls City,TX,2253,742,428,39083,1008,29,36,312,3.6,1
ZCTA5 78114,ZCTA5,78114,78114,Floresville,TX,22178,9023,4944,34475,6463,310,607,1122,25.4,10
ZCTA5 78116,ZCTA5,78116,78116,Gillett,TX,218,14,14,,112,0,0,14,0.8,0
ZCTA5 78117,ZCTA5,78117,78117,Hobson,TX,649,297,169,27420,301,0,3,85,3.7,1
ZCTA5 78118,ZCTA5,78118,78062,Peggy,TX,4899,1866,1244,,918,43,132,269,8.6,3
ZCTA5 78119,ZCTA5,78119,78119,Kenedy,TX,7048,3515,2847,26393,1567,22,245,580,8.3,3
ZCTA5 78121,ZCTA5,78121,78121,La Vernia,TX,15206,5569,2755,45357,4171,212,258,579,51.7,20
ZCTA5 78122,ZCTA5,78122,78122,Leesville,TX,354,38,52,79844,77,0,0,25,2.5,1
ZCTA5 78123,ZCTA5,78123,78123,Mc Queeney,TX,2291,729,404,36597,827,35,14,285,261.3,101
ZCTA5 78124,ZCTA5,78124,78124,Marion,TX,6860,2685,1579,37241,1841,34,213,407,49.4,19
ZCTA5 78125,ZCTA5,78125,78125,Mineral,TX,57,0,14,12500,10,0,5,1,0.3,0
ZCTA5 78140,ZCTA5,78140,78140,Nixon,TX,3607,1420,784,33912,847,14,124,294,7.9,3
ZCTA5 78141,ZCTA5,78141,78141,Nordheim,TX,726,316,115,28839,318,11,15,177,4.3,2
ZCTA5 78142,ZCTA5,78142,78142,Normanna,TX,119,26,25,,34,0,3,8,6.4,2
ZCTA5 78143,ZCTA5,78143,78143,Pandora,TX,77,102,64,9567,26,0,0,12,49,19
ZCTA5 78144,ZCTA5,78144,78144,Panna Maria,TX,36,0,14,,18,0,0,18,3.1,1
ZCTA5 78145,ZCTA5,78145,78145,Pawnee,TX,83,20,19,18021,25,0,0,2,10.1,4
ZCTA5 78146,ZCTA5,78146,78146,Pettus,TX,624,285,153,27650,189,0,23,66,7.6,3
ZCTA5 78147,ZCTA5,78147,78147,Poth,TX,1825,596,349,31689,441,22,9,68,187.8,73
ZCTA5 78148,ZCTA5,78148,78148,Universal City,TX,21569,8648,4356,33769,5742,372,835,1537,904.3,349
ZCTA5 78150,ZCTA5,78150,78150,Jbsa Randolph,TX,9,0,14,,0,0,0,0,0,0
ZCTA5 78151,ZCTA5,78151,78151,Runge,TX,1299,382,184,21129,478,23,124,75,5.4,2
ZCTA5 78152,ZCTA5,78152,78152,Saint Hedwig,TX,3022,809,463,48125,829,15,60,257,25.5,10
ZCTA5 78154,ZCTA5,78154,78154,Schertz,TX,41533,16704,8670,41876,10022,482,833,2501,466.7,180
ZCTA5 78155,ZCTA5,78155,78115,Geronimo,TX,51772,19747,9987,,13369,727,1958,3882,56.1,22
ZCTA5 78159,ZCTA5,78159,78159,Smiley,TX,793,225,128,26311,189,12,41,58,2.5,1
ZCTA5 78160,ZCTA5,78160,78160,Stockdale,TX,4528,1480,849,31480,1568,103,215,267,11.2,4
ZCTA5 78161,ZCTA5,78161,78161,Sutherland Springs,TX,699,160,73,12736,145,18,0,70,22.3,9
ZCTA5 78162,ZCTA5,78162,78162,Tuleta,TX,301,103,65,19602,107,0,23,48,8.2,3
ZCTA5 78164,ZCTA5,78164,78164,Yorktown,TX,3464,1007,549,30727,1046,0,51,296,5.5,2
ZCTA5 78201,ZCTA5,78201,78201,San Antonio,TX,42005,18519,10312,23268,10906,573,1864,4275,2478.7,957
ZCTA5 78203,ZCTA5,78203,78203,San Antonio,TX,5872,2564,1493,23634,1179,86,252,391,1704.7,658
ZCTA5 78205,ZCTA5,78205,78205,San Antonio,TX,2339,560,357,34223,892,0,48,691,500.6,193
ZCTA5 78207,ZCTA5,78207,78207,San Antonio,TX,51705,19265,11180,17557,10835,497,3212,3799,2700.6,1043
ZCTA5 78208,ZCTA5,78208,78208,San Antonio,TX,3874,1495,847,18059,817,0,253,355,1649.9,637
ZCTA5 78209,ZCTA5,78209,78209,San Antonio,TX,42456,16934,8630,45265,15626,403,1409,7336,1612.4,623
ZCTA5 78211,ZCTA5,78211,78211,San Antonio,TX,29976,12292,6847,20845,6127,544,1625,1471,1154.8,446
ZCTA5 78213,ZCTA5,78213,78213,San Antonio,TX,40589,18639,9483,29069,10702,584,1614,4476,2055.5,794
ZCTA5 78214,ZCTA5,78214,78214,San Antonio,TX,22664,8661,4971,21558,5492,595,1324,1834,1070.1,413
ZCTA5 78218,ZCTA5,78218,78218,San Antonio,TX,36137,14419,7846,26414,7671,410,1009,2797,1255.3,485
ZCTA5 78219,ZCTA5,78219,78219,San Antonio,TX,16509,6045,3160,25925,2456,149,562,652,400.4,155
ZCTA5 78220,ZCTA5,78220,78220,San Antonio,TX,17749,5409,2734,20794,2061,129,556,577,790.5,305
ZCTA5 78221,ZCTA5,78221,78221,San Antonio,TX,39779,15338,7976,24477,9283,828,1985,2161,446.2,172
ZCTA5 78222,ZCTA5,78222,78222,San Antonio,TX,25028,9384,4541,30413,4699,347,739,936,479.2,185
ZCTA5 78223,ZCTA5,78223,78223,San Antonio,TX,55705,21790,11168,26171,12565,687,2524,4078,513.8,198
ZCTA5 78224,ZCTA5,78224,78224,San Antonio,TX,21759,8275,4366,25379,4370,213,1146,880,514.1,198
ZCTA5 78225,ZCTA5,78225,78225,San Antonio,TX,12576,5450,2768,25008,3417,223,590,1322,2826.2,1091
ZCTA5 78226,ZCTA5,78226,78226,San Antonio,TX,7140,2739,1404,20521,1564,99,352,468,386.6,149
ZCTA5 78227,ZCTA5,78227,78227,San Antonio,TX,46594,18460,9390,22300,9807,777,2502,2949,937.8,362
ZCTA5 78228,ZCTA5,78228,78228,San Antonio,TX,56369,21001,10967,22379,12273,1005,2891,3730,2010.4,776
ZCTA5 78230,ZCTA5,78230,78230,San Antonio,TX,42145,18145,9381,35502,12932,609,1661,5575,1578.2,609
ZCTA5 78231,ZCTA5,78231,78231,San Antonio,TX,8993,3914,2140,44877,2928,13,345,877,954.6,369
ZCTA5 78232,ZCTA5,78232,78232,San Antonio,TX,35397,15231,7532,41326,12269,444,1171,4489,1196.1,462
ZCTA5 78234,ZCTA5,78234,78234,Jbsa Ft Sam Houston,TX,7464,1733,921,27195,716,0,21,83,353.3,136
ZCTA5 78235,ZCTA5,78235,78235,San Antonio,TX,2307,1271,830,39770,672,34,64,394,478.7,185
ZCTA5 78236,ZCTA5,78236,78236,Jbsa Lackland,TX,9869,1879,1383,21637,329,0,30,17,669.2,258
ZCTA5 78237,ZCTA5,78237,78237,San Antonio,TX,36019,14037,7182,19358,8291,691,2269,2585,2101.1,811
ZCTA5 78239,ZCTA5,78239,78239,San Antonio,TX,31554,11305,5556,30382,6483,264,829,1958,1842.3,711
ZCTA5 78240,ZCTA5,78240,78240,San Antonio,TX,56112,24979,12818,36620,15782,748,1687,8184,1963.3,758
ZCTA5 78242,ZCTA5,78242,78242,San Antonio,TX,33294,12545,6426,20689,6246,500,1759,1314,1662.7,642
ZCTA5 78243,ZCTA5,78243,78243,San Antonio,TX,235,53,48,21348,0,0,0,0,230.2,89
ZCTA5 78244,ZCTA5,78244,78244,San Antonio,TX,35801,16671,8329,33988,6020,523,1017,1451,1853.7,716
ZCTA5 78245,ZCTA5,78245,78245,San Antonio,TX,93031,41011,21409,34759,17952,1260,2771,3932,996.3,385
ZCTA5 78248,ZCTA5,78248,78248,San Antonio,TX,13825,5753,2924,61930,4839,75,352,1478,1386.6,535
ZCTA5 78249,ZCTA5,78249,78249,San Antonio,TX,56996,24059,13355,34168,14427,819,1788,5948,1573.8,608
ZCTA5 78251,ZCTA5,78251,78251,San Antonio,TX,58836,28129,14342,34520,14404,445,2607,4567,1596.9,617
ZCTA5 78252,ZCTA5,78252,78252,San Antonio,TX,17156,7424,4858,32979,2679,88,494,603,203.7,79
ZCTA5 78253,ZCTA5,78253,78253,San Antonio,TX,66589,26596,13573,51378,12876,411,1487,2561,430.2,166
ZCTA5 78254,ZCTA5,78254,78254,San Antonio,TX,72791,34972,18616,49986,15410,786,1845,2611,1422.1,549
ZCTA5 78255,ZCTA5,78255,78255,San Antonio,TX,17775,7035,3668,58273,4344,197,225,874,377.5,146
ZCTA5 78256,ZCTA5,78256,78256,San Antonio,TX,13643,4734,2652,43609,3446,125,389,1605,558.3,216
ZCTA5 78258,ZCTA5,78258,78258,San Antonio,TX,51073,20755,10209,54185,13979,271,1108,5031,1044.1,403
ZCTA5 78259,ZCTA5,78259,78259,San Antonio,TX,29842,11369,6032,55555,7203,185,501,2620,639,247
ZCTA5 78260,ZCTA5,78260,78260,San Antonio,TX,37037,13695,7502,54266,8804,220,438,1949,526.5,203
ZCTA5 78261,ZCTA5,78261,78261,San Antonio,TX,26971,11437,6124,57302,6742,276,338,1865,318,123
ZCTA5 78263,ZCTA5,78263,78263,San Antonio,TX,4995,1879,1111,36698,1458,21,144,373,48.6,19
ZCTA5 78264,ZCTA5,78264,78264,San Antonio,TX,14705,4790,2388,22191,2632,66,509,558,70.5,27
ZCTA5 78266,ZCTA5,78266,78266,San Antonio,TX,7534,2401,1391,65509,2033,81,29,378,67.7,26
ZCTA5 78330,ZCTA5,78330,78330,Agua Dulce,TX,780,234,143,35000,195,5,24,46,10.6,4
ZCTA5 78332,ZCTA5,78332,78332,Alice,TX,27152,10197,5339,25190,7919,730,1336,1822,21.6,8
ZCTA5 78338,ZCTA5,78338,78338,Armstrong,TX,50,0,14,,0,0,0,0,0,0
ZCTA5 78339,ZCTA5,78339,78339,Banquete,TX,625,147,146,,135,32,12,39,93.8,36
ZCTA5 78340,ZCTA5,78340,78340,Bayside,TX,341,111,87,25446,123,7,0,35,7.1,3
ZCTA5 78341,ZCTA5,78341,78341,Benavides,TX,1420,404,178,16905,356,8,59,91,2.2,1
ZCTA5 78342,ZCTA5,78342,78342,Ben Bolt,TX,318,48,41,18875,56,17,0,0,49.6,19
ZCTA5 78343,ZCTA5,78343,78343,Bishop,TX,4405,1618,822,25641,1147,55,156,258,12.4,5
ZCTA5 78344,ZCTA5,78344,78344,Bruni,TX,278,193,90,,117,0,23,0,1.1,0
ZCTA5 78347,ZCTA5,78347,,,,,,,,24,0,0,24,2.6,1
ZCTA5 78349,ZCTA5,78349,78349,Concepcion,TX,325,137,87,14261,82,2,20,3,2.4,1
ZCTA5 78351,ZCTA5,78351,78351,Driscoll,TX,578,247,110,11962,149,0,113,6,288.7,111
ZCTA5 78352,ZCTA5,78352,78352,Edroy,TX,254,84,59,14000,51,0,21,15,27,10
ZCTA5 78353,ZCTA5,78353,78353,Encino,TX,377,91,42,14297,83,0,0,21,0.5,0
ZCTA5 78355,ZCTA5,78355,78355,Falfurrias,TX,6982,2595,1383,18083,1614,35,290,688,7.8,3
ZCTA5 78357,ZCTA5,78357,78357,Freer,TX,2858,1085,490,25974,689,0,102,188,4,2
ZCTA5 78358,ZCTA5,78358,78358,Fulton,TX,1137,114,44,21138,322,0,33,81,460.8,178
ZCTA5 78359,ZCTA5,78359,78359,Gregory,TX,1920,772,410,18868,471,37,156,86,89.9,35
ZCTA5 78360,ZCTA5,78360,,,,,,,,0,0,0,0,0,0
ZCTA5 78361,ZCTA5,78361,78360,Guerra,TX,4842,1448,877,,1126,37,173,326,2.1,1
ZCTA5 78362,ZCTA5,78362,78362,Ingleside,TX,10238,4362,2435,31635,3353,222,411,997,227.9,88
ZCTA5 78363,ZCTA5,78363,78363,Kingsville,TX,29391,10415,5779,24863,7504,639,1060,2310,74.7,29
ZCTA5 78369,ZCTA5,78369,78369,Mirando City,TX,249,55,42,,71,0,22,33,1.1,0
ZCTA5 78370,ZCTA5,78370,78370,Odem,TX,4746,1772,901,22280,1323,77,211,267,17,7
ZCTA5 78371,ZCTA5,78371,78371,Oilton,TX,281,33,30,31161,24,0,0,17,0.5,0
ZCTA5 78372,ZCTA5,78372,78372,Orange Grove,TX,5550,1596,930,31034,1486,60,253,336,8.3,3
ZCTA5 78373,ZCTA5,78373,78373,Port Aransas,TX,3134,970,536,36333,1496,62,114,533,67,26
ZCTA5 78374,ZCTA5,78374,78374,Portland,TX,20281,8242,4293,35358,5974,289,853,1459,410.6,159
ZCTA5 78375,ZCTA5,78375,78375,Premont,TX,3109,1086,684,26108,831,33,171,124,13.2,5
ZCTA5 78376,ZCTA5,78376,78376,Realitos,TX,307,75,44,30000,80,13,3,30,0.7,0
ZCTA5 78377,ZCTA5,78377,78377,Refugio,TX,3547,1070,626,19667,767,47,139,265,2.6,1
ZCTA5 78379,ZCTA5,78379,78379,Riviera,TX,1624,398,237,28263,528,30,77,188,8,3
ZCTA5 78380,ZCTA5,78380,78380,Robstown,TX,23386,8345,4572,26399,6403,328,1445,1540,27.1,10
ZCTA5 78382,ZCTA5,78382,78381,Rockport,TX,19432,5955,3025,,7522,189,1066,2525,90.4,35
ZCTA5 78383,ZCTA5,78383,78383,Sandia,TX,3757,1892,1177,32778,1536,110,124,350,13.8,5
ZCTA5 78384,ZCTA5,78384,78384,San Diego,TX,5653,2032,1342,21742,1261,47,282,505,3.4,1
ZCTA5 78385,ZCTA5,78385,78385,Sarita,TX,259,48,41,30227,37,0,12,0,0.2,0
ZCTA5 78387,ZCTA5,78387,78387,Sinton,TX,9936,3591,2165,22121,2557,156,490,701,22,8
ZCTA5 78389,ZCTA5,78389,78389,Skidmore,TX,1535,613,397,23849,658,35,109,198,5.9,2
ZCTA5 78390,ZCTA5,78390,78390,Taft,TX,5447,2094,1016,25582,1398,102,247,328,11,4
ZCTA5 78391,ZCTA5,78391,78391,Tynan,TX,261,51,49,33365,40,0,0,14,2.8,1
ZCTA5 78393,ZCTA5,78393,78393,Woodsboro,TX,2137,790,348,22225,641,53,80,224,6.7,3
ZCTA5 78402,ZCTA5,78402,78402,Corpus Christi,TX,625,75,55,29281,107,0,0,61,21.3,8
ZCTA5 78404,ZCTA5,78404,78404,Corpus Christi,TX,15339,6521,3467,26932,4682,353,761,1463,1878.5,725
ZCTA5 78405,ZCTA5,78405,78405,Corpus Christi,TX,14151,5020,2758,17238,3363,414,698,1078,1076.1,415
ZCTA5 78406,ZCTA5,78406,78406,Corpus Christi,TX,1185,1097,838,13315,249,0,32,18,79.8,31
ZCTA5 78407,ZCTA5,78407,78407,Corpus Christi,TX,1649,808,382,26679,299,27,43,104,327.4,126
ZCTA5 78408,ZCTA5,78408,78408,Corpus Christi,TX,11023,3439,1573,23217,2473,206,444,797,678.2,262
ZCTA5 78409,ZCTA5,78409,78409,Corpus Christi,TX,2570,870,584,25853,630,94,46,221,48.4,19
ZCTA5 78410,ZCTA5,78410,78410,Corpus Christi,TX,29545,10593,5319,37981,7670,500,1311,2032,474.4,183
ZCTA5 78411,ZCTA5,78411,78411,Corpus Christi,TX,26150,9994,5511,27865,7123,529,932,2283,1522.9,588
ZCTA5 78413,ZCTA5,78413,78413,Corpus Christi,TX,37531,14386,7000,37579,11111,479,1347,3730,1812.4,700
ZCTA5 78415,ZCTA5,78415,78347,Chapman Ranch,TX,38722,16422,8504,,10045,586,2519,2344,147.1,57
ZCTA5 78416,ZCTA5,78416,78416,Corpus Christi,TX,14103,5259,2685,21849,3129,401,597,992,1748,675
ZCTA5 78417,ZCTA5,78417,78417,Corpus Christi,TX,4482,1845,1006,26978,813,48,217,181,182.3,70
ZCTA5 78419,ZCTA5,78419,78419,Corpus Christi,TX,441,265,111,41250,126,0,0,17,289.1,112
ZCTA5 78503,ZCTA5,78503,78503,McAllen,TX,23604,7445,3446,18639,2973,155,667,372,410.9,159
ZCTA5 78504,ZCTA5,78504,78504,McAllen,TX,56830,25091,12513,30736,12681,498,2343,2583,1196.9,462
ZCTA5 78516,ZCTA5,78516,78516,Alamo,TX,34506,12096,5821,20715,7991,351,1698,1863,346.7,134
ZCTA5 78520,ZCTA5,78520,78520,Brownsville,TX,64949,22757,11226,20186,13793,890,2835,3584,588.8,227
ZCTA5 78521,ZCTA5,78521,78521,Brownsville,TX,88708,30599,14954,18485,18749,1200,4449,3573,365.7,141
ZCTA5 78526,ZCTA5,78526,78526,Brownsville,TX,55164,23438,13013,27496,11476,858,2201,1763,478.2,185
ZCTA5 78535,ZCTA5,78535,78535,Combes,TX,679,278,195,18828,235,7,70,80,659.9,255
ZCTA5 78536,ZCTA5,78536,78536,Delmita,TX,322,186,134,28269,86,0,0,38,3.1,1
ZCTA5 78537,ZCTA5,78537,78537,Donna,TX,51962,17416,8780,16507,7897,416,1866,1452,343.4,133
ZCTA5 78538,ZCTA5,78538,78538,Edcouch,TX,12278,3923,2163,21341,1924,260,335,399,60.8,23
ZCTA5 78539,ZCTA5,78539,78539,Edinburg,TX,37686,14125,7766,29580,7929,489,1475,2466,1152.4,445
ZCTA5 78540,ZCTA5,78540,,,,,,,,0,0,0,0,0,0
ZCTA5 78541,ZCTA5,78541,78540,Edinburg,TX,48513,18068,8988,,10123,613,2111,2735,60.8,23
ZCTA5 78542,ZCTA5,78542,78542,Edinburg,TX,84678,33436,18481,22910,13197,583,2915,1976,185.7,72
ZCTA5 78543,ZCTA5,78543,78543,Elsa,TX,7535,3007,1399,21043,1769,153,250,322,511.5,197
ZCTA5 78545,ZCTA5,78545,78545,Falcon Heights,TX,762,114,40,17960,196,0,37,128,7.2,3
ZCTA5 78547,ZCTA5,78547,,,,,,,,114,14,0,100,52.8,20
ZCTA5 78548,ZCTA5,78548,78548,Grulla,TX,1296,430,172,14371,289,27,68,73,72.9,28
ZCTA5 78549,ZCTA5,78549,78549,Hargill,TX,872,210,151,9821,211,12,11,73,16.6,6
ZCTA5 78550,ZCTA5,78550,78550,Harlingen,TX,56038,20019,9877,22042,14582,928,3259,4332,223.4,86
ZCTA5 78552,ZCTA5,78552,78552,Harlingen,TX,38474,14477,7434,26358,10282,502,1406,2747,332.6,128
ZCTA5 78557,ZCTA5,78557,78557,Hidalgo,TX,13986,4948,2582,19139,1382,40,450,161,324.3,125
ZCTA5 78558,ZCTA5,78558,78558,La Blanca,TX,388,133,117,32909,187,0,73,0,215.4,83
ZCTA5 78559,ZCTA5,78559,78559,La Feria,TX,12533,4534,2450,23068,3107,175,645,913,136.3,53
ZCTA5 78560,ZCTA5,78560,78560,La Joya,TX,4815,1864,957,18905,1046,33,213,332,119.8,46
ZCTA5 78561,ZCTA5,78561,78561,Lasara,TX,768,193,125,11908,127,0,38,22,253.4,98
ZCTA5 78562,ZCTA5,78562,78562,La Villa,TX,3081,1694,1452,15977,320,14,79,94,53,20
ZCTA5 78563,ZCTA5,78563,78563,Linn,TX,201,0,14,36346,14,0,0,0,0.2,0
ZCTA5 78564,ZCTA5,78564,78564,Lopeno,TX,103,26,27,,13,0,13,0,0.8,0
ZCTA5 78565,ZCTA5,78565,78565,Los Ebanos,TX,319,0,14,,52,0,0,42,7.4,3
ZCTA5 78566,ZCTA5,78566,78566,Los Fresnos,TX,23704,8833,4655,25498,4789,347,934,960,68.2,26
ZCTA5 78567,ZCTA5,78567,78567,Los Indios,TX,544,121,46,16550,90,6,32,25,88.2,34
ZCTA5 78569,ZCTA5,78569,78569,Lyford,TX,3821,1693,1148,18261,978,18,114,295,11,4
ZCTA5 78570,ZCTA5,78570,78570,Mercedes,TX,32950,11472,6379,18435,5442,221,1133,1014,170.6,66
ZCTA5 78573,ZCTA5,78573,78573,Mission,TX,42229,15752,7838,18677,6640,381,1985,799,447.6,173
ZCTA5 78574,ZCTA5,78574,78574,Mission,TX,63627,23614,11613,17494,10442,409,2219,1363,473.9,183
ZCTA5 78575,ZCTA5,78575,78575,Olmito,TX,5270,1941,1046,29863,1259,50,168,231,235.4,91
ZCTA5 78576,ZCTA5,78576,78576,Penitas,TX,13901,4097,1920,17138,1752,64,678,309,84.6,33
ZCTA5 78578,ZCTA5,78578,78578,Port Isabel,TX,10076,3333,1739,27629,3677,119,554,1068,71.5,28
ZCTA5 78579,ZCTA5,78579,78579,Progreso,TX,2637,1212,487,7494,310,74,33,51,215.3,83
ZCTA5 78580,ZCTA5,78580,78580,Raymondville,TX,13208,5661,3790,19818,2555,209,646,440,20.2,8
ZCTA5 78582,ZCTA5,78582,78547,Garciasville,TX,43253,16772,8753,,8220,504,2469,1354,30.5,12
ZCTA5 78583,ZCTA5,78583,78583,Rio Hondo,TX,5869,1925,923,24482,1435,111,186,337,24.7,10
ZCTA5 78584,ZCTA5,78584,78584,Roma,TX,19373,5923,3015,14901,3587,35,1064,696,32.9,13
ZCTA5 78585,ZCTA5,78585,78585,Salineno,TX,4,0,14,,0,0,0,0,0,0
ZCTA5 78586,ZCTA5,78586,78568,Lozano,TX,50135,16177,8089,,9853,818,1943,1864,123.4,48
ZCTA5 78588,ZCTA5,78588,78588,San Isidro,TX,168,56,51,13542,36,0,12,21,1.3,1
ZCTA5 78589,ZCTA5,78589,78589,San Juan,TX,38987,14594,7625,20298,8035,348,2087,990,604.1,233
ZCTA5 78590,ZCTA5,78590,78590,San Perlita,TX,468,178,109,23516,115,8,23,17,239.8,93
ZCTA5 78591,ZCTA5,78591,78591,Santa Elena,TX,341,92,65,39643,97,0,1,52,0.6,0
ZCTA5 78592,ZCTA5,78592,78592,Santa Maria,TX,765,195,132,15102,119,5,36,22,69,27
ZCTA5 78593,ZCTA5,78593,78593,Santa Rosa,TX,5541,1753,984,16844,1009,133,224,214,48.9,19
ZCTA5 78594,ZCTA5,78594,78594,Sebastian,TX,1796,465,188,17744,453,15,65,197,176.2,68
ZCTA5 78595,ZCTA5,78595,78595,Sullivan City,TX,6304,2628,1365,17801,1510,11,158,294,92,36
ZCTA5 78598,ZCTA5,78598,78598,Port Mansfield,TX,319,50,44,,70,0,0,39,8,3
ZCTA5 78599,ZCTA5,78599,,,,,,,,4827,506,1145,637,503.4,194
ZCTA5 78602,ZCTA5,78602,78602,Bastrop,TX,33759,12558,7435,32265,8456,297,443,2530,64.5,25
ZCTA5 78607,ZCTA5,78607,78607,Bluffton,TX,180,57,57,13750,67,0,17,16,3.2,1
ZCTA5 78608,ZCTA5,78608,78608,Briggs,TX,519,58,48,,114,0,29,31,2.8,1
ZCTA5 78609,ZCTA5,78609,78609,Buchanan Dam,TX,1827,433,259,34028,814,19,45,237,47.8,18
ZCTA5 78611,ZCTA5,78611,78611,Burnet,TX,14839,4215,2182,32310,4426,159,345,1399,18.2,7
ZCTA5 78612,ZCTA5,78612,78612,Cedar Creek,TX,16265,6922,3475,32963,3230,126,461,775,79.9,31
ZCTA5 78614,ZCTA5,78614,78614,Cost,TX,459,134,93,23989,153,5,0,71,3,1
ZCTA5 78615,ZCTA5,78615,78615,Coupland,TX,1694,550,325,38611,413,32,53,126,11.9,5
ZCTA5 78616,ZCTA5,78616,78616,Dale,TX,11605,3294,1882,35216,1684,162,222,486,27.9,11
ZCTA5 78618,ZCTA5,78618,78618,Doss,TX,256,37,20,41818,126,0,6,27,0.6,0
ZCTA5 78621,ZCTA5,78621,78621,Elgin,TX,27275,9741,4708,37695,5595,223,648,1459,54.1,21
ZCTA5 78622,ZCTA5,78622,78622,Fentress,TX,340,131,71,30098,120,0,28,50,31,12
ZCTA5 78623,ZCTA5,78623,78623,Fischer,TX,1670,236,99,36806,552,0,74,124,19.5,8
ZCTA5 78628,ZCTA5,78628,78628,Georgetown,TX,40378,15128,7709,45313,12738,498,867,2851,235,91
ZCTA5 78629,ZCTA5,78629,77967,Hochheim,TX,12046,4141,2224,,3006,154,464,910,11,4
ZCTA5 78631,ZCTA5,78631,78631,Harper,TX,2698,850,509,29006,942,11,64,177,3.9,2
ZCTA5 78632,ZCTA5,78632,78632,Harwood,TX,990,603,619,33021,495,74,2,103,5.6,2
ZCTA5 78633,ZCTA5,78633,78633,Georgetown,TX,27736,4781,2461,45602,12222,75,194,3907,130.4,50
ZCTA5 78634,ZCTA5,78634,78634,Hutto,TX,37951,18980,9888,43024,10290,633,850,2400,263.8,102
ZCTA5 78635,ZCTA5,78635,78635,Hye,TX,110,0,14,33862,104,50,0,0,4.1,2
ZCTA5 78638,ZCTA5,78638,78638,Kingsbury,TX,2381,726,434,30000,590,18,6,178,6.5,3
ZCTA5 78639,ZCTA5,78639,78639,Kingsland,TX,8365,2401,1083,26382,3102,195,432,1009,70.4,27
ZCTA5 78640,ZCTA5,78640,78640,Kyle,TX,64539,27894,15222,37377,15926,915,1634,4611,275.4,106
ZCTA5 78643,ZCTA5,78643,78643,Llano,TX,6453,1883,1038,30700,2613,50,322,770,3.6,1
ZCTA5 78645,ZCTA5,78645,78645,Leander,TX,14051,5124,2709,50381,5717,44,203,1716,170.6,66
ZCTA5 78648,ZCTA5,78648,78648,Luling,TX,8167,2681,1438,26493,1788,97,190,533,22.7,9
ZCTA5 78650,ZCTA5,78650,78650,Mc Dade,TX,1918,865,545,29974,548,42,25,198,15.4,6
ZCTA5 78652,ZCTA5,78652,78652,Manchaca,TX,5831,2274,1299,55082,1455,14,60,335,172.9,67
ZCTA5 78653,ZCTA5,78653,78653,Manor,TX,31167,13368,7034,36724,4602,228,632,1074,113.5,44
ZCTA5 78655,ZCTA5,78655,78655,Martindale,TX,2910,1715,860,25025,1101,34,68,488,49.8,19
ZCTA5 78656,ZCTA5,78656,78656,Maxwell,TX,2596,1123,716,23698,679,32,140,304,35.6,14
ZCTA5 78657,ZCTA5,78657,78657,Horseshoe Bay,TX,6531,1825,959,38894,2626,70,166,948,67.8,26
ZCTA5 78658,ZCTA5,78658,,,,,,,,35,0,0,8,3.1,1
ZCTA5 78659,ZCTA5,78659,78659,Paige,TX,3911,845,515,38448,1053,33,34,410,9.4,4
ZCTA5 78661,ZCTA5,78661,78661,Prairie Lea,TX,304,116,51,33266,98,0,35,41,31.5,12
ZCTA5 78662,ZCTA5,78662,78662,Red Rock,TX,2890,1075,816,36724,1074,123,73,260,14.6,6
ZCTA5 78663,ZCTA5,78663,78663,Round Mountain,TX,815,186,137,50122,291,0,22,37,2.5,1
ZCTA5 78665,ZCTA5,78665,78665,Round Rock,TX,61577,26715,13981,51389,14264,388,1020,3967,961.1,371
ZCTA5 78670,ZCTA5,78670,78670,Staples,TX,106,41,25,54750,49,14,5,6,11.6,4
ZCTA5 78671,ZCTA5,78671,78671,Stonewall,TX,624,148,62,27452,314,0,5,115,5.7,2
ZCTA5 78672,ZCTA5,78672,78672,Tow,TX,984,104,48,29403,450,46,36,161,10.7,4
ZCTA5 78674,ZCTA5,78674,,,,,,,,47,6,12,9,182.4,70
