name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code
R.Shea Brewing,micro,1662 Merriman Rd,Akron,Ohio,44313-9000,-81.55341503,41.13489995,Ohio,44313
Rabbit Hole Brewing,micro,106 E 6th,Justin,Texas,76247-4635,,,Texas,76247
Rabble-Rouser Brewing Company,micro,,Mcallen,Texas,78501,,,Texas,78501
"Rabid Brewing, LLC",micro,17559 Bretz Dr,Homewood,Illinois,60430,-87.6330234,41.5647232,Illinois,60430
Race Street Brew Works,brewpub,511 Spruce St Ste 2,Clearfield,Pennsylvania,16830-1923,,,Pennsylvania,16830
Racine Brewing Co,micro,303 Main St,Racine,Wisconsin,53403,-87.78339257,42.73050741,Wisconsin,53403
Racing City Brewing Company,micro,250 Excelsior Ave,Saratoga Springs,New York,12866-8532,-73.7769944,43.0888891,New York,12866
Radiant Pig Craft Beers,contract,122 W 27th St Fl 10,New York,New York,10001-6227,,,New York,10001
Radicle Effect Brewerks,micro,1340 31st St,Rock Island,Illinois,61201-2949,-90.55595294,41.49803483,Illinois,61201
Radio Brewing Company,brewpub,319 Main St,Kellogg,Idaho,83837,-116.1225116,47.53391643,Idaho,83837
Radium City Brewing,micro,,Ottawa,Illinois,61350,,,Illinois,61350
Radius Brewing Company,micro,610 Merchant St,Emporia,Kansas,66801-2859,-96.18130706,38.40521996,Kansas,66801
Ragged Island Brewing Company,micro,54 Bristol Ferry Rd,Portsmouth,Rhode Island,02871,-71.25695,41.616314,Rhode Island,02871
Ragtime Tavern Seafood and Grill,brewpub,207 Atlantic Blvd,Atlantic Beach,Florida,32233-5273,-81.3964898,30.3247964,Florida,32233
Rahr and Sons Brewing Co,regional,701 Galveston Ave,Fort Worth,Texas,76104-3355,-97.327292,32.7371,Texas,76104
Rahr Technical Center LLC,micro,800 1st Ave W,Shakopee,Minnesota,55379-1148,-93.5365005,44.7968103,Minnesota,55379
Raices Brewing Co,planning,,Denver,Colorado,80204,,,Colorado,80204
Rail Hop'n Brewing Co,micro,122 W Main St Ste 101B,Auburn,Washington,98001-4924,-122.2290885,47.3120419,Washington,98001
Rail Line Brewing,brewpub,301 N Main St,Simpsonville,South Carolina,29681-2311,-82.25782481,34.7414657,South Carolina,29681
Railhead Brewing Company,brewpub,40 Park Dr,Hornell,New York,14843-2213,,,New York,14843
Railhouse Brewery,micro,105 E South St Unit C,Aberdeen,North Carolina,28315-,,,North Carolina,28315
Railhouse Restaurant and Brewery,brewpub,2029 Old Peshtigo Ct,Marinette,Wisconsin,54143-1066,-87.6543602,45.085149,Wisconsin,54143
Railport Brewing Company,micro,405 W Madison St,Waxahachie,Texas,75165-3666,-96.85141051,32.38463715,Texas,75165
Railroad Brewing Company,micro,1010 Center Rd,Avon,Ohio,44011-1206,-82.01953725,41.4754617,Ohio,44011
Railroad City Brewing Company,brewpub,1415 11th Ave Ste 1,Altoona,Pennsylvania,16601-3303,,,Pennsylvania,16601
Railroad Seafood Station & Brewing Co.,brewpub,1214 N Chaparral St,Corpus Christi,Texas,78401-1503,-97.39433962,27.8027685,Texas,78401
Rails End Beer Company,micro,11625 Reed Ct,Broomfield,Colorado,80020-2834,-105.0750302,39.9084879,Colorado,80020
Railside Brewing,micro,309 NE 76th St,Vancouver,Washington,98665-8210,,,Washington,98665
Railtown Brewing Co,micro,3595 68th St SE,Dutton,Michigan,49316-8503,-85.57833065,42.84118888,Michigan,49316
Raintree Brewing Company,micro,500 Church Street,New Harmony,Indiana,47631,-87.9348109,38.1299262,Indiana,47631
Rainy Daze Brewing,micro,650 NW BOVELA LN SUITE 3,Poulsbo,Washington,98370,,,Washington,98370
Raised Grain Brewing Company,brewpub,2244 W Bluemound Rd Ste E,Waukesha,Wisconsin,53186-2921,,,Wisconsin,53186
Raleigh Brewing Company,micro,3709 Neil St,Raleigh,North Carolina,27607-5415,-78.6875149,35.7931167,North Carolina,27607
Rally King Brewing,micro,1624 S Lemay Ave Unit 4,Fort Collins,Colorado,80525-1188,,,Colorado,80525
RAM Restaurant and Brewery - Boise,brewpub,709 E Park Blvd,Boise,Idaho,83712-7715,,,Idaho,83712
RAM Restaurant and Brewery - Clackamas,brewpub,9073 SE Sunnyside Rd,Clackamas,Oregon,97015-9759,-122.5715994,45.43365785,Oregon,97015
RAM Restaurant and Brewery - Indianapolis,brewpub,140 S Illinois St,Indianapolis,Indiana,46204,-86.16050947,39.76475755,Indiana,46204
RAM Restaurant and Brewery - Lakewood,brewpub,10019 59th Ave SW,Lakewood,Washington,98499-2757,-122.5156132,47.16601043,Washington,98499
RAM Restaurant and Brewery - Medford,brewpub,165 Rossanley Dr,Medford,Oregon,97501-1777,-122.8832971,42.343116,Oregon,97501
RAM Restaurant and Brewery - Production,micro,5001 S Washington St,Tacoma,Washington,98409-2828,-122.48489,47.211482,Washington,98409
RAM Restaurant and Brewery - Puyallup South Hill,brewpub,103 35th Ave SE,Puyallup,Washington,98374-1231,-122.292785,47.15857071,Washington,98374
RAM Restaurant and Brewery - Salem,brewpub,515 12th St SE,Salem,Oregon,97301-4034,-123.0292121,44.932777,Oregon,97301
RAM Restaurant and Brewery - Schaumburg,brewpub,1901 McConnor Pkwy,Schaumburg,Illinois,60173-4389,,,Illinois,60173
RAM Restaurant and Brewery - Seattle,brewpub,2650 NE University Village St,Seattle,Washington,98105-5023,-122.2980609,47.6641459,Washington,98105
RAM Restaurant and Brewery - Tacoma,brewpub,3001 Ruston Way,Tacoma,Washington,98402-5306,-122.474793,47.2797382,Washington,98402
RAM Restaurant and Brewery - Wheeling,brewpub,700 N Milwaukee Ave,Wheeling,Illinois,60090-3026,-87.9155543,42.1541156,Illinois,60090
RAM Restaurant and Brewery- Northgate,brewpub,401 NE Northgate Way Spc 1102,Seattle,Washington,98125-8538,,,Washington,98125
Ramblin Reds Brewing Company,brewpub,1493 N Shoop Ave Unit A,Wauseon,Ohio,43567-2801,,,Ohio,43567
Ramskeller,planning,,Fort Collins,Colorado,80523-0001,,,Colorado,80523
Rancho De Lomi Brewing,planning,,Laporte,Colorado,80535-3021,,,Colorado,80535
Randolph Beer Dumbo,brewpub,77 Sands St,Brooklyn,New York,11201-1431,-73.987503,40.70005509,New York,11201
Random Precision Brewing Company,micro,2365 W Dublin Granville Rd,Columbus,Ohio,43235-2700,-83.05232,40.090144,Ohio,43235
Random Row Brewing Co.,micro,608 Preston Ave,Charlottesville,Virginia,22903-4566,-78.48712033,38.03470505,Virginia,22903
Raney Cellars,brewpub,11 Manor Ave,Millersville,Pennsylvania,17551,,,Pennsylvania,17551
Ranger Creek Brewery,micro,4834 Whirlwind Dr Ste 2,San Antonio,Texas,78217-3740,,,Texas,78217
RâNoggin Brewing,micro,6521 120th Ave,Kenosha,Wisconsin,53142,-87.9532178,42.57624125,Wisconsin,53142
Rants And Raves Brewery,brewpub,308 N Jackson St,Moscow,Idaho,83843-2065,-117.0027808,46.7344955,Idaho,83843
Rapp Brewing Company,micro,10930 Endeavour Way Ste C,Seminole,Florida,33777-1632,,,Florida,33777
Rapp's Barren Brewing Company,micro,1343 E 9th St,Mountain Home,Arkansas,72653-5050,-92.3599724,36.3326432,Arkansas,72653
Rapscallion Ales,micro,5 Strawberry Hill Rd,Acton,Massachusetts,01720-5706,-71.41585461,42.4919605,Massachusetts,01720
Raquette River Brewing,micro,11 Balsam St # 2,Tupper Lake,New York,12986-1033,-74.48652145,44.24347376,New York,12986
RAR Brewing,proprietor,504 Poplar St,Cambridge,Maryland,21613-1834,-76.0774552,38.5702289,Maryland,21613
Rare Bird Brewpub,brewpub,229 Lake Ave,Traverse City,Michigan,49684-2532,-85.61932337,44.75978039,Michigan,49684
Rare Form Brewing,micro,90 Congress St,Troy,New York,12180-4123,-73.6899808,42.7286018,New York,12180
"Raritan Bay Brewing, LLC",micro,32 Church Street,Keansburg,New Jersey,07734,-74.131668,40.441664,New Jersey,07734
Ratchet Brewery Salem,brewpub,2701 22nd St SE,Salem,Oregon,97302-1553,-123.0173762,44.91418158,Oregon,97302
Ratchet Brewery Silverton,brewpub,990 North First Street,Silverton,Oregon,97381,-122.7845824,45.01410457,Oregon,97381
Ratio Beerworks,micro,2920 Larimer St,Denver,Colorado,80205-2309,-104.9812181,39.7615104,Colorado,80205
Rattlesnake Mountain Brewery / Kimo's Restaurant,brewpub,1250 Columbia Center Blvd,Richland,Washington,99352-4839,-119.2234822,46.22504543,Washington,99352
Ravenna Brewing Company,micro,5408 26th Ave NE,Seattle,Washington,98105-3137,-122.299162,47.6682272,Washington,98105
Ravenous Brewing Company,micro,10 Industrial Rd,Cumberland,Rhode Island,02864,-71.401044,41.953531,Rhode Island,02864
Ravinia Brewing Company,proprietor,957 Judson Ave,Highland Park,Illinois,60035-4728,-87.784735,42.169955,Illinois,60035
Raw Deal,brewpub,603 Broadway St S,Menomonie,Wisconsin,54751-2457,-91.9298545,44.8773142,Wisconsin,54751
Reach Break Brewing,micro,1343 Duane St,Astoria,Oregon,97103-3917,-123.8289931,46.18836741,Oregon,97103
Reads Landing Brewing Co,brewpub,70555 202nd Ave,Reads Landing,Minnesota,55968-6842,,,Minnesota,55968
Real Ale Brewing Co,regional,231 San Saba Ct,Blanco,Texas,78606-4810,-98.4128525,30.113319,Texas,78606
Real McCoy Beer Co.,micro,20 Hallwood Rd Unit C,Delmar,New York,12054-1925,,,New York,12054
Reason Beer,micro,1180 Seminole Trl Ste 290,Charlottesville,Virginia,22901-5713,-78.486033,38.06792831,Virginia,22901
Reaver Beach Brewing Co,micro,1505 Taylor Farm Rd,Virginia Beach,Virginia,23453-3099,,,Virginia,23453
Rebel Kettle Brewing Company,brewpub,822 E 6th St,Little Rock,Arkansas,72202-2606,-92.26209196,34.74211127,Arkansas,72202
Rebel Toad Brewing Co,micro,425 William St,Corpus Christi,Texas,78401-2538,-97.3960541,27.7946329,Texas,78401
Rebelle Brewing,planning,,Noblesville,Indiana,46060,,,Indiana,46060
Recess Brewing,micro,307 N Main St,Edwardsville,Illinois,62025-1615,-89.9590501,38.81422443,Illinois,62025
Reclaimed Rails Brewing Company,micro,101 Main St. SE,Bondurant,Iowa,50035-7722,-93.461872,41.699717,Iowa,50035
Reclamation Brewing Company,brewpub,221 S Main St,Butler,Pennsylvania,16001-5908,-79.89543627,40.85876516,Pennsylvania,16001
Recon Brewing,brewpub,1747 N Main St Ext,Butler,Pennsylvania,16001-1327,,,Pennsylvania,16001
Red Barn Brewing,micro,2170 Oneida Rd,Danville,Vermont,05828-,-72.17748576,44.39460429,Vermont,05828
Red Bear Brewing Co,planning,,Washington,District of Columbia,20002-3406,,,District of Columbia,20002
Red Bird,planning,,Waltham,Massachusetts,02453-5208,,,Massachusetts,02453
Red Branch Brewing Company / Rabbits Foot Meadery,micro,1246 Birchwood Dr,Sunnyvale,California,94089-2205,-121.9920827,37.40446295,California,94089
Red Brick Brewing Co / Atlanta Brewing Co,micro,2323 Defoor Hills Rd NW,Atlanta,Georgia,30318-2207,-84.43454138,33.81830375,Georgia,30318
Red Bus Brewing Company,micro,802 Reading St Ste A,Folsom,California,95630-3061,-121.1760242,38.67092319,California,95630
Red Car Brewery and Restaurant,brewpub,1266 Sartori Ave,Torrance,California,90501-2717,-118.3161274,33.83534411,California,90501
Red Clay Brewing Company,micro,704 N Railroad Ave,Opelika,Alabama,36801-4344,-85.37875418,32.64939542,Alabama,36801
Red Crow Brewing Company,micro,,Olathe,Kansas,66062,,,Kansas,66062
Red Cypress Brewery,micro,855 E SR 434,Winter Springs,Florida,32708-2704,,,Florida,32708
Red Dirt Brewing Co,planning,,Oklahoma City,Oklahoma,73120-5133,,,Oklahoma,73120
Red Door Brewing Co,micro,1001 Candelaria Rd NE,Albuquerque,New Mexico,87107-2115,-106.5864617,35.1165072,New Mexico,87107
Red Dragon Brewery,micro,1419 Princess Anne St,Fredericksburg,Virginia,22401-3638,-77.46312137,38.30737927,Virginia,22401
Red Eye Brewing Co,brewpub,612 Washington St,Wausau,Wisconsin,54403-5439,-89.6228425,44.9588496,Wisconsin,54403
Red Gap Brewing,micro,712 Conrad Hilton Blvd,Cisco,Texas,76437-3140,-98.97952884,32.38826259,Texas,76437
Rock Art Brewery,micro,632 Laporte Rd,Morrisville,Vermont,05661-8322,,,Vermont,05661
Red Hare Brewing Company,micro,1998 Delk Industrial Blvd SE,Marietta,Georgia,30067-8904,-84.4957563,33.92440825,Georgia,30067
Red Hawk Brewing,micro,4504 Bussey Rd,Syracuse,New York,13215-8783,,,New York,13215
Red Hill Brewing Co,micro,21 Union St S,Concord,North Carolina,28025-5009,-80.5806658,35.41030435,North Carolina,28025
Red Hills Brewing Co,micro,2823 Central Ave Ste 107,Birmingham,Alabama,35209-2581,,,Alabama,35209
Red Horn Brewing Co.,brewpub,13010 W Parmer Ln Ste 800,Cedar Park,Texas,78613-7369,,,Texas,78613
Red Iron Brewing Company,planning,,Lincoln,Nebraska,68501,,,Nebraska,68501
Red Jacket Brewing at Michigan House Cafe,brewpub,300 6th St,Calumet,Michigan,49913-1508,-88.4535254,47.2464521,Michigan,49913
Red Leg Brewing Company,micro,4630 Forge Rd Ste B,Colorado Springs,Colorado,80907-3556,,,Colorado,80907
Red Lodge Ales Brewing Co,micro,1445 N Broadway Ave,Red Lodge,Montana,59068-9383,-109.2465393,45.19727053,Montana,59068
Red Mountain Brewing,brewpub,400 Main St,Ouray,Colorado,81427,-107.671615,38.020713,Colorado,81427
Red Oak Brewing Co,regional,6901 Konica Dr,Whitsett,North Carolina,27377-9787,,,North Carolina,27377
Red River Brewing Co,micro,1200 Marshall St Ste 500,Shreveport,Louisiana,71101-3936,,,Louisiana,71101
Red River Brewing Company,brewpub,217 W Main St,Red River,New Mexico,87558,,,New Mexico,87558
Red Rock Brewing Co,brewpub,254 S 200 W,Salt Lake City,Utah,84101-1801,-111.89671,40.77487847,Utah,84101
Red Rock Brewing Co - Production,micro,443 N 400 W,Salt Lake City,Utah,84103-1230,-111.9029539,40.77956659,Utah,84103
Red Shed Brewing Company,micro,817 Butter Bowl Rd,Cherry Valley,New York,13320-3106,,,New York,13320
Red Shedman Farm Brewery,micro,13601 Glissans Mill Rd,Mount Airy,Maryland,21771-8507,,,Maryland,21771
Red Silo Brewing Co,micro,118 W 1st St,Cookeville,Tennessee,38501-2490,-85.50860106,36.16535501,Tennessee,38501
Red Tandem Brewery,micro,1009 Harbor Blvd,Oxnard,California,93035-1131,-119.2474328,34.2068743,California,93035
Red Truck Beer Company,planning,,Denver,Colorado,80216-3612,,,Colorado,80216
Red Truck Beer Company Ltd.,micro,1020 E Lincoln Ave,Fort Collins,Colorado,80524-2509,-105.0584895,40.58916845,Colorado,80524
Red Wing Brewing Company,brewpub,1411 Old West Main St,Red Wing,Minnesota,55066-2162,-92.54698396,44.56271063,Minnesota,55066
Redbeard Brewing Co,micro,120 S Lewis St,Staunton,Virginia,24401-4256,-79.074515,38.147407,Virginia,24401
Redemption Alewerks,brewpub,7035 E 96th St Ste K,Indianapolis,Indiana,46250-3303,,,Indiana,46250
Redgarden Brewery,brewpub,1700 Dogwood St,Louisville,Colorado,80027-1102,-105.1138827,39.9674475,Colorado,80027
Redhook - Cataqua Public House,regional,35 Corporate Dr,Portsmouth,New Hampshire,03801-,-70.80233269,43.08582951,New Hampshire,03801
Redhook Brewery,regional,714 E Pike St,Seattle,Washington,98122-4697,-122.3227119,47.6144468,Washington,98122
Redifer Brewing Co,micro,123 E Yakima Ave,Yakima,Washington,98901-2696,-120.5057229,46.60240198,Washington,98901
Redlight Redlight Beer Parlour and Brewery,micro,2810 Corrine Dr,Orlando,Florida,32803-2226,-81.34851757,28.567899,Florida,32803
Redline Brewing Company,micro,5470 Lapeer Rd,Burton,Michigan,48509-2235,-83.59795244,43.01100775,Michigan,48509
Redwood Brewing Co,brewpub,5304 Gateway Ctr,Flint,Michigan,48507-3930,,,Michigan,48507
Redwood Curtain Brewing Co,micro,550 S G St Ste 6,Arcata,California,95521-6683,-124.0894667,40.85730505,California,95521
Redwood Curtain Brewing Co,micro,1595 Myrtle Avenue Ste B,Eureka,California,95501,-124.1363598,40.79546264,California,95501
Reed City Brewing Company,brewpub,141 W Upton Ave,Reed City,Michigan,49677-1129,-85.51071976,43.875879,Michigan,49677
Reel Brew Co,closed,7037 Laurel Canyon Boulevard,Los Angeles,California,91605,-118.3973933,34.19896605,California,91605
Refined Ale Brewery,micro,2221 S Cedar St,Little Rock,Arkansas,72204-5452,-92.3184697,34.73083447,Arkansas,72204
Reformation Brewery,micro,500 Arnold Mill Way Ste A,Woodstock,Georgia,30188-6842,,,Georgia,30188
"Refuge Brewery, Inc.",micro,43040 Rancho Way Ste 200,Temecula,California,92590-5400,-117.1587817,33.50442958,California,92590
Reinvention Brewing Co.,micro,9 N Main St PO Box 57,Manchester,New York,14504-9713,,,New York,14504
Rek-Lis Brewing Company,micro,2085 Main Street,Bethlehem,New Hampshire,03574,-71.687376,44.28042825,New Hampshire,03574
Rock Bottom Brewery,brewpub,1864 Victory Cir Bldg K,Daytona Beach,Florida,32114,,,Florida,32114
Relentless Brewing Co,micro,42030 Avenida Alvarado Ste F,Temecula,California,92590-3404,-117.1680654,33.51260913,California,92590
Relic Brewing,micro,95 Whiting St Unit B,Plainville,Connecticut,06062-2842,,,Connecticut,06062
Remedy Brewing Company,micro,401 E 8th St #120,Sioux Falls,South Dakota,57103-7012,-96.72223225,43.54791493,South Dakota,57103
Remnant Brewing,micro,2 Bow Market Way,Somerville,Massachusetts,02143,,,Massachusetts,02143
Renaissance Brewing Co,micro,1147 S Lewis Ave,Tulsa,Oklahoma,74104-3905,-95.9578601,36.0617778,Oklahoma,74104
Rendezvous Junction Brewing Company,micro,2001 S Bellview Rd Ste 2,Rogers,Arkansas,72758-4050,,,Arkansas,72758
Renegade Brewing Company,micro,918 W 1st Ave,Denver,Colorado,80223-1534,-104.9992637,39.71831392,Colorado,80223
Renegade Brewing Company - Production,micro,918 W 1st Ave,Denver,Colorado,80223-1534,-104.9992637,39.71831392,Colorado,80223
Reno Brewery,planning,,Reno,Nevada,89502-1807,,,Nevada,89502
Rentsch Brewery,micro,2500 NE Inner Loop Unit 3105,Georgetown,Texas,78626-4444,,,Texas,78626
Republic Brewing Co,brewpub,PO Box 96,Republic,Washington,99166-0096,,,Washington,99166
Rescue Brewing Co,micro,167 N 2nd Ave,Upland,California,91786-6019,-117.6485203,34.09582106,California,91786
Resident Brewing,micro,411 C St,San Diego,California,92101-5105,-117.1608785,32.71667995,California,92101
Resident Culture Brewing Company LLC,micro,2101 Central Ave,Charlotte,North Carolina,28205-5203,-80.80542365,35.21995586,North Carolina,28205
Resignation Brewery,contract,98 San Jacinto Blvd Ste 160,Austin,Texas,78701-4640,-97.742323,30.262322,Texas,78701
Resolute Brewing Company,micro,7286 S Yosemite St Ste 110,Centennial,Colorado,80112-2204,,,Colorado,80112
Resolution Brewing Company,brewpub,3024 Mountain View Dr Ste 105,Anchorage,Alaska,99501-3141,-149.823091,61.21997889,Alaska,99501
Resonate Brewery + Pizzeria,brewpub,5606 119th Ave SE,Bellevue,Washington,98006-3754,-122.1774828,47.5523206,Washington,98006
Restless Moons Brewing,micro,120 W Wolfe St,Harrisonburg,Virginia,22802-3815,-78.87084726,38.45189522,Virginia,22802
Restoration Brew Worx,brewpub,25 N Sandusky St,Delaware,Ohio,43015-1901,-83.0677272,40.30056202,Ohio,43015
Resurgence Brewing Company,brewpub,1250 Niagara St,Buffalo,New York,14213-1502,-78.89959956,42.91822725,New York,14213
Reuben's Brews,micro,1133 NW 51st St,Seattle,Washington,98107-5126,-122.3721641,47.6655088,Washington,98107
Reuben's Brews Taproom,micro,5010 14th Ave NW,Seattle,Washington,98107-5113,-122.3732468,47.6654087,Washington,98107
ReUnion Brewery,brewpub,516 2nd St,Coralville,Iowa,52241-2614,-91.57498607,41.67171431,Iowa,52241
Revel Urban Winery / Revel OTR,brewpub,111 E 12th St,Cincinnati,Ohio,45202,-84.5126641,39.1085275,Ohio,45202
Revelation Ale Works,micro,146 S Atlantic Ave,Hallock,Minnesota,56728,-96.94649456,48.77482789,Minnesota,56728
Revelation Craft Brewing Co,micro,19841 Central Ave,Rehoboth Beach,Delaware,19971-1112,,,Delaware,19971
Revelry Brewing Co.,micro,10 Conroy St,Charleston,South Carolina,29403-3815,-79.9439382,32.80728239,South Carolina,29403
Reverie Brewing Company,planning,,Newtown,Connecticut,06470,,,Connecticut,06470
Revision Brewing Company,micro,380 S Rock Blvd,Sparks,Nevada,89431-5545,-119.762654,39.511243,Nevada,89431
Revival Brewing,proprietor,505 Atwood Ave,Cranston,Rhode Island,02920-5327,-71.47169613,41.78983825,Rhode Island,02920
Revolution Brewing,regional,3340 N Kedzie Ave,Chicago,Illinois,60618-5722,-87.707534,41.9289777,Illinois,60618
Revolution Brewing - Brewpub,brewpub,2323 N Milwaukee Ave,Chicago,Illinois,60647-2924,-87.6981447,41.923586,Illinois,60647
Revolver Brewing,large,5650 Matlock Rd,Granbury,Texas,76049-5347,,,Texas,76049
RG Brewery / Five Sons Winery,micro,1360 W Sweden Rd,Brockport,New York,14420-,,,New York,14420
Rhinegeist Brewery,regional,1910 Elm St,Cincinnati,Ohio,45202-7751,-84.51992076,39.1172,Ohio,45202
Rhinelander Brewing Co,contract,59 S Brown St,Rhinelander,Wisconsin,54501-3450,-89.41264622,45.63733288,Wisconsin,54501
Rhombus Guys Brewing Co,brewpub,116 S 3rd St,Grand Forks,North Dakota,58201-4784,-97.0286822,47.923923,North Dakota,58201
Rhythm River Brewing Company,planning,,Longmont,Colorado,80504-2226,,,Colorado,80504
Richbrau Brewing,micro,5 S 20th St,Richmond,Virginia,23223,,,Virginia,23223
Richter Aleworks,micro,8279 W Lake Pleasant Pkwy Ste 110,Peoria,Arizona,85382-7434,-112.2380541,33.6687745,Arizona,85382
Small Town Brewery,large,1000 N Rand Rd Ste 204,Wauconda,Illinois,60084-1182,,,Illinois,60084
Rick Tanner's Grille & Bar/Cherry Street Brewing Cooperative,brewpub,5810 Bond St # E-2,Cumming,Georgia,30040-0301,,,Georgia,30040
Rickety Cricket Brewing,brewpub,312 E Beale St,Kingman,Arizona,86401-5832,-114.0614981,35.19028906,Arizona,86401
Ridge Runner Brewing LLC,planning,,Wauseon,Ohio,43567-9294,,,Ohio,43567
Ridgewalker Brewing,brewpub,1921 21st Ave,Forest Grove,Oregon,97116-1637,-123.1129966,45.52115845,Oregon,97116
Riepstines Pub,brewpub,913 Arch St,Williamsport,Pennsylvania,17701-5630,-77.05299603,41.23997285,Pennsylvania,17701
Riff Raff Brewing,brewpub,274 Pagosa St,Pagosa Springs,Colorado,81147,-107.0081546,37.26874006,Colorado,81147
Riggs Beer Company,micro,1901 S High Cross Rd,Urbana,Illinois,61802-7843,-88.16245188,40.09367288,Illinois,61802
Right Around The Corner,micro,2244 Central Ave,Saint Petersburg,Florida,33712,-82.66369394,27.77095137,Florida,33712
Right Brain Brewery,micro,225 E Sixteenth St Ste A,Traverse City,Michigan,49684-4190,,,Michigan,49684
Right Eye Brewing Co,micro,301 Spring St,Suisun City,California,94585,-122.041544,38.242484,California,94585
Right Mind Brewing,brewpub,1410 S Main St,Blacksburg,Virginia,24060-5528,-80.4010083,37.2152422,Virginia,24060
Right Proper Brewing Company,micro,920 Girard St NE,Washington,District of Columbia,20017-3424,-76.99307078,38.9267988,District of Columbia,20017
Right Proper Brewing Company,brewpub,624 T St NW,Washington,District of Columbia,20001-5119,-77.0213751,38.9154119,District of Columbia,20001
"Right Turn, Clyde Brewing Company",micro,300 Main St,Narrows,Virginia,24124-1317,-80.807605,37.330026,Virginia,24124
Riip Beer Company,micro,17216 Pacific Coast Hwy,Huntington Beach,California,92649-4116,-117.9872302,33.6480028,California,92649
Riley's Brew Pub,brewpub,2674 Owens Mountain Pkwy Ste 104,Clovis,California,93611-9588,-119.6452626,36.855494,California,93611
Riley's Brewing Co,micro,28777 Avenue 15 1/2,Madera,California,93638-2316,-120.0206226,36.97445553,California,93638
Rincon Brewery,brewpub,5065 Carpinteria Ave,Carpinteria,California,93013-2046,-119.5178586,34.39834,California,93013
Rinn Duin Brewing,micro,1540 Route 37 W,Toms River,New Jersey,08755-5055,,,New Jersey,08755
Rio Bravo Brewing Company,brewpub,1912 2nd Street NW,Albuquerque,New Mexico,87102,-106.6454774,35.10343814,New Mexico,87102
Rip Current Brewery,micro,1325 Grand Ave Ste 100,San Marcos,California,92078-2451,-117.1924461,33.14309526,California,92078
Rip Current Brewing North Park,brewpub,4101 30th St,San Diego,California,92104-1905,-117.129808,32.752388,California,92104
Rip Rap Brewing Company,micro,116 E 25th St,Norfolk,Virginia,23517-1408,-76.28310937,36.8703271,Virginia,23517
Rip Van Winkle Brewing Co.,brewpub,4545 Route 32,Catskill,New York,12414-6623,,,New York,12414
Rippon Brewing Company,micro,2153 Berryville Pike,Rippon,West Virginia,25441,-77.905289,39.21862,West Virginia,25441
Riptide Brewing Company,micro,987 3rd Ave N,Naples,Florida,34102-5810,-81.7949268,26.15088596,Florida,34102
Rising Silo Brewery,brewpub,2351 Glade Rd,Blacksburg,Virginia,24060-1928,-80.4630874,37.2361304,Virginia,24060
Rising Tide Brewing Co,micro,103 Fox St,Portland,Maine,04101-2539,-70.2570974,43.6655545,Maine,04101
Ritt Brewing Company,planning,,Chicago,Illinois,60634-2319,,,Illinois,60634
Ritter Brewing Company LLC,micro,449 Gino Merli Dr,Peckville,Pennsylvania,18452-1631,,,Pennsylvania,18452
Ritual Brewing Co,micro,1315 Research Dr,Redlands,California,92374-4583,-117.2369995,34.0705986,California,92374
Rivals Brewing Company,planning,,middleburg hts,Ohio,44130,,,Ohio,44130
Rivals Sports Grille,contract,6710 Smith Rd,Middleburg Heights,Ohio,44130-2656,-81.80433472,41.38531549,Ohio,44130
River Barge Brewing,brewpub,71 Grovedale Ln,Wyalusing,Pennsylvania,18853-7854,,,Pennsylvania,18853
River Bend Brewing,closed,113 River Bend Rd,Hailey,Idaho,83333-,,,Idaho,83333
River Bend Hop Farm And Brewery,micro,1800 Lower Bailey Rd,Newport,Pennsylvania,17074-7622,,,Pennsylvania,17074
River Bluff Brewing,micro,1224 Frederick Ave,St Joseph,Missouri,64501-2334,-94.844399,39.770343,Missouri,64501
River Bottoms Brewing Company,brewpub,12 W Benton St,Carrollton,Missouri,64633,-93.497006,39.405185,Missouri,64633
River City Brewing,micro,121 S Cedar St,Spokane,Washington,99201-6500,-117.4323508,47.65605308,Washington,99201
River City Brewing Co,brewpub,6241 Fair Oaks Blvd Ste G,Sacramento,California,95814-3338,-121.3297812,38.61512607,California,95814
River City Brewing Co,brewpub,835 Museum Cir,Jacksonville,Florida,32207-9003,-81.66111727,30.31862639,Florida,32207
River City Brewing Co,brewpub,150 N Mosley St,Wichita,Kansas,67202-2804,,,Kansas,67202
"River Company Restaurant & Brewery Inc, The",brewpub,6633 Viscoe Rd,Fairlawn,Virginia,24141-6903,-80.54498015,37.1460358,Virginia,24141
River Dog Brewing Co,micro,591 Browns Cove Rd Unit H,Ridgeland,South Carolina,29936-7281,,,South Carolina,29936
River Hawk Brewing,micro,24735 W Eames St,Channahon,Illinois,60410-8705,-88.21732025,41.43542539,Illinois,60410
River Horse Brewing Company,micro,2 Graphics Dr,Ewing,New Jersey,08628-1546,-74.79656178,40.2765378,New Jersey,08628
River Mile 38 Brewing Co,micro,285 3rd St,Cathlamet,Washington,98612-9561,-123.3853742,46.2054338,Washington,98612
River North Brewery,micro,6021 Washington St Unit A,Denver,Colorado,80216-1153,,,Colorado,80216
River North Brewery - RiNo,planning,,Denver,Colorado,80205-2440,,,Colorado,80205
River of No Return Brewing Co,closed,810 S Hwy 93,Challis,Idaho,83226,-114.224139,44.50008,Idaho,83226
