name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code
Broadway Brewery,brewpub,816 E Broadway Ste B,Columbia,Missouri,65201-4898,-92.327968,38.951342,Missouri,65201
Brocklebank Craft Brewing,micro,357 Dickerman Hill Rd,Chelsea,Vermont,05038-9098,,,Vermont,05038
Brockopp Brewing,nano,114 Main St E,Valley City,North Dakota,58072-3450,-98.00272896,46.92586281,North Dakota,58072
Broken Arrow Brewing Co.,micro,333 W Dallas St,Broken Arrow,Oklahoma,74012-4026,-95.79448895,36.0502662,Oklahoma,74012
"Broken Bat Brewing Company, LLC",micro,231 E Buffalo St Lowr UNIT,Milwaukee,Wisconsin,53202-5727,,,Wisconsin,53202
Broken Bow Brewery,micro,173 Marbledale Rd,Tuckahoe,New York,10707-3117,-73.8190325,40.9549645,New York,10707
Broken Cauldron Taproom and Brewery,micro,1012 W Church St,Orlando,Florida,32805-2216,,,Florida,32805
Broken Chair Brewery,micro,424 East Penn Ave,West Reading,Pennsylvania,19611-1130,,,Pennsylvania,19611
Broken Clock Brewing Cooperative,micro,3134 California St NE Ste 122,Minneapolis,Minnesota,55418-1789,,,Minnesota,55418
Broken Coat Brewing,planning,,Lake Worth,Florida,33467-1002,,,Florida,33467
Broken Compass Brewing,micro,68 Continental Ct Unit B-12,Breckenridge,Colorado,80424-8515,,,Colorado,80424
Broken Gate Brewing,planning,,Baltimore,Maryland,21230-4464,,,Maryland,21230
Broken Goblet Brewing,brewpub,1500 Grundy Ln Bldg 1,Bristol,Pennsylvania,19007-1521,,,Pennsylvania,19007
Broken Horn Brewing Company,micro,201 S Mission St,McCall,Idaho,83638,-116.104522,44.896502,Idaho,83638
Broken Plow Brewery,micro,4731 W 10th St Unit G,Greeley,Colorado,80634-2046,,,Colorado,80634
Broken Rock Brewery,brewpub,282 Grindstone Rd Bird Creek Farms,Port Austin,Michigan,48467-9390,,,Michigan,48467
Broken Symmetry Gastro Brewery,brewpub,5 Depot Pl,Bethel,Connecticut,06801-2507,-73.41424776,41.37097334,Connecticut,06801
Broken Tooth Brewing Co,brewpub,2021 Spar Ave,Anchorage,Alaska,99501-1815,-149.8437638,61.2225517,Alaska,99501
Broken Trail Brewery & Distillery,micro,2921 Stanford Dr NE,Albuquerque,New Mexico,87107-1813,-106.6175091,35.11440682,New Mexico,87107
Broken Wheel Brewery,brewpub,109 Tunica Dr E,Marksville,Louisiana,71351-3005,-92.06931518,31.12386287,Louisiana,71351
Brokerage Brewing Company,micro,2516 Covington St,West Lafayette,Indiana,47906-1404,-86.91414689,40.45361124,Indiana,47906
Bron Yr Aur Brewing,micro,12160 US Highway 12,Naches,Washington,98937-9222,-120.7393151,46.73961615,Washington,98937
Bronze Owl Brewing,brewpub,506 Vine St,Poplar Bluff,Missouri,63901-7331,-90.39577338,36.75663108,Missouri,63901
Brookeville Beer Farm,micro,20315 Georgia Ave,Brookeville,Maryland,20833-1711,-77.0579247,39.1780888,Maryland,20833
Brooklyn Brewery,regional,79 N 11th St #1 Brewers Row,Brooklyn,New York,11249-1913,,,New York,11249
Brooks Brewing,micro,52033 Van Dyke,Shelby Charter Township,Michigan,48316,,,Michigan,48316
Broomtail Craft Brewery,micro,6404 Amsterdam Way Ste 100,Wilmington,North Carolina,28405-2563,,,North Carolina,28405
Brother Ass Brewing,micro,11700 NE 54th Ct,Vancouver,Washington,98686-4589,-122.6170235,45.70699686,Washington,98686
Brothers Cascadia Brewing,micro,9811 NE 15th Ave,Vancouver,Washington,98665-9102,-122.6553318,45.6499058,Washington,98665
Brothers Craft Brewing,micro,800 N Main St,Harrisonburg,Virginia,22802-4625,-78.861099,38.45757,Virginia,22802
Brotherton Brewing Company,micro,340 Forked Neck Rd,Shamong,New Jersey,08088,-74.72540127,39.78817758,New Jersey,08088
Brotherwell Brewing,micro,400 E Bridge St,Waco,Texas,76704-2505,-97.124214,31.56428,Texas,76704
Brouwerij Cursus Keme,brewpub,155 Thompson St,Asheville,North Carolina,28803-1443,-82.52572837,35.57438843,North Carolina,28803
Brouwerij West,micro,110 E 22nd St,San Pedro,California,90731-7202,-118.2801245,33.72755547,California,90731
Brown Iron Brewhouse,brewpub,57695 Van Dyke Rd,Washington,Michigan,48094-2879,-83.03578521,42.71929931,Michigan,48094
Brown Truck Brewery,micro,1234 N Main St,High Point,North Carolina,27262-3118,-80.0158688,35.9709266,North Carolina,27262
Brown's Brewing Co,brewpub,50 Factory Hill Rd,North Hoosick,New York,12133,-73.34515821,42.92661444,New York,12133
Brown's Brewing Co,brewpub,417 River St,Troy,New York,12180-2822,-73.68755002,42.73567746,New York,12180
BRU Handbuilt Ales and Eats,brewpub,5290 Arapahoe Ave,Boulder,Colorado,80303-1269,-105.2293345,40.0141462,Colorado,80303
Brubaker's Brewery & Pub,planning,,Sylvania,Ohio,43560-9586,,,Ohio,43560
Bruehol Brewing LLC,proprietor,4828 E 2nd St,Benicia,California,94510-1023,-122.1275637,38.08086313,California,94510
Brueprint Brewing Company LLC,micro,1229 Perry Rd Ste 101,Apex,North Carolina,27502-6898,-78.85014375,35.70884819,North Carolina,27502
Bruery Terreux,micro,1174 N Grove St,Anaheim,California,92806-2129,-117.8418759,33.85793692,California,92806
"Bruery, The",micro,717 Dunn Way,Placentia,California,92870-6806,-117.8791616,33.8623093,California,92870
Brues Alehouse Brewing Company,brewpub,120 Riverwalk Place,Pueblo,Colorado,81003,,,Colorado,81003
Brugge Brasserie,brewpub,1011A E Westfield Blvd,Indianapolis,Indiana,46220-,,,Indiana,46220
BruRm At Bar,brewpub,254 Crown St,New Haven,Connecticut,06511-6610,-72.9302577,41.3061639,Connecticut,06511
Brush Creek Brewing Company,brewpub,102 N Main St,Atkinson,Nebraska,68713-4946,-98.97836727,42.53141502,Nebraska,68713
Brutopia Brewery and Kitchen,brewpub,505 Atwood Ave,Cranston,Rhode Island,02920-5327,-71.47169613,41.78983825,Rhode Island,02920
Bruz Beers,micro,1675 W 67th Ave Ste 100,Denver,Colorado,80221-2595,,,Colorado,80221
BS Brewing,micro,1408 Old Lehmann Rd,Seguin,Texas,78155-5048,-97.90477894,29.69091561,Texas,78155
Bubba Brew's Brewing Company,micro,8091 Airport Rd,Bonnerdale,Arkansas,71933-6648,,,Arkansas,71933
Bubes Brewery,brewpub,102 N Market St,Mount Joy,Pennsylvania,17552-1306,-76.50290152,40.11180762,Pennsylvania,17552
Buchanan Craft LLC,planning,,Chicago,Illinois,60647-9735,,,Illinois,60647
Buck Bald Brewing Corporation,planning,,Blue Ridge,Georgia,30513,,,Georgia,30513
Buck Hill Brewery and Restaurant,brewpub,45 Route 94,Blairstown,New Jersey,07825,,,New Jersey,07825
Buck's Brewing Co,micro,993 Mount Vernon Rd,Newark,Ohio,43055-4728,-82.41752143,40.08367829,Ohio,43055
Bucket Brigade Brewery,micro,205 N Main St,Cape May Court House,New Jersey,08210-2121,-74.81946353,39.086856,New Jersey,08210
Buckeye Beer Engine,brewpub,15315 Madison Ave,Lakewood,Ohio,44107-4020,-81.803918,41.477245,Ohio,44107
Buckeye Lake Brewery,micro,5176 Walnut Rd,Buckeye Lake,Ohio,43008,-82.488973,39.928559,Ohio,43008
Buckhorn Brewers LLC,micro,4229 W Eisenhower Blvd,Loveland,Colorado,80537-9202,-105.0925735,40.4058904,Colorado,80537
BuckleDown Brewing,micro,8700 47th St,Lyons,Illinois,60534-1626,-87.8034082,41.8083636,Illinois,60534
Bucks County Brewery,micro,31 Appletree Ln,Pipersville,Pennsylvania,18947-1083,,,Pennsylvania,18947
Buffalo Bayou Brewing Co,micro,5301 Nolda St,Houston,Texas,77007-2234,-95.4160849,29.775978,Texas,77007
Buffalo Bills Brewery,brewpub,1082 B St,Hayward,California,94541-4108,-122.0768666,37.6770284,California,94541
Buffalo Brewing Co,planning,790 Hop Rd,Toppenish,Washington,98948-9674,-120.1634675,46.23727233,Washington,98948
Buffalo Brewing Company,micro,314 Myrtle Ave,Buffalo,New York,14204-2058,-78.85968835,42.87851264,New York,14204
Buffalo Brewing Company At The Water Buffalo,micro,106 S Rodney Parham Rd,Little Rock,Arkansas,72205,-92.366648,34.752616,Arkansas,72205
Buffalo Brewpub,brewpub,6861 Main St,Buffalo,New York,14221-5929,-78.831057,42.946564,New York,14221
Buffalo Commons Brewing Company,micro,2307 Memorial Hwy,Mandan,North Dakota,58554-4624,-100.8618267,46.82409056,North Dakota,58554
Buffalo Creek Brewing,micro,360 Historical Ln,Long Grove,Illinois,60047-9613,-87.99776222,42.17719457,Illinois,60047
Buffalo Mountain Brewery,micro,332 Webbs Mill Rd N,Floyd,Virginia,24091,-80.32462582,36.92079563,Virginia,24091
Buffalo Ridge Brewing,micro,102 N Main Ave,Hartford,South Dakota,57033-2165,-96.94549247,43.62226751,South Dakota,57033
Buffalo RiverWorks Brewery,brewpub,359 Ganson St,Buffalo,New York,14203-3062,-78.87249292,42.8696795,New York,14203
Buffalo Theory Brewing Co. LLC,planning,,Merritt Island,Florida,32953-3222,,,Florida,32953
Buffalo Water Beer Co,contract,"309 N Water St, #315",Milwaukee,Wisconsin,53202-5710,-87.9092089,43.0341323,Wisconsin,53202
Bugnutty Brewing Company,brewpub,715 N Courtenay Pkwy,Merritt Island,Florida,32953-4651,,,Florida,32953
Building 8 Brewing,micro,320 Riverside Dr Ste 8,Florence,Massachusetts,01062-2750,,,Massachusetts,01062
Bull & Bones Brewhaus & Grill,brewpub,1470 S Main St Ste 120,Blacksburg,Virginia,24060-5571,,,Virginia,24060
Bull & Bush Brewery,brewpub,4700 E Cherry Creek South Dr,Denver,Colorado,80246-1819,-104.9488456,39.7116689,Colorado,80246
Bull and Barrel Brew Pub,brewpub,988 Route 22,Brewster,New York,10509-1576,,,New York,10509
Bull and Goat Brewery,micro,204 Banjo Ln,Centreville,Maryland,21617-1067,,,Maryland,21617
Bull City Burger And Brewery,brewpub,107 E Parrish St Ste 105,Durham,North Carolina,27701-3318,,,North Carolina,27701
Bull Creek Brewing Company,proprietor,7100 FM3405,Liberty Hill,Texas,78642,,,Texas,78642
Bull Durham Beer Co,micro,409 Blackwell St,Durham,North Carolina,27701-3972,-78.90481568,35.9915653,North Carolina,27701
Bull Falls Brewery LLC,micro,901 E Thomas St,Wausau,Wisconsin,54403-6450,-89.6174386,44.951511,Wisconsin,54403
Bull Island Brewing Company,brewpub,758 Settlers Landing Rd,Hampton,Virginia,23669-4035,-76.34206545,37.02487345,Virginia,23669
Bulldog Brewing,brewpub,1409 119th St,Whiting,Indiana,46394-1714,-87.4951351,41.679491,Indiana,46394
Bullfrog Brewery,brewpub,229 W 4th St,Williamsport,Pennsylvania,17701-6112,-77.051529,41.2399548,Pennsylvania,17701
Bullfrog Brewery - Production Only,micro,229 W 4th St,Williamsport,Pennsylvania,17701-6112,-77.051529,41.2399548,Pennsylvania,17701
Bullfrog Creek Brewing Company,micro,3632 Lithia Pinecrest Rd,Valrico,Florida,33596-6305,-82.2695872,27.9229731,Florida,33596
"Bullquarian Brewhouse, LLC",brewpub,1128 17th Ave,Monroe,Wisconsin,53566-2007,-89.6383093,42.60032375,Wisconsin,53566
Bullthistle Brewing Co.,brewpub,45 S Main St,Sherburne,New York,13460-9202,-75.49576861,42.67156527,New York,13460
Bunker Brewing Co,micro,17 Westfield St Unit D,Portland,Maine,04102-2730,,,Maine,04102
Bunsenbrewer,brewpub,16506 362nd Dr,Sandy,Oregon,97055-9279,-122.2904067,45.4042245,Oregon,97055
"Cane River Brewing Co., L.L.C",planning,,Natchitoches,Louisiana,71457,,,Louisiana,71457
Buon Appetito Ristorante,brewpub,6147 York Rd,Spring Grove,Pennsylvania,17362-9120,,,Pennsylvania,17362
Buoy Beer Company,micro,1 8th St,Astoria,Oregon,97103-4506,-123.835151,46.1913235,Oregon,97103
Bur Oak Brewing Company,micro,8250 E Trade Center Dr,Columbia,Missouri,65201-7635,-92.210993,38.954686,Missouri,65201
Burdick Brewery,closed,8520 14th Ave S,Seattle,Washington,98108-4803,-122.3145617,47.5267286,Washington,98108
Burgeon Beer Company,micro,6350 Yarrow Dr Ste C,Carlsbad,California,92011-1544,-117.2732302,33.11992082,California,92011
Burghâers Brewing,micro,22410 Perry Hwy Ste 410E,Zelienople,Pennsylvania,16063-2935,,,Pennsylvania,16063
Burgundian Brewing Co.,micro,4725 Lipan St,Denver,Colorado,80211-2334,-105.0024095,39.7825168,Colorado,80211
Burial Beer Co,micro,40 Collier Ave,Asheville,North Carolina,28801-4024,-82.55379062,35.5879562,North Carolina,28801
Burial Beer Co Forestry Camp,micro,,Asheville,North Carolina,28803-2719,,,North Carolina,28803
Buried Acorn Brewing Company,planning,,Syracuse,New York,13204-1156,,,New York,13204
Burke-Gilman Brewing,micro,3626 NE 45th St Ste 102,Seattle,Washington,98105-5652,-122.2880715,47.66183205,Washington,98105
Burke's Alewerks,micro,200 Webster St Ste 3,Hanover,Massachusetts,02339-1230,,,Massachusetts,02339
Burley Oak Craft Brewery,micro,10016 Old Ocean City Blvd,Berlin,Maryland,21811-1145,-75.2169864,38.3336448,Maryland,21811
Burlington Beer Company,micro,25 Omega Dr Ste 150,Williston,Vermont,05495-7334,,,Vermont,05495
"Burly Brewing Company, LLC",micro,680 Atchison Way Ste 700-800,Castle Rock,Colorado,80109-3106,,,Colorado,80109
Burn'Em Brewing,brewpub,718 Freyer Rd,Michigan City,Indiana,46360-1911,-86.82979191,41.73849717,Indiana,46360
Burnin Daylight Brewing Company,planning,,Lomita,California,90717,-118.3195014,33.8036545,California,90717
Burning Beard Brewing,micro,785 Vernon Way,El Cajon,California,92020-1938,-116.9717836,32.81201287,California,92020
Burning Brothers Brewing,micro,1750 Thomas Ave Ste 2,Saint Paul,Minnesota,55104-2918,,,Minnesota,55104
Burning Bush Brewery,planning,,Wilmette,Illinois,60091-2703,,,Illinois,60091
Burns Family Artisan Ales,planning,,Denver,Colorado,80219-1655,,,Colorado,80219
Burnside Brewing Co,micro,701 E Burnside St,Portland,Oregon,97214-1218,-122.6584695,45.5233261,Oregon,97214
Burnt City Brewing,micro,2747 N Lincoln Ave,Chicago,Illinois,60614-1320,-87.65722732,41.93185255,Illinois,60614
Burnt Hickory Brewery,micro,2260 Moon Station Ct NW Ste 210,Kennesaw,Georgia,30144-5653,,,Georgia,30144
Burnt Timber Brewing,brewpub,96 Lehner St,Wolfeboro,New Hampshire,03894,-71.20968924,43.58632316,New Hampshire,03894
Burt Lake Brewery / Seasons of the North Winery,micro,9090 W M-68 Hwy,Alanson,Michigan,49706,,,Michigan,49706
Burwood Brewing Company,micro,1120 E St,Walla Walla,Washington,99362-9505,-118.2653286,46.0940928,Washington,99362
Bury Me Brewing Company,micro,4224 Cleveland Ave Ste 7,Fort Myers,Florida,33901-9051,,,Florida,33901
Busted Knuckle Brewery,micro,303 1st Ave S,Glasgow,Montana,59230-2308,-106.6335464,48.1938472,Montana,59230
Busted Knuckle Brewery,micro,213 11th St W,Williston,North Dakota,58801-5125,-103.6271886,48.15635372,North Dakota,58801
Busted Sandal Brewing Company,micro,7114 Oaklawn Dr,San Antonio,Texas,78229-3021,,,Texas,78229
Buster's Brew Pub,brewpub,Euphrates River Valley Road Bldg P-4350,Fort Drum,New York,13602,,,New York,13602
Butcherknife Brewing Company,micro,2875 Elk River Rd,Steamboat Springs,Colorado,80487-5076,-106.857763,40.510887,Colorado,80487
Butler Brew Works,brewpub,101 S Main St,Butler,Pennsylvania,16001-5907,-79.895238,40.860914,Pennsylvania,16001
Butte Brewing Co,micro,465 E Galena St,Butte,Montana,59701-1928,-112.5259197,46.01246804,Montana,59701
Butternuts Beer,micro,4021 State Highway 51,Garrattsville,New York,13342-1705,-75.1914973,42.62396243,New York,13342
"Button Brew House, LLC",micro,6800 N Camino Martin Ste 160,Tucson,Arizona,85741-2395,,,Arizona,85741
Buttonwoods Brewery,micro,530 Wellington Ave Ste 22,Cranston,Rhode Island,02910-2997,-71.4263784,41.7731564,Rhode Island,02910
Buzz Bomb Brewing Co,micro,406 E Adams St,Springfield,Illinois,62701,-89.65050394,39.8005279,Illinois,62701
Buzzards Bay Brewing Co,micro,98 Horseneck Rd,Westport,Massachusetts,02790-1399,-71.04970461,41.55207456,Massachusetts,02790
"BW Farm, LLC",planning,,Owings,Maryland,20736-9109,,,Maryland,20736
Byers Brewing Company,planning,,DeKalb,Illinois,60115-4661,,,Illinois,60115
Byway Brewing Company,brewpub,2825 Carlson Dr,Hammond,Indiana,46323-1183,,,Indiana,46323
C.B. and Potts/Big Horn Brewery - Englewood,brewpub,6575 Greenwood Plaza Blvd,Englewood,Colorado,80111-4933,,,Colorado,80111
C.B. and Potts/Big Horn Brewery - Highlands Ranch,brewpub,43 W Centennial Blvd,Highlands Ranch,Colorado,80129-2323,-104.9887246,39.56211674,Colorado,80129
C.B. and Potts/Big Horn Brewery - Westminster,brewpub,1257 W 120th Ave,Westminster,Colorado,80234-2725,-105.0040899,39.91376115,Colorado,80234
Cabarrus Brewing Company,micro,329 McGill Ave NW,Concord,North Carolina,28027-6149,-80.60600028,35.41573578,North Carolina,28027
Cabin Boys Brewery,micro,1717 E. 7th Steeet,Tulsa,Oklahoma,74104,-95.966947,36.1515468,Oklahoma,74104
Cabinet Mountain Brewing Co,brewpub,206 Mineral Ave,Libby,Montana,59923-1952,-115.5506412,48.3936508,Montana,59923
Caboose Brewing Co.,brewpub,520 Mill St NE,Vienna,Virginia,22180-4526,-77.2705542,38.9077525,Virginia,22180
Cactus Land Brewing Company,micro,368 County Road 325,Adkins,Texas,78101-2812,,,Texas,78101
Cafe Karibo,brewpub,27 N 3rd St,Fernandina Beach,Florida,32034-4111,-81.46300291,30.6716253,Florida,32034
Cage Brewing,micro,2001 1st Ave S,Saint Petersburg,Florida,33712-1201,-82.660409,27.770292,Florida,33712
Cahaba Brewing Co,micro,4500 5th Ave S Ste C,Birmingham,Alabama,35222-2911,,,Alabama,35222
Cairn Brewing,micro,7204 NE 175th St,Kenmore,Washington,98028-3561,-122.2440866,47.7571424,Washington,98028
Cajun Brewing,micro,206 Rayburn St,Lafayette,Louisiana,70506-4130,-92.04978922,30.21549043,Louisiana,70506
Calapooia Brewing Co / Siletz Ales,micro,140 NE Hill St,Albany,Oregon,97321-3002,-123.0937773,44.6394668,Oregon,97321
Caldera Brewing Co,micro,590 Clover Ln,Ashland,Oregon,97520-3709,-122.6633744,42.18373846,Oregon,97520
Caledonia Brewing,micro,587 Main St,Dunedin,Florida,34698-4998,-82.7840735,28.01394225,Florida,34698
Calfkiller Brewing Co,micro,1839 Blue Springs Rd,Sparta,Tennessee,38583-2714,-85.42206083,35.94460668,Tennessee,38583
Calibration Brewery,brewpub,119 Armour Rd,Kansas City,Missouri,64116-3502,-94.578762,39.141723,Missouri,64116
Calicraft Brewing Co,micro,2700 Mitchell Dr Bldg 2,Walnut Creek,California,94598-1602,-122.0257068,37.93059284,California,94598
California Cider Co.,planning,,Sebastopol,California,95472,-122.8332502,38.3845125,California,95472
California Wild Ales,contract,4204 Sorrento Valley Blvd,San Diego,California,92121-1446,-117.2146488,32.905002,California,92121
Call To Arms Brewing Company,micro,4526 Tennyson St,Denver,Colorado,80212-2527,-105.0435373,39.7788541,Colorado,80212
Callahan West Brewery,micro,20 Main St,Mosquero,New Mexico,87733,-103.9581938,35.77706974,New Mexico,87733
Callsign Brewing,micro,1447 Gentry St,North Kansas City,Missouri,64116,-94.574428,39.138525,Missouri,64116
Calusa Brewing Company,micro,5701 Derek Ave,Sarasota,Florida,34233-2413,-82.483799,27.269363,Florida,34233
Calvert Brewing Co,micro,150 Adelina Rd,Prince Frederick,Maryland,20678-3709,,,Maryland,20678
Calvert Brewing Co,micro,15850 Commerce Ct,Upper Marlboro,Maryland,20774-7437,,,Maryland,20774
Cambridge Brewing Co,brewpub,1 Kendall Sq Ste B1102,Cambridge,Massachusetts,02139-1592,,,Massachusetts,02139
Cambridge House Brew Pub - Granby,brewpub,357 Salmon Brook St,Granby,Connecticut,06035-0438,-72.79259539,41.96631414,Connecticut,06035
Camino Brewing Co LLC,micro,718 S 1st St,San Jose,California,95113,-121.8823478,37.32530178,California,95113
Camp Colvos Brewing,micro,17636 Vashon Hwy SW,Vashon,Washington,98070-6052,-122.4602697,47.44701386,Washington,98070
Campbell Brewing Co,micro,200 E Campbell Ave,Campbell,California,95008-2010,-121.9332743,37.2870748,California,95008
Can Of Worms Brewing,planning,,Glendale,California,91214-1713,-118.2462486,34.192912,California,91214
Canal Park Brewery,brewpub,300 Canal Park Dr,Duluth,Minnesota,55802-2316,,,Minnesota,55802
Candia Road Brewing / Nepenthe Ale House,micro,840 Candia Rd,Manchester,New Hampshire,03109-5201,-71.41301096,42.9849563,New Hampshire,03109
Cannon Ball Brewing Company,brewpub,1702 Bellefontaine St,Indianapolis,Indiana,46202-1813,-86.14245603,39.79046798,Indiana,46202
Cannon Brewpub,brewpub,1041 Broadway,Columbus,Georgia,31901-5256,,,Georgia,31901
Cannonball Creek Brewing Co,micro,393 Washington Ave Unit A,Golden,Colorado,80403-1889,,,Colorado,80403
Canon & Draw Brewing Company,micro,1527 W Main St,Richmond,Virginia,23220,-77.46012854,37.54707897,Virginia,23220
Canteen Brewhouse,micro,2381 Aztec Rd NE,Albuquerque,New Mexico,87107-4207,-106.617653,35.12025411,New Mexico,87107
Canterbury Aleworks,micro,305 Baptist Hill Rd,Canterbury,New Hampshire,03224-2509,-71.51484346,43.38577573,New Hampshire,03224
"Canton Brew Works, LLC",micro,8521 N Lilley Rd,Canton,Michigan,48187-2091,-83.4586331,42.3224786,Michigan,48187
Canton Brewing Company,brewpub,120 3rd St NW,Canton,Ohio,44702,-81.37453867,40.7998289,Ohio,44702
Canyon Club Brewery,planning,,Moraga,California,94556,-122.12883,37.834897,California,94556
Canyon Creek Brewing,micro,3060 Gabel Rd,Billings,Montana,59102-7336,-108.5916752,45.74436502,Montana,59102
Canyon Lakes Golf Course & Brewery,brewpub,640 Bollinger Canyon Way,San Ramon,California,94582-4971,-121.94788,37.77114856,California,94582
Cape Ann Brewing Co,brewpub,11 Rogers St,Gloucester,Massachusetts,01930-5014,-70.66509344,42.61161602,Massachusetts,01930
Cape Ann Lanes,planning,,Gloucester,Massachusetts,01930-2256,,,Massachusetts,01930
Cape Charles Brewing Company,brewpub,2198 Stone Rd,Cape Charles,Virginia,23310-2706,-75.992111,37.269795,Virginia,23310
Cape Cod Beer,micro,1336 Phinneys Ln Ste 2-2,Hyannis,Massachusetts,02601-1875,,,Massachusetts,02601
Cape May Brewing Company,micro,409 Breakwater Rd,Cape May,New Jersey,08204-4537,-74.91285755,39.00066318,New Jersey,08204
Cape May Brewing Company - Rio Grande,micro,1288 Hornet Rd,Rio Grande,New Jersey,08242-2210,,,New Jersey,08242
Cape Vincent Brewing Co,micro,296 Broadway St,Cape Vincent,New York,13618,-76.33484565,44.12823687,New York,13618
Capital Brewery Co Inc,regional,7734 Terrace Ave,Middleton,Wisconsin,53562-3163,-89.51657978,43.09489645,Wisconsin,53562
Capitol City Brewing Co,contract,2 Massachusetts Ave NE,Washington,District of Columbia,20002-4945,-77.0082686,38.8979293,District of Columbia,20002
Capitol Creek Brewery,brewpub,371 Market St,Basalt,Colorado,81621-7409,,,Colorado,81621
Capstan Bar Brewing Company,micro,2036 Exploration Way,Hampton,Virginia,23666-6260,-76.3994756,37.082339,Virginia,23666
Captain Fatty's,micro,6483 Calle Real Ste D,Goleta,California,93117-1541,-119.8524005,34.4394769,California,93117
Captain Lawrence Brewing Co,regional,444 Saw Mill River Rd Ste 100,Elmsford,New York,10523-1031,-73.839113,41.03486,New York,10523
Captains Brewing Company,micro,,Ridgefield,Washington,98642,,,Washington,98642
Caracara Brewing Company,micro,100 E Market St,Lockhart,Texas,78644-2747,-97.672065,29.883798,Texas,78644
Carbon Brewing Company,planning,,Brazil,Indiana,47834-7046,,,Indiana,47834
Carbondale Beer Works,brewpub,647 Main St,Carbondale,Colorado,81623-1934,-107.2134909,39.40060712,Colorado,81623
Cardinal Craft Brewing Academy/ Skagit Valley College,micro,15579 Peterson Rd,Burlington,Washington,98233-3625,-122.3533958,48.4719343,Washington,98233
Carey's Brew House,brewpub,58 Bridge St,Corning,New York,14830-2239,-77.06089704,42.15025771,New York,14830
Carillon Brewing Company,brewpub,1000 Carillon Blvd,Dayton,Ohio,45409-2023,-84.20121,39.730102,Ohio,45409
Carlyle Brewing Co,brewpub,215 E State St,Rockford,Illinois,61104-1010,-89.09053,42.2689989,Illinois,61104
Carmody Irish Pub & Brewing,brewpub,308 E Superior St,Duluth,Minnesota,55802-2120,-92.09418809,46.78986799,Minnesota,55802
Carolina Bauernhaus Ales,brewpub,115 Federal St,Anderson,South Carolina,29625-4364,,,South Carolina,29625
Carolina Brewery - Chapel Hill,brewpub,460 W Franklin St,Chapel Hill,North Carolina,27516,-79.0627304,35.9106269,North Carolina,27516
Carolina Brewery - Pittsboro,micro,120 Lowes Dr Ste 100,Pittsboro,North Carolina,27312-8872,-79.1652429,35.7438093,North Carolina,27312
Carolina Brewing Co,micro,140 Thomas Mill Rd,Holly Springs,North Carolina,27540-9372,-78.85444105,35.6561051,North Carolina,27540
Carroll Brewing Co.,micro,226 E 5th St,Carroll,Iowa,51401-2743,-94.86534008,42.06385868,Iowa,51401
Carson's Brewery,micro,2404 Lynch Rd,Evansville,Indiana,47711-2953,,,Indiana,47711
Carters Brewing,micro,2526 Montana Ave,Billings,Montana,59101-2313,-108.5016538,45.78291334,Montana,59101
Carton Brewing Co,micro,6 E Washington Ave,Atlantic Highlands,New Jersey,07716-1230,-74.0381651,40.4117685,New Jersey,07716
Carver Brewing Co,brewpub,1022 Main Ave,Durango,Colorado,81301-5124,-107.8800415,37.2748415,Colorado,81301
Cary Ale House,brewpub,208 W Main St Lowr 1,Cary,Illinois,60013-2786,,,Illinois,60013
Casa Agria Specialty Ales,proprietor,701 del Norte Blvd Ste 310,Oxnard,California,93030-7980,-119.1276491,34.20845783,California,93030
Casa Vieja LLC,planning,,Corrales,New Mexico,87048-8616,,,New Mexico,87048
Cascade Brewing,brewpub,7424 SW Beaverton Hillsdale Hwy,Portland,Oregon,97225-2149,-122.699417,45.478513,Oregon,97225
Cascade Brewing Barrel House,micro,939 SE Belmont St,Portland,Oregon,97214-2519,-122.6560057,45.5167536,Oregon,97214
Cascade Brewing Blending House,micro,6770 SW 111th Ave,Beaverton,Oregon,97008-5336,-122.7900557,45.4709556,Oregon,97008
Cascade Lakes Brewing Co,micro,2141 SW 1st St,Redmond,Oregon,97756-7131,-121.1700542,44.26491002,Oregon,97756
Cascadia Brewing Co.,closed,211 4th Ave E,Olympia,Washington,98501-1104,-122.900174,47.04491273,Washington,98501
Casey Brewing and Blending,micro,3421 Grand Ave Ste 4D,Glenwood Springs,Colorado,81601-4493,,,Colorado,81601
Cash Brewing Company,closed,3388 NW Byron St Ste 100,Silverdale,Washington,98383-8548,,,Washington,98383
Castle Brewing Co,brewpub,1310 W Washington,Greenville,Michigan,48838,,,Michigan,48838
Castle Church Brewing Community,planning,,Kissimmee,Florida,34744-3990,,,Florida,34744
Castle Danger Brewery,micro,17 7th St,Two Harbors,Minnesota,55616-1672,-91.6731853,47.0194124,Minnesota,55616
Castle Island Brewing Co.,micro,31 Astor Ave,Norwood,Massachusetts,02062-5016,-71.19186438,42.16931297,Massachusetts,02062
Castle Point Brewery,contract,200 Garden St C/O Red Bridge Homes,Hoboken,New Jersey,07030-3793,,,New Jersey,07030
Castle Rock Beer Company,micro,514 Perry St Ste C106,Castle Rock,Colorado,80104-1711,,,Colorado,80104
Castleburg Brewery,micro,1626 Ownby Ln,Richmond,Virginia,23220-1317,,,Virginia,23220
Casual Animal,micro,1725 McGee St,Kansas City,Missouri,64108,-94.57977386,39.0924045,Missouri,64108
