City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
435,"Visalia city, California",06,82954,142976,68625,74351,33.6,34.4,32.7,98671,10773,20112,14445,10562,9644,30614,64165,67834,52000,35556,107351,42436,47128,49257,47660,1597
436,"Vista city, California",06,82996,98671,52940,45731,33.5,33.5,33.4,27835,1757,3506,2420,3420,5626,8188,84262,92030,46209,36705,79077,37827,30123,31525,30614,911
437,"Walnut city, California",06,83332,27835,13476,14359,47.4,45.5,49.2,69705,5053,8248,8844,8276,7996,31035,133526,152382,43821,58304,23034,8759,8524,9036,8188,848
438,"Walnut Creek city, California",06,83346,69705,33279,36426,44.9,44.1,45.4,28183,2455,5232,5357,2311,1616,6514,118483,151086,50068,66318,57993,19208,20298,32398,31035,1363
439,"Wasco city, California",06,83542,28183,17364,10819,29.6,30.3,28.4,52068,6192,5238,7312,5881,4865,14634,42482,41566,50904,26175,20241,11949,6234,7264,6514,750
440,"Watsonville city, California",06,83668,52068,25851,26217,30.6,34.1,28.3,19064,1348,2925,2163,2174,3425,6681,72946,74794,65208,36261,38302,16749,15404,15165,14634,531
441,"West Carson CDP, California",06,84144,19064,8713,10351,44.6,40.1,50.7,107031,9747,15126,14570,13873,12423,32012,93288,102153,71426,46486,16216,5606,6854,7702,6681,1021
442,"West Covina city, California",06,84200,107031,51293,55738,40.1,38.6,41.2,34944,884,9834,6309,5152,5075,21518,88476,93527,68578,40235,88889,34228,34695,33792,32012,1780
443,"West Hollywood city, California",06,84410,34944,19932,15012,39.6,45.4,34.9,90213,8255,9382,11817,12808,13730,27935,84453,83020,27369,65753,32822,16906,10430,25135,21518,3617
444,"Westminster city, California",06,84550,90213,42672,47541,41.9,43.3,40.7,39508,4186,7183,4624,4358,4382,11241,66862,69388,49663,35409,74785,29915,29170,29012,27935,1077
445,"Westmont CDP, California",06,84592,39508,18483,21025,30.8,27.7,33.0,21002,1638,2720,3844,2664,2455,4913,54311,59284,79804,29297,29849,11757,14265,11936,11241,695
446,"West Puente Valley CDP, California",06,84774,21002,11416,9586,38.7,38.2,39.2,25912,2161,4446,3155,3227,4290,7515,77202,76796,60700,31347,17558,7724,6325,5227,4913,314
447,"West Rancho Dominguez CDP, California",06,84780,25912,13208,12704,35.8,33.2,40.1,53641,5540,7019,9061,6725,5451,19643,76856,89513,61170,35865,19800,8761,8619,7617,7515,102
448,"West Sacramento city, California",06,84816,53641,27252,26389,36.1,35.8,36.8,23207,1566,3969,2886,3503,2994,6564,80320,97219,63720,41550,43009,18061,18038,19869,19643,226
449,"West Whittier-Los Nietos CDP, California",06,84921,23207,10703,12504,39.2,40.2,38.6,85306,9629,11272,10798,12927,12013,27773,106081,106726,44914,45921,19207,7503,8125,6748,6564,184
450,"Whittier city, California",06,85292,85306,43411,41895,38.7,35.1,41.3,37185,2747,4440,6040,5200,4663,11378,84320,98641,60533,42001,70554,29657,29552,28607,27773,834
451,"Wildomar city, California",06,85446,37185,20243,16942,38.4,35.8,44.2,26040,1994,2570,3812,3360,4219,9668,89028,88947,56648,41496,29832,12987,11614,11619,11378,241
452,"Windsor town, California",06,85922,26040,13296,12744,44.1,40.2,49.9,61391,6709,7802,7776,6654,7677,20407,121162,140689,36549,54412,21507,8389,8073,10063,9668,395
453,"Woodland city, California",06,86328,61391,28925,32466,36.6,35.3,37.4,67992,3666,9149,7873,9336,10856,24098,68655,81709,-666666666,40380,47413,18465,19407,21245,20407,838
454,"Yorba Linda city, California",06,86832,67992,32443,35549,45.4,46.1,44.6,69544,6760,9796,9002,8259,8598,24176,133365,155445,50101,59246,56752,20311,22361,24897,24098,799
455,"Yuba City city, California",06,86972,69544,36080,33464,36.5,34.1,39.8,54739,4653,7459,5786,6675,5359,18303,61443,67023,72164,33000,54208,23387,20284,24529,24176,353
456,"Yucaipa city, California",06,87042,54739,24163,30576,34.8,38.6,33.3,21140,1171,2394,4054,524,1571,8284,70446,100970,58069,40254,40839,15413,15959,18773,18303,470
457,"Yucca Valley town, California",06,87056,21140,8461,12679,35.7,40.6,31.9,123829,7854,16090,20956,15410,13998,50678,47173,78275,66878,39701,15282,4467,5611,9758,8284,1474
458,"Arvada city, Colorado",08,03455,123829,60543,63286,39.7,39.3,40.2,389675,35930,60744,61652,48168,42361,140003,92647,116275,38005,54054,100012,38123,38962,51928,50678,1250
459,"Aurora city, Colorado",08,04000,389675,196006,193669,35.6,34.9,36.4,20503,1315,946,1533,2916,3698,5961,71647,90117,41245,39641,306401,131431,127841,149636,140003,9633
460,"Black Forest CDP, Colorado",08,06970,20503,10557,9946,46.1,45.2,46.5,104178,31862,17857,10240,10793,8387,42376,126573,153162,75637,64924,15905,6293,5787,5961,5961,0
461,"Boulder city, Colorado",08,07850,104178,52286,51892,29.2,29.2,29.1,40783,3183,4872,6007,6368,4224,13498,84167,126097,75135,30203,94422,41996,39534,44793,42376,2417
462,"Brighton city, Colorado",08,08675,40783,21533,19250,35.5,32.2,38.5,75325,6059,11281,11274,10728,8826,30161,71238,82892,62181,42131,30753,14314,12342,13816,13498,318
463,"Broomfield city, Colorado",08,09280,75325,37295,38030,38.9,37.9,39.5,76366,5607,8819,13162,11345,8647,27249,107638,129412,52368,52815,61651,25627,24700,31800,30161,1639
464,"Castle Rock town, Colorado",08,12415,76366,36808,39558,35.6,36.5,34.9,106957,7154,12137,14510,15642,13190,39660,125657,137087,47455,62025,56465,24865,24891,28082,27249,833
465,"Centennial city, Colorado",08,12815,106957,53311,53646,41.0,38.2,43.7,19005,1963,2110,2292,3279,2237,8093,108531,126737,50789,56475,85147,33729,32544,41114,39660,1454
466,"Clifton CDP, Colorado",08,15165,19005,10040,8965,40.6,39.8,46.3,483969,48768,82915,65921,55957,53129,197542,33753,44646,58552,24531,15874,6859,5680,8093,8093,0
467,"Colorado Springs city, Colorado",08,16000,483969,241645,242324,35.6,34.8,36.4,27824,1436,3527,4376,2637,2893,9742,74579,91259,47921,40289,390552,163917,155103,205380,197542,7838
468,"Columbine CDP, Colorado",08,16110,27824,13997,13827,37.3,35.5,39.1,64293,5269,9864,9818,10267,6687,21644,112857,126128,47486,54429,20988,7617,8143,9742,9742,0
469,"Commerce City city, Colorado",08,16495,64293,32506,31787,33.8,31.9,35.9,32472,2320,4034,4632,4886,4577,12242,86670,104472,80577,46874,49487,21597,22941,23260,21644,1616
470,"Dakota Ridge CDP, Colorado",08,19150,32472,15649,16823,42.2,41.9,43.1,711463,57529,164316,120372,83108,67270,326634,104438,124727,25540,52805,26521,10352,10817,12505,12242,263
471,"Denver city, Colorado",08,20000,711463,358282,353181,35.1,35.1,35.1,20328,4138,3382,3208,2591,1527,8555,81630,105365,43326,50986,592643,259713,246522,351829,326634,25195
472,"Durango city, Colorado",08,22035,20328,10870,9458,37.0,37.8,35.1,33521,2566,7177,5359,4438,3962,15537,72909,100508,49659,28172,18395,7924,7271,9107,8555,552
473,"Englewood city, Colorado",08,24785,33521,17100,16421,37.2,38.0,36.3,34110,2290,3382,5460,6108,3197,10976,81539,109547,59043,53546,29043,12907,11197,16905,15537,1368
474,"Erie town, Colorado",08,24950,34110,19029,15081,36.4,34.2,37.6,21282,2289,3192,3652,2329,1837,7093,152270,164910,56355,53295,24185,12504,9037,11127,10976,151
475,"Evans city, Colorado",08,25280,21282,10422,10860,32.0,30.2,34.1,20616,7189,4298,1421,876,355,70686,63498,67128,62020,35730,15802,6188,7727,7555,7093,462
476,"Fort Carson CDP, Colorado",08,27370,20616,13419,7197,21.9,21.6,23.4,168535,35558,30871,22502,15128,16791,9752,61686,61686,45454,31071,14379,9935,4444,4288,3961,327
477,"Fort Collins city, Colorado",08,27425,168535,86253,82282,30.4,29.8,31.0,29673,3338,4768,5224,1708,2552,9967,73945,107464,33345,35115,143735,64100,60846,73397,70686,2711
478,"Fountain city, Colorado",08,27865,29673,14755,14918,27.3,24.7,29.0,20616,1890,6910,4114,1426,2097,7840,76772,88544,32296,46099,20689,8264,10436,10041,9752,289
479,"Four Square Mile CDP, Colorado",08,27950,20616,9443,11173,32.6,33.1,32.3,20614,4283,3253,3033,2696,2002,28352,71816,111644,49374,51443,17561,7865,8636,10895,9967,928
480,"Golden city, Colorado",08,30835,20614,12299,8315,35.0,30.1,41.8,66951,8754,9967,8730,5235,8805,38381,83772,165147,31181,36802,18056,9525,5955,7882,7840,42
481,"Grand Junction city, Colorado",08,31660,66951,33605,33346,39.0,37.4,40.1,109340,14082,18311,13065,11243,11674,38117,59201,81755,48319,34001,56261,20831,21522,30264,28352,1912
482,"Greeley city, Colorado",08,32155,109340,52741,56599,31.7,32.0,31.2,98239,8320,10499,11738,18318,13754,13394,64853,76268,26411,36684,84090,35843,35740,40510,38381,2129
483,"Highlands Ranch CDP, Colorado",08,36410,98239,49741,48498,43.1,40.1,44.3,35304,1596,4103,6145,4806,4792,12888,137241,152062,53344,63832,79536,32581,33164,38952,38117,835
484,"Ken Caryl CDP, Colorado",08,40377,35304,18831,16473,39.8,38.8,43.2,31000,1908,3040,5104,4770,3861,70751,101944,116606,32604,53764,28755,12041,11056,13637,13394,243
485,"Lafayette city, Colorado",08,41835,31000,14743,16257,40.7,37.9,42.4,156612,11638,31476,20730,17586,21759,21679,110000,129312,50803,54501,23672,8995,10104,13756,12888,868
486,"Lakewood city, Colorado",08,43000,156612,77950,78662,39.4,38.5,40.7,45884,3144,6380,5441,4804,7710,43519,77122,95805,58023,47722,134164,54223,52123,75300,70751,4549
487,"Littleton city, Colorado",08,45255,45884,21142,24742,46.5,48.9,43.4,100427,7227,15043,15225,11429,13714,9080,84825,126063,75069,46820,39125,13392,14704,23506,21679,1827
488,"Longmont city, Colorado",08,45970,100427,51064,49363,40.9,40.0,42.3,22911,1275,3114,2552,2969,4298,35803,72911,104050,35954,43440,83965,33877,30979,44891,43519,1372
489,"Louisville city, Colorado",08,46355,22911,11402,11509,42.2,40.8,43.3,77185,5784,9009,10001,9020,10105,13452,143077,153596,33996,65290,18452,7679,7484,9545,9080,465
490,"Loveland city, Colorado",08,46465,77185,36579,40606,43.8,43.3,44.2,37307,3022,6571,6137,3824,3912,20676,66535,80530,62347,42086,64956,22117,24025,36659,35803,856
491,"Northglenn city, Colorado",08,54330,37307,19058,18249,34.7,31.8,36.7,60316,6530,6914,9209,8517,7654,47901,67139,77181,41607,41698,29032,12236,12368,14048,13452,596
492,"Parker town, Colorado",08,57630,60316,30283,30033,35.4,36.5,34.2,112358,11325,14711,13872,12826,14179,12146,120000,129566,57116,54360,46149,21402,19707,21478,20676,802
493,"Pueblo city, Colorado",08,62000,112358,56044,56314,38.6,37.1,40.7,32991,2056,4904,4689,3940,3997,12683,49598,64136,61508,35219,90585,35332,34295,50106,47901,2205
494,"Pueblo West CDP, Colorado",08,62220,32991,16173,16818,41.0,40.7,41.1,34419,2154,5482,5572,4058,4169,48263,84906,98403,35234,48618,26890,10393,10385,12521,12146,375
495,"Security-Widefield CDP, Colorado",08,68847,34419,16649,17770,38.7,38.8,38.6,142599,14118,20924,23261,17845,14379,47797,73750,82817,44915,43019,27568,11509,10661,13341,12683,658
496,"Thornton city, Colorado",08,77290,142599,72137,70462,34.7,34.9,34.6,114573,10741,23341,15119,12675,14135,14837,93873,102982,87075,46327,109180,47953,45996,48948,48263,685
497,"Westminster city, Colorado",08,83835,114573,55545,59028,36.4,36.3,36.5,32723,3217,6750,5000,3063,4854,14346,86688,107157,28241,50263,96285,39426,39375,51037,47797,3240
498,"Wheat Ridge city, Colorado",08,84440,32723,17147,15576,38.5,37.5,42.0,35682,1624,5175,3957,6243,4935,57732,93001,110515,51694,50472,29359,13029,10497,15824,14837,987
499,"Windsor town, Colorado",08,85485,35682,18874,16808,44.3,41.4,47.6,148345,15147,24240,17970,17749,20453,25662,121258,134496,33513,57107,29434,12159,10939,14881,14346,535
500,"Bridgeport city, Connecticut",09,08000,148345,70628,77717,38.1,38.2,38.1,60656,6461,7769,7511,7796,9953,33024,46445,66571,72623,31135,122308,46903,52751,61494,57732,3762
501,"Bristol city, Connecticut",09,08420,60656,30663,29993,41.3,37.9,43.5,86749,9128,11370,12590,13414,9465,20876,72500,103689,34519,46861,51039,21011,19765,28034,25662,2372
502,"Danbury city, Connecticut",09,18430,86749,41381,45368,41.7,40.2,42.2,50733,4643,7036,5631,6347,8025,12040,79079,99479,54899,41098,71359,29633,27832,35346,33024,2322
503,"East Hartford CDP, Connecticut",09,22700,50733,22239,28494,38.6,33.0,42.7,27802,2253,4481,2200,3419,5575,45491,50486,65307,70231,33833,41609,14780,19310,21884,20876,1008
504,"East Haven CDP, Connecticut",09,22980,27802,12536,15266,50.1,46.5,52.4,120593,18030,17991,17161,13294,11649,16207,99383,128228,47799,51004,24831,8264,10422,12335,12040,295
505,"Hartford city, Connecticut",09,37000,120593,60109,60484,32.3,29.5,34.9,36371,3931,5559,4244,5186,5547,26475,42468,45340,30752,27723,95075,41027,40259,55111,45491,9620
506,"Manchester CDP, Connecticut",09,44690,36371,17967,18404,41.3,38.5,44.3,60505,4395,9911,6637,7146,8984,20471,72822,93754,26472,41967,30896,12711,12350,16700,16207,493
507,"Meriden city, Connecticut",09,46450,60505,30800,29705,41.7,38.1,44.9,47116,6797,9073,3402,5511,8023,20817,58222,77674,41111,36460,50162,20264,18083,27753,26475,1278
508,"Middletown city, Connecticut",09,47290,47116,23212,23904,38.3,36.2,43.8,50433,3547,5709,5802,8137,7793,12180,76254,104230,76236,44888,42061,17600,16471,21821,20471,1350
509,"Milford city (balance), Connecticut",09,47515,50433,23224,27209,47.9,49.2,46.6,31426,2350,3757,6282,2908,4411,28450,103969,130602,57139,61487,42946,14387,17336,22809,20817,1992
510,"Naugatuck borough, Connecticut",09,49880,31426,15928,15498,40.2,39.9,40.3,73835,7825,12860,9133,8794,7277,56373,94870,103131,49664,51506,25720,10877,10575,12656,12180,476
511,"New Britain city, Connecticut",09,50370,73835,34552,39283,34.0,33.3,35.1,135076,21356,26477,17965,12246,12849,13289,51586,67482,81081,33221,58230,22976,24748,30456,28450,2006
512,"New Haven city, Connecticut",09,52000,135076,63507,71569,31.6,30.2,32.3,30373,2005,3169,2982,3534,6208,11224,50569,60965,53779,31596,112634,45624,50514,61547,56373,5174
513,"Newington CDP, Connecticut",09,52210,30373,14235,16138,51.5,50.4,54.1,27639,6945,5094,3243,2006,2303,9242,89229,112716,38870,52096,26424,9199,9272,14124,13289,835
514,"New London city, Connecticut",09,52280,27639,12884,14755,29.8,30.5,29.6,24168,1945,2829,2937,3733,3095,36847,53298,54633,31445,26873,23621,9606,10042,12466,11224,1242
515,"North Haven CDP, Connecticut",09,54940,24168,11675,12493,43.3,43.1,44.1,91203,5457,14603,13593,10897,12959,17986,103681,128681,43407,56458,19453,7642,7211,9354,9242,112
516,"Norwalk city, Connecticut",09,55990,91203,46488,44715,38.3,37.0,41.0,40021,4303,5192,6751,3720,5503,17474,89047,106020,46190,46983,73424,30194,29178,39560,36847,2713
517,"Norwich city, Connecticut",09,56200,40021,20592,19429,38.1,37.6,38.5,41469,2915,3857,5412,5095,7542,52816,67504,95031,50463,38834,32756,14653,11926,20125,17986,2139
518,"Shelton city, Connecticut",09,68100,41469,20279,21190,49.0,47.6,50.0,136312,12486,22988,19925,17543,16885,15121,88824,104313,42807,56611,34939,12383,12864,17773,17474,299
519,"Stamford city, Connecticut",09,73000,136312,67837,68475,38.3,37.2,40.2,35361,3538,4902,2777,3842,7544,9071,100543,107450,41419,46757,112984,47578,44479,57380,52816,4564
520,"Torrington city, Connecticut",09,76500,35361,17298,18063,50.2,48.3,51.5,22376,2895,2067,3764,3707,2252,45008,60465,72149,41649,41578,30781,11777,11115,16695,15121,1574
521,"Wallingford Center CDP, Connecticut",09,78880,22376,11303,11073,40.9,40.1,42.5,113820,10894,15961,12687,15926,15670,26532,79933,110850,46439,50050,18366,7659,7235,9426,9071,355
522,"Waterbury city, Connecticut",09,80000,113820,55311,58509,37.9,36.3,39.9,63957,5642,7422,8463,7842,7979,23622,48793,63562,36885,33650,90668,35778,37655,48607,45008,3599
523,"West Hartford CDP, Connecticut",09,82660,63957,31117,32840,41.4,40.5,42.5,55291,8908,6797,7145,6595,8020,11111,114149,151654,37956,68304,52155,19561,19549,27919,26532,1387
524,"West Haven city, Connecticut",09,82800,55291,27488,27803,39.6,38.3,42.0,27111,1843,3225,3804,3123,3958,8059,55985,79008,35420,30871,47780,19388,18511,23998,23622,376
525,"Wethersfield CDP, Connecticut",09,84970,27111,13328,13783,43.0,41.4,43.5,23012,1705,2179,2954,4000,3703,17099,100420,122115,37419,58259,22479,8275,8673,11525,11111,414
526,"Bear CDP, Delaware",10,04130,23012,12093,10919,43.6,40.1,47.5,38987,6616,4659,5019,3521,4733,9806,73911,74551,39579,37624,18436,7479,7433,8448,8059,389
527,"Dover city, Delaware",10,21200,38987,18257,20730,36.6,31.2,39.7,24169,1549,2923,2517,4708,2370,9474,49787,62549,36388,34881,32134,11373,13995,18925,17099,1826
528,"Middletown town, Delaware",10,47030,24169,11167,13002,47.1,40.8,47.8,31148,15008,3581,1705,1853,2120,32049,96623,112908,36413,59543,19846,7390,7105,9806,9806,0
529,"Newark city, Delaware",10,50670,31148,15515,15633,21.6,21.9,20.8,70750,4040,11422,10324,9386,10227,319565,43145,126333,81354,10856,28423,12799,11957,10828,9474,1354
530,"Wilmington city, Delaware",10,77580,70750,35236,35514,41.0,38.9,43.3,670050,65547,145879,110899,70143,66238,32823,55136,75714,43416,41116,59070,24484,22110,37153,32049,5104
531,"Washington city, District of Columbia",11,50000,670050,319025,351025,34.8,34.7,35.0,95779,13294,15015,9033,18984,11808,20283,90088,136184,46288,72457,553437,224198,243624,357482,319565,37917
532,"Alafaya CDP, Florida",12,00410,95779,49226,46553,37.0,33.4,42.7,45522,4006,10390,6660,4464,4187,10080,74796,87410,36710,36430,80058,35123,34784,34561,32823,1738
533,"Altamonte Springs city, Florida",12,00950,45522,21296,24226,34.3,31.5,36.3,24070,676,3926,2504,3287,3897,17533,57095,55127,32284,31338,37562,14096,16695,20705,20283,422
534,"Apollo Beach CDP, Florida",12,01675,24070,12812,11258,45.3,44.4,46.5,55496,3643,7664,10104,8149,4045,16412,96676,101205,42220,52094,19680,7459,7276,10606,10080,526
535,"Apopka city, Florida",12,01700,55496,28198,27298,37.6,34.9,39.4,39228,1388,3218,5385,5124,5794,10894,106348,118382,28158,44338,43037,18588,17211,17703,17533,170
536,"Aventura city, Florida",12,02681,39228,16954,22274,46.3,44.0,47.2,22227,1519,2604,2101,2138,2528,9876,72578,98041,45721,47729,30351,9095,12108,28807,16412,12395
537,"Bayonet Point CDP, Florida",12,04162,22227,9599,12628,53.1,50.5,53.7,26561,2098,3542,2715,4030,3800,7388,38235,48810,32521,31302,19660,4510,6947,12841,10894,1947
538,"Bellview CDP, Florida",12,05462,26561,12723,13838,38.3,30.4,46.2,19885,1145,950,3531,2282,3376,41318,58339,64073,30820,29772,20963,8444,8494,11236,9876,1360
539,"Bloomingdale CDP, Florida",12,06875,19885,9847,10038,43.2,43.2,43.0,95785,11617,11092,7487,11674,14898,23993,93717,100725,35654,48934,15706,5871,5720,8067,7388,679
540,"Boca Raton city, Florida",12,07300,95785,42417,53368,48.0,47.9,48.2,54905,3036,3805,5026,5416,9227,33201,85194,115388,43417,46391,82579,24897,33776,48657,41318,7339
541,"Bonita Springs city, Florida",12,07525,54905,27817,27088,58.1,55.3,60.0,80083,5903,12232,7785,11018,8849,24841,95335,110431,46984,34636,48064,14155,13002,38663,23993,14670
542,"Boynton Beach city, Florida",12,07875,80083,38115,41968,44.4,44.1,45.3,55895,3267,6394,5076,6039,7796,46925,61293,75858,47339,35237,66474,22835,24274,39736,33201,6535
543,"Bradenton city, Florida",12,07950,55895,26504,29391,48.4,47.4,49.8,116994,7634,20908,19512,14024,13212,9690,47421,61337,61414,31883,45797,14331,15048,31980,24841,7139
544,"Brandon CDP, Florida",12,08150,116994,58834,58160,36.8,36.0,37.9,29002,3882,3811,3441,3671,4192,79845,64357,84084,39422,41848,94374,41045,37124,50086,46925,3161
545,"Buenaventura Lakes CDP, Florida",12,09415,29002,14063,14939,40.8,40.1,43.8,204519,14917,21942,21306,28501,33868,14309,66596,75945,46727,31928,24659,10293,9382,10371,9690,681
546,"Cape Coral city, Florida",12,10275,204519,102415,102104,49.7,48.8,50.5,37026,1904,4475,4927,5405,4902,12781,66425,74616,26970,35312,174998,60696,62936,94442,79845,14597
547,"Carrollwood CDP, Florida",12,10825,37026,17547,19479,42.0,40.6,43.8,29091,1751,5746,3773,4309,4093,11972,66557,93252,35679,38832,29904,10788,12214,14709,14309,400
548,"Casselberry city, Florida",12,11050,29091,15719,13372,41.8,41.1,44.9,31508,2065,3168,5042,4787,6653,49486,55527,73330,37059,32549,25673,10938,9571,13267,12781,486
549,"Citrus Park CDP, Florida",12,12425,31508,14922,16586,42.0,42.9,41.2,116667,11498,16993,10960,14378,19083,17808,93656,90611,52543,42091,25560,10951,11197,11972,11972,0
550,"Clearwater city, Florida",12,12875,116667,58447,58220,49.0,44.8,51.4,44534,3558,3623,7770,3097,6778,26168,56626,80094,32083,35460,104364,38810,35889,60153,49486,10667
551,"Clermont city, Florida",12,12925,44534,19906,24628,40.3,40.1,41.8,57105,3633,8293,7249,6445,8322,11504,66813,81457,53659,40163,34803,11710,13753,18686,17808,878
552,"Coconut Creek city, Florida",12,13275,57105,26386,30719,43.2,43.1,43.4,33964,1810,3362,5643,4403,4543,18215,58912,83748,31669,39268,47929,17280,18380,29441,26168,3273
553,"Cooper City city, Florida",12,14125,33964,17131,16833,41.2,41.5,41.1,48367,7401,4982,5631,6268,5672,44417,117410,129514,38912,62864,26085,10715,9708,12547,11504,1043
554,"Coral Gables city, Florida",12,14250,48367,23424,24943,39.5,38.3,40.2,132822,11190,17875,17507,18920,17692,7882,115789,170158,84734,58177,40941,14761,16814,21199,18215,2984
555,"Coral Springs city, Florida",12,14400,132822,63117,69705,37.4,37.0,38.0,23139,2324,2136,2744,4014,1952,19156,81067,84618,42183,40794,103922,41806,45190,46687,44417,2270
556,"Coral Terrace CDP, Florida",12,14412,23139,11058,12081,47.1,40.9,49.9,52473,6145,5860,9061,6913,7328,10213,70000,86360,52726,35815,19181,6691,6574,8282,7882,400
557,"Country Club CDP, Florida",12,14895,52473,25825,26648,38.5,37.4,40.9,27828,2331,4598,4751,2504,2493,13898,66605,68439,31368,34659,42612,18333,18657,19580,19156,424
558,"Crestview city, Florida",12,15475,27828,14439,13389,34.2,30.5,35.9,44293,4876,3733,6112,6449,5922,12826,60796,72938,29572,35212,20958,9072,8452,11241,10213,1028
559,"Cutler Bay town, Florida",12,15968,44293,21517,22776,40.6,36.6,43.7,31464,1720,5120,3662,3807,4350,39061,68680,69862,33328,32551,35470,14593,14159,14799,13898,901
560,"Dania Beach city, Florida",12,16335,31464,16717,14747,36.4,31.5,42.4,104873,8594,14170,18080,12886,14040,34721,39785,32406,41477,25048,24444,9973,9970,15614,12826,2788
561,"Davie town, Florida",12,16475,104873,51823,53050,37.5,38.0,37.1,74435,11206,10159,8487,5826,12282,9544,73332,90017,60288,40876,82553,33393,35685,41953,39061,2892
562,"Daytona Beach city, Florida",12,16525,74435,37832,36603,42.1,38.8,43.9,23541,1113,1916,3291,1870,4253,39934,43864,59725,37363,31338,65532,25878,23179,40465,34721,5744
563,"DeBary city, Florida",12,16675,23541,10473,13068,43.3,43.9,42.2,86355,6314,14082,9191,11015,14008,15419,70991,89895,30887,51649,18756,5965,7369,9817,9544,273
564,"Deerfield Beach city, Florida",12,16725,86355,40338,46017,46.0,45.4,46.2,38769,4428,5366,3171,3851,4316,30472,49865,63332,33545,31140,74777,26402,29418,50429,39934,10495
565,"DeLand city, Florida",12,16875,38769,16937,21832,35.9,33.4,40.2,66579,3144,8409,6170,8068,10322,35384,56163,71837,29276,40762,30704,9700,12200,16259,15419,840
566,"Delray Beach city, Florida",12,17100,66579,30609,35970,51.0,50.4,51.4,95771,8191,13929,13335,14038,11480,25419,64730,93706,30055,41450,56711,17748,19345,38037,30472,7565
567,"Deltona city, Florida",12,17200,95771,49290,46481,39.0,37.7,41.4,75954,6885,10528,14208,13008,7663,17541,63727,66997,37141,34389,79214,31479,32402,36713,35384,1329
568,"Doral city, Florida",12,17935,75954,36504,39450,36.6,35.9,37.0,35949,1700,2999,3496,3624,5395,13219,84956,90054,40163,39823,61093,28633,27194,27139,25419,1720
569,"Dunedin city, Florida",12,18575,35949,17020,18929,57.4,56.9,57.9,33630,2409,2341,4257,5842,5747,9003,64364,85821,32826,38444,31888,8485,9460,20975,17541,3434
570,"East Lake CDP, Florida",12,19206,33630,16016,17614,47.3,46.9,47.5,25898,2563,4260,3265,3306,3247,10001,93565,119337,18038,50900,27873,10408,11152,15315,13219,2096
571,"East Lake-Orient Park CDP, Florida",12,19212,25898,13148,12750,32.6,35.7,30.1,23980,950,1309,2601,2416,4274,15546,55474,58373,33689,30460,19147,8729,8241,9381,9003,378
572,"Edgewater city, Florida",12,19825,23980,11333,12647,52.2,54.1,49.0,32556,3510,4665,3888,4948,5647,11431,57411,64874,25618,31350,19136,5988,6007,11050,10001,1049
573,"Egypt Lake-Leto CDP, Florida",12,20108,32556,15354,17202,47.4,47.8,45.7,22072,738,1071,1017,1380,4291,11420,41889,55292,42707,31020,30296,11096,12209,16583,15546,1037
574,"Englewood CDP, Florida",12,20825,22072,11005,11067,67.4,67.2,67.5,25412,993,5232,2498,2743,5508,17760,63918,71628,32141,37031,21277,4555,4105,15103,11431,3672
575,"Ensley CDP, Florida",12,20925,25412,11394,14018,43.3,39.6,45.1,37530,1137,3241,2678,3495,6584,7641,50162,51193,99574,31287,21164,7230,9952,12411,11420,991
576,"Estero village, Florida",12,21150,37530,18200,19330,62.7,62.8,62.7,19716,1297,3805,1613,2585,3037,11802,97607,116552,81691,37233,34714,7833,10257,26663,17760,8903
577,"Eustis city, Florida",12,21350,19716,9831,9885,42.8,37.7,48.6,25098,3599,3881,2425,2704,2710,8530,60576,79244,41161,33990,16788,6141,6646,9419,7641,1778
578,"Ferry Pass CDP, Florida",12,22275,25098,13037,12061,44.5,41.7,47.3,27135,1526,1443,4067,5028,2303,11714,51831,56839,54312,30482,22405,8356,7163,12898,11802,1096
579,"Fish Hawk CDP, Florida",12,22387,27135,13198,13937,38.2,34.9,39.8,31794,3153,3068,5621,4845,3469,8714,121134,125994,27332,59617,18851,7460,8466,8530,8530,0
580,"Fleming Island CDP, Florida",12,22660,31794,14694,17100,39.8,36.8,40.5,23174,2840,1937,2972,2217,2613,83021,101836,122576,60785,52080,24566,8999,11670,12559,11714,845
581,"Florida Ridge CDP, Florida",12,23050,23174,11500,11674,42.5,37.5,42.8,181666,13374,25631,22008,27943,25609,37323,60609,65517,39905,31700,18343,5327,7380,10112,8714,1398
582,"Fort Lauderdale city, Florida",12,24000,181666,97604,84062,45.1,44.0,45.8,92244,5046,13163,14053,10610,8703,19109,64912,80243,51742,37604,156138,64929,53684,102567,83021,19546
583,"Fort Myers city, Florida",12,24125,92244,46888,45356,41.0,38.0,43.7,47929,5583,4276,4010,3739,5899,9479,53583,66256,28722,33106,75375,27956,25815,48488,37323,11165
584,"Fort Pierce city, Florida",12,24300,47929,23655,24274,38.5,38.6,37.8,21745,1447,2884,3869,1749,3008,21664,41442,54357,60803,25827,37036,12219,12793,22958,19109,3849
