City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
1719,"Columbus city, Ohio",39,18000,907310,447150,460160,33.1,32.5,33.7,50818,3554,10334,6635,4703,6059,55114,39315,94501,30942,36908,44624,312182,317947,422120,390605,31515
1720,"Cuyahoga Falls city, Ohio",39,19778,50818,23869,26949,37.7,39.6,35.1,137581,20463,19984,17675,10299,16826,16566,75348,150793,25384,39912,39487,15871,16499,25827,23626,2201
1721,"Dayton city, Ohio",39,21000,137581,65054,72527,31.9,30.5,33.1,44423,4582,7348,6398,5814,3452,17590,143533,64891,53043,27924,28004,41931,46405,68591,55114,13477
1722,"Delaware city, Ohio",39,21434,44423,22266,22157,34.5,34.2,35.3,49660,1846,2556,7239,10368,5469,23794,45402,50582,43074,42643,36855,14740,13843,18017,16566,1451
1723,"Dublin city, Ohio",39,22694,49660,24993,24667,43.7,43.8,42.7,52805,4897,7411,6834,6350,7994,24567,40953,72049,74926,71387,31994,15412,14151,18096,17590,506
1724,"Elyria city, Ohio",39,25256,52805,25371,27434,39.4,36.3,41.5,48919,2555,6639,5425,6356,6809,15703,57998,80380,37856,33551,17002,16635,18980,26814,23794,3020
1725,"Euclid city, Ohio",39,25704,48919,23199,25720,42.6,38.0,45.7,33615,4553,4342,4058,4432,4935,18364,60450,71631,45174,35894,26378,13566,15682,27050,24567,2483
1726,"Fairborn city, Ohio",39,25914,33615,18011,15604,38.8,38.6,39.2,44550,4003,4751,6692,5194,7125,17340,51336,79259,25255,34064,24046,12359,10630,16976,15703,1273
1727,"Fairfield city, Ohio",39,25970,44550,22522,22028,39.9,42.3,38.8,39946,3715,6514,5848,4268,4122,7687,60074,110310,42212,39114,23051,15206,13922,19209,18364,845
1728,"Findlay city, Ohio",39,27048,39946,19368,20578,37.7,35.7,38.1,20272,3327,2291,2795,3058,1830,13500,96659,63736,41471,38358,31926,12168,12994,18204,17340,864
1729,"Forest Park city, Ohio",39,27706,20272,9516,10756,38.3,36.8,38.7,35306,2154,3194,5366,4732,3247,12307,54153,110641,30729,34081,49518,6779,7080,7758,7687,71
1730,"Gahanna city, Ohio",39,29106,35306,17270,18036,37.6,37.1,38.1,29376,3064,3814,2821,4148,4312,11367,84907,102294,37196,49435,29194,9540,10370,13960,13500,460
1731,"Garfield Heights city, Ohio",39,29428,29376,13885,15491,42.8,41.3,44.5,27339,2450,4313,2388,3545,4949,18234,80953,50276,40935,30523,35351,9204,9600,13355,12307,1048
1732,"Green city, Ohio",39,31860,27339,12888,14451,42.1,40.8,45.1,41322,1574,4857,8222,4948,5450,24838,45289,132699,72018,43904,17060,9061,9288,11983,11367,616
1733,"Grove City city, Ohio",39,32592,41322,21165,20157,39.0,39.3,38.8,62943,6745,10023,9328,4799,5908,14096,118797,79531,39028,47315,24366,13300,13118,19895,18234,1661
1734,"Hamilton city, Ohio",39,33012,62943,29281,33662,34.4,33.8,35.5,37195,2445,6042,5393,5190,4981,17680,67065,167277,28908,30200,46600,18374,20241,27436,24838,2598
1735,"Hilliard city, Ohio",39,35476,37195,18384,18811,36.1,37.8,35.4,43807,3068,6883,5897,5942,4376,8112,160922,91949,52045,56764,45015,12573,12640,14350,14096,254
1736,"Huber Heights city, Ohio",39,36610,43807,20601,23206,39.4,35.5,40.4,23103,890,1953,3358,3614,3168,10139,35065,79818,56930,40972,33572,12975,14545,18238,17680,558
1737,"Hudson city, Ohio",39,36651,23103,11389,11714,41.3,41.3,41.2,27749,10777,2905,2699,2141,2568,25827,61960,92718,24428,73229,18865,6359,7369,8264,8112,152
1738,"Kent city, Ohio",39,39872,27749,11879,15870,23.7,23.9,23.2,57619,3498,8759,7488,7007,8271,27573,58849,71868,23882,13229,28939,8468,13107,13461,10139,3322
1739,"Kettering city, Ohio",39,40040,57619,28322,29297,40.1,37.5,41.6,50109,5130,11679,7452,6353,6373,16823,58709,89034,47249,39628,51640,18306,18645,28223,25827,2396
1740,"Lakewood city, Ohio",39,41664,50109,23391,26718,37.3,36.7,37.4,41075,4649,5546,4408,4544,4623,9103,78185,44190,25637,44378,41070,17898,20372,29393,27573,1820
1741,"Lancaster city, Ohio",39,41720,41075,20432,20643,38.3,35.4,40.8,24360,1722,4070,2224,2837,2789,14577,39815,54307,33854,39943,16242,13220,11596,18450,16823,1627
1742,"Lebanon city, Ohio",39,42364,24360,11904,12456,35.0,35.3,34.8,35863,4289,4209,4792,4249,4608,27852,43410,51290,20963,41704,29018,7101,7437,9613,9103,510
1743,"Lima city, Ohio",39,43554,35863,18638,17225,40.7,39.9,40.9,65440,5333,6842,6556,9247,9795,20050,37311,63843,30044,26766,20504,12048,10838,16569,14577,1992
1744,"Lorain city, Ohio",39,44856,65440,32386,33054,42.5,43.4,40.6,47668,3942,7348,5040,7354,5214,8918,53950,63968,36458,33640,29098,18905,19938,31664,27852,3812
1745,"Mansfield city, Ohio",39,47138,47668,25231,22437,45.3,41.0,48.1,20880,1285,2737,2371,1876,3720,12156,46491,100901,23826,27245,26078,17177,12424,22413,20050,2363
1746,"Maple Heights city, Ohio",39,47306,20880,9569,11311,39.6,38.5,43.8,35842,2807,5393,5133,4850,5056,8374,84044,143845,31138,32248,19979,6086,6450,9818,8918,900
1747,"Marion city, Ohio",39,47754,35842,19505,16337,39.4,39.5,39.4,25218,2504,4558,5545,2624,1882,12538,142626,52376,41787,34596,39303,14143,9588,14537,12156,2381
1748,"Marysville city, Ohio",39,48160,25218,11364,13854,34.5,34.6,34.4,35087,2722,4480,5202,4132,7846,14443,45504,108633,40996,44057,16835,8363,9814,8940,8374,566
1749,"Mason city, Ohio",39,48188,35087,15902,19185,41.9,43.6,40.0,32241,1989,4911,4237,3803,4494,10705,89818,101796,32428,56774,40303,11499,13816,13205,12538,667
1750,"Massillon city, Ohio",39,48244,32241,15812,16429,40.5,37.6,45.8,25909,1713,2692,3790,2753,3442,20123,80250,85066,29139,31925,41712,10423,9491,15311,14443,868
1751,"Medina city, Ohio",39,48790,25909,12860,13049,40.0,39.0,42.4,47230,3341,5647,4734,5679,6935,8316,62768,68153,42519,52882,25143,8005,6878,11456,10705,751
1752,"Mentor city, Ohio",39,49056,47230,22851,24379,47.3,47.5,47.0,20347,1188,2597,2072,1951,3790,20146,51430,67509,38264,42813,29486,13346,14123,20643,20123,520
1753,"Miamisburg city, Ohio",39,49434,20347,9109,11238,49.1,47.2,50.0,50589,7205,5901,6380,4282,7381,20578,55751,86586,58839,41774,26474,5510,6548,8509,8316,193
1754,"Middletown city, Ohio",39,49840,50589,23626,26963,36.0,35.4,36.3,50392,5113,6150,5391,6397,7228,12931,72303,88377,31684,32659,16780,14795,17419,21514,20146,1368
1755,"Newark city, Ohio",39,54040,50392,24071,26321,41.2,40.3,42.4,31995,1152,3345,4629,3407,4881,14665,81419,101250,29100,33804,20694,15695,16167,22460,20578,1882
1756,"North Olmsted city, Ohio",39,56882,31995,15765,16230,41.1,40.9,41.9,36238,2432,4210,5826,3593,5276,12998,77804,84103,49942,42131,65475,9505,8938,13573,12931,642
1757,"North Ridgeville city, Ohio",39,56966,36238,18064,18174,41.5,39.7,42.4,30961,2225,4075,3056,5010,4703,9442,56780,100699,37716,46277,19351,10971,10914,15572,14665,907
1758,"North Royalton city, Ohio",39,57008,30961,15182,15779,49.2,48.2,50.1,20409,3050,4816,2131,2294,2022,6569,37059,66488,53241,42046,16311,9715,9990,13842,12998,844
1759,"Norwood city, Ohio",39,57386,20409,10902,9507,32.5,31.9,33.1,21730,13329,1804,329,1390,1961,33401,57444,67219,31487,37009,18867,8335,6141,10336,9442,894
1760,"Oxford city, Ohio",39,59234,21730,12248,9482,20.7,20.8,20.6,79984,6431,12378,8159,9164,11764,9821,59321,103287,40168,8808,18130,10802,8158,7934,6569,1365
1761,"Parma city, Ohio",39,61000,79984,39864,40120,40.4,38.8,43.1,21602,1232,3441,3667,2370,2682,7476,100230,128560,46494,35124,15251,25668,23968,35322,33401,1921
1762,"Parma Heights city, Ohio",39,61028,21602,10750,10852,44.3,43.9,44.7,20751,2359,3329,1664,3326,1987,10349,89719,109523,25198,40618,15931,7376,6700,10105,9821,284
1763,"Pataskala city, Ohio",39,61112,20751,10730,10021,32.5,31.6,35.0,25113,1070,3036,4381,3266,1920,8554,94762,63777,49607,50293,29329,7317,6198,7610,7476,134
1764,"Perrysburg city, Ohio",39,62148,25113,12839,12274,39.2,39.0,39.4,23402,1220,2647,4305,3300,2831,8662,58072,42362,34388,60922,19892,7676,6748,10349,10349,0
1765,"Pickerington city, Ohio",39,62498,23402,11206,12196,39.5,39.7,38.9,20904,1500,2764,3021,2179,2290,7726,29184,63767,34407,59113,19262,6904,8103,9241,8554,687
1766,"Piqua city, Ohio",39,62848,20904,10757,10147,36.8,37.1,36.3,20446,2979,2529,2007,2047,2301,15596,55553,65004,28390,33889,19098,6245,5664,9716,8662,1054
1767,"Portsmouth city, Ohio",39,64304,20446,9186,11260,33.0,29.0,36.5,38976,2231,6461,4009,4362,4442,10700,54406,136186,35623,27480,23702,5906,6477,8989,7726,1263
1768,"Reynoldsburg city, Ohio",39,66390,38976,18989,19987,34.2,31.7,38.7,24347,2477,5208,3340,1970,3004,10501,80091,38919,55983,39170,16681,11781,11107,16005,15596,409
1769,"Riverside city, Ohio",39,67468,24347,13617,10730,33.9,32.2,39.6,23395,2066,2840,2195,3630,2752,11308,37725,113074,42598,33743,16759,9066,7343,12089,10700,1389
1770,"Rocky River city, Ohio",39,68056,23395,10149,13246,43.4,44.5,42.6,24751,1804,4948,2449,2263,2645,12472,87659,56831,60703,53910,17169,6349,7886,11589,10501,1088
1771,"Sandusky city, Ohio",39,70380,24751,11391,13360,34.4,32.1,36.4,28963,2348,4400,3718,3502,3135,8500,52081,138966,39079,28236,15409,6858,7613,12832,11308,1524
1772,"Shaker Heights city, Ohio",39,71682,28963,13241,15722,38.7,35.8,42.6,21171,2198,2155,1966,2883,3019,8428,120057,75241,56342,51114,46767,8184,9673,14366,12472,1894
1773,"Sidney city, Ohio",39,72424,21171,10453,10718,41.3,35.7,43.1,23117,942,1455,3031,2976,2582,8489,73410,119661,57383,35202,28859,6801,6462,9083,8500,583
1774,"Solon city, Ohio",39,72928,23117,11333,11784,40.6,40.7,40.5,20853,2347,2049,3084,2313,3474,7616,114908,59986,34131,68804,36551,6013,5841,8679,8428,251
1775,"South Euclid city, Ohio",39,73264,20853,10868,9985,38.4,34.9,42.9,20563,1611,2263,2881,2182,2308,24938,42719,100890,31334,41135,214639,7260,6855,9525,8489,1036
1776,"Springboro city, Ohio",39,74076,20563,10381,10182,35.8,35.5,37.9,58769,6140,7129,7184,7007,7224,15411,72305,114310,39472,65214,19126,5871,5741,7616,7616,0
1777,"Springfield city, Ohio",39,74118,58769,28105,30664,38.4,38.0,38.6,34339,3721,3372,3776,4712,5252,18493,90014,59187,27829,31316,21186,17865,18264,27865,24938,2927
1778,"Stow city, Ohio",39,74944,34339,16541,17798,44.6,42.6,46.7,46040,3387,3442,6876,4337,7313,120895,44150,47330,30853,41957,27443,10480,11256,16308,15411,897
1779,"Strongsville city, Ohio",39,75098,46040,23766,22274,43.2,41.0,46.1,268504,27283,44036,29401,30689,34976,9669,45073,83663,35909,51357,19293,13069,13294,18977,18493,484
1780,"Toledo city, Ohio",39,77000,268504,131562,136942,36.4,35.6,37.2,24127,1492,3121,2816,3206,3229,10953,61878,181493,63533,30827,31136,84158,86932,133129,120895,12234
1781,"Trotwood city, Ohio",39,77504,24127,10677,13450,42.5,42.4,42.6,27175,1745,2377,3294,3884,3413,13913,149628,88675,52633,29881,31058,6754,7761,11232,9669,1563
1782,"Troy city, Ohio",39,77588,27175,13672,13503,41.4,34.9,45.3,36286,1295,4465,5624,5205,4015,10132,71341,45445,70569,47001,28768,8032,8063,11625,10953,672
1783,"Upper Arlington city, Ohio",39,79002,36286,16805,19481,39.4,39.6,39.3,24267,1634,3860,2631,2518,3217,16290,35384,117048,40929,75271,14144,10292,11647,14502,13913,589
1784,"Wadsworth city, Ohio",39,80304,24267,11452,12815,37.5,33.7,42.5,39024,4335,5531,4727,3679,4446,15032,96687,116854,24968,45225,14727,7169,7583,10506,10132,374
1785,"Warren city, Ohio",39,80892,39024,18548,20476,37.2,40.1,32.8,39830,4612,3409,6242,5323,4199,14909,93905,46499,67468,27043,20909,11648,12192,18478,16290,2188
1786,"Westerville city, Ohio",39,83342,39830,18854,20976,38.8,38.4,39.7,33979,2144,4302,3572,3957,6677,7766,43594,86033,33326,54610,23373,11938,12555,15657,15032,625
1787,"Westlake city, Ohio",39,83622,33979,17098,16881,47.8,44.6,49.0,20357,1733,3264,2587,2149,1900,7548,78858,92132,47746,56707,21042,10661,10909,15976,14909,1067
1788,"Whitehall city, Ohio",39,84742,20357,9389,10968,31.7,30.3,33.6,21291,1606,2998,2170,1713,3271,11787,67028,76392,39454,29988,48570,5548,6343,8356,7766,590
1789,"White Oak CDP, Ohio",39,84812,21291,9636,11655,32.7,32.2,32.9,24168,2218,2538,2513,2832,4180,10570,49255,49848,40411,41250,19730,5271,6919,7920,7548,372
1790,"Willoughby city, Ohio",39,85484,24168,11567,12601,51.6,42.5,55.0,26756,5631,2951,2948,3127,3604,10815,49276,40031,33850,41734,19369,6961,7524,12436,11787,649
1791,"Wooster city, Ohio",39,86548,26756,12682,14074,36.8,38.5,36.1,25460,2085,3566,2628,3884,3097,25136,30310,36983,50608,23958,30163,9344,9777,11462,10570,892
1792,"Xenia city, Ohio",39,86772,25460,12581,12879,39.0,36.5,47.5,60271,7326,7619,6808,7518,6522,11548,34156,61073,55849,36377,15819,8109,8026,11761,10815,946
1793,"Youngstown city, Ohio",39,88000,60271,30352,29919,37.9,37.9,37.8,24719,2672,3888,3500,2449,3566,10096,50590,60566,49562,19992,21212,19831,17674,29483,25136,4347
1794,"Zanesville city, Ohio",39,88084,24719,12176,12543,37.3,30.9,41.1,25555,2185,4100,2934,2227,2957,15213,46539,53208,25993,26294,92715,8893,7332,13853,11548,2305
1795,"Ardmore city, Oklahoma",40,02600,25555,12196,13359,34.3,32.7,34.9,38717,3736,4862,4913,4595,4304,8660,48892,102429,42750,32721,17471,7452,7624,11234,10096,1138
1796,"Bartlesville city, Oklahoma",40,04450,38717,19395,19322,36.9,34.9,40.4,21517,1511,3796,3376,1723,1814,9993,97910,86346,73147,28660,18977,11887,11568,16969,15213,1756
1797,"Bethany city, Oklahoma",40,05700,21517,11203,10314,33.2,28.8,35.5,29201,2800,3309,4109,3498,3189,45138,73628,55368,37231,29577,73894,6319,6660,10302,8660,1642
1798,"Bixby city, Oklahoma",40,06400,29201,13746,15455,33.5,33.1,34.0,117775,8318,15857,15410,15577,15880,9768,43079,60644,56277,41409,37440,8070,9878,10507,9993,514
1799,"Broken Arrow city, Oklahoma",40,09050,117775,55986,61789,38.6,38.4,39.0,21488,1393,2477,3372,2630,2464,9486,45862,109591,41709,40509,18123,35479,39217,46629,45138,1491
1800,"Del City city, Oklahoma",40,19900,21488,10000,11488,40.0,38.7,43.3,23092,2051,3499,2440,2349,3228,36530,90384,65910,49680,36493,72527,5782,7212,10077,9768,309
1801,"Duncan city, Oklahoma",40,21900,23092,11323,11769,39.7,37.5,42.7,95334,8429,9882,12850,12883,11641,18320,56600,102769,48623,26148,43273,7172,7085,10827,9486,1341
1802,"Edmond city, Oklahoma",40,23200,95334,47668,47666,38.2,37.2,39.1,48526,4622,7137,5919,4592,5643,8286,88740,55154,35608,42408,49468,28288,31077,38476,36530,1946
1803,"Enid city, Oklahoma",40,23950,48526,25473,23053,35.1,34.3,38.1,26669,1489,3817,4677,2157,2446,33921,44751,63483,30612,33693,27982,15796,13434,22396,18320,4076
1804,"Jenks city, Oklahoma",40,37800,26669,13611,13058,32.1,32.6,31.5,91058,13187,17243,10570,8020,9454,23270,53312,80321,46689,45359,15558,7601,7923,8564,8286,278
1805,"Lawton city, Oklahoma",40,41850,91058,48006,43052,31.6,30.7,34.1,58142,4010,8276,6596,7219,7808,23976,70600,46225,35535,25535,109954,33503,27098,40112,33921,6191
1806,"Midwest City city, Oklahoma",40,48350,58142,28623,29519,35.2,32.9,37.0,63460,6116,9802,9655,6276,6658,15207,42744,76275,52574,35099,535782,17726,17867,24890,23270,1620
1807,"Moore city, Oklahoma",40,49200,63460,31642,31818,35.0,33.8,36.5,36787,3638,5208,4124,3940,3975,7557,74455,88224,44480,37272,30346,21054,19317,24732,23976,756
1808,"Muskogee city, Oklahoma",40,50050,36787,17818,18969,34.3,32.7,35.6,20350,1650,3364,2631,1672,2005,53446,57786,71189,42769,28433,19486,10626,11254,17166,15207,1959
1809,"Mustang city, Oklahoma",40,50100,20350,8960,11390,34.3,31.7,36.3,128087,27817,18873,15610,12654,13743,275285,59214,88243,35922,37732,16206,5968,6000,7866,7557,309
1810,"Norman city, Oklahoma",40,52500,128087,63199,64888,32.5,32.4,32.7,687691,65220,107110,95415,79035,76201,14155,71963,59063,28261,31076,18444,44975,46495,57307,53446,3861
1811,"Oklahoma City city, Oklahoma",40,55000,687691,337948,349743,35.0,34.6,35.5,39259,3954,6614,6093,4779,2643,10171,45304,71692,50530,35827,25055,221007,221603,302241,275285,26956
1812,"Owasso city, Oklahoma",40,56650,39259,19501,19758,31.7,28.8,34.8,25709,2246,3786,3112,2781,2767,7978,65275,62298,44254,40655,40172,12823,13246,14827,14155,672
1813,"Ponca City city, Oklahoma",40,59850,25709,12388,13321,36.6,36.4,37.1,21782,1611,1827,3829,1802,3175,9333,54123,61178,28225,33199,322290,7706,7387,11551,10171,1380
1814,"Sand Springs city, Oklahoma",40,65300,21782,10272,11510,39.4,34.6,41.6,23116,2181,3391,2616,2290,3215,11811,51065,66559,36111,36612,19106,5954,6829,8262,7978,284
1815,"Sapulpa city, Oklahoma",40,65400,23116,11107,12009,37.5,34.2,42.8,31569,4075,4802,3133,3586,3651,17977,42426,65552,24821,36333,44273,7101,7101,10056,9333,723
1816,"Shawnee city, Oklahoma",40,66800,31569,15318,16251,32.6,32.7,32.4,48136,17037,7155,5080,3588,2300,173943,51008,73811,80492,28717,42581,9757,10630,13689,11811,1878
1817,"Stillwater city, Oklahoma",40,70300,48136,24860,23276,23.1,23.2,23.0,411905,39029,61804,53587,47503,46743,9430,63922,76313,41692,20380,20758,18938,17125,21440,17977,3463
1818,"Tulsa city, Oklahoma",40,75000,411905,202497,209408,35.9,35.1,36.9,24626,2189,1729,3814,2868,2661,21028,65234,93723,29984,33156,81869,130594,128306,194402,173943,20459
1819,"Yukon city, Oklahoma",40,82950,24626,12206,12420,38.9,39.2,37.7,56007,6328,6915,8117,7304,6001,18807,90267,100019,50490,39159,83761,7078,7280,10165,9430,735
1820,"Albany city, Oregon",41,01000,56007,28734,27273,36.9,36.1,38.7,50941,4169,9217,6412,7680,6134,10845,65140,102338,54041,36863,24489,18747,17219,21193,21028,165
1821,"Aloha CDP, Oregon",41,01650,50941,27237,23704,37.7,35.6,40.7,24434,1925,2216,4145,3042,2176,42858,76520,95239,56643,42230,53646,18289,17445,19822,18807,1015
1822,"Ashland city, Oregon",41,03050,24434,11048,13386,45.0,44.5,46.3,98204,8349,17153,15300,11928,12570,44620,82102,179456,19890,32900,150773,6899,6879,12060,10845,1215
1823,"Beaverton city, Oregon",41,05350,98204,48624,49580,39.0,36.6,41.4,102079,6401,14966,16359,13702,10216,11596,151956,82065,35774,48703,19446,33935,33672,44099,42858,1241
1824,"Bend city, Oregon",41,05800,102079,52159,49920,41.2,39.5,42.2,32768,550,3555,6510,6757,3153,25357,55398,86510,37802,49717,32362,32384,30907,47882,44620,3262
1825,"Bethany CDP, Oregon",41,05950,32768,16349,16419,38.6,40.1,37.3,59863,19573,10027,4334,5260,4664,74740,59338,88832,40148,93079,89369,11307,10304,11826,11596,230
1826,"Corvallis city, Oregon",41,15800,59863,29755,30108,28.3,28.3,28.2,175102,31333,28589,22986,19548,16393,8472,65735,58794,46531,21726,19046,22830,21711,26178,25357,821
1827,"Eugene city, Oregon",41,23850,175102,86505,88597,34.8,34.5,35.2,26091,3344,2425,3248,3569,2151,17030,45429,81158,33558,32548,15266,61478,61337,78322,74740,3582
1828,"Forest Grove city, Oregon",41,26200,26091,11550,14541,31.8,27.4,34.7,39364,2848,4668,4693,3905,5067,43487,66129,121745,26478,38705,88418,7616,8617,8720,8472,248
1829,"Grants Pass city, Oregon",41,30550,39364,18359,21005,44.0,41.6,45.3,113106,8870,15185,16640,14245,13776,8218,116677,53927,28603,30699,29840,10691,11752,17907,17030,877
1830,"Gresham city, Oregon",41,31250,113106,56141,56965,38.7,37.0,39.9,25670,1120,2729,4421,3732,2408,7316,55259,114157,34750,38445,17115,35692,36071,46296,43487,2809
1831,"Happy Valley city, Oregon",41,32050,25670,12972,12698,38.6,36.3,40.1,20812,1449,4303,2707,1314,1640,40891,97436,77488,31059,52712,33109,7678,7945,8506,8218,288
1832,"Hayesville CDP, Oregon",41,32850,20812,10968,9844,31.8,31.9,31.3,106651,10986,21660,16396,13295,11344,14230,73064,49952,41871,35208,16042,6978,5410,8042,7316,726
1833,"Hillsboro city, Oregon",41,34100,106651,53365,53286,34.8,34.8,34.7,39155,3317,6524,4361,3727,4872,9200,38311,162516,31026,46588,27791,40558,36110,41432,40891,541
1834,"Keizer city, Oregon",41,38500,39155,18901,20254,32.8,31.9,35.1,21454,2686,3011,2884,2115,2840,16990,128163,61610,51058,40266,72238,11121,12761,14354,14230,124
1835,"Klamath Falls city, Oregon",41,39700,21454,10620,10834,35.7,32.9,36.3,40708,1905,3722,4829,7168,4652,8548,41928,83718,34916,25823,18527,6539,7354,10329,9200,1129
1836,"Lake Oswego city, Oregon",41,40550,40708,20297,20411,46.6,42.9,50.3,20895,2433,2968,1854,2122,2471,12716,64971,78286,52423,61187,21422,11374,12184,18175,16990,1185
1837,"Lebanon city, Oregon",41,41650,20895,9931,10964,34.3,32.0,35.0,34669,4793,4017,3804,3399,4719,36525,63703,86734,36517,31985,30722,5707,6563,8548,8548,0
1838,"McMinnville city, Oregon",41,45000,34669,16011,18658,39.1,33.0,40.9,86374,7509,12516,10337,9443,12000,9780,59473,90442,41693,36752,546399,8567,12669,13172,12716,456
1839,"Medford city, Oregon",41,47000,86374,43507,42867,41.6,39.2,45.1,21993,1221,2923,4683,2358,2898,10361,80447,106013,43863,35971,27068,26711,26374,37661,36525,1136
1840,"Milwaukie city, Oregon",41,48650,21993,10773,11220,41.6,43.5,40.7,25483,3264,3450,3571,2653,3051,14242,88575,104230,26777,43827,20592,7032,7162,10112,9780,332
1841,"Newberg city, Oregon",41,52100,25483,12483,13000,37.9,39.3,36.9,37424,3038,5737,5748,5073,4195,286734,79057,76126,37599,36705,139835,8889,8031,10733,10361,372
1842,"Oregon City city, Oregon",41,55200,37424,17464,19960,37.8,37.8,37.9,642218,50555,123457,114420,89205,68431,12598,74329,62882,36722,40360,17107,12662,12467,14601,14242,359
1843,"Portland city, Oregon",41,59000,642218,318808,323410,38.3,38.3,38.3,35579,2708,7539,4020,3619,4012,11598,36125,79590,40542,46590,50737,229443,227784,303483,286734,16749
1844,"Redmond city, Oregon",41,61200,35579,18356,17223,34.0,32.9,34.5,25877,1175,3809,3047,2685,4120,64959,63927,103873,44540,37187,45380,11505,10393,13102,12598,504
1845,"Roseburg city, Oregon",41,63650,25877,12278,13599,42.5,42.5,42.6,177727,18753,28893,23985,18522,17906,7663,98352,60137,50738,32215,21484,7515,7902,12688,11598,1090
1846,"Salem city, Oregon",41,64900,177727,88492,89235,34.4,33.7,35.1,24409,1670,1991,4273,4608,1582,26191,55363,116790,34591,35078,22352,57240,55921,69247,64959,4288
1847,"Sherwood city, Oregon",41,67100,24409,11689,12720,35.4,35.0,35.7,62250,5270,9251,8073,8070,7938,23299,95214,109511,40774,60820,22517,6921,8219,7663,7663,0
1848,"Springfield city, Oregon",41,69600,62250,32843,29407,38.6,36.3,41.6,55762,2966,10482,8631,5883,7611,10793,83275,148031,21935,29986,22221,21841,18297,26720,26191,529
1849,"Tigard city, Oregon",41,73650,55762,28917,26845,39.0,38.4,40.2,26969,1895,4449,3119,4448,2484,10171,120836,104698,25875,50712,100079,19180,17157,24377,23299,1078
1850,"Tualatin city, Oregon",41,74950,26969,14092,12877,37.7,36.3,41.9,27104,1369,2276,3401,3671,4101,10863,83012,66225,56758,45917,17886,8696,8182,11230,10793,437
1851,"West Linn city, Oregon",41,80150,27104,13114,13990,46.5,46.0,46.7,26531,3438,4416,4507,2951,2412,9922,51175,55815,60136,65689,36878,7733,7948,10747,10171,576
1852,"Wilsonville city, Oregon",41,82800,26531,13568,12963,37.1,31.9,39.1,26061,2504,1737,3178,4440,4087,47204,46745,101382,46685,32452,19904,9256,8793,11359,10863,496
1853,"Woodburn city, Oregon",41,83750,26061,12679,13382,48.5,48.4,49.1,125934,14697,20700,16039,13365,15245,9032,90722,62133,24753,35797,28140,8076,8370,9922,9922,0
1854,"Allentown city, Pennsylvania",42,02000,125934,60648,65286,34.6,34.0,35.3,21053,1397,1461,2256,3722,2670,19669,49544,69663,41467,31359,64256,40686,41509,51405,47204,4201
1855,"Allison Park CDP, Pennsylvania",42,02056,21053,10356,10697,49.4,48.5,49.5,43528,3030,6067,5275,6272,6154,9510,63719,117100,55037,51465,17716,6454,6013,9102,9032,70
1856,"Altoona city, Pennsylvania",42,02184,43528,19930,23598,44.1,45.2,43.0,23367,1804,2820,3523,2616,2166,15060,93151,66204,50457,35286,25782,13106,15012,23055,19669,3386
1857,"Baldwin borough, Pennsylvania",42,03928,23367,11614,11753,41.1,40.6,43.0,33123,1695,3475,3960,4600,3967,30099,57320,59032,51934,36217,24300,7324,6987,10047,9510,537
1858,"Bethel Park municipality, Pennsylvania",42,06064,33123,15458,17665,46.8,46.5,47.2,75134,12801,9555,9797,6696,9179,9934,45591,50551,42827,55486,22121,9272,9745,15993,15060,933
1859,"Bethlehem city, Pennsylvania",42,06088,75134,36683,38451,37.6,34.5,40.9,20860,2331,2497,3189,2896,2129,12799,35809,114277,77563,34699,74897,24867,24753,31754,30099,1655
1860,"Chambersburg borough, Pennsylvania",42,12536,20860,9784,11076,40.5,33.3,46.9,32534,4529,3608,3836,3389,3325,11366,83769,85343,30030,34320,37300,5948,7516,10800,9934,866
1861,"Chester city, Pennsylvania",42,13208,32534,16089,16445,37.6,38.0,37.2,29024,2953,5771,4231,2630,4328,9540,62422,57661,50366,30695,22531,10067,8892,14924,12799,2125
1862,"Drexel Hill CDP, Pennsylvania",42,19920,29024,14250,14774,35.5,36.6,35.0,28047,4334,4796,4132,2798,2695,38636,43186,45624,39678,46662,21665,10240,10511,11849,11366,483
1863,"Easton city, Pennsylvania",42,21648,28047,14861,13186,32.1,30.5,33.4,94013,11066,11688,10911,11397,12878,21876,45148,56617,37018,34305,46253,10448,8734,10456,9540,916
1864,"Erie city, Pennsylvania",42,24000,94013,45095,48918,38.0,38.4,37.7,50128,3371,8026,7765,6466,5257,10735,47925,114100,42950,28756,20223,29661,30008,42194,38636,3558
1865,"Harrisburg city, Pennsylvania",42,32800,50128,24969,25159,35.0,29.7,37.4,29973,2645,3927,3467,3543,3389,11664,98690,56588,34058,32532,45911,15020,16709,23850,21876,1974
1866,"Hazleton city, Pennsylvania",42,33408,29973,15095,14878,35.2,29.7,41.3,25092,1482,5775,3130,2401,2798,22194,51867,61536,53004,25214,23611,8959,8925,12018,10735,1283
