name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
Copperhead Brewery,micro,822 N Frazier St,Conroe,Texas,77301-2305,-95.46266,30.316443,Texas,77301.0,1876,"Conroe city, Texas",48.0,16432.0,94401.0,47750.0,46651.0,33.8,29.6,35.8,28645.0,2973.0,3907.0,4177.0,4123.0,3395.0,16405.0,114466.0,68601.0,40000.0,40708.0,251782.0,30333.0,30111.0,39740.0,37297.0,2443.0
Copperpoint Brewing Company,micro,151 Commerce Rd,Boynton Beach,Florida,33426-9365,-80.073376,26.55907743,Florida,33426.0,1877,"Boynton Beach city, Florida",12.0,7875.0,80083.0,38115.0,41968.0,44.4,44.1,45.3,55895.0,3267.0,6394.0,5076.0,6039.0,7796.0,46925.0,61293.0,75858.0,47339.0,35237.0,66474.0,22835.0,24274.0,39736.0,33201.0,6535.0
Coppertail Brewing,micro,2601 E 2nd Ave,Tampa,Florida,33605-5503,-82.430498,27.956553,Florida,33605.0,1878,"Tampa city, Florida",12.0,71000.0,387037.0,190098.0,196939.0,35.8,35.6,35.9,25558.0,1173.0,2382.0,2834.0,2814.0,5306.0,10498.0,63404.0,80390.0,32743.0,41792.0,23055.0,129657.0,128671.0,172886.0,159925.0,12961.0
Coppertop Alehouse and Still Works,brewpub,220 S Montezuma St,Prescott,Arizona,86303-4720,-112.470304,34.53851944,Arizona,86303.0,1879,"Prescott city, Arizona",4.0,57380.0,46830.0,22239.0,24591.0,61.7,60.1,62.6,46830.0,3864.0,3988.0,4524.0,2747.0,6930.0,19927.0,54529.0,79190.0,37763.0,36058.0,42710.0,11597.0,11157.0,27222.0,24770.0,2452.0
Corbett Brewing Company,micro,309 E 7th St,Tucson,Arizona,85705,-110.96679,32.22634085,Arizona,85705.0,1880,"Tucson city, Arizona",4.0,77000.0,543215.0,271982.0,271233.0,33.6,32.8,34.6,97097.0,12076.0,15315.0,11351.0,7116.0,8544.0,36530.0,50306.0,61461.0,60109.0,30567.0,445020.0,183136.0,179304.0,242816.0,223068.0,19748.0
Corcoran Brewing,micro,205 Hirst Rd Ste 105,Purcellville,Virginia,20132-6199,-77.71365587,39.14390693,Virginia,20132.0,1881,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone Brewing Co,brewpub,58 Front St,Berea,Ohio,44017-1911,-81.85304867,41.36685385,Ohio,44017.0,1886,"Berea city, Ohio",39.0,5690.0,20808.0,10224.0,10584.0,35.7,34.3,37.2,30674.0,12942.0,4310.0,1613.0,2452.0,2616.0,8055.0,88788.0,96398.0,25321.0,25643.0,20827.0,6974.0,6855.0,7862.0,7787.0,75.0
Cornerstone Brewing Co,brewpub,70 W  Main St,Madison,Ohio,44057-3126,-81.04814066,41.77136994,Ohio,44057.0,1887,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronado Brewing Co,regional,170 Orange Ave,Coronado,California,92118-1409,-117.1791416,32.6873641,California,92118.0,1888,"Coronado city, California",6.0,16378.0,19458.0,10271.0,9187.0,37.2,28.2,45.2,110750.0,8284.0,21963.0,16438.0,13075.0,13813.0,43711.0,120631.0,140666.0,86415.0,48383.0,16050.0,6390.0,6134.0,10089.0,7281.0,2808.0
Coronado Brewing Co - Production Facility,regional,170 Orange Ave,San Diego,California,92118-1409,-117.094383,32.753124,California,92118.0,1889,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
Corrales Bistro Brewery,brewpub,4908 Corrales Rd,Corrales,New Mexico,87048-8613,-106.6127225,35.2298508,New Mexico,87048.0,1890,,,,,,,,,,,,,,,,,,,,,,,,,,
Corralitos Brewing Co,micro,2536 Freedom Blvd,Watsonville,California,95076-1046,-121.7623105,36.9239241,California,95076.0,1891,"Watsonville city, California",6.0,83668.0,52068.0,25851.0,26217.0,30.6,34.1,28.3,19064.0,1348.0,2925.0,2163.0,2174.0,3425.0,6681.0,72946.0,74794.0,65208.0,36261.0,38302.0,16749.0,15404.0,15165.0,14634.0,531.0
Corridor Brewery & Provisions,brewpub,3446 N Southport Ave,Chicago,Illinois,60657-1420,-87.6643524,41.9447594,Illinois,60657.0,1892,"Chicago city, Illinois",17.0,14000.0,2696561.0,1309551.0,1387010.0,35.8,35.2,36.5,26904.0,2438.0,3524.0,3371.0,2637.0,4524.0,24737.0,66576.0,67803.0,49270.0,43752.0,66176.0,907921.0,931335.0,1272191.0,1139537.0,132654.0
Corsair Artisan LLC,micro,1200 Clinton St Ste 110,Nashville,Tennessee,37203-2894,-86.794546,36.165123,Tennessee,37203.0,1893,"Nashville-Davidson metropolitan government (balance), Tennessee",47.0,52006.0,678845.0,327201.0,351644.0,34.9,34.5,35.2,33896.0,2259.0,3570.0,4378.0,3687.0,4095.0,6974.0,50833.0,51449.0,11049.0,40496.0,39615.0,228371.0,240242.0,331262.0,305247.0,26015.0
Cortland Beer Company,micro,16 Court St,Cortland,New York,13045-2604,-76.17989771,42.5994031,New York,13045.0,1894,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmic Brewery,micro,20316 Gramercy Pl,Torrance,California,90501-1511,-118.3131167,33.84500094,California,90501.0,1895,"Torrance city, California",6.0,80000.0,143589.0,72223.0,71366.0,44.1,42.9,46.1,95384.0,7508.0,11454.0,15659.0,10968.0,10040.0,28353.0,100392.0,121574.0,85513.0,59576.0,116828.0,46746.0,43967.0,60220.0,57584.0,2636.0
Cosmic Eye Brewing,micro,6800 P St #300,Lincoln,Nebraska,68505-2463,-96.6271153,40.8154683,Nebraska,68505.0,1896,"Lincoln city, Nebraska",31.0,28000.0,292648.0,147855.0,144793.0,33.3,32.6,34.0,23398.0,2488.0,3316.0,3171.0,2075.0,3309.0,10020.0,62294.0,85186.0,66657.0,34154.0,48580.0,99058.0,94046.0,126262.0,120407.0,5855.0
Cosmos Brewing,micro,9480 140th St N,Hugo,Minnesota,55038-9411,-92.91372949,45.15266627,Minnesota,55038.0,1897,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Ventosa Winery & Vineyard,brewpub,9031 Whaleyville Rd,Whaleyville,Maryland,21872-2116,-75.26004107,38.42358687,Maryland,21872.0,1898,,,,,,,,,,,,,,,,,,,,,,,,,,
CoStar Brewing Inc.,micro,919 N Saint Clair St,Pittsburgh,Pennsylvania,15206-2133,-79.9232026,40.4726062,Pennsylvania,15206.0,1899,"Pittsburgh city, Pennsylvania",42.0,61000.0,300454.0,146812.0,153642.0,34.2,32.9,35.4,26866.0,1739.0,3569.0,2942.0,4008.0,3512.0,9373.0,52325.0,46148.0,35425.0,37234.0,37729.0,105059.0,109673.0,159435.0,136747.0,22688.0
Cotton Brewing Co,brewpub,626 Oak St,Adrian,Michigan,49221-3367,-84.02463418,41.89136136,Michigan,49221.0,1901,"Adrian city, Michigan",26.0,440.0,22300.0,10552.0,11748.0,33.8,29.7,37.7,25961.0,12264.0,2546.0,1907.0,810.0,1181.0,12811.0,38415.0,78006.0,52970.0,23897.0,22523.0,6952.0,7207.0,9446.0,8640.0,806.0
CottonTown Brew Lab,micro,1223 Franklin St,Columbia,South Carolina,29201-1958,-81.04004014,34.01695029,South Carolina,29201.0,1902,"Columbia city, South Carolina",45.0,16000.0,137960.0,67072.0,70888.0,27.5,27.0,27.9,25882.0,4959.0,2531.0,2093.0,2265.0,3038.0,8734.0,62951.0,69954.0,32079.0,25129.0,38308.0,50878.0,49511.0,59270.0,51455.0,7815.0
Cottrell Brewing Co,closed,100 Mechanic St,Pawcatuck,Connecticut,06379-2163,-71.834289,41.370676,Connecticut,6379.0,1903,,,,,,,,,,,,,,,,,,,,,,,,,,
Couch Brewery,micro,1351 Washington Blvd,Pittsburgh,Pennsylvania,15206-1801,-79.9090141,40.4695304,Pennsylvania,15206.0,1904,"Pittsburgh city, Pennsylvania",42.0,61000.0,300454.0,146812.0,153642.0,34.2,32.9,35.4,26866.0,1739.0,3569.0,2942.0,4008.0,3512.0,9373.0,52325.0,46148.0,35425.0,37234.0,37729.0,105059.0,109673.0,159435.0,136747.0,22688.0
Council Brewing - Magic Factory,micro,7705 Convoy Ct,San Diego,California,92111-1113,-117.1544092,32.83466296,California,92111.0,1905,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
Council Brewing Company,micro,7705 Convoy Ct,San Diego,California,92111-1105,-117.1544092,32.83466296,California,92111.0,1906,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
Council Brewing Company,micro,9962 Prospect Ave,Santee,California,92071,-116.97958,32.832115,California,92071.0,1907,"Santee city, California",6.0,70224.0,59700.0,29304.0,30396.0,38.2,37.9,38.3,30161.0,2260.0,1705.0,2781.0,4948.0,5169.0,10148.0,102787.0,114012.0,36809.0,54903.0,46538.0,19933.0,17548.0,20805.0,20509.0,296.0
Counterbalance Brewing Company,micro,503 S Michigan St Ste B,Seattle,Washington,98108-3305,-122.3279252,47.54555555,Washington,98108.0,1909,"Seattle city, Washington",53.0,63000.0,733904.0,371600.0,362304.0,35.5,35.4,35.6,57934.0,1616.0,10074.0,7445.0,8490.0,7573.0,22379.0,91840.0,106310.0,29288.0,66994.0,182624.0,286082.0,265726.0,384799.0,351650.0,33149.0
Counterweight Brewing Company,micro,23 Raccio Park Rd,Hamden,Connecticut,06514-1331,-72.91955341,41.39321167,Connecticut,6514.0,1910,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Boy Brewing,micro,436 Chair Ave,Lexington,Kentucky,40508-3106,-84.50925267,38.0439487,Kentucky,40508.0,1911,"Lexington-Fayette urban county, Kentucky",21.0,46027.0,321793.0,158232.0,163561.0,35.3,34.2,36.3,628577.0,57322.0,91943.0,81506.0,73456.0,83457.0,11459.0,60942.0,73057.0,61293.0,35255.0,20706.0,108184.0,109243.0,147590.0,139303.0,8287.0
County Line Brewing,micro,9115 W Chinden Blvd Ste 107,Garden City,Idaho,83714-1903,-116.295667,43.655342,Idaho,83714.0,1914,,,,,,,,,,,,,,,,,,,,,,,,,,
Court Avenue Brewing Co,brewpub,309 Court Ave Ste 100,Des Moines,Iowa,50309-2230,-93.620995,41.585503,Iowa,50309.0,1915,"Des Moines city, Iowa",19.0,21000.0,212333.0,105192.0,107141.0,35.1,35.2,35.0,59118.0,6957.0,9013.0,6378.0,5755.0,7840.0,10350.0,60693.0,83093.0,31136.0,38262.0,64383.0,71833.0,69983.0,97957.0,90416.0,7541.0
Courthouse Pub,brewpub,1001 S 8th St,Manitowoc,Wisconsin,54220-5307,-87.65789588,44.08950638,Wisconsin,54220.0,1916,"Manitowoc city, Wisconsin",55.0,48500.0,34550.0,17697.0,16853.0,44.1,41.4,48.4,38911.0,2426.0,4022.0,6104.0,4821.0,4994.0,232362.0,141069.0,51513.0,,34793.0,20702.0,10417.0,9728.0,16935.0,15763.0,1172.0
Cousins Revolution Ale Works,micro,1582 US 9,Wappingers Falls,New York,12590,-73.91146279,41.59803345,New York,12590.0,1917,,,,,,,,,,,,,,,,,,,,,,,,,,
Covered Bridge Brewhaus Taproom,micro,506 N 8th St,Shamokin,Pennsylvania,17872-5302,-76.55682084,40.79076037,Pennsylvania,17872.0,1918,,,,,,,,,,,,,,,,,,,,,,,,,,
Covert Artisan Ales & Cellars,micro,434 East 8th Street,Sioux Falls,South Dakota,57103-7025,-96.72165409,43.54942193,South Dakota,57103.0,1919,"Sioux Falls city, South Dakota",46.0,59020.0,196528.0,98502.0,98026.0,35.9,35.6,36.1,22925.0,2709.0,2329.0,3198.0,2566.0,2644.0,19367.0,91415.0,175214.0,79393.0,41641.0,147712.0,63636.0,61657.0,86893.0,83498.0,3395.0
Covington Brewhouse,micro,226 E Lockwood St,Covington,Louisiana,70433-2828,-90.0970557,30.47766326,Louisiana,70433.0,1920,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowiche Creek Brewing Company,micro,514 Thompson Rd BLDG #2,Cowiche,Washington,98923-9734,-120.6861127,46.65677362,Washington,98923.0,1922,,,,,,,,,,,,,,,,,,,,,,,,,,
CR Brewing Company,brewpub,3009 Wilmington Rd,New Castle,Pennsylvania,16105,-80.3493196,41.0103937,Pennsylvania,16105.0,1924,"New Castle city, Pennsylvania",42.0,53368.0,19201.0,7970.0,11231.0,43.0,37.6,47.7,35830.0,3089.0,6264.0,5405.0,3504.0,4092.0,660921.0,52899.0,81448.0,36686.0,30625.0,18107.0,5494.0,6333.0,10673.0,9147.0,1526.0
Crabtree Brewing,micro,2961 W 29th St,Greeley,Colorado,80631-8538,-104.7875038,40.3899004,Colorado,80631.0,1925,"Greeley city, Colorado",8.0,32155.0,109340.0,52741.0,56599.0,31.7,32.0,31.2,98239.0,8320.0,10499.0,11738.0,18318.0,13754.0,13394.0,64853.0,76268.0,26411.0,36684.0,84090.0,35843.0,35740.0,40510.0,38381.0,2129.0
CRAFT 64,contract,6922 E Main St,Scottsdale,Arizona,85251-4312,-111.9319271,33.493153,Arizona,85251.0,1926,"Scottsdale city, Arizona",4.0,65000.0,242754.0,113878.0,128876.0,49.5,48.3,50.1,242754.0,14451.0,36215.0,26191.0,29076.0,39885.0,17903.0,99097.0,126694.0,30770.0,60877.0,213895.0,70972.0,78599.0,138984.0,119122.0,19862.0
Craft Artisan Ales,contract,,Pacific Grove,California,93950-7093,-121.9155906,36.6174432,California,93950.0,1927,,,,,,,,,,,,,,,,,,,,,,,,,,
Craft Brewing Company,micro,530 Crane St,Lake Elsinore,California,92530-2779,-117.3402489,33.68673832,California,92530.0,1928,"Lake Elsinore city, California",6.0,39486.0,71573.0,36432.0,35141.0,34.0,32.6,36.7,85732.0,7856.0,9765.0,12933.0,12910.0,12397.0,30962.0,76707.0,78967.0,48511.0,37924.0,51617.0,22528.0,23728.0,21975.0,21422.0,553.0
Craft Kitchen and Brewery,brewpub,62988 Layton Ave Ste 103,Bend,Oregon,97701-6692,-121.2903651,44.08719318,Oregon,97701.0,1929,"Bend city, Oregon",41.0,5800.0,102079.0,52159.0,49920.0,41.2,39.5,42.2,32768.0,550.0,3555.0,6510.0,6757.0,3153.0,25357.0,55398.0,86510.0,37802.0,49717.0,32362.0,32384.0,30907.0,47882.0,44620.0,3262.0
Craft Life Brewing,micro,2624 Land O Lakes Blvd,Land O Lakes,Florida,34639-4910,-82.46477873,28.19614552,Florida,34639.0,1930,,,,,,,,,,,,,,,,,,,,,,,,,,
Craftsman Brewing Co,micro,1260 Lincoln Ave Ste 100,Pasadena,California,91103-2465,-118.1595567,34.1674435,California,91103.0,1933,"Pasadena city, California",6.0,56000.0,135745.0,68991.0,66754.0,40.1,38.6,42.3,21801.0,3730.0,1984.0,1932.0,2405.0,3168.0,5406.0,86677.0,119881.0,46213.0,52179.0,114617.0,49613.0,44348.0,64644.0,56992.0,7652.0
Crafty Ales and Lagers,micro,2 Exchange St,Phelps,New York,14532-1010,-77.056976,42.9579011,New York,14532.0,1935,,,,,,,,,,,,,,,,,,,,,,,,,,
Crane Brewing Company,micro,6515 Railroad St,Raytown,Missouri,64133-5210,-94.46290138,39.00524272,Missouri,64133.0,1937,"Raytown city, Missouri",29.0,60788.0,29570.0,14286.0,15284.0,43.8,43.8,43.7,70832.0,7563.0,12168.0,8721.0,7122.0,8824.0,29750.0,61946.0,60874.0,39232.0,36304.0,16147.0,9808.0,7832.0,14656.0,12892.0,1764.0
Crane's Castle Brewing,micro,1550 NE Riddell Rd #180,Bremerton,Washington,98310-3059,-122.6298609,47.60799154,Washington,98310.0,1938,"Bremerton city, Washington",53.0,7695.0,44116.0,23338.0,20778.0,35.3,34.0,38.6,51066.0,3960.0,6087.0,8335.0,8617.0,7389.0,7970.0,123336.0,140844.0,42662.0,35850.0,25903.0,17539.0,14036.0,21126.0,19368.0,1758.0
Crank Arm Brewing Co,micro,319 W Davie St,Raleigh,North Carolina,27601-1718,-78.64405,35.7756043,North Carolina,27601.0,1939,"Raleigh city, North Carolina",37.0,55000.0,469502.0,227641.0,241861.0,35.0,34.4,35.9,54551.0,6240.0,6279.0,5129.0,6420.0,7622.0,15154.0,46942.0,49269.0,37726.0,43417.0,22267.0,161903.0,165672.0,217866.0,194917.0,22949.0
Cranker's Brewery,brewpub,213 S State St,Big Rapids,Michigan,49307-1758,-85.483723,43.688013,Michigan,49307.0,1940,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranker's Restaurant & Brewery,brewpub,1207 E Pickard St,Mount Pleasant,Michigan,48858-1901,-84.76071102,43.61176916,Michigan,48858.0,1942,"Mount Pleasant city, Michigan",26.0,56020.0,23563.0,11488.0,12075.0,25.7,25.9,25.6,37548.0,4392.0,7485.0,4197.0,3727.0,4459.0,9526.0,45421.0,45252.0,55813.0,14922.0,23864.0,9375.0,9759.0,9739.0,9232.0,507.0
Crawford Brew Works,micro,3659 Devils Glen Rd,Bettendorf,Iowa,52722,-90.48344378,41.55924419,Iowa,52722.0,1945,"Bettendorf city, Iowa",19.0,6355.0,39316.0,19370.0,19946.0,38.5,38.7,38.2,21155.0,1154.0,2287.0,2555.0,2661.0,3833.0,15001.0,83951.0,54596.0,24271.0,54460.0,110621.0,12163.0,12058.0,15903.0,14928.0,975.0
Crazy Mountain Brewing Co,regional,471 Kalamath St,Denver,Colorado,80204-5019,-105.0002926,39.72361171,Colorado,80204.0,1946,"Denver city, Colorado",8.0,20000.0,711463.0,358282.0,353181.0,35.1,35.1,35.1,20328.0,4138.0,3382.0,3208.0,2591.0,1527.0,8555.0,81630.0,105365.0,43326.0,50986.0,592643.0,259713.0,246522.0,351829.0,326634.0,25195.0
Creature Comforts Brewing Co.,regional,271 W Hancock Ave,Athens,Georgia,30601-2727,-83.380087,33.95919871,Georgia,30601.0,1948,,,,,,,,,,,,,,,,,,,,,,,,,,
Creek Bottom Brewing,brewpub,307 N Meadow St,Galax,Virginia,24333-3019,-80.92094471,36.66708636,Virginia,24333.0,1952,,,,,,,,,,,,,,,,,,,,,,,,,,
Crescent Brewery,micro,1521 Front St,Nampa,Idaho,83651-4331,-116.5550949,43.57676253,Idaho,83651.0,1953,"Nampa city, Idaho",16.0,56260.0,106186.0,53203.0,52983.0,34.5,34.2,35.3,57090.0,7799.0,8485.0,8186.0,6578.0,5112.0,16095.0,63471.0,79416.0,90372.0,33846.0,35108.0,35168.0,32917.0,38826.0,37666.0,1160.0
Crescent City Brewhouse,brewpub,527 Decatur St,New Orleans,Louisiana,70130-1027,-90.0639242,29.9557185,Louisiana,70130.0,1954,"New Orleans city, Louisiana",22.0,55000.0,376971.0,178394.0,198577.0,38.3,37.7,39.0,35483.0,3320.0,5342.0,5278.0,3730.0,4586.0,9759.0,46942.0,113555.0,37591.0,36391.0,143517.0,117124.0,130980.0,194701.0,158827.0,35874.0
Creston Brewery,brewpub,1504 Plainfield Ave NE,Grand Rapids,Michigan,49505-4923,-85.66252661,42.99120192,Michigan,49505.0,1955,"Grand Rapids city, Michigan",26.0,34000.0,197423.0,97607.0,99816.0,32.8,32.3,33.4,28003.0,2426.0,4712.0,3605.0,2460.0,2157.0,12779.0,59596.0,42949.0,53594.0,35059.0,19255.0,67022.0,67548.0,85623.0,79486.0,6137.0
Cricket Hill Brewing Co. Inc.,micro,24 Kulick Rd,Fairfield,New Jersey,07004-3308,-74.2963174,40.872626,New Jersey,7004.0,1957,,,,,,,,,,,,,,,,,,,,,,,,,,
Crime & Punishment Brewing Company,brewpub,2711 W Girard Ave,Philadelphia,Pennsylvania,19130-1212,-75.1808422,39.9743646,Pennsylvania,19130.0,1958,"Philadelphia city, Pennsylvania",42.0,60000.0,1576251.0,749496.0,826755.0,35.2,34.0,36.4,300454.0,50635.0,61008.0,35173.0,28296.0,35089.0,10933.0,81130.0,55669.0,30771.0,39068.0,62305.0,499966.0,543900.0,733015.0,660921.0,72094.0
Crisis Brewing LLC,micro,210 S Archibald Yell Blvd,Fayetteville,Arkansas,72701-4459,-94.16087539,36.05959704,Arkansas,72701.0,1959,"Fayetteville city, Arkansas",5.0,23290.0,95231.0,47456.0,47775.0,28.4,28.0,28.6,89574.0,10019.0,11866.0,11670.0,8983.0,12372.0,36390.0,61428.0,79294.0,24048.0,34789.0,77789.0,34598.0,34801.0,44706.0,40104.0,4602.0
Critz Farms Brewing & Cider Co.,micro,3232 Rippleton Rd,Cazenovia,New York,13035-9693,-75.8746342,42.8805302,New York,13035.0,1960,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Can Brewing Co,micro,426 W Plant St,Winter Garden,Florida,34787-3014,-81.590376,28.5639024,Florida,34787.0,1961,"Winter Garden city, Florida",12.0,78250.0,46502.0,21620.0,24882.0,36.1,39.1,34.5,52695.0,4217.0,7497.0,6015.0,6228.0,5672.0,12157.0,90646.0,104639.0,27369.0,39965.0,40690.0,12502.0,14484.0,16931.0,14339.0,2592.0
Crooked Crab Brewing Company,micro,8251 Telegraph Rd,Odenton,Maryland,21113,-76.69482405,39.09729159,Maryland,21113.0,1962,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Current Brewery,micro,560 Mineral Spring Ave Ste 2-112,Pawtucket,Rhode Island,02860-8612,-71.4057415,41.8726983,Rhode Island,2860.0,1963,"Pawtucket city, Rhode Island",44.0,54640.0,75379.0,36799.0,38580.0,35.6,34.4,37.2,189697.0,29420.0,33808.0,26487.0,22271.0,17371.0,36595.0,72025.0,62314.0,32671.0,33116.0,23938.0,25584.0,25514.0,32238.0,29735.0,2503.0
Crooked Fence Brewing,micro,5220 N Sawyer Ave,Garden City,Idaho,83714,-116.268704,43.646739,Idaho,83714.0,1966,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Goat Brewing,micro,120 Morris St Ste 120,Sebastopol,California,95472-3867,-122.8196789,38.40410225,California,95472.0,1968,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Handle Brewing Co.,micro,760 N Main St,Springboro,Ohio,45066-8944,-84.23082816,39.57664643,Ohio,45066.0,1970,"Springboro city, Ohio",39.0,74076.0,20563.0,10381.0,10182.0,35.8,35.5,37.9,58769.0,6140.0,7129.0,7184.0,7007.0,7224.0,15411.0,72305.0,114310.0,39472.0,65214.0,19126.0,5871.0,5741.0,7616.0,7616.0,0.0
Crooked Label Brewing Company,micro,773 Village Way,Monroe,Washington,98272-2171,-121.9807376,47.85092868,Washington,98272.0,1971,"Monroe city, Washington",53.0,46685.0,19366.0,11238.0,8128.0,36.5,37.0,34.9,25585.0,3114.0,4814.0,3298.0,2498.0,1715.0,9841.0,93187.0,141840.0,47320.0,48731.0,18268.0,8772.0,4912.0,6225.0,6225.0,0.0
Crooked Ladder Brewery,micro,70 W Main St,Riverhead,New York,11901-2802,-72.66319867,40.91701672,New York,11901.0,1972,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Lane Brewing Co,micro,536 Grass Valley Hwy,Auburn,California,95603-3807,-121.0769384,38.90869888,California,95603.0,1973,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Rooster Brewery LLC.,micro,1478 S 6th St,Macclenny,Florida,32063,-82.1223325,30.2707152,Florida,32063.0,1976,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Run Brewing,micro,205 Harrison St SE,Leesburg,Virginia,20175-3702,-77.56287085,39.11226781,Virginia,20175.0,1977,"Leesburg town, Virginia",51.0,44984.0,48903.0,25603.0,23300.0,34.7,31.7,37.4,21727.0,1452.0,2648.0,4010.0,2572.0,3040.0,5675.0,101008.0,147340.0,98727.0,63557.0,40159.0,17247.0,16133.0,17541.0,17310.0,231.0
Crooked Thumb Brewery,micro,555 10th Ave S,Safety Harbor,Florida,34695-3821,-82.6986687,27.9874212,Florida,34695.0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,
Crooked Tooth Brewing Co.,micro,228 E 6th St,Tucson,Arizona,85705-8424,-110.9677332,32.22762302,Arizona,85705.0,1981,"Tucson city, Arizona",4.0,77000.0,543215.0,271982.0,271233.0,33.6,32.8,34.6,97097.0,12076.0,15315.0,11351.0,7116.0,8544.0,36530.0,50306.0,61461.0,60109.0,30567.0,445020.0,183136.0,179304.0,242816.0,223068.0,19748.0
Cross Country Brewing,micro,320 E Allard St,Glendive,Montana,59330-2719,-104.70579,47.11209,Montana,59330.0,1982,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Keys Brewing Co,micro,1038 N Main St,Williamstown,New Jersey,08094-3161,-75.0079984,39.69627246,New Jersey,8094.0,1983,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Plains Brewery Inc.,contract,2109 Hickory St,Cross Plains,Wisconsin,53528-9700,-89.65293922,43.11427765,Wisconsin,53528.0,1984,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-Eyed Owl Brewing Co.,micro,105 1st Ave NE,Decatur,Alabama,35601-2301,-86.98663302,34.60412065,Alabama,35601.0,1985,"Decatur city, Alabama",1.0,20104.0,57754.0,28253.0,29501.0,42.1,42.1,42.1,57754.0,4089.0,7244.0,7660.0,5204.0,9094.0,23729.0,52013.0,70450.0,28521.0,35675.0,47049.0,16706.0,18349.0,24875.0,23729.0,1146.0
Crossed Arrows Brewery,planning,14004 Purdy Dr,Gig Harbor,Washington ,98332-8627,-122.626764,47.38603007,Washington ,98332.0,1986,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossroads Brewing Co,brewpub,21 2nd St,Athens,New York,12015-1327,-73.8100641,42.2605541,New York,12015.0,1987,,,,,,,,,,,,,,,,,,,,,,,,,,
Crosstown Brewing Company,micro,1264 Concourse Ave,Memphis,Tennessee,38104-7022,-90.0129924,35.1515547,Tennessee,38104.0,1988,"Memphis city, Tennessee",47.0,48000.0,628118.0,296266.0,331852.0,34.3,32.9,35.7,30766.0,2396.0,4297.0,3442.0,4487.0,2613.0,14068.0,94321.0,101515.0,23772.0,32830.0,27447.0,187508.0,210266.0,288491.0,256968.0,31523.0
Crow Hop Brewing Co. Ltd.,micro,214 E 4th St,Loveland,Colorado,80537-5632,-105.0735144,40.39536486,Colorado,80537.0,1989,"Loveland city, Colorado",8.0,46465.0,77185.0,36579.0,40606.0,43.8,43.3,44.2,37307.0,3022.0,6571.0,6137.0,3824.0,3912.0,20676.0,66535.0,80530.0,62347.0,42086.0,64956.0,22117.0,24025.0,36659.0,35803.0,856.0
Crow Peak Brewing Co,micro,125 W Highway 14,Spearfish,South Dakota,57783-1150,-103.8706684,44.5175219,South Dakota,57783.0,1990,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowded Castle Brewing Co. Inc.,brewpub,242 Bridge St,Phoenixville,Pennsylvania,19460-3450,-75.51762814,40.13370414,Pennsylvania,19460.0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowing Hen,planning,,Carlton,Oregon,97111-9668,-123.0986999,45.29153898,Oregon,97111.0,1992,,,,,,,,,,,,,,,,,,,,,,,,,,
Crown Valley Brewing & Distilling Co,micro,23589 State Route Ww,Sainte Genevieve,Missouri,63670-9039,-90.21257,37.777679,Missouri,63670.0,1994,,,,,,,,,,,,,,,,,,,,,,,,,,
