name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
2 Row Brewing,micro,6856 S 300 W,Midvale,Utah,84047-1083,-111.9007652,40.5950202,Utah,84047.0,55,"Midvale city, Utah",49.0,49710.0,35939.0,17578.0,18361.0,32.7,34.4,32.0,64109.0,5440.0,10445.0,9786.0,7237.0,6728.0,7332.0,80281.0,106282.0,93202.0,37466.0,77235.0,11946.0,12382.0,15295.0,15198.0,97.0
2 Tones Brewing Co.,micro,4539 E Broad St,Whitehall,Ohio,43213-1308,-82.9118174,40.0030689,Ohio,43213.0,57,"Whitehall city, Ohio",39.0,84742.0,20357.0,9389.0,10968.0,31.7,30.3,33.6,21291.0,1606.0,2998.0,2170.0,1713.0,3271.0,11787.0,67028.0,76392.0,39454.0,29988.0,48570.0,5548.0,6343.0,8356.0,7766.0,590.0
2 Tread Brewing Co,brewpub,1018 Santa Rosa Plz,Santa Rosa,California,95401-6399,-122.7167729,38.4387767,California,95401.0,58,"Santa Rosa city, California",6.0,70098.0,176942.0,87012.0,89930.0,40.4,38.6,42.5,59700.0,3351.0,7276.0,9913.0,7385.0,7097.0,20509.0,86459.0,105179.0,56456.0,43117.0,145676.0,56242.0,57348.0,71553.0,68686.0,2867.0
2 Way Brewing Company,brewpub,18 W Main St,Beacon,New York,12508-2512,-73.9809868,41.5082102,New York,12508.0,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2 Witches Winery and Brewing Company,micro,209 Trade St,Danville,Virginia,24541-3545,-79.42125553,36.58590349,Virginia,24541.0,60,"Danville city, Virginia",51.0,21344.0,42215.0,19718.0,22497.0,42.1,37.1,44.2,24276.0,3587.0,2395.0,2494.0,3787.0,3243.0,11386.0,103137.0,117623.0,33720.0,29666.0,44434.0,11140.0,13911.0,22187.0,18285.0,3902.0
20 Corners Brewing LLC,brewpub,14148 NE 190th St Ste A,Woodinville,Washington,98072-8437,-122.1517007,47.76864301,Washington,98072.0,61,,,,,,,,,,,,,,,,,,,,,,,,,,
210 Brewing Co,brewpub,3438 Stoluckquamish Ln,Arlington,Washington,98223-9056,-122.18421,48.215096,Washington,98223.0,62,"Arlington city, Washington",53.0,2585.0,23236.0,11701.0,11535.0,34.9,32.2,35.7,87061.0,8966.0,13674.0,12508.0,9928.0,11892.0,61440.0,151422.0,179073.0,39422.0,45133.0,15008.0,8017.0,7609.0,8111.0,7636.0,475.0
217 Brew Works,micro,217 South St S,Wilson,North Carolina,27893-4911,-77.9120318,35.7227625,North Carolina,27893.0,64,"Wilson city, North Carolina",37.0,74540.0,47731.0,21409.0,26322.0,38.8,38.3,41.3,250337.0,28724.0,37105.0,31074.0,27515.0,31226.0,31426.0,61861.0,99153.0,36416.0,31477.0,48159.0,13287.0,15992.0,21807.0,19479.0,2328.0
21st Amendment Brewery,regional,2010 Williams St Unit A,San Leandro,California,94577-2334,-122.1772928,37.71130036,California,94577.0,65,"San Leandro city, California",6.0,68084.0,88878.0,44727.0,44151.0,43.3,41.5,44.6,29010.0,2103.0,3715.0,4332.0,3549.0,3714.0,9197.0,84017.0,97777.0,86182.0,43141.0,75968.0,30485.0,30757.0,32100.0,30977.0,1123.0
21st Amendment Brewery Cafe,brewpub,563 2nd St,San Francisco,California,94107-1411,-122.3925769,37.782448,California,94107.0,66,"San Francisco city, California",6.0,67000.0,815201.0,417313.0,397888.0,40.4,40.1,41.0,38670.0,2465.0,5049.0,6244.0,4938.0,5346.0,13112.0,121826.0,150429.0,66875.0,76010.0,713617.0,299502.0,271633.0,412269.0,350796.0,61473.0
21st St Brewers Bar,brewpub,2017 Chouteau Ave,St. Louis,Missouri,63103,-90.213781,38.624291,Missouri,63103.0,67,"St. Louis city, Missouri",29.0,65000.0,293310.0,143041.0,150269.0,36.8,36.0,37.7,58131.0,3086.0,7839.0,8876.0,5167.0,9842.0,9062.0,49965.0,50893.0,41031.0,37696.0,19353.0,99337.0,101975.0,173493.0,139736.0,33757.0
23rd Street Brewery,brewpub,3512 Clinton Pkwy,Lawrence,Kansas,66047-2145,-95.28093353,38.9429674,Kansas,66047.0,70,"Lawrence city, Kansas",20.0,38900.0,95251.0,47846.0,47405.0,31.3,32.8,30.2,37174.0,3872.0,5859.0,6098.0,3983.0,3546.0,11935.0,52475.0,91728.0,28801.0,26878.0,50093.0,36620.0,33643.0,44551.0,41041.0,3510.0
26 Degree Brewing Company,micro,2600 E Atlantic Blvd,Pompano Beach,Florida,33062-4940,-80.1224169,26.2316338,Florida,33062.0,71,"Pompano Beach city, Florida",12.0,58050.0,111356.0,57329.0,54027.0,41.8,42.2,41.7,65671.0,4325.0,5561.0,5686.0,7241.0,12098.0,29385.0,53737.0,65401.0,47877.0,36080.0,58527.0,38349.0,35179.0,61793.0,48363.0,13430.0
2C Family Brewing Co.,micro,1215 1st St S,Nampa,Idaho,83651-3957,-116.559282,43.578989,Idaho,83651.0,73,"Nampa city, Idaho",16.0,56260.0,106186.0,53203.0,52983.0,34.5,34.2,35.3,57090.0,7799.0,8485.0,8186.0,6578.0,5112.0,16095.0,63471.0,79416.0,90372.0,33846.0,35108.0,35168.0,32917.0,38826.0,37666.0,1160.0
2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,San Diego,California,92126-6391,-117.137429,32.896584,California,92126.0,74,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
2nd Shift Brewing Co,brewpub,1601 Sublette Ave,St. Louis,Missouri,63110-1924,-90.280526,38.621943,Missouri,63110.0,75,"St. Louis city, Missouri",29.0,65000.0,293310.0,143041.0,150269.0,36.8,36.0,37.7,58131.0,3086.0,7839.0,8876.0,5167.0,9842.0,9062.0,49965.0,50893.0,41031.0,37696.0,19353.0,99337.0,101975.0,173493.0,139736.0,33757.0
3 Beards Beer Company,contract,4 Main St,Williamsburg,Massachusetts,01096,-72.7305059,42.3923659,Massachusetts,1096.0,78,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Daughters Brewing,micro,222 22nd St S,Saint Petersburg,Florida,33712-1240,-82.6629721,27.76899022,Florida,33712.0,79,"St. Petersburg city, Florida",12.0,63000.0,258214.0,123464.0,134750.0,41.9,41.1,42.6,60676.0,6153.0,10649.0,9269.0,7204.0,7030.0,23885.0,64141.0,79734.0,35395.0,39579.0,49721.0,78242.0,86542.0,137046.0,111349.0,25697.0
3 Disciples Brewing,micro,,Sebastopol,California,95472-5937,-122.8332502,38.3845125,California,95472.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Freaks Brewing Co,micro,7140 E County Line Rd,Highlands Ranch,Colorado,80126-3926,-104.9426656,39.5659575,Colorado,80126.0,81,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Iron Brewing Company,micro,898 Via Lata Ste A,Colton,California,92324-3920,-117.3066993,34.05616889,California,92324.0,82,"Colton city, California",6.0,14890.0,54286.0,26659.0,27627.0,35.3,36.8,33.5,93584.0,9924.0,12950.0,12313.0,13594.0,11033.0,28820.0,65778.0,71815.0,73320.0,33726.0,43106.0,17906.0,17927.0,19455.0,18651.0,804.0
"3 Keys Brewing Company, LLC",brewpub,2505 Manatee Ave E,Bradenton,Florida,34208-2421,-82.53393502,27.49645026,Florida,34208.0,83,"Bradenton city, Florida",12.0,7950.0,55895.0,26504.0,29391.0,48.4,47.4,49.8,116994.0,7634.0,20908.0,19512.0,14024.0,13212.0,9690.0,47421.0,61337.0,61414.0,31883.0,45797.0,14331.0,15048.0,31980.0,24841.0,7139.0
7venth Sun Tampa,micro,6809 N Nebraska Ave,Tampa,Florida,33604-5660,-82.4500207,27.9495902,Florida,33604.0,84,"Tampa city, Florida",12.0,71000.0,387037.0,190098.0,196939.0,35.8,35.6,35.9,25558.0,1173.0,2382.0,2834.0,2814.0,5306.0,10498.0,63404.0,80390.0,32743.0,41792.0,23055.0,129657.0,128671.0,172886.0,159925.0,12961.0
3 Nations Brewing,micro,2405 Squire Pl Ste 200,Farmers Branch,Texas,75234-4714,-96.89883128,32.93044336,Texas,75234.0,85,"Farmers Branch city, Texas",48.0,25452.0,36450.0,18416.0,18034.0,35.7,35.0,37.4,25249.0,755.0,3417.0,4750.0,2374.0,1463.0,27696.0,144642.0,132953.0,45469.0,43527.0,712123.0,12730.0,12531.0,17914.0,16245.0,1669.0
3 Sheeps Brewing Co,micro,1837 North Ave,Sheboygan,Wisconsin,53083-4620,-87.73006524,43.77384561,Wisconsin,53083.0,86,"Sheboygan city, Wisconsin",55.0,72975.0,49929.0,25376.0,24553.0,39.1,36.3,41.3,22257.0,1019.0,2796.0,2683.0,3243.0,3101.0,11406.0,50857.0,76067.0,,32083.0,59477.0,15308.0,15152.0,23351.0,22094.0,1257.0
3 Sons Brewing Co.,proprietor,236 N Federal Hwy,Dania,Florida,33004-2870,-80.14361029,26.04800238,Florida,33004.0,88,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Trails Brewing Co,micro,111 N Main St ,Independence,Missouri,64050,-94.41265,39.122385,Missouri,64050.0,90,"Independence city, Missouri",29.0,35000.0,122083.0,59554.0,62529.0,43.7,40.5,46.8,42760.0,4280.0,6447.0,6375.0,4162.0,5183.0,20107.0,52919.0,55176.0,40162.0,35435.0,17472.0,36773.0,38321.0,57486.0,53057.0,4429.0
32 North Brewing Co,closed,8655 Production Ave Ste A,San Diego,California,92121-2258,-117.1649842,32.88313237,California,92121.0,93,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
34 Degree North Experiment Station,micro,4802 Main St,Shallotte,North Carolina,28470,-78.38636517,33.97270364,North Carolina,28470.0,94,,,,,,,,,,,,,,,,,,,,,,,,,,
350 Brewing Co,brewpub,7144 183rd St,Tinley Park,Illinois,60477-3933,-87.79160288,41.55864726,Illinois,60477.0,95,,,,,,,,,,,,,,,,,,,,,,,,,,
38Â°-75Â° Brewing,brewpub,2000 Coastal Highway STE 105,Rehoboth Beach,Delaware,19971,-75.090191,38.7074994,Delaware,19971.0,98,,,,,,,,,,,,,,,,,,,,,,,,,,
3cross Fermentation Cooperative,micro,4 Knowlton Ave,Worcester,Massachusetts,01603,-71.83057593,42.24364875,Massachusetts,1603.0,99,"Worcester city, Massachusetts",25.0,82000.0,205917.0,99262.0,106655.0,33.6,33.2,33.9,22300.0,3231.0,3316.0,2902.0,1607.0,2615.0,8235.0,63194.0,58405.0,36274.0,36125.0,107211.0,70872.0,74260.0,82375.0,76065.0,6310.0
3Halves Brewing Co,brewpub,110 E Kansas St,Liberty,Missouri,64068-2374,-94.4190247,39.2461993,Missouri,64068.0,100,"Liberty city, Missouri",29.0,42032.0,30379.0,14564.0,15815.0,38.3,37.3,40.2,21599.0,1221.0,4344.0,2480.0,1574.0,2331.0,13309.0,75818.0,103544.0,36725.0,49479.0,27911.0,8977.0,9534.0,12230.0,11695.0,535.0
3rd Degree Brewhouse,micro,1625 N Main St,Fuquay Varina,North Carolina,27526,-78.794223,35.5914556,North Carolina,27526.0,101,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Rock Brewing Company,micro,134 Industrial Park Dr,Trenton,North Carolina,28585-9593,-77.36749285,35.06939877,North Carolina,28585.0,103,,,,,,,,,,,,,,,,,,,,,,,,,,
3rd Turn Brewing,micro,10408 Watterson Trl,Louisville,Kentucky,40299-3702,-85.56656078,38.19322725,Kentucky,40299.0,104,"Louisville/Jefferson County metro government (balance), Kentucky",21.0,48006.0,628577.0,305076.0,323501.0,37.9,36.7,39.0,30829.0,2074.0,4373.0,4569.0,3928.0,3555.0,24846.0,57182.0,60844.0,82952.0,35859.0,20383.0,197968.0,205784.0,288859.0,264336.0,24523.0
4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,Springfield,Missouri,65804-4601,-93.239889,37.147986,Missouri,65804.0,106,"Springfield city, Missouri",29.0,70000.0,169850.0,82867.0,86983.0,32.8,32.4,33.3,34626.0,4359.0,5291.0,4921.0,2933.0,5299.0,10095.0,41808.0,110473.0,35184.0,27689.0,93390.0,57599.0,57548.0,83888.0,79232.0,4656.0
4 Hands Brewing Co,regional,1220 S 8th St,St. Louis,Missouri,63104-3610,-90.19762012,38.61526593,Missouri,63104.0,107,"St. Louis city, Missouri",29.0,65000.0,293310.0,143041.0,150269.0,36.8,36.0,37.7,58131.0,3086.0,7839.0,8876.0,5167.0,9842.0,9062.0,49965.0,50893.0,41031.0,37696.0,19353.0,99337.0,101975.0,173493.0,139736.0,33757.0
4 Stitch Brewing Co,nano,7 192nd St SW,Bothell,Washington,98012,-122.2328187,47.82525617,Washington,98012.0,109,"Bothell city, Washington",53.0,7380.0,51331.0,25170.0,26161.0,36.0,36.3,35.7,21698.0,1472.0,2757.0,4200.0,3807.0,3050.0,9267.0,58673.0,131920.0,46909.0,73012.0,19804.0,15944.0,16560.0,20896.0,20417.0,479.0
