name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent
Elkmont Exchange Brewery and Eating House,brewpub,745 N Broadway St,Knoxville,Tennessee,37917-7202,-83.918150407,35.994642275,Tennessee,37917,2440,"Knoxville city, Tennessee",47.0,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3
Ellipsis Brewing,micro,7500 Tpc Blvd Ste 8,Orlando,Florida,32822-5181,-81.291412281,28.490576138,Florida,32822,2447,"Orlando city, Florida",12.0,53000.0,130037.0,30041.0,40972.0,123753.0,123753.0,137224.0,137224.0,209134.0,92.6,89743.0,39.7,258748.0,258748.0,130037.0,54167.0,83264.0,70260.0,62424.0,94111.0,36370.0,59777.0,44560.0,60696.0,-888888888.0,13.9,-888888888.0,16.2,149940.0,149940.0,149940.0,149940.0,309193.0,242580.0,78.5,14799.0,4.8,119103.0,47.3,132441.0,52.7
Ellis Island Casino and Brewery,brewpub,4178 Koval Ln,Las Vegas,Nevada,89109-4568,-115.167270447,36.119427086,Nevada,89109,2448,"Las Vegas city, Nevada",32.0,40000.0,250350.0,57446.0,70000.0,266452.0,266452.0,265186.0,265186.0,389507.0,85.4,125771.0,27.6,523043.0,523043.0,250350.0,59746.0,84820.0,152708.0,75088.0,100540.0,33825.0,97642.0,36725.0,55282.0,-888888888.0,10.5,-888888888.0,14.8,269602.0,269602.0,269602.0,269602.0,646776.0,485562.0,75.1,38398.0,5.9,254137.0,50.0,253890.0,50.0
Elst Brewing Company,planning,,Knoxville,Tennessee,37921-5188,-83.991463403,35.977732777,Tennessee,37921,2452,"Knoxville city, Tennessee",47.0,40000.0,85151.0,20951.0,31509.0,79691.0,79691.0,84114.0,84114.0,111686.0,89.9,43799.0,35.2,161269.0,161269.0,85151.0,45700.0,69750.0,39259.0,66760.0,95885.0,31855.0,45892.0,32079.0,45528.0,-888888888.0,11.9,-888888888.0,19.8,94457.0,94457.0,94457.0,94457.0,192657.0,143180.0,74.3,14170.0,7.4,76774.0,48.7,80719.0,51.3
Elysian Brewing Co - Elysian Fields,large,542 1st Ave S Ste B,Seattle,Washington,98104-2882,-122.329182295,47.601632401,Washington,98104,2456,"Seattle city, Washington",53.0,63000.0,351650.0,93431.0,95835.0,329448.0,329448.0,319414.0,319414.0,535187.0,95.9,381359.0,68.3,643854.0,643854.0,351650.0,110781.0,154211.0,154761.0,165479.0,210863.0,74733.0,196889.0,75100.0,106369.0,-888888888.0,5.8,-888888888.0,11.0,384799.0,384799.0,384799.0,384799.0,733904.0,609741.0,83.1,31391.0,4.3,322444.0,50.8,312346.0,49.2
Empire City Beer Company,planning,,New York,New York,10012,-73.998041977,40.725020819,New York,10012,2463,"New York city, New York",36.0,51000.0,3263895.0,684648.0,1210386.0,3312760.0,3312760.0,3682357.0,3682357.0,5066811.0,83.9,2474623.0,41.0,6902783.0,6902783.0,3263895.0,67997.0,107684.0,1892542.0,77219.0,122049.0,42406.0,1371353.0,50765.0,82520.0,-888888888.0,14.4,-888888888.0,18.0,3641931.0,3641931.0,3641931.0,3641931.0,8467513.0,6445654.0,76.1,456072.0,5.4,3169312.0,47.2,3545264.0,52.8
Engine 15 Brewing Company,micro,633 N Myrtle Ave,Jacksonville,Florida,32204-1319,-81.6844443,30.321052447,Florida,32204,2474,"Jacksonville city, Florida",12.0,35000.0,386283.0,79740.0,122269.0,371055.0,371055.0,400259.0,400259.0,595685.0,90.8,211870.0,32.3,759046.0,759046.0,386283.0,58621.0,79706.0,232936.0,72016.0,94087.0,32953.0,153347.0,41161.0,54121.0,-888888888.0,11.2,-888888888.0,15.4,422315.0,422315.0,422315.0,422315.0,954624.0,704259.0,73.8,55712.0,5.8,353303.0,47.9,383796.0,52.1
Enlightened Brewing Company,micro,2018 S 1st St Ste 170,Milwaukee,Wisconsin,53207-1102,-87.899614932,42.982709876,Wisconsin,53207,2480,"Milwaukee city, Wisconsin",55.0,53000.0,232362.0,59623.0,91583.0,211765.0,211765.0,234419.0,234419.0,307384.0,86.2,97240.0,27.3,436763.0,436763.0,232362.0,46637.0,64459.0,125691.0,51513.0,71734.0,26998.0,106671.0,37552.0,52789.0,-888888888.0,20.1,-888888888.0,23.8,257812.0,257812.0,257812.0,257812.0,569326.0,391192.0,68.7,45091.0,7.9,199484.0,47.3,222454.0,52.7
"Epic Brewing Co., LLC",closed,1048 E 2100 S Ste 110,Salt Lake City,Utah,84106-,-111.855307961,40.713953358,Utah,84106,2487,"Salt Lake City city, Utah",49.0,67000.0,89839.0,26479.0,27046.0,87244.0,87244.0,84303.0,84303.0,128534.0,93.7,69825.0,50.9,169555.0,169555.0,89839.0,66658.0,96755.0,38994.0,91636.0,132144.0,44033.0,50845.0,49191.0,65985.0,-888888888.0,6.5,-888888888.0,13.0,99551.0,99551.0,99551.0,99551.0,200475.0,155771.0,77.7,12276.0,6.1,83944.0,50.9,80941.0,49.1
Equal Parts Brewing,micro,3118 Harrisburg Blvd,Houston,Texas,77003,-95.351298395,29.75205003,Texas,77003,2492,"Houston city, Texas",48.0,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7
Erie Brewing Co,micro,6008 Knowledge Pkwy # A,Erie,Pennsylvania,16510-4676,-80.01022988,42.129768489,Pennsylvania,16510,2496,"Erie city, Pennsylvania",42.0,24000.0,38636.0,9468.0,13202.0,36791.0,36791.0,39341.0,39341.0,56271.0,90.6,14113.0,22.7,74897.0,74897.0,38636.0,43186.0,56650.0,20465.0,57661.0,66725.0,24129.0,18171.0,28225.0,44072.0,-888888888.0,18.1,-888888888.0,23.3,42194.0,42194.0,42194.0,42194.0,94013.0,68675.0,73.0,6230.0,6.6,35500.0,48.5,37668.0,51.5
EuroBevs,contract,2255 Cumberland Pkwy SE,Atlanta,Georgia,30339-4515,-84.464801436,33.888257035,Georgia,30339,2512,"Atlanta city, Georgia",13.0,4000.0,232720.0,62706.0,88774.0,208075.0,208075.0,216270.0,216270.0,319487.0,92.7,206198.0,59.8,419538.0,419538.0,232720.0,74107.0,117117.0,94427.0,101490.0,166758.0,55051.0,138293.0,58614.0,81911.0,-888888888.0,13.8,-888888888.0,17.9,253355.0,253355.0,253355.0,253355.0,496480.0,382121.0,77.0,31072.0,6.3,202904.0,49.2,209530.0,50.8
Fair Isle Brewing,planning,,Seattle,Washington,98199-1121,-122.397750657,47.648370849,Washington,98199,2539,"Seattle city, Washington",53.0,63000.0,351650.0,93431.0,95835.0,329448.0,329448.0,319414.0,319414.0,535187.0,95.9,381359.0,68.3,643854.0,643854.0,351650.0,110781.0,154211.0,154761.0,165479.0,210863.0,74733.0,196889.0,75100.0,106369.0,-888888888.0,5.8,-888888888.0,11.0,384799.0,384799.0,384799.0,384799.0,733904.0,609741.0,83.1,31391.0,4.3,322444.0,50.8,312346.0,49.2
Fam's Brewing Company,brewpub,1291 Folly Rd,Charleston,South Carolina,29412,-79.957104922,32.735445801,South Carolina,29412,2557,"Charleston city, South Carolina",45.0,13330.0,63391.0,11898.0,20154.0,62143.0,62143.0,67442.0,67442.0,98841.0,94.1,57383.0,54.6,128193.0,128193.0,63391.0,74139.0,103964.0,34279.0,104734.0,136397.0,44925.0,29112.0,50738.0,64455.0,-888888888.0,7.2,-888888888.0,13.4,75367.0,75367.0,75367.0,75367.0,152046.0,116600.0,76.7,9814.0,6.5,60465.0,47.9,65744.0,52.1
FH Beerworks East,planning,,Colorado Springs,Colorado,80915,-104.733815965,38.855219353,Colorado,80915,2618,"Colorado Springs city, Colorado",8.0,16000.0,197542.0,39864.0,48235.0,198538.0,198538.0,197588.0,197588.0,308365.0,93.6,141004.0,42.8,390552.0,390552.0,197542.0,74579.0,96874.0,126314.0,91259.0,111747.0,39808.0,71228.0,49663.0,64679.0,-888888888.0,6.9,-888888888.0,10.5,205380.0,205380.0,205380.0,205380.0,483969.0,359735.0,74.3,31577.0,6.5,189125.0,50.0,189097.0,50.0
Fields & Ivy Brewery,planning,,Olathe,Kansas,66061-7464,-94.828699308,38.89806707,Kansas,66061,2624,"Olathe city, Kansas",20.0,52575.0,53285.0,6959.0,10766.0,56556.0,56556.0,59936.0,59936.0,90678.0,94.7,47895.0,50.0,114185.0,114185.0,53285.0,99631.0,119113.0,39570.0,113940.0,135943.0,44990.0,13715.0,53299.0,67587.0,-888888888.0,5.7,-888888888.0,7.7,54720.0,54720.0,54720.0,54720.0,143006.0,101398.0,70.9,13104.0,9.2,52930.0,48.7,55715.0,51.3
Finkel & Garf Brewing Co.,micro,5455 Spine Rd Ste A,Boulder,Colorado,80301-3364,-105.19820583,40.049959087,Colorado,80301,2654,"Boulder city, Colorado",8.0,7850.0,42376.0,12345.0,10989.0,48486.0,48486.0,46748.0,46748.0,57601.0,95.7,45460.0,75.6,94422.0,94422.0,42376.0,84167.0,127620.0,18491.0,126097.0,187094.0,52420.0,23885.0,50068.0,79089.0,-888888888.0,8.9,-888888888.0,23.0,44793.0,44793.0,44793.0,44793.0,104178.0,73607.0,70.7,14523.0,13.9,47079.0,51.2,44952.0,48.8
FINNEGANS Brew Co,micro,817 5th Ave So,Minneapolis,Minnesota,55404,-93.255999852,44.960467231,Minnesota,55404,2655,"Minneapolis city, Minnesota",27.0,43000.0,188681.0,53233.0,58158.0,183399.0,183399.0,176862.0,176862.0,266532.0,92.1,155134.0,53.6,356026.0,356026.0,188681.0,69397.0,100172.0,76857.0,102959.0,136470.0,44836.0,111824.0,52357.0,72359.0,-888888888.0,7.2,-888888888.0,15.0,203633.0,203633.0,203633.0,203633.0,425338.0,321155.0,75.5,28721.0,6.8,176132.0,50.7,171533.0,49.3
Five Wits Brewing Co.,planning,,Chattanooga,Tennessee,37408,-85.305854974,35.033915743,Tennessee,37408,2692,"Chattanooga city, Tennessee",47.0,14000.0,77299.0,17445.0,27193.0,69832.0,69832.0,80490.0,80490.0,112732.0,90.1,42968.0,34.3,147712.0,147712.0,77299.0,55065.0,79320.0,42160.0,76706.0,101693.0,34297.0,35139.0,34392.0,49706.0,-888888888.0,12.2,-888888888.0,18.4,86385.0,86385.0,86385.0,86385.0,182111.0,135935.0,74.6,11581.0,6.4,66778.0,46.2,77853.0,53.8
Flix Brewhouse,micro,2000 S Interstate 35 Ste B1,Round Rock,Texas,78681-6900,-97.713183221,30.514777451,Texas,78681,2714,"Round Rock city, Texas",48.0,63500.0,49740.0,9385.0,13349.0,50742.0,50742.0,51151.0,51151.0,76659.0,93.1,35513.0,43.1,100568.0,100568.0,49740.0,79649.0,98320.0,34596.0,96093.0,115726.0,38765.0,15144.0,40617.0,55922.0,-888888888.0,6.3,-888888888.0,8.4,51290.0,51290.0,51290.0,51290.0,127130.0,91537.0,72.0,9682.0,7.6,47233.0,49.7,47882.0,50.3
Flix Brewhouse - Frisco/Little Elm,micro,,Frisco,Texas,75033,-96.836084042,33.165695403,Texas,75033,2715,"Frisco city, Texas",48.0,27684.0,72282.0,7707.0,12164.0,79782.0,79782.0,84054.0,84054.0,129107.0,95.7,90745.0,67.2,160303.0,160303.0,72282.0,130118.0,166882.0,56006.0,154769.0,189335.0,58153.0,16276.0,72811.0,86586.0,-888888888.0,1.8,-888888888.0,2.5,74074.0,74074.0,74074.0,74074.0,210735.0,144615.0,68.6,17654.0,8.4,73632.0,49.0,76711.0,51.0
Floodland Brewing,micro,3806 Woodland Park Ave North Suite 100,Seattle,Washington,98103,-122.343978182,47.673660123,Washington,98103,2718,"Seattle city, Washington",53.0,63000.0,351650.0,93431.0,95835.0,329448.0,329448.0,319414.0,319414.0,535187.0,95.9,381359.0,68.3,643854.0,643854.0,351650.0,110781.0,154211.0,154761.0,165479.0,210863.0,74733.0,196889.0,75100.0,106369.0,-888888888.0,5.8,-888888888.0,11.0,384799.0,384799.0,384799.0,384799.0,733904.0,609741.0,83.1,31391.0,4.3,322444.0,50.8,312346.0,49.2
Flying Machine Brewing Company,planning,,Wilmington,North Carolina,28403,-77.883601078,34.221717745,North Carolina,28403,2741,"Wilmington city, North Carolina",37.0,74440.0,59341.0,12690.0,21356.0,49240.0,49240.0,57193.0,57193.0,77380.0,92.6,35484.0,42.5,105299.0,105299.0,59341.0,53186.0,93147.0,26873.0,80784.0,138973.0,46223.0,32468.0,38658.0,53555.0,-888888888.0,6.4,-888888888.0,17.1,63490.0,63490.0,63490.0,63490.0,117642.0,94502.0,80.3,8581.0,7.3,47576.0,46.2,55381.0,53.8
Flying Man Brewing Company,micro,2400 Patterson Industrial,Austin,Texas,78660,-97.610281351,30.445426919,Texas,78660,2742,"Austin city, Texas",48.0,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2
Flying Rhino Brewing Company,planning,,Houston,Texas,77077-6108,-95.613429781,29.75245309,Texas,77077,2744,"Houston city, Texas",48.0,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7
Folklore Brewing,micro,153 Mary Lou Ln,Dothan,Alabama,36301-9521,-85.401533219,31.186341251,Alabama,36301,2755,"Dothan city, Alabama",1.0,21184.0,30301.0,5405.0,11360.0,26662.0,26662.0,31298.0,31298.0,43964.0,88.8,12478.0,25.2,57160.0,57160.0,30301.0,45088.0,70513.0,19024.0,56812.0,88118.0,31168.0,11277.0,28521.0,39334.0,-888888888.0,16.5,-888888888.0,21.3,33868.0,33868.0,33868.0,33868.0,71283.0,52436.0,73.6,4052.0,5.7,25117.0,45.4,30170.0,54.6
Fools Fire Brewing Company At Fermentation Lounge,brewpub,415 Saint Francis Street Unit 112,Tallahassee,Florida,32301-2201,-84.253859787,30.435412022,Florida,32301,2761,"Tallahassee city, Florida",12.0,70600.0,84920.0,20790.0,32697.0,78178.0,78178.0,93220.0,93220.0,106383.0,94.2,58281.0,51.6,169439.0,169439.0,84920.0,51224.0,73402.0,38381.0,76259.0,100795.0,32181.0,46539.0,36956.0,49271.0,-888888888.0,10.8,-888888888.0,19.4,95467.0,95467.0,95467.0,95467.0,197103.0,143306.0,72.7,20460.0,10.4,74983.0,45.4,90125.0,54.6
Forest City Brewery,brewpub,2135 Columbus Rd Ste A,Cleveland,Ohio,44113-4243,-81.69937304,41.489213434,Ohio,44113,2774,"Cleveland city, Ohio",39.0,16000.0,171321.0,49534.0,73107.0,145361.0,145361.0,158956.0,158956.0,214975.0,84.2,55436.0,21.7,299643.0,299643.0,171321.0,35562.0,50078.0,76491.0,43181.0,58554.0,24093.0,94830.0,27887.0,41048.0,-888888888.0,25.0,-888888888.0,29.3,202735.0,202735.0,202735.0,202735.0,368006.0,275761.0,74.9,21532.0,5.9,139795.0,47.7,153378.0,52.3
Fossil Craft Beer Co,micro,2845 Ore Mill Rd Ste 1,Colorado Springs,Colorado,80904-3161,-104.864266207,38.851765612,Colorado,80904,2793,"Colorado Springs city, Colorado",8.0,16000.0,197542.0,39864.0,48235.0,198538.0,198538.0,197588.0,197588.0,308365.0,93.6,141004.0,42.8,390552.0,390552.0,197542.0,74579.0,96874.0,126314.0,91259.0,111747.0,39808.0,71228.0,49663.0,64679.0,-888888888.0,6.9,-888888888.0,10.5,205380.0,205380.0,205380.0,205380.0,483969.0,359735.0,74.3,31577.0,6.5,189125.0,50.0,189097.0,50.0
Foster's Pint & Plate,brewpub,2001 S Bellview Rd # 2,Rogers,Arkansas,72758-4050,-94.152297159,36.303550642,Arkansas,72758,2795,"Rogers city, Arkansas",5.0,60410.0,25872.0,3456.0,6270.0,26827.0,26827.0,28583.0,28583.0,40770.0,86.5,16453.0,34.9,54133.0,54133.0,25872.0,67408.0,98486.0,19671.0,75490.0,110798.0,36446.0,6201.0,42643.0,51181.0,-888888888.0,8.7,-888888888.0,11.4,29356.0,29356.0,29356.0,29356.0,71114.0,50661.0,71.2,3859.0,5.4,25984.0,48.9,27169.0,51.1
Foundation Brewing Company,micro,1 Industrial Way Ste 5,Portland,Maine,04103-1072,-70.288034627,43.690366679,Maine,04103,2797,"Portland city, Maine",23.0,60545.0,32523.0,7389.0,10486.0,28501.0,28501.0,29903.0,29903.0,51257.0,96.5,30389.0,57.2,57985.0,57985.0,32523.0,70244.0,99215.0,14299.0,103538.0,138614.0,47433.0,18224.0,53210.0,65824.0,-888888888.0,7.4,-888888888.0,11.8,35456.0,35456.0,35456.0,35456.0,68329.0,56189.0,82.2,1829.0,2.7,27976.0,48.9,29230.0,51.1
Four Peaks Brewing Co,large,1340 E 8th St Ste 104,Tempe,Arizona,85281-4396,-111.928245951,33.443453403,Arizona,85281,2818,"Tempe city, Arizona",4.0,73000.0,77306.0,23081.0,21311.0,85939.0,85939.0,76515.0,76515.0,108945.0,93.8,57044.0,49.1,160795.0,160795.0,77306.0,68662.0,92446.0,34771.0,84805.0,104025.0,39225.0,42535.0,53828.0,80184.0,-888888888.0,10.9,-888888888.0,16.7,83172.0,83172.0,83172.0,83172.0,184109.0,141265.0,76.7,15232.0,8.3,84203.0,53.3,73689.0,46.7
Four String Brewing Company - West Side Production Facility,micro,660 N Hague Ave,Columbus,Ohio,43204-,-83.08160354,39.957548136,Ohio,43204,2826,"Columbus city, Ohio",39.0,18000.0,390605.0,92133.0,132362.0,361111.0,361111.0,380966.0,380966.0,549983.0,90.8,232829.0,38.4,731827.0,731827.0,390605.0,58202.0,74938.0,206996.0,69237.0,86505.0,32392.0,183609.0,46875.0,59241.0,-888888888.0,13.6,-888888888.0,17.7,422120.0,422120.0,422120.0,422120.0,907310.0,668125.0,73.6,56818.0,6.3,346262.0,48.6,365732.0,51.4
Fox Head Brewing LLC,micro,2132 S West Ave,Waukesha,Wisconsin,53189-7917,-88.264168084,42.963966816,Wisconsin,53189,2829,"Waukesha city, Wisconsin",55.0,84250.0,31139.0,5214.0,10079.0,28437.0,28437.0,32065.0,32065.0,47260.0,95.1,20241.0,40.7,59477.0,59477.0,31139.0,69533.0,88781.0,18242.0,89354.0,110033.0,38381.0,12897.0,41711.0,55024.0,-888888888.0,4.3,-888888888.0,8.1,31815.0,31815.0,31815.0,31815.0,71254.0,55115.0,77.4,4630.0,6.5,27037.0,46.5,31049.0,53.5
Fox River Brewing Co and Restaurant,brewpub,4301 W Wisconsin Ave Ste 189,Appleton,Wisconsin,54913-6530,-88.411431016,44.31235675,Wisconsin,54913,2833,"Appleton city, Wisconsin",55.0,2375.0,29204.0,5728.0,8293.0,28550.0,28550.0,29145.0,29145.0,44864.0,92.8,16884.0,34.9,56497.0,56497.0,29204.0,66449.0,88471.0,17909.0,79457.0,108478.0,36203.0,11295.0,41588.0,55096.0,-888888888.0,5.3,-888888888.0,10.3,30519.0,30519.0,30519.0,30519.0,72951.0,51869.0,71.1,5100.0,7.0,26965.0,49.1,27913.0,50.9
Freak'N Brewing Company,micro,9299 W Olive Ave Ste 513,Peoria,Arizona,85345-8385,-112.247049329,33.571546109,Arizona,85345,2843,"Peoria city, Arizona",4.0,54050.0,75479.0,10824.0,18018.0,78981.0,78981.0,83335.0,83335.0,130157.0,92.9,50079.0,35.7,158505.0,158505.0,75479.0,92566.0,114355.0,51578.0,112348.0,127277.0,44504.0,23901.0,54011.0,77059.0,-888888888.0,5.3,-888888888.0,7.8,78694.0,78694.0,78694.0,78694.0,194910.0,146767.0,75.3,13739.0,7.0,73767.0,48.5,78306.0,51.5
Free Range Brewing,micro,2320 N Davidson St Unit D,Charlotte,North Carolina,28205-1832,-80.796597645,35.222184806,North Carolina,28205,2846,"Charlotte city, North Carolina",37.0,12000.0,365269.0,78497.0,121462.0,341875.0,341875.0,375102.0,375102.0,540044.0,90.1,292679.0,48.8,704784.0,704784.0,365269.0,70869.0,105574.0,204925.0,88792.0,130882.0,44593.0,160344.0,52947.0,69914.0,-888888888.0,7.9,-888888888.0,11.3,393631.0,393631.0,393631.0,393631.0,879697.0,649539.0,73.8,56557.0,6.4,325982.0,47.7,358021.0,52.3
Freehouse Brewery,micro,2895 Pringle St Ste B,Charleston,South Carolina,29405-7506,-79.985002658,32.860774113,South Carolina,29405,2852,"Charleston city, South Carolina",45.0,13330.0,63391.0,11898.0,20154.0,62143.0,62143.0,67442.0,67442.0,98841.0,94.1,57383.0,54.6,128193.0,128193.0,63391.0,74139.0,103964.0,34279.0,104734.0,136397.0,44925.0,29112.0,50738.0,64455.0,-888888888.0,7.2,-888888888.0,13.4,75367.0,75367.0,75367.0,75367.0,152046.0,116600.0,76.7,9814.0,6.5,60465.0,47.9,65744.0,52.1
Freetail Brewing Co - Brewpub,brewpub,4035 N Loop 1604 W Ste 105,San Antonio,Texas,78257-9547,-98.608564317,29.639464541,Texas,78257,2854,"San Antonio city, Texas",48.0,65000.0,549245.0,113971.0,170743.0,564748.0,564748.0,592301.0,592301.0,787609.0,83.4,266972.0,28.3,1135774.0,1135774.0,549245.0,54923.0,74838.0,355461.0,66015.0,86848.0,28860.0,193784.0,37383.0,48727.0,-888888888.0,13.3,-888888888.0,17.0,603670.0,603670.0,603670.0,603670.0,1451863.0,1030772.0,71.0,102597.0,7.1,535716.0,48.8,561350.0,51.2
French Broad River Brewing Co,micro,101 Fairview Rd Ste D,Asheville,North Carolina,28803-4301,-82.522250223,35.533477954,North Carolina,28803,2858,"Asheville city, North Carolina",37.0,2140.0,38131.0,7436.0,13091.0,40291.0,40291.0,43162.0,43162.0,67696.0,93.3,38433.0,53.0,82277.0,82277.0,38131.0,59758.0,84277.0,18640.0,91596.0,115517.0,38068.0,19491.0,37342.0,53165.0,-888888888.0,5.0,-888888888.0,13.3,52159.0,52159.0,52159.0,52159.0,94070.0,77372.0,82.2,5112.0,5.4,38422.0,47.8,41964.0,52.2
Frisky Brewing Company,planning,,Odessa,Texas,79765,-102.330554224,31.924385057,Texas,79765,2869,"Odessa city, Texas",48.0,53388.0,48530.0,9850.0,11994.0,45912.0,45912.0,43402.0,43402.0,58937.0,82.8,16234.0,22.8,87843.0,87843.0,48530.0,61964.0,82697.0,32017.0,80355.0,95884.0,33346.0,16513.0,39551.0,55053.0,-888888888.0,11.9,-888888888.0,16.3,52217.0,52217.0,52217.0,52217.0,116436.0,79792.0,68.5,8429.0,7.2,42621.0,50.8,41239.0,49.2
Frolic Brewing Company,brewpub,12910 Zuni St Ste 1300,Westminster,Colorado,80234-1313,-105.005698781,39.906514071,Colorado,80234,2873,"Westminster city, Colorado",8.0,83835.0,47797.0,9441.0,12493.0,47017.0,47017.0,49603.0,49603.0,76108.0,92.0,33993.0,41.1,96285.0,96285.0,47797.0,86688.0,107524.0,28668.0,107157.0,130287.0,45864.0,19129.0,56355.0,68852.0,-888888888.0,3.5,-888888888.0,6.6,51037.0,51037.0,51037.0,51037.0,114573.0,89610.0,78.2,5738.0,5.0,45414.0,48.6,48081.0,51.4
From The Earth Brewing Company,brewpub,1570 Holcomb Bridge Rd Suite 405,Roswell,Georgia,30076,-84.317116277,34.02847831,Georgia,30076,2875,"Roswell city, Georgia",13.0,67284.0,37044.0,4932.0,8744.0,36234.0,36234.0,38654.0,38654.0,59753.0,96.0,42829.0,68.8,72890.0,72890.0,37044.0,104825.0,143077.0,24682.0,130104.0,167367.0,55638.0,12362.0,70056.0,90544.0,-888888888.0,6.0,-888888888.0,8.8,38653.0,38653.0,38653.0,38653.0,92532.0,65000.0,70.2,9359.0,10.1,32987.0,48.4,35150.0,51.6
Frontyard Brewing,micro,1607 Cuernavaca Dr North Unit #202,Austin,Texas,78733,-97.866750533,30.33059595,Texas,78733,2883,"Austin city, Texas",48.0,5000.0,449399.0,119215.0,123679.0,410957.0,410957.0,399479.0,399479.0,637775.0,92.8,411354.0,59.9,801564.0,801564.0,449399.0,79542.0,115631.0,210515.0,112625.0,149774.0,53937.0,238884.0,57842.0,83575.0,-888888888.0,7.7,-888888888.0,12.7,469156.0,469156.0,469156.0,469156.0,964000.0,742813.0,77.1,55131.0,5.7,397010.0,50.8,384282.0,49.2
Frost Town Brewing,micro,100 N Jackson St,Houston,Texas,77002,-95.365021993,29.756693859,Texas,77002,2885,"Houston city, Texas",48.0,35000.0,924981.0,210649.0,303326.0,907054.0,907054.0,938026.0,938026.0,1206382.0,79.0,553802.0,36.3,1816331.0,1816331.0,924981.0,55499.0,89003.0,542339.0,61795.0,104597.0,36265.0,382642.0,41912.0,63521.0,-888888888.0,16.1,-888888888.0,19.4,1028763.0,1028763.0,1028763.0,1028763.0,2287047.0,1664835.0,72.8,152355.0,6.7,864677.0,49.3,889900.0,50.7
Frothy Beard Brewing Co,micro,1401 Sam Rittenberg Blvd Ste 1,Charleston,South Carolina,29407-5031,-80.002425148,32.797192346,South Carolina,29407,2886,"Charleston city, South Carolina",45.0,13330.0,63391.0,11898.0,20154.0,62143.0,62143.0,67442.0,67442.0,98841.0,94.1,57383.0,54.6,128193.0,128193.0,63391.0,74139.0,103964.0,34279.0,104734.0,136397.0,44925.0,29112.0,50738.0,64455.0,-888888888.0,7.2,-888888888.0,13.4,75367.0,75367.0,75367.0,75367.0,152046.0,116600.0,76.7,9814.0,6.5,60465.0,47.9,65744.0,52.1
Full Tilt Brewing,contract,5604 York Road,Baltimore,Maryland,21212,-76.610008619,39.364673993,Maryland,21212,2895,"Baltimore city, Maryland",24.0,4000.0,254370.0,61798.0,112991.0,220336.0,220336.0,257777.0,257777.0,360510.0,88.8,153089.0,37.7,472136.0,472136.0,254370.0,54652.0,78472.0,122600.0,68178.0,99213.0,35091.0,131770.0,42065.0,57176.0,-888888888.0,17.7,-888888888.0,23.0,293487.0,293487.0,293487.0,293487.0,576498.0,436524.0,75.7,33693.0,5.8,211034.0,45.9,248602.0,54.1
