name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
Dauntless Brewing Company,planning,,Farmers Branch,Texas,75234-2334,,,Texas,75234,2061
Davidson Brothers Restaurant and Brewery,brewpub,184 Glen St Rte 9,Glens Falls,New York,12801-0409,,,New York,12801,2063
Daytona Beach Brewing Company,micro,482 Fentress Blvd Ste N,Daytona Beach,Florida,32114-1298,,,Florida,32114,2066
DC Brau Brewing Company,regional,3178 Bladensburg Rd NE Ste B,Washington,District of Columbia,20018-2214,,,District of Columbia,20018,2067
Dead Bear Brewing Co,brewpub,2552 S I 75 Business Loop,Grayling,Michigan,49738-2010,,,Michigan,49738,2072
Dead Hippie Brewing,micro,3701 S Santa Fe Dr Unit 7,Sheridan,Colorado,80110-3344,,,Colorado,80110,2075
Dead Lizard Brewing Company,micro,4507 36th St Ste C,Orlando,Florida,32811-6520,,,Florida,32811,2076
Dead Low Brewing,planning,,Cincinnati,Ohio,45230,,,Ohio,45230,2077
Deadbeach Brewery,brewpub,406 S Durango St,El Paso,Texas,79901-1063,,,Texas,79901,2079
Deadly Sins Brewing,micro,750 Jackson Ave Ste 102,Winter Park,Florida,32789-4673,,,Florida,32789,2080
Dean and Co,micro,201 Grant St,La Junta,Colorado,81050,,,Colorado,81050,2082
"Deanitude Brewing Company, LLC",planning,,Dallas,Texas,75225-0734,,,Texas,75225,2083
Death Avenue,brewpub,315 10th Ave B/W 28th & 29th St.,New York,New York,10001-1416,,,New York,10001,2086
Death Of The Fox,micro,119 Berkley Rd Ste B,Clarksboro,New Jersey,08020-1161,,,New Jersey,08020,2087
Deciduous Brewing Company,micro,12 Weaver St,Newmarket,New Hampshire,03857-2307,,,New Hampshire,03857,2094
Deep Brewing Company,micro,2524 Cathay Ct STE 2,Tallahassee,Florida,32308-4248,,,Florida,32308,2096
Deep River Brewing Company,micro,700 W Main St Ste 102,Clayton,North Carolina,27520-1657,,,North Carolina,27520,2099
Deep Sleep Brewing Company LLC,closed,6891 Whiskey Creek Rd.,Washington,Missouri,63090,,,Missouri,63090,2101
DeepWater Brewing Company,micro,33 Tenney Hl,Blue Hill,Maine,04614,,,Maine,04614,2103
Dees Brothers Brewery,planning,,Orlando,Florida,32807-1633,,,Florida,32807,2105
Defiance Brewing Co.,micro,2050 E US Highway 40,Hays,Kansas,67601-9310,,,Kansas,67601,2107
Delta Sunshine Brewing Company,planning,,Memphis,Tennessee,38120-8859,,,Tennessee,38120,2114
Dented Face Brewing Company,planning,,Delta,Colorado,81416,,,Colorado,81416,2124
Departed Soles Brewing,micro,"150 Bay Street, Commercial Side",Jersey City,New Jersey,07302-2900,,,New Jersey,07302,2129
Der Blokken Brewery,closed,1100 Perry Ave Unit C,Bremerton,Washington,98310-4945,,,Washington,98310,2135
Desert Barn Brewing Co.,brewpub,11352 Hesperia Rd Ste B,Hesperia,California,92345-2165,,,California,92345,2141
Desert Valley Brewing Co.,micro,"2809 Broadbent Pkwy NE, Suite D C/O The Craftroom",Albuquerque,New Mexico,87107-1613,,,New Mexico,87107,2145
Destin Brewery,micro,505 Mountain Dr Ste N,Destin,Florida,32541-7334,,,Florida,32541,2152
Destination Brewing Company,contract,2708 Lawrence Drive,Austin,Texas,78734,,,Texas,78734,2153
Destination Unknown Beer Company,micro,1 S Chicago Ave Unit C,Bay Shore,New York,11706-7000,,,New York,11706,2154
Deviant Wolfe Brewing,micro,121 W 1st St,Sanford,Florida,32771-1201,,,Florida,32771,2156
Deviate Brewing Co,micro,4004 W 96th St,Indianapolis,Indiana,46268-2909,,,Indiana,46268,2157
Devil and the Deep,micro,2425 Postoffice St,Galveston,Texas,77550-4629,,,Texas,77550,2159
Devil's Trumpet Brewing Co,micro,8250 Utah St,Merrillville,Indiana,46410-6578,,,Indiana,46410,2167
Devils Backbone Brewing Co - Basecamp,large,200 Mosbys Run,Roseland,Virginia,22967-8551,,,Virginia,22967,2168
Devils Backbone Brewing Co - Outpost Production Facility,large,50 Northwind Ln,Lexington,Virginia,24450-3303,,,Virginia,24450,2169
Devour Brewing Co,micro,1500 SW 30th Ave Ste 4,Boynton Beach,Florida,33426-9044,,,Florida,33426,2170
Devout Brewing,planning,,Export,Pennsylvania,15632,,,Pennsylvania,15632,2171
Dingo Dog Brewing Co,micro,,Carrboro,North Carolina,27510,,,North Carolina,27510,2187
Dirt Farm Brewing,brewpub,18701 Foggy Bottom Rd,Bluemont,Virginia,20135-1858,,,Virginia,20135,2190
Dissident Brewing,planning,,Milwaukee,Wisconsin,53207-3221,,,Wisconsin,53207,2201
Distraction Brewing Company,planning,,Roslindale,Massachusetts,02131-3006,,,Massachusetts,02131,2202
Dive Bar Brewing Company,proprietor,5994 S Holly Street #146,Greenwood Village,Colorado,80111,,,Colorado,80111,2208
Divine Barrel Brewing,micro,3701 N Davidson St Ste 203,Charlotte,North Carolina,28205-1303,,,North Carolina,28205,2210
Divine Swine BBQ,brewpub,2684 Lebanon Rd,Manheim,Pennsylvania,17545-9524,,,Pennsylvania,17545,2211
Dixie Brewing Co Inc.,contract,6221 S Claiborne Ave Ste 101,New Orleans,Louisiana,70125-4191,,,Louisiana,70125,2215
"Dixie Brewing Company, LLC",contract,1450 Poydras St Ste 580,New Orleans,Louisiana,70112-1227,,,Louisiana,70112,2216
Doc G's Brewing Company,brewpub,208 W Long Ave,Du Bois,Pennsylvania,15801-2106,,,Pennsylvania,15801,2219
Dock Street Brewery,brewpub,701 S 50th St Fl 1,Philadelphia,Pennsylvania,19143-1689,,,Pennsylvania,19143,2221
Dock Street Brewing Co,planning,,Philadelphia,Pennsylvania,19146,,,Pennsylvania,19146,2222
Dockery's,brewpub,186 Seven Farms Dr Ste F399,Charleston,South Carolina,29492-8510,,,South Carolina,29492,2223
Dockside Waterfront Biergarten and Brewery,planning,,Milford,Connecticut,06460,,,Connecticut,06460,2224
Dog Money Restaurant,brewpub,50 Catoctin Cir NE STE 100,Leesburg,Virginia,20176-3102,,,Virginia,20176,2230
Dog Tag Brewing,contract,2042 Stadium Dr Ste 2,Bozeman,Montana,59715-0710,,,Montana,59715,2232
DogBerry Brewing LLC,micro,9964 Crescent Park Dr,West Chester,Ohio,45069,,,Ohio,45069,2233
Dogtown Brewing,brewpub,1209 Hull St,Richmond,Virginia,23224,,,Virginia,23224,2237
Donavon Brewing Company,planning,,Arvada,Colorado,80005-3644,,,Colorado,80005,2239
Donum Dei Brewery,brewpub,3211 Grant Line Rd Ste 3,New Albany,Indiana,47150-2175,,,Indiana,47150,2240
Door County Brewing Co./ Hacienda Beer Co,micro,8099 State Highway 57 PO Box 201,Baileys Harbor,Wisconsin,54202-0201,,,Wisconsin,54202,2245
Double Barley Brewing,brewpub,3174 US Highway 70 W,Smithfield,North Carolina,27577-7613,,,North Carolina,27577,2251
Double Nickel Brewing Company,micro,1585 Route 73,Pennsauken,New Jersey,08110-1330,,,New Jersey,08110,2257
Downhill Brewing,micro,18921 Plaza Dr Ste 104,Parker,Colorado,80134-9679,,,Colorado,80134,2264
Dragon Run Brewing,planning,,Manquin,Virginia,23106,,,Virginia,23106,2273
Dratz Brewing Company,planning,,Loveland,Colorado,80537,,,Colorado,80537,2280
Drop In Brewing,micro,610 Route 7 S,Middlebury,Vermont,05753-8987,,,Vermont,05753,2293
Druthers Brewing Co,brewpub,381 Broadway,Saratoga Springs,New York,12866-3111,,,New York,12866,2300
Dry County Brewing Company,micro,1500 Lockhart Drive,kennesaw,Georgia,30144,,,Georgia,30144,2303
Dryhop Brewers,micro,3155 N Broadway St,Chicago,Illinois,60657-4508,,,Illinois,60657,2308
Dubina Brewing Co.,brewpub,17035 N 67th Ave Ste 6,Glendale,Arizona,85308-3655,,,Arizona,85308,2312
Dublin Corners Farm Brewery,micro,1906 Main St,Linwood,New York,14486-9707,,,New York,14486,2314
DuClaw Brewing Co,regional,8901 Yellow Brick Rd Ste B,Baltimore,Maryland,21237-2349,,,Maryland,21237,2319
Due South Brewing Co,micro,2900 High Ridge Rd Ste 3,Boynton Beach,Florida,33426-8708,,,Florida,33426,2321
Duel Brewing Company,brewpub,1228 Parkway Dr Ste D,Santa Fe,New Mexico,87507-7319,,,New Mexico,87507,2323
Duncan's Abbey,micro,,Tarrytown,New York,10591,,,New York,10591,2328
Dunedin Brewery Production Facility,planning,,Dunedin,Florida,34698-5061,,,Florida,34698,2330
Dungeon Hollow Brewing,micro,572 County Rd 22A,Bloomingdale,Ohio,43910,,,Ohio,43910,2332
Durty Bull Brewing Co.,micro,206 Broadway St Ste 104,Durham,North Carolina,27701-2404,,,North Carolina,27701,2337
Duvig Brewing Co,micro,59 School Ground Rd Ste 10,Branford,Connecticut,06405-2868,,,Connecticut,06405,2340
Dyckman Beer Co,contract,,Bronx,New York,10451,,,New York,10451,2342
Dynasty Brewing Company,planning,,Ashburn,Virginia,20147,,,Virginia,20147,2343
Eagle Creek Brewing Company,micro,106 Savannah Ave Ste B,Statesboro,Georgia,30458-7162,,,Georgia,30458,2350
Earlybird Brewing Company,contract,737 Bolivar Rd Ste 4100,Cleveland,Ohio,44115-1259,,,Ohio,44115,2354
East Fifth Brewing Company,planning,,Manasquan,New Jersey,08736-1814,,,New Jersey,08736,2367
East Rock Brewing Company,planning,,New Haven,Connecticut,06511-2625,,,Connecticut,06511,2370
East Troy Brewery,planning,,East Troy,Wisconsin,53120-1245,,,Wisconsin,53120,2371
Eastern Front Brewing Co,micro,425 Westphalin Rd,Mattituck,New York,11952,,,New York,11952,2373
Eastlake Craft Brewery,micro,920 E Lake St Ste 123,Minneapolis,Minnesota,55407-4129,,,Minnesota,55407,2376
Eclipse Craft Brewing,planning,,Sunbury,Pennsylvania,17801-5337,,,Pennsylvania,17801,2388
Ecusta Brewing Co,micro,49 Pisgah Hwy Ste 3,Pisgah Forest,North Carolina,28768,,,North Carolina,28768,2390
Ecusta Brewing Co - Drift Taproom,micro,49 Pisgah Hwy,Pisgah Forest,North Carolina,28768-8817,,,North Carolina,28768,2391
Eddie McStiffs Brewing Co c/o Eddie Snyder,closed,57 S Main St,Moab,Utah,84532-2502,,,Utah,84532,2392
Edelbrau Brewing Company,planning,,Ann Arbor,Michigan,48108-3393,,,Michigan,48108,2394
Edmund's Oast Brewing Co,brewpub,1505 King St Extension,Charleston,South Carolina,29405,,,South Carolina,29405,2399
Eight Rivers Brewery,planning,,Hillsboro,West Virginia,24946-0039,,,West Virginia,24946,2407
El Rancho Brewing,brewpub,29260 US Highway 40,Evergreen,Colorado,80439-3700,,,Colorado,80439,2411
Elation Brewing,planning,,Norfolk,Virginia,23508,,,Virginia,23508,2414
Elder Pine Brewing and Blending Co,micro,4200 Sundown Rd,Gaithersburg,Maryland,20882,,,Maryland,20882,2416
Elder Son Brewing Co.,micro,946 N Shepherd Dr Suite A,Houston,Texas,77008,,,Texas,77008,2417
Elevate Your Passion Brewing,micro,2209 W 1st St # A107,Tempe,Arizona,85281-7245,,,Arizona,85281,2421
Elk Brewing Co,brewpub,400 Dodge Rd NE,Comstock Park,Michigan,49321-8041,,,Michigan,49321,2430
Elkins Brewing Company,micro,1901 E Santa Fe Ave,Grants,New Mexico,87020,,,New Mexico,87020,2439
Elkmont Exchange Brewery and Eating House,brewpub,745 N Broadway St,Knoxville,Tennessee,37917-7202,,,Tennessee,37917,2440
Ellipsis Brewing,micro,7500 Tpc Blvd Ste 8,Orlando,Florida,32822-5181,,,Florida,32822,2447
Ellis Island Casino and Brewery,brewpub,4178 Koval Ln,Las Vegas,Nevada,89109-4568,,,Nevada,89109,2448
Ellison Brewery & Spirits,micro,4903 Dawn Ave,East Lansing,Michigan,48823-5610,,,Michigan,48823,2449
Elm City Brewing Company,brewpub,222 West St Ste 46,Keene,New Hampshire,03431-2459,,,New Hampshire,03431,2450
Elst Brewing Company,planning,,Knoxville,Tennessee,37921-5188,,,Tennessee,37921,2452
Elysian Brewing Co - Elysian Fields,large,542 1st Ave S Ste B,Seattle,Washington,98104-2882,,,Washington,98104,2456
Empire City Beer Company,planning,,New York,New York,10012,,,New York,10012,2463
Endless Brewing,micro,20610 Pa-29,Montrose,Pennsylvania,18801,,,Pennsylvania,18801,2470
Endless Pint Brewing,planning,,Versailles,Ohio,45380,,,Ohio,45380,2471
Engine 15 Brewing Company,micro,633 N Myrtle Ave,Jacksonville,Florida,32204-1319,,,Florida,32204,2474
Enlightened Brewing Company,micro,2018 S 1st St Ste 170,Milwaukee,Wisconsin,53207-1102,,,Wisconsin,53207,2480
Enso Brewing Company,micro,,Vashon,Washington,98070,,,Washington,98070,2481
Enumclaw Brewing Company @ Rockridge Orchards & Cidery,closed,40709 264th Ave SE,Enumclaw,Washington,98022-8366,,,Washington,98022,2483
Eola School Restaurant,brewpub,12119 FM 381 Rd,Eola,Texas,76937,,,Texas,76937,2484
"Epic Brewing Co., LLC",closed,1048 E 2100 S Ste 110,Salt Lake City,Utah,84106-,,,Utah,84106,2487
Equal Parts Brewing,micro,3118 Harrisburg Blvd,Houston,Texas,77003,,,Texas,77003,2492
Erie Brewing Co,micro,6008 Knowledge Pkwy # A,Erie,Pennsylvania,16510-4676,,,Pennsylvania,16510,2496
Etowah Brewery,planning,,Dahlonega,Georgia,30533,,,Georgia,30533,2508
EuroBevs,contract,2255 Cumberland Pkwy SE,Atlanta,Georgia,30339-4515,,,Georgia,30339,2512
Ever Grain Brewing Co,micro,4444 Carlisle Pike Ste C,Camp Hill,Pennsylvania,17011-4102,,,Pennsylvania,17011,2517
Evergreen Brewery,brewpub,2962 Evergreen Pkwy,Evergreen,Colorado,80439-7995,,,Colorado,80439,2518
Excelsior Brewing Co,micro,421 3rd St Ste 3,Excelsior,Minnesota,55331-2008,,,Minnesota,55331,2527
Extra Billys Brewery and Smokehouse,brewpub,1110 Alverser Dr,Midlothian,Virginia,23113-2654,,,Virginia,23113,2534
Fair Isle Brewing,planning,,Seattle,Washington,98199-1121,,,Washington,98199,2539
Fair Winds Brewing Company,micro,7000 Newington Rd Ste K& # L,Lorton,Virginia,22079-1133,,,Virginia,22079,2543
Fairport Brewing Co,micro,1000 Turk Hill Rd Ste 298,Fairport,New York,14450-8755,,,New York,14450,2548
Fam's Brewing Company,brewpub,1291 Folly Rd,Charleston,South Carolina,29412,,,South Carolina,29412,2557
Family Business Beer Company,micro,19510 Hamilton Pool Rd,Dripping Springs,Texas,78620-2823,,,Texas,78620,2558
"Fantasy Brewmasters, LLC",contract,5825 Dogwood Way,Naples,Florida,34116-4909,,,Florida,34116,2561
Far Gohn Brewing Company,micro,301 S East St,Culpeper,Virginia,22701-3105,,,Virginia,22701,2562
Farm Road Brewery,planning,,Arlington,Vermont,05250-8766,,,Vermont,05250,2564
Farmacy Brewing,planning,,Reisterstown,Maryland,21136-3817,,,Maryland,21136,2566
Farmington Underground Canning and Kegging,micro,,Farmington,Michigan,48336,,,Michigan,48336,2569
Fat Head's Brewery,regional,,Middleburg Heights,Ohio,44130-2472,,,Ohio,44130,2576
Fat Orange Cat Brew Co,micro,,East Hampton,Connecticut,06424-1636,,,Connecticut,06424,2580
Fat Point Brewing,micro,611 Charlotte St,Punta Gorda,Florida,33950-4115,,,Florida,33950,2581
Fathom & League Hop Yard Brewery,micro,360 Grandview Dr,Sequim,Washington,98382-7875,,,Washington,98382,2585
Fawken Beer Company,planning,,Columbia,Tennessee,38401-2030,,,Tennessee,38401,2590
Feed Store Beer Co,planning,,Bloomfield,Indiana,47424-1137,,,Indiana,47424,2598
Fetching Lab Brewing Co.,micro,1578 County Road 423 Suite B,Alvin,Texas,77511,,,Texas,77511,2614
FH Beerworks East,planning,,Colorado Springs,Colorado,80915,,,Colorado,80915,2618
Fiddlin' Fish Brewing Company,micro,772 N Trade St.,Winston Salem,North Carolina,27101,,,North Carolina,27101,2622
Field Brewing,planning,,Westfield,Indiana,46074-9494,,,Indiana,46074,2623
Fields & Ivy Brewery,planning,,Olathe,Kansas,66061-7464,,,Kansas,66061,2624
Fife Lake Brewery,planning,,Fife Lake,Michigan,49633-9319,,,Michigan,49633,2626
Fifth Year Brewery,planning,,West Haven,Connecticut,06516-7515,,,Connecticut,06516,2631
Figure Eight Brewing Co,brewpub,150 Washington St,Valparaiso,Indiana,46383-5507,,,Indiana,46383,2641
Final Gravity Brewing Company,planning,,Decatur,Michigan,49045-1118,,,Michigan,49045,2647
Finger Lakes Beer Co,micro,8462 State Route 54,Hammondsport,New York,14840-9795,,,New York,14840,2653
Finkel & Garf Brewing Co.,micro,5455 Spine Rd Ste A,Boulder,Colorado,80301-3364,,,Colorado,80301,2654
FINNEGANS Brew Co,micro,817 5th Ave So,Minneapolis,Minnesota,55404,,,Minnesota,55404,2655
Fire Island Beer Co,micro,25 Drexel Dr,Bay Shore,New York,11706-2234,,,New York,11706,2657
Firefly Hollow Brewing Co.,micro,139 Center St Ste 5005,Bristol,Connecticut,06010-5086,,,Connecticut,06010,2661
Fireside Brewing Co.,micro,430 W 17th St Ste 27,Holland,Michigan,49423-3403,,,Michigan,49423,2665
Firewater Brewing Company,planning,,Kennesaw,Georgia,30144,,,Georgia,30144,2670
First Mile Brewing Company,micro,28 Market St Ste 103,Fort Kent,Maine,04743,,,Maine,04743,2673
First State Brewing Company,planning,,Middletown,Delaware,19709-1482,,,Delaware,19709,2674
Fish Brewing Pub & Eatery,closed,5108 Grand Loop,Ruston,Washington,98407-3180,,,Washington,98407,2678
Five & 20 Spirits and Brewing,brewpub,8398 W Route 20,Westfield,New York,14787-9748,,,New York,14787,2683
Five Wits Brewing Co.,planning,,Chattanooga,Tennessee,37408,,,Tennessee,37408,2692
Flathead Lake Brewing Co,micro,116 Holt Dr Ste B,Bigfork,Montana,59911-3707,,,Montana,59911,2703
Flathead Lake Brewing Co - Production Only,micro,,Bigfork,Montana,59911-8484,,,Montana,59911,2704
Flesk Brewing,micro,200 Applebee St Ste E,Barrington,Illinois,60010-3063,,,Illinois,60010,2708
Fleur De Lis Brew Works,micro,3630 State Route 414,Seneca Falls,New York,13148-9202,,,New York,13148,2709
Flight Deck Brewing,micro,11 Atlantic Dr,Brunswick,Maine,04011-4400,,,Maine,04011,2710
Flix Brewhouse,micro,2000 S Interstate 35 Ste B1,Round Rock,Texas,78681-6900,,,Texas,78681,2714
Flix Brewhouse - Frisco/Little Elm,micro,,Frisco,Texas,75033,,,Texas,75033,2715
Floodland Brewing,micro,3806 Woodland Park Ave North Suite 100,Seattle,Washington,98103,,,Washington,98103,2718
Florida Keys Brewing Co.,micro,,Islamorada,Florida,33036,,,Florida,33036,2722
Flounder Brewing Co,micro,1 Ilene Ct Ste 8 Ste 16,Hillsborough,New Jersey,08844-1916,,,New Jersey,08844,2724
Flying Goose Brewpub,brewpub,40 Andover Rd,New London,New Hampshire,03257-5901,,,New Hampshire,03257,2738
Flying Machine Brewing Company,planning,,Wilmington,North Carolina,28403,,,North Carolina,28403,2741
Flying Man Brewing Company,micro,2400 Patterson Industrial,Austin,Texas,78660,,,Texas,78660,2742
Flying Mouse Brewery,micro,221 Precast Way,Troutville,Virginia,24175-6099,,,Virginia,24175,2743
Flying Rhino Brewing Company,planning,,Houston,Texas,77077-6108,,,Texas,77077,2744
Flyway Brewing Co,brewpub,314 Maple St,North Little Rock,Arkansas,72114-5334,,,Arkansas,72114,2748
Flywheel Brewing Company,micro,218 S Mulberry St Ste 103,Elizabethtown,Kentucky,42701-1431,,,Kentucky,42701,2749
Foley Brothers Brewing Co.,micro,79 Stone Mill Dam Rd,Brandon,Vermont,05733-8945,,,Vermont,05733,2754
Folklore Brewing,micro,153 Mary Lou Ln,Dothan,Alabama,36301-9521,,,Alabama,36301,2755
Folsom Brewery,planning,,Folsom,Louisiana,70437-,,,Louisiana,70437,2757
Fonta Flora Brewery At Whipoorwill Farm,micro,6751 NC HWY 126,Nebo,North Carolina,28761,,,North Carolina,28761,2759
Fools Fire Brewing Company At Fermentation Lounge,brewpub,415 Saint Francis Street Unit 112,Tallahassee,Florida,32301-2201,,,Florida,32301,2761
Fordham and Old Dominion Brewing Company,large,1284 McD Dr,Dover,Delaware,19901-4639,,,Delaware,19901,2770
Foreign Objects Beer Company,micro,,New Paltz,New York,12561-3401,,,New York,12561,2772
Forest City Brewery,brewpub,2135 Columbus Rd Ste A,Cleveland,Ohio,44113-4243,,,Ohio,44113,2774
Forest City Brewing,micro,180 Johnson St.,Middlefield,Connecticut,06455,,,Connecticut,06455,2775
Forge Brew Works,brewpub,8532 Terminal Rd Ste M,Lorton,Virginia,22079-1428,,,Virginia,22079,2776
Forgotten Boardwalk Brewing,micro,1940 Olney Ave Ste 100,Cherry Hill,New Jersey,08003-2016,,,New Jersey,08003,2778
Forgotten Road Ales,planning,,Graham,North Carolina,27253,,,North Carolina,27253,2779
Fossil Craft Beer Co,micro,2845 Ore Mill Rd Ste 1,Colorado Springs,Colorado,80904-3161,,,Colorado,80904,2793
Foster's Pint & Plate,brewpub,2001 S Bellview Rd # 2,Rogers,Arkansas,72758-4050,,,Arkansas,72758,2795
Foundation Brewing Company,micro,1 Industrial Way Ste 5,Portland,Maine,04103-1072,,,Maine,04103,2797
Founding Fathers Brewing Company,contract,1844 W Wayzata Blvd,Long Lake,Minnesota,55356-9491,,,Minnesota,55356,2801
Four Beasts Brewery,planning,,Brooklyn,New York,11215-2305,,,New York,11215,2806
Four Mile Brewing,micro,202 E Green St,Olean,New York,14760-3606,,,New York,14760,2816
Four Peaks Brewing Co,large,1340 E 8th St Ste 104,Tempe,Arizona,85281-4396,,,Arizona,85281,2818
Four Seasons Brewing Co,brewpub,745 Lloyd Ave Ext,Latrobe,Pennsylvania,15650,,,Pennsylvania,15650,2821
Four Stacks Brewing,micro,5469 N US Highway 41,Apollo Beach,Florida,33572-3505,,,Florida,33572,2824
Four String Brewing Company - West Side Production Facility,micro,660 N Hague Ave,Columbus,Ohio,43204-,,,Ohio,43204,2826
Fox Head Brewing LLC,micro,2132 S West Ave,Waukesha,Wisconsin,53189-7917,,,Wisconsin,53189,2829
Fox Island Brewing,closed,2416 14th Ave NW,Gig Harbor,Washington,98335,,,Washington,98335,2830
Fox River Brewing Co and Restaurant,brewpub,4301 W Wisconsin Ave Ste 189,Appleton,Wisconsin,54913-6530,,,Wisconsin,54913,2833
Foxtown Brewing,planning,,Mequon,Wisconsin,53097-2206,,,Wisconsin,53097,2835
Foy Enterprises LLC DBA Dog River Brewery,micro,1400 US Route 302 Ste 4,Barre,Vermont,05641-2320,,,Vermont,05641,2836
"Franklin Brewing Company, LLC",planning,,Angier,North Carolina,27501-6094,,,North Carolina,27501,2840
Freak'N Brewing Company,micro,9299 W Olive Ave Ste 513,Peoria,Arizona,85345-8385,,,Arizona,85345,2843
Free Range Brewing,micro,2320 N Davidson St Unit D,Charlotte,North Carolina,28205-1832,,,North Carolina,28205,2846
Free Will Brewing Company,micro,410 E Walnut St Ste 10,Perkasie,Pennsylvania,18944-1683,,,Pennsylvania,18944,2849
Freehouse Brewery,micro,2895 Pringle St Ste B,Charleston,South Carolina,29405-7506,,,South Carolina,29405,2852
Freetail Brewing Co - Brewpub,brewpub,4035 N Loop 1604 W Ste 105,San Antonio,Texas,78257-9547,,,Texas,78257,2854
French Broad River Brewing Co,micro,101 Fairview Rd Ste D,Asheville,North Carolina,28803-4301,,,North Carolina,28803,2858
Frey's Brewing Company,micro,8601 Mapleville Rd,Mount Airy,Maryland,21771-9705,,,Maryland,21771,2861
Frisky Brewing Company,planning,,Odessa,Texas,79765,,,Texas,79765,2869
Frogg Brewing,planning,,Marlborough,New Hampshire,03455-0252,,,New Hampshire,03455,2871
Frolic Brewing Company,brewpub,12910 Zuni St Ste 1300,Westminster,Colorado,80234-1313,,,Colorado,80234,2873
From the Barrel Brewing Company,micro,15 Londonderry Rd Unit 9,Londonderry,New Hampshire,03053-3388,,,New Hampshire,03053,2874
From The Earth Brewing Company,brewpub,1570 Holcomb Bridge Rd Suite 405,Roswell,Georgia,30076,,,Georgia,30076,2875
From the Ground Brewery,micro,245 Guski Rd,Red Hook,New York,12571-3316,,,New York,12571,2876
Front Porch Brewing,micro,226 N. Plains Industrial Rd Unit 4,Wallingford,Connecticut,06492-2397,,,Connecticut,06492,2877
Front Range Brewing Co.,brewpub,400 W South Boulder Rd Ste 1650,Lafayette,Colorado,80026-2743,,,Colorado,80026,2878
Frontyard Brewing,micro,1607 Cuernavaca Dr North Unit #202,Austin,Texas,78733,,,Texas,78733,2883
Frost Town Brewing,micro,100 N Jackson St,Houston,Texas,77002,,,Texas,77002,2885
Frothy Beard Brewing Co,micro,1401 Sam Rittenberg Blvd Ste 1,Charleston,South Carolina,29407-5031,,,South Carolina,29407,2886
Frye Brewing,micro,2257 Bridge Ave,Point Pleasant Boro,New Jersey,08742-4920,,,New Jersey,08742,2887
Fulbrook Ale Works,micro,1125 Farm To Market 359,Richmond,Texas,77406,,,Texas,77406,2888
Full Boar Craft Brewery,micro,628 S Main St Ste C,North Syracuse,New York,13212-3687,,,New York,13212,2889
Full Tilt Brewing,contract,5604 York Road,Baltimore,Maryland,21212,,,Maryland,21212,2895
Funkwerks,micro,1900 E Lincoln Ave Unit B,Fort Collins,Colorado,80524-2789,,,Colorado,80524,2904
Funky Buddha Brewery,large,1201 NE 38th St Ste A1 Bay A1,Oakland Park,Florida,33334-4504,,,Florida,33334,2906
"G. Mansfield, Inc",planning,,Greensboro,North Carolina,27403-2744,,,North Carolina,27403,2912
G.C. Starkey Beer Company,contract,68 Castle St Apt 1C,Geneva,New York,14456-2648,,,New York,14456,2913
Gael Brewing Co,micro,4180 State Route 14,Geneva,New York,14456-9753,,,New York,14456,2915
Galaxy Brewing Co,brewpub,"41 Court St, 153 & 157",Binghamton,New York,13901-3104,,,New York,13901,2918
Galena Brewing Co,brewpub,227 N Main St Ste 101,Galena,Illinois,61036-2217,,,Illinois,61036,2919
"Galveston Bay Beer Company, Inc.",micro,12900 FM 3436 Rd,Dickinson,Texas,77539-2565,,,Texas,77539,2923
Game Bag Brewing,planning,,Belgrade,Montana,59714-8809,,,Montana,59714,2925
Garland City Beer Works,planning,,Watertown,New York,13601-2423,,,New York,13601,2933
Garr's Beer Co.,proprietor,,Franklin,Tennessee,37067,,,Tennessee,37067,2935
Geneva Lake Brewing Co,micro,750 Veterans Pkwy Unit 107,Lake Geneva,Wisconsin,53147-4950,,,Wisconsin,53147,2954
Gentile Brewing Company,micro,59 Park St # 1,Beverly,Massachusetts,01915-4253,,,Massachusetts,01915,2955
George Ringler & Company,planning,,Danville,Indiana,46122-1623,,,Indiana,46122,2958
Georgia Beer Co,planning,,Valdosta,Georgia,31601-9017,,,Georgia,31601,2960
Geronimo Brewing Inc,planning,,Doylestown,Pennsylvania,18901,,,Pennsylvania,18901,2961
Ghost Isle Brewing Company,planning,,New Buffalo,Michigan,49117,,,Michigan,49117,2964
Ghost Monkey Brewery,micro,522 Wando Ln,Mount Pleasant,South Carolina,29464-8211,,,South Carolina,29464,2965
Ghostface Brewing Company,brewpub,427 E Statesville Ave Ste 100,Mooresville,North Carolina,28115-2595,,,North Carolina,28115,2970
Giant Jones Brewing LLC,micro,931 E Main St Suite 9,Madison,Wisconsin,53703,,,Wisconsin,53703,2972
GILD BREWING,planning,,Missoula,Montana,59801-2734,,,Montana,59801,2978
Gilded Goat Brewing Company,micro,3500 S College Ave Ste 194,Fort Collins,Colorado,80525-2639,,,Colorado,80525,2979
Gino's Brewing Company,brewpub,500 N La Salle Dr,Chicago,Illinois,60654-7109,,,Illinois,60654,2984
Gladiator Brewing Co.,planning,,Clarksville,Tennessee,37040,,,Tennessee,37040,2989
Glass Creek Winery,micro,450 N Whitmore Rd,Hastings,Michigan,49058-9791,,,Michigan,49058,2990
Glasstown Brewing,micro,10 Peterson St,Millville,New Jersey,08332-4818,,,New Jersey,08332,2991
