name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
"Local Group Brewing Company, LLC.",planning,,Houston,Texas,77008-6844,,,Texas,77008,4263
Local Option,contract,1102 W Webster Ave Ste 1,Chicago,Illinois,60614-7089,,,Illinois,60614,4264
Locavore Beer Works,micro,5950 S Platte Canyon Rd Ste D13,Littleton,Colorado,80123-7539,,,Colorado,80123,4266
Lochiel Brewing,micro,7143 E Southern Ave Ste 131,Mesa,Arizona,85209-2657,,,Arizona,85209,4267
Lock 15 Brewing Co,planning,,Akron,Ohio,44304-1035,,,Ohio,44304,4268
Lockport Brewery,brewpub,10891 OH-212,Bolivar,Ohio,44612-8664,,,Ohio,44612,4273
Locust Lane Craft Brewery,micro,50 Three Tun Rd Ste 4,Malvern,Pennsylvania,19355-3988,,,Pennsylvania,19355,4277
Lolo Peak Brewing Company,micro,6201 Brewery Way,Lolo,Montana,59847-9375,,,Montana,59847,4285
Lonesome Pine Brewing Co.,micro,12262 US Highway 19,Lebanon,Virginia,24266,,,Virginia,24266,4294
Lonesome Valley Brewing,brewpub,3040 N Windsong Dr Ste 101,Prescott Valley,Arizona,86314-2250,,,Arizona,86314,4295
Long Branch Brewery,planning,,Long Branch,New Jersey,07740,,,New Jersey,07740,4297
Long Lot Farm Brewery,micro,153 Johnson Rd,Chester,New York,10918,,,New York,10918,4301
Long Trail Brewing Co,regional,5520 US Route 4 Jct. Route 4 & 100A,Bridgewater Corners,Vermont,05035,,,Vermont,05035,4303
Long Way Brewing,planning,,Radford,Virginia,24141-1403,,,Virginia,24141,4305
Loose Ends Brewing Company,planning,,Knoxville,Tennessee,37938-2162,,,Tennessee,37938,4317
"Loose Shoe Brewing Company, LLC",micro,198 Ambriar Plz,Amherst,Virginia,24521-,,,Virginia,24521,4320
Lopez Island Brewing Co,closed,4817 Center Rd,Lopez Island,Washington,98261-8653,,,Washington,98261,4322
Lorelei Brewing Co,micro,520 N A. S Dr,Corpus Christi,Texas,78418-3254,,,Texas,78418,4324
Lost Elm Artisanal Ales,closed,25 West St Unit 4,Stafford Springs,Connecticut,06076-1325,,,Connecticut,06076,4333
Lost Highway Brewing,micro,12741 E Caley Ave Ste 140,Centennial,Colorado,80111-6407,,,Colorado,80111,4337
Lost Hiker Brewing Company,micro,26394 E Hwy 70 Unit 6,Ruidoso Downs,New Mexico,88346,,,New Mexico,88346,4338
Lost Nation Brewing,brewpub,87 Old Creamery Rd,Morrisville,Vermont,05661-6152,,,Vermont,05661,4340
"Lost Province Brewing Company, LLC",brewpub,130 N. Depot Street PO Box 614,Boone,North Carolina,28607-3603,,,North Carolina,28607,4341
Lost Shirt Brewing Company,micro,7025 Industrial Rd Unit B,West Melbourne,Florida,32904-1616,,,Florida,32904,4343
Lost Viking Brewing Company,planning,,Harwinton,Connecticut,06013,,,Connecticut,06013,4347
Loud Brewing Company,planning,,Duncannon,Pennsylvania,17020-1201,,,Pennsylvania,17020,4352
"Louisa Brewing, LLC",planning,,Louisa,Virginia,23093-5715,,,Virginia,23093,4354
Low Tide Brewing,micro,2863 Maybank Hwy,Johns Island,South Carolina,29455-4808,,,South Carolina,29455,4359
Lowdown Brewery + Kitchen,brewpub,800 N Lincoln St Unit 2,Denver,Colorado,80203-2710,,,Colorado,80203,4360
LTD Brewery,micro,725 Mainstreet,Hopkins,Minnesota,55343-7624,,,Minnesota,55343,4364
Lucky City Brewing Co.,planning,,Reidsville,North Carolina,27320-3810,,,North Carolina,27320,4369
Lucky Girl Brewing Co Crossroads,brewpub,34016 M 43,Paw Paw,Michigan,49079-8464,,,Michigan,49079,4372
"Lucky Hare Brewing Company, Inc.",micro,6085 Beckhorn Road,Hector,New York,14841,,,New York,14841,4373
"Lucky Monk Burger, Pizza & Beer Co",brewpub,105 Hollywood Blvd,South Barrington,Illinois,60010-7121,,,Illinois,60010,4377
Lucky Owl Brewing,micro,8660 Tamarack Trl,Chagrin Falls,Ohio,44023-1876,,,Ohio,44023,4378
Lucky Pigeon Brewing,planning,,Gorham,Maine,04038-2371,,,Maine,04038,4379
Ludlam Island Brewery,micro,9 Stoney Ct Unit 3,Ocean View,New Jersey,08230-1041,,,New Jersey,08230,4384
Lumber Barons Brewery,brewpub,804 E Midland St,Bay City,Michigan,48706-4953,,,Michigan,48706,4385
Lunacy Brewing Company,micro,1500 Kings Hwy,Haddon Heights,New Jersey,08035,,,New Jersey,08035,4391
Lunkenheimer Craft Brewing Co. LLC,micro,"PO Box 539 8920 N Seneca St,",Weedsport,New York,13166-0539,,,New York,13166,4393
LuPine Brewing Co,micro,248 River St N,Delano,Minnesota,55328-8264,,,Minnesota,55328,4394
Lupulin Brewing,micro,570 Humboldt Dr Ste 107,Big Lake,Minnesota,55309-4868,,,Minnesota,55309,4395
Lyons Den Brewing Co.,planning,,Wrentham,Massachusetts,02093,,,Massachusetts,02093,4402
M.I.A. Beer Co,micro,10400 NW 33rd St Ste 150,Doral,Florida,33172-5902,,,Florida,33172,4404
Mad Anthony Brewing Co,micro,2002 Broadway,Fort Wayne,Indiana,46802-3710,,,Indiana,46802,4417
Mad Fox Brewing Co,brewpub,444 W Broad St Ste I,Falls Church,Virginia,22046-3362,,,Virginia,22046,4423
Mad Mole Brewing LLC,micro,6309 Boathouse Rd Ste C,Wilmington,North Carolina,28403-3576,,,North Carolina,28403,4429
Mad Mouse Brewery,contract,,Chicago,Illinois,60607-5017,,,Illinois,60607,4430
Mad Pecker Brewing,brewpub,6025 Tezel Rd Ste 122,San Antonio,Texas,78250-4180,,,Texas,78250,4431
Mad Science Brewing Company,micro,1619 Buckeystown Pike,Adamstown,Maryland,21710,,,Maryland,21710,4434
Mad-K Brewery,micro,298 Mountain Top Rd,Howard,Pennsylvania,16841-2627,,,Pennsylvania,16841,4436
Madison River Brewing Co,micro,20900 Frontage Rd Ste B,Belgrade,Montana,59714-8558,,,Montana,59714,4442
Magnify Brewing Company,micro,1275 Bloomfield Ave Ste 7 Unit 40C,Fairfield,New Jersey,07004-2736,,,New Jersey,07004,4449
Maidens Brewery,brewpub,209 North Wabash Avenue of Flags,Evansville,Indiana,47712,,,Indiana,47712,4455
Main & Six Brewing Company,micro,1636 N Main St,Jacksonville,Florida,32206-4402,,,Florida,32206,4456
Main Line Brewery,micro,1603 Ownby Ln,Richmond,Virginia,23220,,,Virginia,23220,4459
Main Sail Brewery / Atwood Yacht Club,micro,2637 Lodge Rd SW,Sherrodsville,Ohio,44675-9719,,,Ohio,44675,4460
Maine Beer Co,micro,525 US Route 1,Freeport,Maine,04032-7009,,,Maine,04032,4465
Mainely Brews Restaurant and Brewhouse,contract,1 Post Office Sq Ste 302,Waterville,Maine,04901-6651,,,Maine,04901,4466
Makai Brewing Company,micro,5850 Ocean Hwy W,Ocean Isle Beach,North Carolina,28469-3510,,,North Carolina,28469,4469
Makers Craft Brewery,planning,,Norfolk,Virginia,23504-1905,,,Virginia,23504,4470
Malai Fort Worth,brewpub,5289 Monahans Ave,Fort Worth,Texas,76109,,,Texas,76109,4471
Mallory Brewing,planning,,Houston,Texas,77018,,,Texas,77018,4472
Maltese Brewing Company,micro,11047 Pierson Dr Ste B,Fredericksburg,Virginia,22408-2062,,,Virginia,22408,4473
ManaFirkin,micro,450 East Bay Ave Ste 2,Manahawkin,New Jersey,08050,,,New Jersey,08050,4476
Mancos Brewing Company,brewpub,484 E. Frontage Rd,Mancos,Colorado,81328-9079,,,Colorado,81328,4478
Mandatory Fun Brewing,planning,,Marietta,Georgia,30064,,,Georgia,30064,4479
Manor Hill Brewing,micro,4411 Manor Ln,Ellicott City,Maryland,21042-6111,,,Maryland,21042,4484
Maple Branch Craft Brewery,planning,,Fort Worth,Texas,76133-1226,,,Texas,76133,4489
March First Brewing,brewpub,7885 E Kemper Rd,Cincinnati,Ohio,45249-1622,,,Ohio,45249,4496
March Hare Brewing,planning,,Parker,Colorado,80134-3627,,,Colorado,80134,4497
Marshall Wharf Brewing Co,micro,40 Marshall Wharf,Belfast,Maine,04915-6835,,,Maine,04915,4512
Martin House Brewing Company,micro,220 S Sylvania Ave Ste 209,Fort Worth,Texas,76111-2232,,,Texas,76111,4516
Marzoni's Brick Oven and Brewery,brewpub,165 Patch Way Rd,Duncansville,Pennsylvania,16635-8431,,,Pennsylvania,16635,4518
Mascher Brewing Co.,planning,,Aurora,Colorado,80014-8226,,,Colorado,80014,4519
Mash Monkeys Brewing Company,micro,920 U.S. Highway 1 Unit 1,Sebastian,Florida,32958,,,Florida,32958,4524
MashCraft Brewing,micro,1140 N State Road 135 Ste M,Greenwood,Indiana,46142-1016,,,Indiana,46142,4525
Mastiff Brewery,planning,,Middle River,Maryland,21220-2818,,,Maryland,21220,4533
Matchstick Brewing Company,closed,,Coeur D Alene,Idaho,83815,,,Idaho,83815,4539
Maumee Bay Brewing Co,brewpub,27 Broadway St Ste A,Toledo,Ohio,43604-8701,,,Ohio,43604,4546
Maverick Ales & Lager,planning,,Chicago,Illinois,60612,,,Illinois,60612,4547
Mayday Brewery,micro,521 Old Salem Rd Ste C,Murfreesboro,Tennessee,37129-5305,,,Tennessee,37129,4551
Mayhew Junction Brewing Company,micro,106 Eckford Dr,Starkville,Mississippi,39759-3710,,,Mississippi,39759,4553
McFate's Tap + Barrel,brewpub,7337 E Shea Blvd Ste 105,Scottsdale,Arizona,85260-6465,,,Arizona,85260,4561
McFleshman's Public House,planning,,Appleton,Wisconsin,54911-5840,,,Wisconsin,54911,4562
McGuire's Irish Pub and Brewery - Destin,brewpub,33 Highway 98 E,Destin,Florida,32541-2309,,,Florida,32541,4563
McHenry Brewing Company,planning,,McHenry,Illinois,60050,,,Illinois,60050,4566
McIntosh Orchards,micro,6431 107th Ave,South Haven,Michigan,49090-9369,,,Michigan,49090,4567
McIntyre Brewing Company,planning,,Hermitage,Tennessee,37076,,,Tennessee,37076,4568
McKenzie Brew House,brewpub,451 Wilmington Pike - W Chester Pike,Glen Mills,Pennsylvania,19342-1249,,,Pennsylvania,19342,4569
McKenzie Brew House (#2),brewpub,240 Lancaster Ave,Malvern,Pennsylvania,19355-1802,,,Pennsylvania,19355,4570
McKenzie Brew House (#3),brewpub,324 W Swedesford Rd,Berwyn,Pennsylvania,19312-1165,,,Pennsylvania,19312,4571
McMenamins Elks Temple,brewpub,565 Broadway,Tacoma,Washington,98402,,,Washington,98402,4581
"McOva Craft Beer Works, LLC",planning,,Castle Rock,Colorado,80104,,,Colorado,80104,4604
Mechanistic Brewing,planning,,Clarion,Pennsylvania,16214-2018,,,Pennsylvania,16214,4609
Melvin Brewing,regional,624 County Road 101,Alpine,Wyoming,83128-0314,,,Wyoming,83128,4615
Memphis Filling Station,planning,,Memphis,Tennessee,38112-4938,,,Tennessee,38112,4618
Mesquite River Brewing,micro,"13610 N Scottsdale Rd, Suite 18",Scottsdale,Arizona,85254-4037,,,Arizona,85254,4622
MI Brewery / Kayla Rae Cellars,micro,31 Courtland St,Rockford,Michigan,49341-1080,,,Michigan,49341,4628
Miami Brewing Co,brewpub,30205 SW 217th Ave,Homestead,Florida,33030-7601,,,Florida,33030,4630
Miami Creek Brewing Company,closed,14226 NW County Road 14001,Drexel,Missouri,64742-9733,,,Missouri,64742,4631
Mica Town Brewing,micro,25 Brown Dr,Marion,North Carolina,28752-4294,,,North Carolina,28752,4632
Michigan Brewing Works,brewpub,3435 Dietz Rd,Williamston,Michigan,48895-9506,,,Michigan,48895,4633
Middle Ages Brewing Co Ltd,micro,120 Wilkinson St Ste 3,Syracuse,New York,13204-2490,,,New York,13204,4636
Middle James Brewing Company,planning,,Pineville,North Carolina,28134,,,North Carolina,28134,4638
Middleton Brewing (MBTX),micro,101 Oakwood Loop,San Marcos,Texas,78666-1762,,,Texas,78666,4639
Midnight Brewery,micro,2410 Granite Ridge Rd Ste B,Rockville,Virginia,23146-2234,,,Virginia,23146,4642
Midnight Oil Brewing,micro,674 Pencader Dr,Newark,Delaware,19702,,,Delaware,19702,4644
Midnight Oil Brewing Company,micro,674 Pencader Dr,Newark,Delaware,19702-3348,,,Delaware,19702,4645
Midnight Pig Beer,brewpub,12337 S Route 59 Unit 155,Plainfield,Illinois,60585-4614,,,Illinois,60585,4646
Midriver Brewery,planning,,Cold Spring,New York,10516,,,New York,10516,4649
Midtown Brewing Co,micro,402 S Washington Sq,Lansing,Michigan,48933-2172,,,Michigan,48933,4650
Midwest Hop Producers LLC,planning,,Plattsmouth,Nebraska,68048-7233,,,Nebraska,68048,4651
Mighty Miss Brewing Co.,micro,525 S Washington Ave Ste B,Greenville,Mississippi,38701-,,,Mississippi,38701,4652
Mikkeller Brewing NYC,brewpub,12001 Roosevelt Ave,Flushing,New York,11368-1653,,,New York,11368,4660
Miles Craft Ales @ Miles Wine Cellars,contract,168 Randall Rd,Himrod,New York,14842-9715,,,New York,14842,4664
Milford Point Brewing Company,micro,230 Woodmont Rd Ste 29B,Milford,Connecticut,06460,,,Connecticut,06460,4665
Milkhouse Brewery at Stillpoint Farm,micro,8253 Dollyhyde Rd,Mount Airy,Maryland,21771-9404,,,Maryland,21771,4666
Mill House Brewing Company - Production,micro,,Poughkeepsie,New York,12601,,,New York,12601,4671
Mill River Brewing BBQ & Smokehouse,brewpub,10 Beauregard Dr,Saint Albans City,Vermont,05478,,,Vermont,05478,4672
Mills River Brewery,brewpub,330 Rockwood Rd Ste 103,Arden,North Carolina,28704-8216,,,North Carolina,28704,4684
Mine Shaft Brewing,planning,,Park City,Utah,84098-6724,,,Utah,84098,4693
Minocqua Brewing Co,brewpub,238 Lake Shore Dr,Minocqua,Wisconsin,54548-0081,,,Wisconsin,54548,4700
Misconduct Brewing,planning,,Carmel,Indiana,46033-9414,,,Indiana,46033,4703
Miscreation Brewing Company,brewpub,6 Center Sq,Hanover,Pennsylvania,17331-3001,,,Pennsylvania,17331,4704
Mishigama Craft Brewing / Ypsi Alehouse,brewpub,124 Pearl St Ste 100,Ypsilanti,Michigan,48197-5374,,,Michigan,48197,4706
Miskatonic Brewing Company,micro,1000 N Frontage Rd Ste C,Darien,Illinois,60561-6448,,,Illinois,60561,4707
Missing Falls Brewery,planning,,Akron,Ohio,44311-1079,,,Ohio,44311,4709
Missing Links Brewery,brewpub,891 Evans City Rd,Renfrew,Pennsylvania,16053-9209,,,Pennsylvania,16053,4710
Mobtown Brewing Co,planning,,Baltimore,Maryland,21224-4716,,,Maryland,21224,4722
Mocama Brewing Company,planning,,Fernandina Beach,Florida,32034,,,Florida,32034,4724
Moccasin Bend Brewing Co,micro,3210 Broad St # B,Chattanooga,Tennessee,37408-3059,,,Tennessee,37408,4725
Modern Methods Brewing Company,micro,125 David Grohl Alley,Warren,Ohio,44481,,,Ohio,44481,4729
Modern Romance Brewery,planning,,Durham,North Carolina,27703-5133,,,North Carolina,27703,4730
Modicum Brewing,micro,3732 Spooner Ave Ste A,Altoona,Wisconsin,54720-1097,,,Wisconsin,54720,4735
Momentum Brewhouse,micro,9786 Bonita Beach Rd SE Ste 1,Bonita Springs,Florida,34135-4666,,,Florida,34135,4745
Monadnock Brewing Company LLC,planning,,Langdon,New Hampshire,03602-8604,,,New Hampshire,03602,4746
Monkey Wrench Brewing Company LLC,planning,,Snellville,Georgia,30078-6503,,,Georgia,30078,4756
Monolitch Brewing Company,micro,4915 North 120th Street,Omaha,Nebraska,68164,,,Nebraska,68164,4761
Montana Brewing Co,brewpub,113 N Broadway,Billings,Montana,59101-2043,,,Montana,59101,4762
Montclair Brewery,planning,,Montclair,New Jersey,07042-4038,,,New Jersey,07042,4765
Montucky Cold Snacks,contract,123 W Lewis St,Livingston,Montana,59047-3010,,,Montana,59047,4769
Monument City Brewing Co,micro,1 N Haven St Ste A,Baltimore,Maryland,21224-1614,,,Maryland,21224,4770
Monzula Farm Brewery / Vineyard 22,micro,83800 Monzula Rd,Cadiz,Ohio,43907,,,Ohio,43907,4771
Moonlight Meadery/Hidden Moon Brewing,contract,23 Londonderry Rd Unit 17,Londonderry,New Hampshire,03053-3314,,,New Hampshire,03053,4778
Morgan Ridge Vineyards & Brewhouse,brewpub,486 John Morgan Rd,Gold Hill,North Carolina,28071-9758,,,North Carolina,28071,4789
Moriches Field Brewing Company,planning,,Center Moriches,New York,11934-2600,,,New York,11934,4793
Mosaic Brewing,planning,,Lancaster,Ohio,43130-4308,,,Ohio,43130,4795
Moss Mill Brewing,micro,109 Pike Cir Ste D,Huntingdon Valley,Pennsylvania,19006-1630,,,Pennsylvania,19006,4797
Mother Earth Brewing,regional,311 N Herritage St,Kinston,North Carolina,28501-4823,,,North Carolina,28501,4801
Mother Road Brewery and Taproom,micro,1300 East Butler Ave Ste 200,Flagstaff,Arizona,86001,,,Arizona,86001,4802
Mount Dora Brewing Co,micro,405 S Highland St,Mount Dora,Florida,32757-6101,,,Florida,32757,4812
Mount Gretna Craft Brewery,micro,2701 Horseshoe Pike,Palmyra,Pennsylvania,17078-8949,,,Pennsylvania,17078,4813
Moustache Brewing Co,micro,400 Hallett Ave Ste A,Riverhead,New York,11901-3076,,,New York,11901,4830
MT Head Brewing Co,closed,27307 159th Ave E,Graham,Washington,98338-5608,,,Washington,98338,4834
Mt Index Brewery,closed,49315 State Road 2 Ste B,index,Washington,98256,,,Washington,98256,4835
Mt. Carmel Brewing Co,micro,4362 Mount Carmel Tobasco Rd,Cincinnati,Ohio,45244-2338,,,Ohio,45244,4838
Mudbug Brewery,micro,1878 LA Hwy 3185,Thibodaux,Louisiana,70302-1077,,,Louisiana,70302,4842
Mully's Brewery,micro,141 Schooner Ln Ste 15,Prince Frederick,Maryland,20678-3482,,,Maryland,20678,4848
Mustang Sally Brewing Co,micro,14140 Parke Long Ct # A-C,Chantilly,Virginia,20151-4009,,,Virginia,20151,4854
MyGrain Brewing Company,brewpub,50 E Jefferson St Ste 106,Joliet,Illinois,60432-4299,,,Illinois,60432,4855
"Nacogdoches Brewing Company, Inc.",planning,,Nacogdoches,Texas,75964-8327,,,Texas,75964,4859
Nailers Brewing Company,brewpub,6001 N US Highway 31,Whiteland,Indiana,46184,,,Indiana,46184,4860
Naked Brewing Co,micro,51 Buck Rd,Huntingdon Valley,Pennsylvania,19006-1501,,,Pennsylvania,19006,4861
Naked Dove Brewing Company,micro,4048 State Route 5 and 20,Canandaigua,New York,14424-9591,,,New York,14424,4863
Nano 108 Brewing Co,micro,2402 Waynoka Rd,Colorado Springs,Colorado,80915-1612,,,Colorado,80915,4865
Naples Beach Brewery,micro,4110 Enterprise Ave Ste 217,Naples,Florida,34104-7084,,,Florida,34104,4871
Narrow Path Brewing Company,micro,106 Karl Brown Way,Loveland,Ohio,45140-2902,,,Ohio,45140,4875
National Beer Museum Development Group,planning,,Pittsburgh,Pennsylvania,15212,,,Pennsylvania,15212,4879
National Brewing Company,contract,28102 Baileys Neck Rd,Easton,Maryland,21601-8520,,,Maryland,21601,4880
NAZZ'D Brew Works and Pub,planning,,Pittsboro,North Carolina,27312,,,North Carolina,27312,4888
NC State Brewery,micro,400 Dan Allen Drive Campus Box 7624,Raleigh,North Carolina,27695-0001,,,North Carolina,27695,4889
Nebraska Brewing Co - Papillion,closed,7474 Towne Center Pkwy Ste 101 Shadow Lake Towne Center,Papillion,Nebraska,68046-4805,,,Nebraska,68046,4891
Neon Groundhog Brewery - Majestic Oak Winery,micro,13554 Mohler Rd,Grand Rapids,Ohio,43522-9648,,,Ohio,43522,4893
Nepenthe Homebrew & Brewery,planning,,Baltimore,Maryland,21211-1900,,,Maryland,21211,4894
"Neptunes Brewery, LLC",micro,119 N L St,Livingston,Montana,59047-2819,,,Montana,59047,4895
Nevadan Brewing Company,planning,,Las Vegas,Nevada,89139-5939,,,Nevada,89139,4899
New Albanian Brewing Co,brewpub,3312 Plaza Dr,New Albany,Indiana,47150-2478,,,Indiana,47150,4902
New Barons Brewing Cooperative,planning,,Milwaukee,Wisconsin,53202-2821,,,Wisconsin,53202,4906
New Belgium - The Woods At The Source,planning,,Denver,Colorado,80216-5021,,,Colorado,80216,4907
New Braunfels Brewing,micro,180 W Mill St Ste 100,New Braunfels,Texas,78130-5058,,,Texas,78130,4912
New Bremen Brewing Company,planning,,New Bremen,Ohio,45869-1328,,,Ohio,45869,4913
New City Brewery,micro,180 Pleasant St Ste 2,Easthampton,Massachusetts,01027-1297,,,Massachusetts,01027,4914
New Corner Brewing Company,micro,1900 W Mt Pleasant Blvd Ste G,Muncie,Indiana,47302-9566,,,Indiana,47302,4915
New Glarus Brewing Co - Riverside,micro,2400 State Hwy 69,New Glarus,Wisconsin,53574,,,Wisconsin,53574,4921
New Holland Brewing,planning,,Battle Creek,Michigan,49017,,,Michigan,49017,4926
New Holland Brewing Co - Production Facility,regional,690 Commerce Ct,Holland,Michigan,49424-2913,,,Michigan,49424,4928
New Magnolia Brewing Co,micro,1616 Bevis St,Houston,Texas,77008,,,Texas,77008,4931
New Mexico State University Department Of Chemical,planning,,Las Cruces,New Mexico,88003,,,New Mexico,88003,4932
New Paltz Brewing Company,micro,7174 Route 209,Wawarsing,New York,12489,,,New York,12489,4935
New Planet Beer Co,contract,3980 Broadway St Ste 103 # 116,Boulder,Colorado,80304-1161,,,Colorado,80304,4936
New Realm Brewing,brewpub,550 Somerset Ter NE Unit 101,Atlanta,Georgia,30306-4317,,,Georgia,30306,4938
New Realm Brewing,planning,,Charlotte,North Carolina,28203,,,North Carolina,28203,4939
New Realm Brewing,planning,,Virginia Beach,Virginia,23454,,,Virginia,23454,4940
New Republic Brewing,micro,11405 N Dowling Rd Ste C,College Station,Texas,77845-8500,,,Texas,77845,4941
New River Brewing,micro,9211 NC Hwy 194 N Unit A,Lansing,North Carolina,28643,,,North Carolina,28643,4942
New Trail Brewing Company,micro,240 Arch St Bldg 18,Williamsport,Pennsylvania,17701-7810,,,Pennsylvania,17701,4947
Next Trick Brewing LLC,brewpub,2370 US Route 5,West Burke,Vermont,05871-,,,Vermont,05871,4957
Nexus Brewery,brewpub,4730 Pan American Fwy NE Ste D,Albuquerque,New Mexico,87109-2204,,,New Mexico,87109,4958
Night Shift Brewing,planning,,Boston,Massachusetts,02114,,,Massachusetts,02114,4961
Nimble Hill Brewing Co,micro,3971 SR 6,Tunkhannock,Pennsylvania,18657,,,Pennsylvania,18657,4965
Nivol Brewing,micro,483 N Richard Jackson Blvd,Panama City Beach,Florida,32407-3647,,,Florida,32407,4972
NLand Brewing Company,micro,4836 Hwy 71 E,del Valle,Texas,78617-3217,,,Texas,78617,4973
No Label Brewing Co,micro,5351-A 1st St,Katy,Texas,77493-2506,,,Texas,77493,4977
No Worries Brewing Company,micro,2520 State St,Hamden,Connecticut,06517-3004,,,Connecticut,06517,4978
Noble Shepherd Craft Brewery,micro,7853 State Route 20a,Bloomfield,New York,14469-9659,,,New York,14469,4986
Noble Stein Brewing Co.,micro,1170-G Wayne Avenue,Indiana,Pennsylvania,15701,,,Pennsylvania,15701,4987
NOBO Brewing Company,micro,2901 Commerce Park Dr,Boynton Beach,Florida,33426-8728,,,Florida,33426,4988
Nonesuch River Brewing,brewpub,201 Gorham Rd,Scarborough,Maine,04074-8970,,,Maine,04074,4995
Noon Whistle Brewing Company,micro,800 E Roosevelt Rd Ste 3,Lombard,Illinois,60148-4765,,,Illinois,60148,4996
North By Northwest Restaurant and Brewery - North Capital,brewpub,10010 N Capital of Texas Hwy,Austin,Texas,78759-5837,,,Texas,78759,5003
North By Northwest Restaurant and Brewery - Slaughter,brewpub,5701 W Slaughter Ln Bld D,Austin,Texas,78759-5837,,,Texas,78759,5004
North Country Canning Co,micro,111 Arrowhead Dr Ste B,Slippery Rock,Pennsylvania,16057-2667,,,Pennsylvania,16057,5009
North Fork Brewing Company,planning,,Riverhead,New York,11901-4615,,,New York,11901,5012
North River Hops And Brewing,micro,1571 Route 9,Wappingers Falls,New York,12590-2827,,,New York,12590,5022
Northern Harvest Brewing Company,planning,,Moriah,New York,12960-2306,,,New York,12960,5027
Northern Outer Banks Brewing Company,micro,520 Old Stoney Rd,Corolla,North Carolina,27927,,,North Carolina,27927,5030
Northish Beer Company,micro,,Tacoma,Washington,98444,,,Washington,98444,5033
Northville Winery and Brewery,micro,630 Old Baseline Rd,Northville,Michigan,48167,,,Michigan,48167,5035
Northwest Passage Craft Brewery,micro,,Vancouver,Washington,98661,,,Washington,98661,5037
Northwoods Brewing Co,planning,,Northwood,New Hampshire,03261,,,New Hampshire,03261,5040
Nosdunk Brewing Company,closed,,Walla Walla,Washington,99362-9311,,,Washington,99362,5044
Nostrum Brewing,planning,,Alexandria,Virginia,22303-2214,,,Virginia,22303,5045
Nowhere In Particular Brewing Company,proprietor,6826 Loop Rd,Dayton,Ohio,45459-2159,,,Ohio,45459,5052
Nuts and Bolts Brewing,micro,10 Westpoint Ln Bldg 10 Ste 204,Biddeford,Maine,04005,,,Maine,04005,5056
O.H.S.O. Brewery,brewpub,10810 N Tatum Blvd Ste 126,Phoenix,Arizona,85028-6057,,,Arizona,85028,5057
O'Dempsey's Brewing Co,contract,"205 Grosvenor Place, Nw",Atlanta,Georgia,30328,,,Georgia,30328,5061
O'Neil & Sons Brewing Company,micro,502 Half League Rd Unit A,Port Lavaca,Texas,77979-,,,Texas,77979,5065
Oak and Dagger Public House,brewpub,18 Seaboard Ave Ste 150,Raleigh,North Carolina,27604-8010,,,North Carolina,27604,5068
Oak Cliff Brewing Co,planning,,Dallas,Texas,75224-1305,,,Texas,75224,5069
Oak Creek Brewery & Grill,brewpub,336 State Route 179 Ste D201,Sedona,Arizona,86336-6183,,,Arizona,86336,5070
Oak Creek Brewing Co,brewpub,2050 Yavapai Dr Ste 2C,Sedona,Arizona,86336-4559,,,Arizona,86336,5071
Oak Highlands Brewery,micro,10484 Brockwood Rd,Dallas,Texas,75238-1640,,,Texas,75238,5073
Oak Pond Brewing Co,micro,101 Oak Pond Rd,Skowhegan,Maine,04976-4602,,,Maine,04976,5077
Oak Road Brewery,micro,108 E 3rd North St Ste C,Summerville,South Carolina,29483-6810,,,South Carolina,29483,5078
Oaken Barrel Brewing Co,brewpub,50 Airport Pkwy Ste L,Greenwood,Indiana,46143-1438,,,Indiana,46143,5080
Oakenbrau,planning,,Milwaukie,Oregon,97267-3838,,,Oregon,97267,5081
Oaklyn Springs Brewery,planning,,Fuquay Varina,North Carolina,27526-5499,,,North Carolina,27526,5083
Oasis Brewery,micro,3257 N Lowell Blvd,Denver,Colorado,80211,,,Colorado,80211,5085
Obscurity,planning,,Elburn,Illinois,60119-7012,,,Illinois,60119,5092
Ocean View Community Brewing Co.,planning,,Norfolk,Virginia,23503-4838,,,Virginia,23503,5098
Ocelot Brewing Co,micro,23600 Overland Dr Ste 180,Dulles,Virginia,20166-4441,,,Virginia,20166,5101
Oconee Brewing Company,micro,202 N West St,Greensboro,Georgia,30642-1124,,,Georgia,30642,5104
Odd Alewives Farm Brewery,micro,99 Old Rte One,Waldoboro,Maine,04572,,,Maine,04572,5107
Odd Side Ales,micro,41 Washington Ave Ste 160,Grand Haven,Michigan,49417-1392,,,Michigan,49417,5111
Odd13 Production Facility,micro,505 Stacy Ct Ste D,Lafayette,Colorado,80026,,,Colorado,80026,5114
OddPitch Brewing Co.,planning,,Missoula,Montana,59801-4473,,,Montana,59801,5116
Oddstory Brewing Co,micro,336 E Mlk,Chattanooga,Tennessee,37403-4121,,,Tennessee,37403,5117
Oddwood Ales,brewpub,3108 Manor Rd,Austin,Texas,78723-5719,,,Texas,78723,5118
Odyssey Beerwerks,micro,5535 W 56th Ave Ste 107,Arvada,Colorado,80002-2806,,,Colorado,80002,5122
OEC Brewing,micro,7 Fox Hollow Rd,Oxford,Connecticut,06478-3162,,,Connecticut,06478,5123
Off Main Brewing,planning,,Davidson,North Carolina,28036-6945,,,North Carolina,28036,5126
